,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,281.291,28.1,28.12,55.0,,28.08
1,281.44,28.11,28.11,55.0,,28.08
2,281.591,28.35,28.17,55.0,,28.07
3,281.591,,,,26.61,
4,281.74,29.04,28.38,55.0,,28.06
5,281.891,30.16,28.8,55.0,,28.02
6,282.042,31.59,29.42,55.0,,27.98
7,282.19,33.14,30.19,55.0,,27.93
8,282.19,,,,28.85,
9,282.34,34.8,31.06,55.0,,27.88
10,282.49,36.54,32.01,55.0,,27.83
11,282.64,38.29,33.03,55.0,,27.77
12,282.79,40.07,34.08,55.0,,27.73
13,282.79,,,,31.69,
14,282.941,41.9,35.13,55.0,,27.68
15,283.09,43.59,36.18,55.0,,27.62
16,283.24,45.35,37.28,55.0,,27.57
17,283.24,,,,33.94,
18,283.39,47.12,38.37,55.0,,27.51
19,283.54,48.81,39.46,55.0,,27.46
20,283.69,50.48,40.54,55.0,,27.41
21,283.84,52.17,41.62,55.0,,27.37
22,283.84,,,,37.11,
23,283.99,53.82,42.7,55.0,,27.32
24,284.14,55.42,43.75,55.0,,27.27
25,284.29,57.04,44.81,55.0,,27.23
26,284.44,58.6,45.86,55.0,,27.18
27,284.44,,,,41.02,
28,284.59,60.09,46.91,55.0,,27.14
29,284.741,61.58,47.94,55.0,,27.1
30,284.89,63.02,48.96,55.0,,27.06
31,285.04,64.48,49.97,55.0,,27.01
32,285.04,,,,45.49,
33,285.19,65.83,50.97,55.0,,26.98
34,285.34,67.2,51.96,55.0,,26.95
35,285.497,68.54,52.94,55.0,,26.91
36,285.497,,,,50.32,
37,285.646,69.86,53.91,55.0,,26.88
38,285.798,70.81,54.81,55.0,,26.85
39,285.951,71.5,55.58,55.0,,26.83
40,286.099,71.46,56.07,55.0,,26.86
41,286.145,,,,53.11,
42,286.242,70.85,56.26,55.0,,26.94
43,286.39,69.91,56.19,55.0,,27.05
44,286.54,68.93,55.96,55.0,,27.18
45,286.69,68.13,55.71,55.0,,27.29
46,286.69,,,,53.24,
47,286.839,67.5,55.49,55.0,,27.38
48,286.989,66.97,55.32,55.0,,27.45
49,287.139,66.48,55.19,55.0,,27.51
50,287.289,66.05,55.09,55.0,,27.56
51,287.289,,,,53.31,
52,287.441,65.64,55.01,55.0,,27.6
53,287.589,65.25,54.93,55.0,,27.63
54,287.741,64.86,54.86,55.0,,27.68
55,287.741,,,,53.11,
