,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
0,03f649d3-0fb5-4f82-a7e7-1ef203459579,588,23,100,46,54,56,77,54,5.0,57.17777777777778,1.5534971128258803
1,04253c41-edfe-4b1c-899e-f0addd248ff3,585,40,177,93,84,116,145,105,5.0,111.5111111111111,2.549102478445093
2,05b9771e-d498-4a12-9b58-93abab8d020c,599,22,99,42,57,56,74,52,5.0,54.71111111111111,1.2845431141392467
3,0bcf09e8-2abc-47bf-a732-c51ec02518f2,588,30,114,50,64,63,88,58,6.0,61.733333333333334,1.8230082659356697
4,126244a2-341a-439d-86b3-fc7a89197ba7,599,22,101,45,56,62,77,55,7.0,58.355555555555554,1.2950818971166385
5,14e4acd7-6a79-40ad-8f02-6ecce7b6e63b,588,20,99,47,52,62,77,57,8.0,60.46666666666667,1.214921631845968
6,1702b695-af70-4f5f-ba3d-72f86008a229,591,23,131,71,60,88,104,81,6.0,84.2,1.2911614071067135
7,1d442680-947c-49d6-819d-da83bc717e25,599,25,99,43,56,55,75,50,7.0,54.08888888888889,1.5177807100201903
8,1f62e832-6c40-4a54-8413-6f4f134de352,585,29,157,91,66,103,128,99,5.0,104.37777777777778,1.7551776723698822
9,1fa3dab9-dfcf-4ecd-ae90-3c637cecc629,591,16,129,78,51,96,102,86,8.0,90.26666666666667,0.8650337383964057
10,211f97ac-8c39-4e54-869b-572a11f91dea,588,26,108,46,62,62,81,55,8.0,59.24444444444445,1.621635430343396
11,2438c0c5-227c-4ed4-890b-a75da183d343,602,31,109,50,59,59,87,56,6.0,61.888888888888886,2.0286995583338125
12,327f8d0e-207a-4d8d-b775-c329b9740e0b,585,24,147,86,61,106,122,98,9.0,102.86666666666666,1.472750882042078
13,370d78cd-eda4-48a5-bf65-d1cfd3689492,599,18,92,44,48,57,70,52,5.0,55.22222222222222,1.0981565802025273
14,493e0288-8d0e-4f6f-a7da-6d1f334d78e7,602,20,102,52,50,69,83,63,12.0,66.26666666666667,1.1345716000262769
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,33,118,46,72,68,91,58,9.0,63.977777777777774,1.956619966221453
16,518fe108-0973-4370-805d-32b76b018387,599,17,95,42,53,60,70,53,8.0,56.022222222222226,0.9210569962968762
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,29,173,100,73,114,143,114,10.0,118.28888888888889,1.6628474589676046
18,52b510de-a47a-46da-9153-790d64e90ac1,599,30,106,37,69,56,78,48,5.0,53.111111111111114,1.8768245648682154
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,23,121,73,48,74,95,70,5.0,77.22222222222223,1.4317988741475176
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,36,193,108,85,134,156,120,10.0,126.86666666666666,2.2079965249822138
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,18,97,50,47,66,76,58,10.0,61.77777777777778,1.0339568514384396
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,23,128,70,58,83,101,78,5.0,81.66666666666667,1.2478070997008786
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,20,100,51,49,64,80,60,14.0,63.48888888888889,1.1852449960827371
24,6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,602,28,111,51,60,64,88,60,8.0,64.37777777777778,1.8500949763727768
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,18,127,76,51,82,97,79,8.0,82.57777777777778,1.0278712643627301
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,21,103,50,53,67,81,60,10.0,63.62222222222222,1.237813060410243
27,7178d64f-938b-4391-be28-324d1acbafc9,602,25,94,41,53,52,73,48,5.0,52.666666666666664,1.637250221186953
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,19,108,67,41,81,90,71,,78.33333333333333,1.1277648652913257
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,29,110,44,66,58,84,55,9.0,58.82222222222222,1.8111507221268468
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,28,106,43,63,58,81,53,7.0,57.6,1.689876336397802
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,35,115,42,73,58,87,52,10.0,57.91111111111111,2.2395569108242697
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,22,97,47,50,62,78,56,5.0,60.111111111111114,1.3374016337242338
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,38,185,97,88,122,148,110,9.0,116.97777777777777,2.273467799553103
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,32,155,78,77,98,120,88,7.0,93.26666666666667,1.850951097591178
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,30,123,60,63,81,102,72,12.0,78.71111111111111,1.9072699624937286
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,18,125,71,54,85,100,82,5.0,84.73333333333333,0.8584151733845999
