,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,-55,502,392,110,498,464,420,10.0,445.24444444444447,5.124056045580346
16,518fe108-0973-4370-805d-32b76b018387,599,-43,444,360,84,454,404,383,8.0,400.68888888888887,4.154951537100885
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,-60,1469,1335,134,1470,1426,1383,5.0,1415.7777777777778,4.605491383894787
18,52b510de-a47a-46da-9153-790d64e90ac1,599,-50,364,250,114,352,324,275,7.0,299.46666666666664,4.883102325139134
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,163,998,925,73,778,945,760,9.0,840.6222222222223,15.049414236012353
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,-170,1597,1486,111,1693,1528,1499,9.0,1552.2888888888888,14.027414636801723
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,-83,569,503,66,596,540,514,10.0,539.1777777777778,5.732686590201411
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,53,949,852,97,913,901,848,19.0,869.1333333333333,4.0936828768019495
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,-28,499,438,61,511,479,463,5.0,473.35555555555555,2.880279298409164
24,6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,602,31,509,444,65,504,483,452,9.0,465.46666666666664,3.2419419235850455
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,77,1031,956,75,980,977,900,10.0,931.3111111111111,6.732540403627468
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,-48,485,424,61,526,463,445,9.0,462.7111111111111,4.946354216594216
27,7178d64f-938b-4391-be28-324d1acbafc9,602,-60,309,257,52,325,287,264,19.0,287.7111111111111,4.380404372064618
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,-77,497,492,5,557,482,482,,532.1555555555556,5.379481387341912
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,41,488,382,106,430,449,408,,420.0,2.167852525163937
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,40,468,367,101,440,434,394,5.0,409.24444444444447,3.054696742049316
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,51,463,346,117,407,416,365,5.0,378.77777777777777,3.4751386856385693
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,38,462,401,61,437,445,407,,423.6666666666667,2.4154827795369442
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,-117,1473,1321,152,1550,1418,1363,9.0,1404.6888888888889,11.414104745867235
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,-60,1100,980,120,1117,1045,1000,6.0,1028.9333333333334,6.526843105076296
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,-81,562,507,55,630,545,523,13.0,555.3555555555556,7.26181030558746
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,-41,984,894,90,996,951,938,6.0,956.7777777777778,3.5377604629350117
37,93c062d6-9723-41c0-8a0e-7ad3ee9a4dec,588,-49,579,480,99,564,537,501,9.0,520.0444444444445,4.2917288842602375
38,959584ee-1848-4314-9238-60e493772361,585,-72,1410,1266,144,1448,1359,1318,5.0,1345.7111111111112,7.939311751631976
39,95aa9155-9c15-4b60-aaac-0a1ef5428e65,588,35,531,429,102,481,496,461,18.0,471.0888888888889,1.80447295142244
40,96239bec-a039-4689-bd57-1e2ff5885902,602,58,502,431,71,464,479,421,5.0,445.0888888888889,3.9800287853144596
41,96ff4b86-f467-4294-b846-81ee11e70f15,602,-49,549,504,45,575,527,511,18.0,527.8222222222222,4.311065457620543
42,a2172f61-fa8b-4b1c-bb4f-f3995e37c944,599,56,539,428,111,503,504,448,8.0,468.55555555555554,4.23743111024919
43,a63c8f1f-171a-430c-88f2-982f908939f1,591,-34,755,567,188,677,685,672,12.0,685.2666666666667,2.1040349423702764
44,a911f8a1-0397-45cc-8fa7-fb740d6f30f5,602,36,526,485,41,502,507,471,7.0,484.4888888888889,2.738405835272772
45,acd04ff1-8361-4707-9449-a7354f0c85bd,585,141,1171,974,197,1144,1129,988,7.0,1058.9333333333334,11.233107542070229
46,adc2b8c7-d515-4d68-8f07-d792b890e56a,602,-31,494,422,72,497,473,447,5.0,460.7111111111111,2.968753181900354
47,b1494efa-6f26-4240-8d90-49dcae63de8d,591,91,928,801,127,869,873,782,5.0,813.2444444444444,5.946784606319284
48,b1cdf860-aff3-4aa2-b099-1725cba9b301,588,51,544,484,60,491,513,462,14.0,475.2888888888889,3.134165534410215
49,b4c80a7d-7675-46c7-8912-e8d3b7782c7f,599,115,455,356,99,340,422,307,5.0,338.3777777777778,8.709194312826753
50,bb80a39d-55d3-4780-934e-023d53b577fe,585,82,1336,1210,126,1297,1283,1201,,1236.2666666666667,5.805868801243378
51,bfb26223-878f-425c-898a-f060e372c3af,585,-115,1390,1278,112,1488,1342,1297,6.0,1340.0222222222221,11.383667071615264
52,c1e15e14-f5d2-48bf-b217-ee8c8cdc70f2,588,-53,520,430,90,498,479,448,12.0,468.55555555555554,4.229347687540553
53,c2f666db-c914-4eef-af64-818e7ed64f5d,585,-140,1389,1299,90,1517,1347,1319,9.0,1367.3111111111111,12.88318232071424
54,c57f4c85-1425-4438-a8da-729dfd6eae71,588,48,465,390,75,415,427,379,7.0,391.0444444444444,3.190674751311235
55,c679a438-40aa-4ee3-be53-551e8808ca19,591,88,979,882,97,876,932,848,,891.0666666666667,7.677601584367835
56,cb3322c3-cffa-45f5-b0fc-d2ec3dddf2fd,588,112,561,406,155,460,533,421,18.0,466.1777777777778,7.2927934364669795
57,cffe8ce7-23d8-4481-9e91-197b8d456bbf,585,-96,1327,1284,43,1383,1274,1260,8.0,1306.5555555555557,8.90000654250457
58,d3892558-7610-4ef6-8809-cb215a4b62a9,599,-39,438,368,70,456,409,387,5.0,404.6,3.938461726804462
59,de8782f1-5780-4426-9045-00e282efc464,585,-100,1292,1191,101,1382,1249,1222,5.0,1263.3111111111111,10.128342678649915
60,e1dcebad-ffc5-4ebd-8a10-af3c1b889f20,585,-122,1315,1196,119,1414,1268,1237,6.0,1289.4,11.025301103017227
61,e749b28a-c047-43c4-af60-55be1f297656,591,-121,563,427,136,654,518,511,18.0,565.2222222222222,10.744251139407766
62,e76b1282-fff1-4ce7-83df-afbf9160b56b,602,159,479,413,66,330,463,304,11.0,360.9111111111111,15.215581442415782
63,eec251a8-fafd-4e36-9a5c-7cdda8e44a13,591,64,1023,914,109,982,969,905,9.0,927.7111111111111,5.5833318128420615
64,f4a8f608-2e6b-4022-8cbe-d52674e6d0d8,591,-61,921,820,101,953,874,857,9.0,883.5777777777778,5.26333616468969
65,f4f7fcec-086f-4eb4-a069-e2c4d9324418,588,33,536,455,81,493,498,465,5.0,478.02222222222224,2.01478250816956
66,f72ffa45-df44-4eda-9a36-d15f49e8c0c2,588,-56,505,448,57,506,471,443,11.0,468.0,4.460200344769646
67,fb910b18-dd9b-4c9b-a80e-45afc2fd763f,588,-93,554,466,88,553,513,459,10.0,494.6666666666667,5.293458478709113
