,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,17,191,123,68,142,151,134,7.0,137.2,0.9471755746270958
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,27,179,105,74,140,150,123,10.0,129.37777777777777,1.688094132024709
27,7178d64f-938b-4391-be28-324d1acbafc9,602,38,165,84,81,114,137,99,19.0,108.73333333333333,2.213027752590193
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,36,184,137,47,152,162,139,,152.42222222222222,1.9316843022465662
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,36,159,75,84,97,126,90,5.0,95.4,2.200104097627829
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,34,154,73,81,101,124,90,7.0,96.33333333333333,1.9758449215024285
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,42,164,71,93,98,129,87,5.0,93.73333333333333,2.67240932521446
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,27,176,108,68,138,150,123,5.0,129.24444444444444,1.6564326293623708
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,46,277,167,110,207,232,186,10.0,195.64444444444445,2.775402202592147
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,38,227,126,101,159,180,142,7.0,149.6888888888889,2.158507342696055
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,39,212,126,86,163,184,145,12.0,154.75555555555556,2.572783572859464
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,21,188,119,69,141,156,135,14.0,137.95555555555555,1.1175479105113766
37,93c062d6-9723-41c0-8a0e-7ad3ee9a4dec,588,36,158,75,83,95,125,89,9.0,95.68888888888888,2.086629615942158
38,959584ee-1848-4314-9238-60e493772361,585,36,251,159,92,197,214,178,5.0,185.51111111111112,2.1643125507977174
39,95aa9155-9c15-4b60-aaac-0a1ef5428e65,588,32,147,72,75,94,118,86,5.0,91.82222222222222,1.88066982968067
40,96239bec-a039-4689-bd57-1e2ff5885902,602,41,188,108,80,130,160,119,5.0,127.37777777777778,2.6282344253147443
41,96ff4b86-f467-4294-b846-81ee11e70f15,602,26,189,122,67,153,163,137,6.0,142.9777777777778,1.6113447043279905
42,a2172f61-fa8b-4b1c-bb4f-f3995e37c944,599,51,187,88,99,114,153,102,7.0,111.35555555555555,3.185397217080933
43,a63c8f1f-171a-430c-88f2-982f908939f1,591,16,167,103,64,121,133,117,12.0,120.55555555555556,0.7876553368886476
44,a911f8a1-0397-45cc-8fa7-fb740d6f30f5,602,37,200,133,67,153,178,141,7.0,148.11111111111111,2.3972460005982157
45,acd04ff1-8361-4707-9449-a7354f0c85bd,585,48,225,127,98,164,191,143,10.0,155.48888888888888,2.8496552187966415
46,adc2b8c7-d515-4d68-8f07-d792b890e56a,602,38,190,110,80,142,163,125,9.0,133.55555555555554,2.407533525195788
47,b1494efa-6f26-4240-8d90-49dcae63de8d,591,29,190,113,77,126,150,121,5.0,124.97777777777777,1.5249659792340964
48,b1cdf860-aff3-4aa2-b099-1725cba9b301,588,29,142,77,65,95,115,86,5.0,91.6,1.8571035197339683
49,b4c80a7d-7675-46c7-8912-e8d3b7782c7f,599,45,155,70,85,85,122,77,5.0,84.88888888888889,2.9118219533760907
50,bb80a39d-55d3-4780-934e-023d53b577fe,585,31,238,157,81,184,202,171,8.0,177.42222222222222,1.802628272789292
51,bfb26223-878f-425c-898a-f060e372c3af,585,33,249,159,90,194,209,176,11.0,183.2888888888889,1.9581739700136325
52,c1e15e14-f5d2-48bf-b217-ee8c8cdc70f2,588,27,140,70,70,92,110,83,11.0,87.84444444444445,1.572351169217157
53,c2f666db-c914-4eef-af64-818e7ed64f5d,585,29,238,163,75,190,203,174,10.0,181.17777777777778,1.724858296763756
54,c57f4c85-1425-4438-a8da-729dfd6eae71,588,26,129,65,64,81,102,76,10.0,80.46666666666667,1.5203879912360918
55,c679a438-40aa-4ee3-be53-551e8808ca19,591,19,179,112,67,128,143,124,8.0,127.31111111111112,0.9550045687424387
56,cb3322c3-cffa-45f5-b0fc-d2ec3dddf2fd,588,60,168,65,103,92,142,82,18.0,95.22222222222223,4.015007451041797
57,cffe8ce7-23d8-4481-9e91-197b8d456bbf,585,28,236,176,60,182,203,175,7.0,181.62222222222223,1.5762758391943805
58,d3892558-7610-4ef6-8809-cb215a4b62a9,599,21,142,84,58,106,115,94,5.0,98.4888888888889,1.1792146761320623
59,de8782f1-5780-4426-9045-00e282efc464,585,24,223,151,72,183,190,166,5.0,171.9777777777778,1.3971220030737186
60,e1dcebad-ffc5-4ebd-8a10-af3c1b889f20,585,28,235,155,80,187,200,172,7.0,178.62222222222223,1.5852956878436828
61,e749b28a-c047-43c4-af60-55be1f297656,591,10,138,81,57,102,106,96,9.0,99.15555555555555,0.6429372130470199
62,e76b1282-fff1-4ce7-83df-afbf9160b56b,602,48,189,114,75,119,164,116,7.0,126.91111111111111,3.4898509423443187
63,eec251a8-fafd-4e36-9a5c-7cdda8e44a13,591,41,211,121,90,136,170,129,9.0,135.26666666666668,2.419257710973966
64,f4a8f608-2e6b-4022-8cbe-d52674e6d0d8,591,25,180,106,74,124,144,119,5.0,122.4888888888889,1.4542614715959132
65,f4f7fcec-086f-4eb4-a069-e2c4d9324418,588,26,139,71,68,90,109,83,5.0,87.55555555555556,1.571081103509627
66,f72ffa45-df44-4eda-9a36-d15f49e8c0c2,588,28,141,69,72,88,109,81,11.0,87.62222222222222,1.6702623493253412
67,fb910b18-dd9b-4c9b-a80e-45afc2fd763f,588,30,142,71,71,89,111,81,10.0,85.66666666666667,1.8590986730515198
