,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
57,cffe8ce7-23d8-4481-9e91-197b8d456bbf,585,87,329,63,266,115,197,110,11.0,122.35555555555555,4.874497091989355
58,d3892558-7610-4ef6-8809-cb215a4b62a9,599,99,305,41,264,115,186,87,5.0,99.86666666666666,5.933449245611314
59,de8782f1-5780-4426-9045-00e282efc464,585,114,376,58,318,150,227,113,5.0,128.7111111111111,6.483272968447899
60,e1dcebad-ffc5-4ebd-8a10-af3c1b889f20,585,133,405,59,346,135,251,118,7.0,136.13333333333333,8.046696520816795
61,e749b28a-c047-43c4-af60-55be1f297656,591,44,257,37,220,73,129,73,,89.11111111111111,2.3204792176838254
62,e76b1282-fff1-4ce7-83df-afbf9160b56b,602,146,331,37,294,89,225,79,16.0,101.82222222222222,9.544380469008942
63,eec251a8-fafd-4e36-9a5c-7cdda8e44a13,591,161,421,49,372,108,260,99,5.0,118.46666666666667,9.78300914446723
64,f4a8f608-2e6b-4022-8cbe-d52674e6d0d8,591,97,324,45,279,101,186,89,5.0,100.31111111111112,5.629415626858261
65,f4f7fcec-086f-4eb4-a069-e2c4d9324418,588,110,314,41,273,100,197,87,5.0,102.26666666666667,6.903725811243049
66,f72ffa45-df44-4eda-9a36-d15f49e8c0c2,588,113,334,38,296,85,201,85,11.0,104.55555555555556,7.197793443028047
67,fb910b18-dd9b-4c9b-a80e-45afc2fd763f,588,123,330,41,289,95,206,83,8.0,100.31111111111112,7.695858348643114
