,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
0,03f649d3-0fb5-4f82-a7e7-1ef203459579,588,642,1929,497,1432,668,1298,650,,752.2666666666667,42.63692855044599
1,04253c41-edfe-4b1c-899e-f0addd248ff3,585,1106,3077,836,2241,1238,2213,1107,5.0,1264.3111111111111,71.94189726297509
2,05b9771e-d498-4a12-9b58-93abab8d020c,599,645,2071,536,1535,770,1376,729,5.0,810.7111111111111,38.03855939928269
3,0bcf09e8-2abc-47bf-a732-c51ec02518f2,588,777,2225,555,1670,793,1502,725,6.0,822.4,47.640988635404256
4,126244a2-341a-439d-86b3-fc7a89197ba7,599,602,2068,541,1527,873,1372,770,5.0,845.4222222222222,35.65431903020897
5,14e4acd7-6a79-40ad-8f02-6ecce7b6e63b,588,570,1884,516,1368,714,1290,714,8.0,792.8888888888889,35.674218232659314
6,1702b695-af70-4f5f-ba3d-72f86008a229,591,633,2408,764,1644,1072,1624,991,5.0,1062.088888888889,36.52607217548484
7,1d442680-947c-49d6-819d-da83bc717e25,599,670,2012,530,1482,767,1350,680,7.0,781.7333333333333,39.823967494838826
8,1f62e832-6c40-4a54-8413-6f4f134de352,585,710,2500,798,1702,1078,1705,995,5.0,1092.3777777777777,42.706059350893156
9,1fa3dab9-dfcf-4ecd-ae90-3c637cecc629,591,437,2210,797,1413,1087,1446,1009,8.0,1071.4222222222222,22.922839785912856
10,211f97ac-8c39-4e54-869b-572a11f91dea,588,683,2046,486,1560,767,1357,674,5.0,766.8666666666667,44.15672093555543
11,2438c0c5-227c-4ed4-890b-a75da183d343,602,857,2426,769,1657,952,1777,920,5.0,1057.4666666666667,57.285058188727305
12,327f8d0e-207a-4d8d-b775-c329b9740e0b,585,659,2304,763,1541,1063,1650,991,5.0,1085.2666666666667,42.287301680354176
13,370d78cd-eda4-48a5-bf65-d1cfd3689492,599,499,1832,563,1269,810,1229,730,,795.0444444444445,29.29911790943231
14,493e0288-8d0e-4f6f-a7da-6d1f334d78e7,602,601,2234,818,1416,1139,1650,1049,11.0,1137.5555555555557,33.653551702515415
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,906,2506,576,1930,913,1724,818,9.0,938.1555555555556,56.95391461963277
16,518fe108-0973-4370-805d-32b76b018387,599,481,1886,510,1376,786,1208,727,9.0,785.9111111111112,27.755885139802558
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,787,2773,885,1888,1152,1954,1152,10.0,1262.5111111111112,47.38068040560256
18,52b510de-a47a-46da-9153-790d64e90ac1,599,856,2309,475,1834,760,1547,691,5.0,807.0888888888888,54.64225112446297
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,439,2078,756,1322,956,1331,886,5.0,954.0666666666667,24.421666119152405
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,1007,3210,923,2287,1405,2211,1204,10.0,1362.2444444444445,62.57715853542959
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,485,1788,545,1243,803,1214,729,10.0,796.2222222222222,29.27121627092231
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,589,2355,746,1609,1019,1565,976,5.0,1040.6,33.20307823119407
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,574,2153,792,1361,1046,1575,1001,5.0,1078.2,36.578958515081695
24,6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,602,828,2472,795,1677,1014,1808,980,9.0,1100.2444444444445,55.28906391560349
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,396,2169,782,1387,965,1347,951,7.0,1004.1111111111111,21.291903315488128
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,623,2236,744,1492,1072,1592,969,9.0,1061.4,36.996806646083996
27,7178d64f-938b-4391-be28-324d1acbafc9,602,744,2129,662,1467,832,1523,779,5.0,920.8,47.93131866488193
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,539,2207,984,1223,1321,1690,1151,,1304.4,33.56334915299908
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,839,2330,533,1797,780,1588,747,,851.6888888888889,53.229006472526635
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,786,2242,523,1719,786,1531,745,5.0,843.5333333333333,49.55162507837599
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,994,2525,527,1998,807,1739,745,5.0,880.6666666666666,66.06593525864548
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,617,2108,700,1408,1015,1534,917,,1008.6222222222223,39.595741319660874
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,1007,3122,835,2287,1252,2134,1127,10.0,1264.4888888888888,60.89744421313276
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,865,2892,797,2095,1193,1915,1050,7.0,1162.1333333333334,50.40513413997746
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,896,2670,909,1761,1285,2050,1154,12.0,1317.9777777777779,57.43921791028197
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,505,2251,768,1483,1029,1508,1003,5.0,1054.8222222222223,27.533196231117927
