,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
14,493e0288-8d0e-4f6f-a7da-6d1f334d78e7,602,9,42,18,24,28,32,23,10.0,24.6,0.5350790993349364
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,19,56,16,40,29,41,22,9.0,25.244444444444444,1.1554368698571054
16,518fe108-0973-4370-805d-32b76b018387,599,10,43,14,29,26,30,20,13.0,21.977777777777778,0.5713902181574326
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,14,58,22,36,34,43,29,10.0,31.755555555555556,0.7977282694396415
18,52b510de-a47a-46da-9153-790d64e90ac1,599,16,48,13,35,21,34,18,8.0,20.57777777777778,0.9766568015932826
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,7,40,15,25,23,27,20,5.0,20.733333333333334,0.42520245163226633
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,21,75,26,49,40,54,33,10.0,36.86666666666667,1.2462063202096303
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,8,41,20,21,28,32,24,5.0,25.733333333333334,0.4698093019609786
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,10,45,16,29,23,31,21,5.0,22.044444444444444,0.5824296769433168
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,10,40,17,23,24,31,21,9.0,23.022222222222222,0.6029583294674552
24,6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,602,15,47,17,30,24,36,21,16.0,23.444444444444443,0.956098826172223
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,7,42,15,27,24,28,21,10.0,21.8,0.3798624713488543
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,11,41,15,26,25,31,20,6.0,22.333333333333332,0.6250451858460906
27,7178d64f-938b-4391-be28-324d1acbafc9,602,11,38,14,24,20,28,17,5.0,19.4,0.665697058892551
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,9,48,27,21,38,39,30,,33.577777777777776,0.5788279972550967
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,16,51,14,37,23,36,20,5.0,22.244444444444444,0.9992672212900331
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,15,48,14,34,22,35,20,9.0,21.822222222222223,0.9238392889608207
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,19,53,14,39,23,38,19,8.0,22.31111111111111,1.1721806398068075
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,11,41,15,26,25,31,20,6.0,22.533333333333335,0.6575075311237235
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,21,69,22,47,38,50,29,9.0,33.111111111111114,1.2144781869354588
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,15,54,16,38,29,37,22,6.0,24.533333333333335,0.9243193301929864
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,15,51,22,29,31,41,26,12.0,29.733333333333334,0.9209193813257954
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,10,43,16,27,23,31,21,7.0,22.022222222222222,0.5713902181574326
37,93c062d6-9723-41c0-8a0e-7ad3ee9a4dec,588,13,49,19,30,27,37,24,19.0,26.288888888888888,0.7967744289995409
38,959584ee-1848-4314-9238-60e493772361,585,16,60,22,38,34,44,28,5.0,30.622222222222224,0.9705057503682966
39,95aa9155-9c15-4b60-aaac-0a1ef5428e65,588,11,45,17,28,25,34,23,6.0,24.68888888888889,0.6938505506480332
40,96239bec-a039-4689-bd57-1e2ff5885902,602,13,43,16,27,22,33,20,5.0,21.866666666666667,0.875193604008917
41,96ff4b86-f467-4294-b846-81ee11e70f15,602,10,45,21,24,31,36,26,6.0,27.977777777777778,0.5982101367752115
42,a2172f61-fa8b-4b1c-bb4f-f3995e37c944,599,25,63,18,45,27,48,23,5.0,27.155555555555555,1.5984327322960041
43,a63c8f1f-171a-430c-88f2-982f908939f1,591,6,38,14,24,20,24,18,5.0,19.288888888888888,0.2955081634829533
44,a911f8a1-0397-45cc-8fa7-fb740d6f30f5,602,13,48,24,24,30,39,26,6.0,28.42222222222222,0.8863457664806553
45,acd04ff1-8361-4707-9449-a7354f0c85bd,585,16,51,17,34,29,38,22,5.0,25.133333333333333,0.9694931222922243
46,adc2b8c7-d515-4d68-8f07-d792b890e56a,602,13,43,16,27,26,34,21,8.0,23.22222222222222,0.8339636828350585
47,b1494efa-6f26-4240-8d90-49dcae63de8d,591,11,45,16,29,22,31,20,5.0,21.044444444444444,0.6134299424159906
48,b1cdf860-aff3-4aa2-b099-1725cba9b301,588,11,44,20,24,25,34,23,5.0,24.77777777777778,0.7280778966665302
49,b4c80a7d-7675-46c7-8912-e8d3b7782c7f,599,16,50,13,37,22,35,19,5.0,21.288888888888888,1.002780707527542
50,bb80a39d-55d3-4780-934e-023d53b577fe,585,13,53,21,32,30,39,26,8.0,28.57777777777778,0.7194094724706552
51,bfb26223-878f-425c-898a-f060e372c3af,585,14,59,22,37,35,42,28,16.0,30.755555555555556,0.7869309079344013
52,c1e15e14-f5d2-48bf-b217-ee8c8cdc70f2,588,10,43,17,26,26,32,22,5.0,24.0,0.5419631312909807
53,c2f666db-c914-4eef-af64-818e7ed64f5d,585,12,51,19,32,30,37,25,17.0,27.066666666666666,0.6991277486173288
54,c57f4c85-1425-4438-a8da-729dfd6eae71,588,10,40,18,22,24,31,21,,22.977777777777778,0.5272646935559742
55,c679a438-40aa-4ee3-be53-551e8808ca19,591,7,40,14,26,22,26,19,5.0,20.488888888888887,0.3526996460917644
56,cb3322c3-cffa-45f5-b0fc-d2ec3dddf2fd,588,20,50,19,31,26,42,22,18.0,26.6,1.287622760076907
57,cffe8ce7-23d8-4481-9e91-197b8d456bbf,585,9,58,35,23,33,45,33,13.0,37.93333333333333,0.4934919427339537
58,d3892558-7610-4ef6-8809-cb215a4b62a9,599,10,46,20,26,28,34,24,5.0,25.844444444444445,0.5675510466765026
59,de8782f1-5780-4426-9045-00e282efc464,585,10,49,22,27,32,36,26,5.0,27.866666666666667,0.5912843251327473
60,e1dcebad-ffc5-4ebd-8a10-af3c1b889f20,585,12,54,21,33,31,39,27,10.0,29.0,0.6838692165557205
61,e749b28a-c047-43c4-af60-55be1f297656,591,4,32,12,20,19,21,17,11.0,17.555555555555557,0.24211167954639734
62,e76b1282-fff1-4ce7-83df-afbf9160b56b,602,15,44,18,26,22,34,19,12.0,22.377777777777776,0.9894207280859426
63,eec251a8-fafd-4e36-9a5c-7cdda8e44a13,591,16,51,16,35,23,37,21,7.0,22.755555555555556,0.9644140332564071
64,f4a8f608-2e6b-4022-8cbe-d52674e6d0d8,591,9,41,14,27,21,28,19,5.0,19.955555555555556,0.5365574662440089
65,f4f7fcec-086f-4eb4-a069-e2c4d9324418,588,10,43,18,25,25,32,22,7.0,23.622222222222224,0.592943210159028
66,f72ffa45-df44-4eda-9a36-d15f49e8c0c2,588,11,47,21,26,27,35,24,11.0,26.444444444444443,0.6787534960420345
67,fb910b18-dd9b-4c9b-a80e-45afc2fd763f,588,11,44,17,27,24,32,21,9.0,23.31111111111111,0.6623090227626562
