,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
0,03f649d3-0fb5-4f82-a7e7-1ef203459579,588,38,133,42,91,62,95,57,5.0,62.8,2.5209671936370484
1,04253c41-edfe-4b1c-899e-f0addd248ff3,585,79,236,74,162,114,177,98,5.0,110.66666666666667,5.025675614154153
2,05b9771e-d498-4a12-9b58-93abab8d020c,599,45,150,35,115,65,101,56,9.0,61.666666666666664,2.6367440921748155
3,0bcf09e8-2abc-47bf-a732-c51ec02518f2,588,49,151,45,106,70,108,59,6.0,66.71111111111111,2.885456033632
4,126244a2-341a-439d-86b3-fc7a89197ba7,599,43,151,36,115,72,102,59,5.0,64.86666666666666,2.5746917872641575
5,14e4acd7-6a79-40ad-8f02-6ecce7b6e63b,588,33,130,43,87,65,93,60,8.0,65.24444444444444,1.9845974468387162
6,1702b695-af70-4f5f-ba3d-72f86008a229,591,44,166,48,118,78,112,68,5.0,74.06666666666666,2.4786448350094332
7,1d442680-947c-49d6-819d-da83bc717e25,599,46,148,35,113,66,100,54,10.0,60.4,2.7205285076930465
8,1f62e832-6c40-4a54-8413-6f4f134de352,585,48,200,72,128,107,144,96,5.0,102.31111111111112,2.843744877436592
9,1fa3dab9-dfcf-4ecd-ae90-3c637cecc629,591,32,155,51,104,76,101,69,8.0,74.02222222222223,1.6916379326489306
10,211f97ac-8c39-4e54-869b-572a11f91dea,588,43,146,40,106,70,100,57,5.0,64.06666666666666,2.6814642130426734
11,2438c0c5-227c-4ed4-890b-a75da183d343,602,55,153,38,115,64,111,56,5.0,64.75555555555556,3.5431033726596866
12,327f8d0e-207a-4d8d-b775-c329b9740e0b,585,47,187,71,116,106,140,93,5.0,101.24444444444444,2.8896696940157796
13,370d78cd-eda4-48a5-bf65-d1cfd3689492,599,37,137,35,102,66,92,55,5.0,59.6,2.0938451933496296
14,493e0288-8d0e-4f6f-a7da-6d1f334d78e7,602,42,141,40,101,72,101,59,11.0,66.73333333333333,2.299602860948781
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,66,186,38,148,78,129,63,9.0,73.17777777777778,4.081365355508268
16,518fe108-0973-4370-805d-32b76b018387,599,36,140,35,105,65,92,56,8.0,60.733333333333334,2.0560507683518523
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,55,222,80,142,111,164,109,10.0,116.2,3.268224107356346
18,52b510de-a47a-46da-9153-790d64e90ac1,599,62,167,32,135,61,114,52,5.0,61.111111111111114,3.9023911297357223
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,26,147,49,98,78,95,69,5.0,72.02222222222223,1.4333913350780847
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,73,255,84,171,131,184,111,10.0,123.84444444444445,4.50123631247412
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,29,126,47,79,72,91,62,5.0,67.06666666666666,1.6982929455736127
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,42,165,49,116,74,110,68,5.0,73.42222222222222,2.3316763635381506
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,37,134,39,95,66,95,58,5.0,64.06666666666666,2.2771720378749514
