,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
0,03f649d3-0fb5-4f82-a7e7-1ef203459579,588,0,0,0,0,0,0,0,,0.0,0.0
1,04253c41-edfe-4b1c-899e-f0addd248ff3,585,0,0,0,0,0,0,0,,0.0,0.0
2,05b9771e-d498-4a12-9b58-93abab8d020c,599,0,1,1,0,1,1,1,,1.0,0.0
3,0bcf09e8-2abc-47bf-a732-c51ec02518f2,588,0,0,0,0,0,0,0,,0.0,0.0
4,126244a2-341a-439d-86b3-fc7a89197ba7,599,0,1,1,0,1,1,1,,1.0,0.0
5,14e4acd7-6a79-40ad-8f02-6ecce7b6e63b,588,0,0,0,0,0,0,0,,0.0,0.0
6,1702b695-af70-4f5f-ba3d-72f86008a229,591,0,0,0,0,0,0,0,,0.0,0.0
7,1d442680-947c-49d6-819d-da83bc717e25,599,0,1,1,0,1,1,1,,1.0,0.0
8,1f62e832-6c40-4a54-8413-6f4f134de352,585,0,0,0,0,0,0,0,,0.0,0.0
9,1fa3dab9-dfcf-4ecd-ae90-3c637cecc629,591,0,0,0,0,0,0,0,,0.0,0.0
10,211f97ac-8c39-4e54-869b-572a11f91dea,588,0,0,0,0,0,0,0,,0.0,0.0
11,2438c0c5-227c-4ed4-890b-a75da183d343,602,0,1,1,0,1,1,1,,1.0,0.0
12,327f8d0e-207a-4d8d-b775-c329b9740e0b,585,0,0,0,0,0,0,0,,0.0,0.0
13,370d78cd-eda4-48a5-bf65-d1cfd3689492,599,0,1,1,0,1,1,1,,1.0,0.0
14,493e0288-8d0e-4f6f-a7da-6d1f334d78e7,602,0,1,1,0,1,1,1,,1.0,0.0
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,0,1,1,0,1,1,1,,1.0,0.0
16,518fe108-0973-4370-805d-32b76b018387,599,0,1,1,0,1,1,1,,1.0,0.0
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,0,0,0,0,0,0,0,,0.0,0.0
18,52b510de-a47a-46da-9153-790d64e90ac1,599,0,1,1,0,1,1,1,,1.0,0.0
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,0,0,0,0,0,0,0,,0.0,0.0
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,0,0,0,0,0,0,0,,0.0,0.0
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,0,0,0,0,0,0,0,,0.0,0.0
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,0,0,0,0,0,0,0,,0.0,0.0
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,0,1,1,0,1,1,1,,1.0,0.0
24,6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,602,0,1,1,0,1,1,1,,1.0,0.0
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,0,0,0,0,0,0,0,,0.0,0.0
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,0,1,1,0,1,1,1,,1.0,0.0
27,7178d64f-938b-4391-be28-324d1acbafc9,602,0,1,1,0,1,1,1,,1.0,0.0
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,0,1,1,0,1,1,1,,1.0,0.0
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,0,1,1,0,1,1,1,,1.0,0.0
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,0,1,1,0,1,1,1,,1.0,0.0
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,0,1,1,0,1,1,1,,1.0,0.0
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,0,1,1,0,1,1,1,,1.0,0.0
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,0,0,0,0,0,0,0,,0.0,0.0
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,0,0,0,0,0,0,0,,0.0,0.0
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,0,1,1,0,1,1,1,,1.0,0.0
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,0,0,0,0,0,0,0,,0.0,0.0
37,93c062d6-9723-41c0-8a0e-7ad3ee9a4dec,588,0,0,0,0,0,0,0,,0.0,0.0
38,959584ee-1848-4314-9238-60e493772361,585,0,0,0,0,0,0,0,,0.0,0.0
39,95aa9155-9c15-4b60-aaac-0a1ef5428e65,588,0,0,0,0,0,0,0,,0.0,0.0
