,cup id,instrument,fmax,melt start,melt stop,melt range,pcr start,pcr stop,pcr min,reverse cq,mean pcr,mean pcr 90% ci
0,03f649d3-0fb5-4f82-a7e7-1ef203459579,588,337,835,58,777,198,504,167,5.0,216.82222222222222,22.25493844405014
1,04253c41-edfe-4b1c-899e-f0addd248ff3,585,647,1376,71,1305,323,886,239,5.0,332.9555555555556,42.170190374519905
2,05b9771e-d498-4a12-9b58-93abab8d020c,599,383,998,54,944,244,580,197,5.0,242.0888888888889,22.545295798011125
3,0bcf09e8-2abc-47bf-a732-c51ec02518f2,588,413,979,62,917,246,597,184,6.0,237.9111111111111,25.06763692984937
4,126244a2-341a-439d-86b3-fc7a89197ba7,599,367,994,54,940,286,577,210,5.0,257.22222222222223,21.658513951166015
5,14e4acd7-6a79-40ad-8f02-6ecce7b6e63b,588,304,802,61,741,192,489,185,8.0,224.55555555555554,18.899771962743444
6,1702b695-af70-4f5f-ba3d-72f86008a229,591,363,993,50,943,227,551,188,5.0,228.35555555555555,21.02822615004237
7,1d442680-947c-49d6-819d-da83bc717e25,599,396,994,52,942,256,579,183,10.0,235.88888888888889,23.54661862907099
8,1f62e832-6c40-4a54-8413-6f4f134de352,585,411,1089,69,1020,279,625,214,5.0,264.24444444444447,24.81020381295656
9,1fa3dab9-dfcf-4ecd-ae90-3c637cecc629,591,260,884,53,831,207,443,183,5.0,212.15555555555557,14.357773768254162
10,211f97ac-8c39-4e54-869b-572a11f91dea,588,399,975,56,919,246,582,183,5.0,238.66666666666666,25.70767946852591
11,2438c0c5-227c-4ed4-890b-a75da183d343,602,486,1031,52,979,202,659,173,5.0,243.9777777777778,32.50614362165162
12,327f8d0e-207a-4d8d-b775-c329b9740e0b,585,392,989,69,920,262,604,212,5.0,268.73333333333335,25.131918547989912
13,370d78cd-eda4-48a5-bf65-d1cfd3689492,599,314,871,52,819,239,495,181,5.0,216.11111111111111,17.90440236983565
14,493e0288-8d0e-4f6f-a7da-6d1f334d78e7,602,363,886,53,833,234,540,177,11.0,230.0888888888889,21.135808068629785
15,4ddaaa5d-1e1a-4262-a50b-15a2d485df55,599,580,1285,61,1224,310,806,226,9.0,306.46666666666664,36.320779923444604
16,518fe108-0973-4370-805d-32b76b018387,599,308,915,53,862,234,501,193,9.0,230.82222222222222,18.00328214434154
17,523ca906-8a4a-4ac7-b269-27d29fc0148a,585,474,1207,76,1131,252,727,252,10.0,313.73333333333335,28.50826702818972
18,52b510de-a47a-46da-9153-790d64e90ac1,599,521,1169,50,1119,225,712,191,5.0,257.44444444444446,33.49889085369013
19,53052f32-13d3-44f1-9e68-a4c89c5238d7,591,213,823,52,771,239,404,191,5.0,213.48888888888888,11.527567370328882
20,59799041-5fa8-41b8-9a24-c8af9795ed6e,585,633,1489,79,1410,368,892,259,10.0,353.6222222222222,39.92208795417929
21,5a481eef-2c5e-47c1-b7bb-fc80f36fc250,588,260,740,63,677,216,431,171,5.0,205.62222222222223,15.938297880845226
22,60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,591,331,977,53,924,227,528,197,5.0,233.0888888888889,18.494007136835563
23,649ca710-98a3-4a63-8674-dd37cdb05078,602,329,846,53,793,221,513,184,5.0,229.0888888888889,20.882457355106766
24,6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,602,483,1049,54,995,209,665,182,9.0,252.3111111111111,32.17071134945222
25,6fd99e6c-f81c-4f60-971b-2e20b78b2692,591,202,871,56,815,199,404,199,7.0,224.8,10.288239712206007
26,70b801f3-82bb-48c6-8d8b-dc91be6ad534,602,356,914,53,861,249,549,193,10.0,243.35555555555555,21.361230275148117
27,7178d64f-938b-4391-be28-324d1acbafc9,602,385,890,49,841,198,547,162,5.0,218.8,25.049359176531766
28,71b99c09-2a47-4e41-91f0-a8b43225b8d6,602,373,845,53,792,278,543,170,9.0,229.46666666666667,23.593947263807337
29,74e2f338-994b-4491-afcf-1edc0635caf8,599,526,1174,53,1121,226,722,196,,262.3333333333333,33.33805761890305
30,82fcfc63-96d5-47e8-b904-3b4c707a7344,599,488,1119,52,1067,237,689,201,5.0,263.3333333333333,30.783611463253862
31,83a1ad6c-0240-4c15-8c1c-21343cc28b55,599,603,1271,53,1218,259,805,202,5.0,286.1111111111111,39.875342085359364
32,84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,602,343,851,52,799,261,523,180,5.0,232.57777777777778,21.76395872771863
33,85ee79c6-5bef-4c3b-978a-e5613f918ff5,585,624,1477,76,1401,342,889,265,10.0,352.06666666666666,37.81761477529028
34,8667674a-1d2e-4e35-95e5-0d2729987edd,591,507,1281,56,1225,265,717,210,7.0,271.6666666666667,29.82031092832831
35,87e41688-98ea-4a31-9041-c93ec9dabbf4,602,536,1111,58,1053,265,746,210,12.0,303.4222222222222,34.901666156977
36,8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,591,302,900,51,849,189,474,172,5.0,203.9111111111111,16.690576778581345
