(2470636)	2470636	TC-0	=	23.64	(	)	","
(2470786)	2470786	TC-0	=	23.67	(	)	","
(2470936)	2470936	TC-0	=	23.69	(	)	","
(2471093)	2471093	TC-0	=	23.72	(	)	","
(2471239)	2471239	TC-0	=	23.73	(	)	","
(2471389)	2471389	TC-0	=	23.75	(	)	","
(2471539)	2471539	TC-0	=	23.77	(	)	","
(2471689)	2471689	TC-0	=	23.79	(	)	","
(2471839)	2471839	TC-0	=	23.8	(	)	","
(2471994)	2471994	TC-0	=	23.82	(	)	","
(2472140)	2472140	TC-0	=	23.82	(	)	","
(2472290)	2472290	TC-0	=	23.84	(	)	","
(2472440)	2472440	TC-0	=	23.86	(	)	","
(2472591)	2472591	TC-0	=	23.87	(	)	","
(2472740)	2472740	TC-0	=	23.89	(	)	","
(2472893)	2472893	TC-0	=	23.9	(	)	","
(2473041)	2473041	TC-0	=	23.91	(	)	","
(2473192)	2473192	TC-0	=	23.93	(	)	","
(2473342)	2473342	TC-0	=	23.95	(	)	","
(2473493)	2473493	TC-0	=	23.96	(	)	","
(2473643)	2473643	TC-0	=	23.98	(	)	","
(2473795)	2473795	TC-0	=	24	(	)	","
(2473949)	2473949	TC-0	=	24.02	(	)	","
(2474095)	2474095	TC-0	=	24.05	(	)	","
(2474243)	2474243	TC-0	=	24.07	(	)	","
(2474394)	2474394	TC-0	=	24.09	(	)	","
(2474544)	2474544	TC-0	=	24.12	(	)	","
(2474696)	2474696	TC-0	=	24.15	(	)	","
(2474851)	2474851	TC-0	=	24.18	(	)	","
(2474995)	2474995	TC-0	=	24.21	(	)	","
(2475145)	2475145	TC-0	=	24.28	(	)	","
(2475295)	2475295	TC-0	=	24.69	(	)	","
(2475445)	2475445	TC-0	=	25.73	(	)	","
(2475597)	2475597	TC-0	=	27.2	(	)	","
(2475751)	2475751	TC-0	=	28.29	(	)	","
(2475896)	2475896	TC-0	=	30.06	(	)	","
(2476046)	2476046	TC-0	=	31.86	(	)	","
(2476196)	2476196	TC-0	=	33.64	(	)	","
(2476346)	2476346	TC-0	=	35.39	(	)	","
(2476498)	2476498	TC-0	=	37.09	(	)	","
(2476652)	2476652	TC-0	=	38.21	(	)	","
(2476797)	2476797	TC-0	=	39.85	(	)	","
(2476948)	2476948	TC-0	=	41.45	(	)	","
(2477098)	2477098	TC-0	=	43.01	(	)	","
(2477247)	2477247	TC-0	=	44.54	(	)	","
(2477400)	2477400	TC-0	=	45.99	(	)	","
(2477554)	2477554	TC-0	=	46.91	(	)	","
(2477700)	2477700	TC-0	=	48.25	(	)	","
(2477848)	2477848	TC-0	=	49.58	(	)	","
(2477999)	2477999	TC-0	=	50.84	(	)	","
(2478148)	2478148	TC-0	=	52.03	(	)	","
(2478301)	2478301	TC-0	=	53.17	(	)	","
(2478455)	2478455	TC-0	=	53.93	(	)	","
(2478600)	2478600	TC-0	=	55.1	(	)	","
(2478749)	2478749	TC-0	=	56.33	(	)	","
(2478900)	2478900	TC-0	=	57.58	(	)	","
(2479050)	2479050	TC-0	=	58.81	(	)	","
(2479202)	2479202	TC-0	=	60.04	(	)	","
(2479356)	2479356	TC-0	=	60.84	(	)	","
(2479501)	2479501	TC-0	=	61.94	(	)	","
(2479651)	2479651	TC-0	=	63.01	(	)	","
(2479801)	2479801	TC-0	=	64.02	(	)	","
(2479951)	2479951	TC-0	=	65.02	(	)	","
(2480103)	2480103	TC-0	=	66	(	)	","
(2480257)	2480257	TC-0	=	66.62	(	)	","
(2480402)	2480402	TC-0	=	67.53	(	)	","
(2480552)	2480552	TC-0	=	68.42	(	)	","
(2480702)	2480702	TC-0	=	69.28	(	)	","
(2480851)	2480851	TC-0	=	70.12	(	)	","
(2481004)	2481004	TC-0	=	70.95	(	)	","
(2481158)	2481158	TC-0	=	71.47	(	)	","
(2481303)	2481303	TC-0	=	72.25	(	)	","
(2481453)	2481453	TC-0	=	72.96	(	)	","
(2481603)	2481603	TC-0	=	73.69	(	)	","
(2481753)	2481753	TC-0	=	74.4	(	)	","
(2481905)	2481905	TC-0	=	75.08	(	)	","
(2482059)	2482059	TC-0	=	75.52	(	)	","
(2482204)	2482204	TC-0	=	76.16	(	)	","
(2482355)	2482355	TC-0	=	76.79	(	)	","
(2482504)	2482504	TC-0	=	77.39	(	)	","
(2482654)	2482654	TC-0	=	78	(	)	","
(2482806)	2482806	TC-0	=	78.59	(	)	","
(2482960)	2482960	TC-0	=	78.97	(	)	","
(2483105)	2483105	TC-0	=	79.5	(	)	","
(2483255)	2483255	TC-0	=	80.03	(	)	","
(2483405)	2483405	TC-0	=	80.58	(	)	","
(2483555)	2483555	TC-0	=	81.09	(	)	","
(2483707)	2483707	TC-0	=	81.58	(	)	","
(2483861)	2483861	TC-0	=	81.89	(	)	","
(2484006)	2484006	TC-0	=	82.35	(	)	","
(2484157)	2484157	TC-0	=	82.82	(	)	","
(2484306)	2484306	TC-0	=	83.26	(	)	","
(2484455)	2484455	TC-0	=	83.68	(	)	","
(2484608)	2484608	TC-0	=	84.11	(	)	","
(2484763)	2484763	TC-0	=	84.39	(	)	","
(2484907)	2484907	TC-0	=	84.79	(	)	","
(2485057)	2485057	TC-0	=	85.17	(	)	","
(2485208)	2485208	TC-0	=	85.56	(	)	","
(2485358)	2485358	TC-0	=	85.92	(	)	","
(2485510)	2485510	TC-0	=	86.28	(	)	","
(2485664)	2485664	TC-0	=	86.52	(	)	","
(2485809)	2485809	TC-0	=	86.87	(	)	","
(2485958)	2485958	TC-0	=	87.2	(	)	","
(2486109)	2486109	TC-0	=	87.52	(	)	","
(2486258)	2486258	TC-0	=	87.85	(	)	","
(2486411)	2486411	TC-0	=	88.18	(	)	","
(2486565)	2486565	TC-0	=	88.37	(	)	","
(2486710)	2486710	TC-0	=	88.68	(	)	","
(2486860)	2486860	TC-0	=	88.99	(	)	","
(2487010)	2487010	TC-0	=	89.27	(	)	","
(2487160)	2487160	TC-0	=	89.54	(	)	","
(2487312)	2487312	TC-0	=	89.81	(	)	","
(2487461)	2487461	TC-0	=	89.98	(	)	","
(2487611)	2487611	TC-0	=	90.25	(	)	","
(2487762)	2487762	TC-0	=	90.51	(	)	","
(2487911)	2487911	TC-0	=	90.75	(	)	","
(2488062)	2488062	TC-0	=	91.02	(	)	","
(2488217)	2488217	TC-0	=	91.25	(	)	","
(2488363)	2488363	TC-0	=	91.4	(	)	","
(2488514)	2488514	TC-0	=	91.61	(	)	","
(2488663)	2488663	TC-0	=	91.83	(	)	","
(2488813)	2488813	TC-0	=	92.05	(	)	","
(2488963)	2488963	TC-0	=	92.26	(	)	","
(2489118)	2489118	TC-0	=	92.46	(	)	","
(2489264)	2489264	TC-0	=	92.59	(	)	","
(2489414)	2489414	TC-0	=	92.78	(	)	","
(2489564)	2489564	TC-0	=	92.97	(	)	","
(2489714)	2489714	TC-0	=	93.14	(	)	","
(2489863)	2489863	TC-0	=	93.32	(	)	","
(2490016)	2490016	TC-0	=	93.51	(	)	","
(2490171)	2490171	TC-0	=	93.62	(	)	","
(2490316)	2490316	TC-0	=	93.77	(	)	","
(2490465)	2490465	TC-0	=	93.92	(	)	","
(2490616)	2490616	TC-0	=	94.09	(	)	","
(2490766)	2490766	TC-0	=	94.26	(	)	","
(2490917)	2490917	TC-0	=	94.42	(	)	","
(2491067)	2491067	TC-0	=	94.52	(	)	","
(2491216)	2491216	TC-0	=	94.67	(	)	","
(2491365)	2491365	TC-0	=	94.8	(	)	","
(2491516)	2491516	TC-0	=	94.94	(	)	","
(2491666)	2491666	TC-0	=	95.09	(	)	","
(2491821)	2491821	TC-0	=	95.18	(	)	","
(2491966)	2491966	TC-0	=	95.32	(	)	","
(2492117)	2492117	TC-0	=	95.44	(	)	","
(2492266)	2492266	TC-0	=	95.58	(	)	","
(2492417)	2492417	TC-0	=	95.7	(	)	","
(2492567)	2492567	TC-0	=	95.83	(	)	","
(2492722)	2492722	TC-0	=	95.97	(	)	","
(2492868)	2492868	TC-0	=	96.04	(	)	","
(2493018)	2493018	TC-0	=	96.16	(	)	","
(2493168)	2493168	TC-0	=	96.27	(	)	","
(2493319)	2493319	TC-0	=	96.38	(	)	","
(2493469)	2493469	TC-0	=	96.5	(	)	","
(2493621)	2493621	TC-0	=	96.61	(	)	","
(2493775)	2493775	TC-0	=	96.68	(	)	","
(2493920)	2493920	TC-0	=	96.77	(	)	","
(2494069)	2494069	TC-0	=	96.87	(	)	","
(2494220)	2494220	TC-0	=	96.97	(	)	","
(2494370)	2494370	TC-0	=	97.06	(	)	","
(2494522)	2494522	TC-0	=	97.14	(	)	","
(2494676)	2494676	TC-0	=	97.19	(	)	","
(2494821)	2494821	TC-0	=	97.3	(	)	","
(2494971)	2494971	TC-0	=	97.37	(	)	","
(2495121)	2495121	TC-0	=	97.45	(	)	","
(2495271)	2495271	TC-0	=	97.53	(	)	","
(2495423)	2495423	TC-0	=	97.62	(	)	","
(2495572)	2495572	TC-0	=	97.67	(	)	","
(2495722)	2495722	TC-0	=	97.75	(	)	","
(2495872)	2495872	TC-0	=	97.83	(	)	","
(2496022)	2496022	TC-0	=	97.9	(	)	","
(2496172)	2496172	TC-0	=	97.96	(	)	","
(2496328)	2496328	TC-0	=	98.02	(	)	","
(2496475)	2496475	TC-0	=	98.09	(	)	","
(2496624)	2496624	TC-0	=	98.16	(	)	","
(2496774)	2496774	TC-0	=	98.24	(	)	","
(2496924)	2496924	TC-0	=	98.3	(	)	","
(2497075)	2497075	TC-0	=	98.37	(	)	","
(2497229)	2497229	TC-0	=	98.42	(	)	","
(2497375)	2497375	TC-0	=	98.47	(	)	","
(2497525)	2497525	TC-0	=	98.55	(	)	","
(2497675)	2497675	TC-0	=	98.6	(	)	","
(2497825)	2497825	TC-0	=	98.67	(	)	","
(2497975)	2497975	TC-0	=	98.73	(	)	","
(2498129)	2498129	TC-0	=	98.79	(	)	","
(2498275)	2498275	TC-0	=	98.83	(	)	","
(2498425)	2498425	TC-0	=	98.9	(	)	","
(2498575)	2498575	TC-0	=	98.96	(	)	","
(2498726)	2498726	TC-0	=	99.01	(	)	","
(2498875)	2498875	TC-0	=	99.07	(	)	","
(2499030)	2499030	TC-0	=	99.11	(	)	","
(2499176)	2499176	TC-0	=	99.15	(	)	","
(2499326)	2499326	TC-0	=	99.22	(	)	","
(2499476)	2499476	TC-0	=	99.28	(	)	","
(2499627)	2499627	TC-0	=	99.33	(	)	","
(2499776)	2499776	TC-0	=	99.39	(	)	","
(2499929)	2499929	TC-0	=	99.44	(	)	","
(2500079)	2500079	TC-0	=	99.48	(	)	","
(2500228)	2500228	TC-0	=	99.54	(	)	","
(2500378)	2500378	TC-0	=	99.6	(	)	","
(2500529)	2500529	TC-0	=	99.64	(	)	","
(2500679)	2500679	TC-0	=	99.68	(	)	","
(2500833)	2500833	TC-0	=	99.73	(	)	","
(2500979)	2500979	TC-0	=	99.76	(	)	","
(2501129)	2501129	TC-0	=	99.81	(	)	","
(2501279)	2501279	TC-0	=	99.86	(	)	","
(2501428)	2501428	TC-0	=	99.9	(	)	","
(2501579)	2501579	TC-0	=	99.94	(	)	","
(2501735)	2501735	TC-0	=	99.98	(	)	","
(2501881)	2501881	TC-0	=	100.01	(	)	","
(2502031)	2502031	TC-0	=	100.05	(	)	","
(2502181)	2502181	TC-0	=	100.09	(	)	","
(2502332)	2502332	TC-0	=	100.14	(	)	","
(2502481)	2502481	TC-0	=	100.19	(	)	","
(2502636)	2502636	TC-0	=	100.22	(	)	","
(2502781)	2502781	TC-0	=	100.24	(	)	","
(2502931)	2502931	TC-0	=	100.28	(	)	","
(2503081)	2503081	TC-0	=	100.31	(	)	","
(2503231)	2503231	TC-0	=	100.36	(	)	","
(2503383)	2503383	TC-0	=	100.4	(	)	","
(2503538)	2503538	TC-0	=	100.42	(	)	","
(2503683)	2503683	TC-0	=	100.47	(	)	","
(2503831)	2503831	TC-0	=	100.5	(	)	","
(2503982)	2503982	TC-0	=	100.54	(	)	","
(2504132)	2504132	TC-0	=	100.57	(	)	","
(2504283)	2504283	TC-0	=	100.6	(	)	","
(2504439)	2504439	TC-0	=	100.62	(	)	","
(2504584)	2504584	TC-0	=	100.67	(	)	","
(2504735)	2504735	TC-0	=	100.68	(	)	","
(2504883)	2504883	TC-0	=	100.71	(	)	","
(2505034)	2505034	TC-0	=	100.74	(	)	","
(2505185)	2505185	TC-0	=	100.76	(	)	","
(2505341)	2505341	TC-0	=	100.78	(	)	","
(2505487)	2505487	TC-0	=	100.81	(	)	","
(2505637)	2505637	TC-0	=	100.85	(	)	","
(2505787)	2505787	TC-0	=	100.88	(	)	","
(2505937)	2505937	TC-0	=	100.9	(	)	","
(2506087)	2506087	TC-0	=	100.92	(	)	","
(2506241)	2506241	TC-0	=	100.97	(	)	","
(2506399)	2506399	TC-0	=	100.97	(	)	","
(2506539)	2506539	TC-0	=	101	(	)	","
(2506690)	2506690	TC-0	=	101.03	(	)	","
(2506839)	2506839	TC-0	=	101.06	(	)	","
(2506990)	2506990	TC-0	=	101.1	(	)	","
(2507145)	2507145	TC-0	=	101.11	(	)	","
(2507297)	2507297	TC-0	=	101.13	(	)	","
(2507443)	2507443	TC-0	=	101.16	(	)	","
(2507593)	2507593	TC-0	=	101.18	(	)	","
(2507744)	2507744	TC-0	=	101.2	(	)	","
(2507893)	2507893	TC-0	=	101.24	(	)	","
(2508046)	2508046	TC-0	=	101.26	(	)	","
(2508201)	2508201	TC-0	=	101.28	(	)	","
(2508346)	2508346	TC-0	=	101.31	(	)	","
(2508496)	2508496	TC-0	=	101.33	(	)	","
(2508647)	2508647	TC-0	=	101.36	(	)	","
(2508796)	2508796	TC-0	=	101.38	(	)	","
(2508950)	2508950	TC-0	=	101.4	(	)	","
(2509104)	2509104	TC-0	=	101.42	(	)	","
(2509249)	2509249	TC-0	=	101.45	(	)	","
(2509398)	2509398	TC-0	=	101.46	(	)	","
(2509550)	2509550	TC-0	=	101.48	(	)	","
(2509699)	2509699	TC-0	=	101.52	(	)	","
