timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
2193.22,29.38,29.38,90,26.53,29.53
2193.22,29.38,29.38,90,26.53,29.53
2193.22,29.38,29.38,90,26.53,29.53
2193.22,29.38,29.38,90,26.53,29.53
2193.372,29.37,29.38,90,26.53,29.53
2193.372,29.37,29.38,90,26.53,29.53
2193.372,29.37,29.38,90,26.53,29.53
2193.372,29.37,29.38,90,26.53,29.53
2193.522,29.4,29.38,90,26.53,29.52
2193.522,29.4,29.38,90,26.53,29.52
2193.522,29.4,29.38,90,26.53,29.52
2193.522,29.4,29.38,90,26.53,29.52
2193.684,29.55,29.41,90,26.53,29.49
2193.684,29.55,29.41,90,26.53,29.49
2193.684,29.55,29.41,90,26.53,29.49
2193.684,29.55,29.41,90,26.53,29.49
2193.801,,,,26.53,
2193.834,29.95,29.5,90,,29.44
2193.834,29.95,29.5,90,,29.44
2193.834,29.95,29.5,90,,29.44
2193.834,29.95,29.5,90,,29.44
2193.991,30.59,29.69,90,,29.4
2193.991,30.59,29.69,90,,29.4
2193.991,30.59,29.69,90,,29.4
2193.991,30.59,29.69,90,,29.4
2194.141,31.52,29.99,90,,29.32
2194.141,31.52,29.99,90,,29.32
2194.141,31.52,29.99,90,,29.32
2194.141,31.52,29.99,90,,29.32
2194.301,32.6,30.4,90,,29.25
2194.301,32.6,30.4,90,,29.25
2194.301,32.6,30.4,90,,29.25
2194.301,32.6,30.4,90,,29.25
2194.366,,,,26.9,
2194.451,33.98,30.93,90,,29.18
2194.451,33.98,30.93,90,,29.18
2194.451,33.98,30.93,90,,29.18
2194.451,33.98,30.93,90,,29.18
2194.602,35.34,31.54,90,,29.11
2194.602,35.34,31.54,90,,29.11
2194.602,35.34,31.54,90,,29.11
2194.602,35.34,31.54,90,,29.11
2194.751,36.89,32.21,90,,29.04
2194.751,36.89,32.21,90,,29.04
2194.751,36.89,32.21,90,,29.04
