,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,411.892,26.14,26.25,55.0,,26.21
1,412.039,26.14,26.24,55.0,,26.21
2,412.074,,,,24.89,
3,412.189,26.21,26.26,55.0,,26.21
4,412.339,26.59,26.36,55.0,,26.19
5,412.489,27.39,26.64,55.0,,26.16
6,412.639,28.57,27.12,55.0,,26.12
7,412.639,,,,25.15,
8,412.789,30.01,27.81,55.0,,26.06
9,412.939,31.6,28.62,55.0,,26.0
10,413.089,33.66,29.59,55.0,,25.93
11,413.159,,,,25.86,
12,413.239,35.43,30.6,55.0,,25.88
13,413.389,37.23,31.66,55.0,,25.81
14,413.539,39.04,32.74,55.0,,25.76
15,413.689,40.83,33.85,55.0,,25.7
16,413.689,,,,26.34,
17,413.839,42.6,34.96,55.0,,25.65
18,413.989,44.71,36.13,55.0,,25.58
19,414.139,46.48,37.25,55.0,,25.53
20,414.289,48.15,38.37,55.0,,25.48
21,414.289,,,,25.79,
22,414.439,49.91,39.49,55.0,,25.43
23,414.589,51.64,40.61,55.0,,25.39
24,414.739,53.34,41.76,55.0,,25.34
25,414.889,55.34,42.94,55.0,,25.29
26,414.889,,,,26.01,
27,415.039,56.95,44.06,55.0,,25.25
28,415.189,58.58,45.16,55.0,,25.21
29,415.339,60.16,46.29,55.0,,25.16
30,415.339,,,,26.12,
31,415.512,61.71,47.37,55.0,,25.12
32,415.673,63.61,48.58,55.0,,25.09
33,415.823,65.11,49.72,55.0,,25.05
34,415.973,66.87,50.86,55.0,,25.01
35,415.973,,,,26.76,
36,416.123,68.29,51.94,55.0,,24.98
37,416.28,69.68,53.0,55.0,,24.96
38,416.428,71.08,54.05,55.0,,24.94
39,416.428,,,,27.02,
40,416.58,72.3,55.06,55.0,,24.91
41,416.73,73.1,55.92,55.0,,24.92
42,416.883,73.3,56.53,55.0,,24.98
43,417.022,72.89,56.83,55.0,,25.11
44,417.022,,,,27.95,
45,417.174,72.16,56.9,55.0,,25.27
46,417.323,71.24,56.76,55.0,,25.44
47,417.473,70.37,56.55,55.0,,25.61
48,417.624,69.59,56.31,55.0,,25.75
49,417.624,,,,29.36,
50,417.773,68.91,56.11,55.0,,25.85
51,417.923,68.2,55.91,55.0,,25.95
52,418.071,67.68,55.76,55.0,,26.02
53,418.222,67.21,55.65,55.0,,26.08
54,418.222,,,,31.89,
55,418.373,66.73,55.54,55.0,,26.12
56,418.523,66.29,55.44,55.0,,26.16
57,418.672,65.85,55.34,55.0,,26.19
58,418.672,,,,39.47,
59,418.822,65.35,55.24,55.0,,26.23
60,418.972,64.91,55.14,55.0,,26.26
61,419.121,64.49,55.05,55.0,,26.28
62,419.272,64.1,54.95,55.0,,26.3
63,419.272,,,,45.45,
64,419.423,63.72,54.87,55.0,,26.31
65,419.573,63.37,54.78,55.0,,26.33
66,419.723,62.94,54.69,55.0,,26.35
67,419.872,62.61,54.6,55.0,,26.36
68,419.947,,,,48.05,
69,420.024,62.29,54.53,55.0,,26.37
70,420.173,61.99,54.46,55.0,,26.38
71,420.323,61.72,54.4,55.0,,26.4
72,420.473,61.46,54.35,55.0,,26.4
73,420.473,,,,49.79,
74,420.622,61.22,54.3,55.0,,26.41
75,420.773,60.96,54.26,55.0,,26.41
76,420.922,60.76,54.23,55.0,,26.42
77,420.922,,,,50.67,
78,421.073,60.58,54.2,55.0,,26.42
79,421.223,60.42,54.19,55.0,,26.42
80,421.372,60.28,54.18,55.0,,26.42
81,421.522,60.16,54.18,55.0,,26.42
82,421.522,,,,51.61,
83,421.672,60.05,54.19,55.0,,26.42
84,421.822,59.93,54.21,55.0,,26.42
85,421.972,59.85,54.23,55.0,,26.42
86,422.122,59.76,54.25,55.0,,26.42
