timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
320.998,29.01,24.0,62.0,,29.76,100.0,,,,,,100.0,,,,,,,,,,,,,,,
320.998,29.01,24.0,62.0,,29.76,100.0,,,,,,100.0,,,,,,,,,,,,,,,
320.998,29.01,24.0,62.0,,29.76,100.0,,,,,,100.0,,,,,,,,,,,,,,,
320.998,29.01,24.0,62.0,,29.76,100.0,,,,,,100.0,,,,,,,,,,,,,,,
320.998,29.01,24.0,62.0,,29.76,100.0,,,,,,100.0,,,,,,,,,,,,,,,
320.998,29.01,24.0,62.0,,29.76,100.0,,,,,,100.0,,,,,,,,,,,,,,,
321.157,29.01,24.0,62.0,,29.76,100.0,,,,,,250.0,,,,,,,,,,,,,,,
321.157,29.01,24.0,62.0,,29.76,100.0,,,,,,250.0,,,,,,,,,,,,,,,
321.157,29.01,24.0,62.0,,29.76,100.0,,,,,,250.0,,,,,,,,,,,,,,,
321.157,29.01,24.0,62.0,,29.76,100.0,,,,,,250.0,,,,,,,,,,,,,,,
321.157,29.01,24.0,62.0,,29.76,100.0,,,,,,250.0,,,,,,,,,,,,,,,
321.157,29.01,24.0,62.0,,29.76,100.0,,,,,,250.0,,,,,,,,,,,,,,,
321.298,29.45,24.0,62.0,,29.75,100.0,,,,,,400.0,,,,,,,,,,,,,,,
321.298,29.45,24.0,62.0,,29.75,100.0,,,,,,400.0,,,,,,,,,,,,,,,
321.298,29.45,24.0,62.0,,29.75,100.0,,,,,,400.0,,,,,,,,,,,,,,,
321.298,29.45,24.0,62.0,,29.75,100.0,,,,,,400.0,,,,,,,,,,,,,,,
321.298,29.45,24.0,62.0,,29.75,100.0,,,,,,400.0,,,,,,,,,,,,,,,
321.298,29.45,24.0,62.0,,29.75,100.0,,,,,,400.0,,,,,,,,,,,,,,,
321.447,30.19,24.0,62.0,,29.73,100.0,,,,,,550.0,,,,,,,,,,,,,,,
321.447,30.19,24.0,62.0,,29.73,100.0,,,,,,550.0,,,,,,,,,,,,,,,
321.447,30.19,24.0,62.0,,29.73,100.0,,,,,,550.0,,,,,,,,,,,,,,,
321.447,30.19,24.0,62.0,,29.73,100.0,,,,,,550.0,,,,,,,,,,,,,,,
321.447,30.19,24.0,62.0,,29.73,100.0,,,,,,550.0,,,,,,,,,,,,,,,
321.447,30.19,24.0,62.0,,29.73,100.0,,,,,,550.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.597,31.24,24.0,62.0,20.58,29.7,100.0,,,,,,700.0,,,,,,,,,,,,,,,
321.752,32.42,24.0,62.0,,29.67,100.0,,,,,,850.0,,,,,,,,,,,,,,,
321.752,32.42,24.0,62.0,,29.67,100.0,,,,,,850.0,,,,,,,,,,,,,,,
321.752,32.42,24.0,62.0,,29.67,100.0,,,,,,850.0,,,,,,,,,,,,,,,
321.752,32.42,24.0,62.0,,29.67,100.0,,,,,,850.0,,,,,,,,,,,,,,,
321.752,32.42,24.0,62.0,,29.67,100.0,,,,,,850.0,,,,,,,,,,,,,,,
321.752,32.42,24.0,62.0,,29.67,100.0,,,,,,850.0,,,,,,,,,,,,,,,
321.899,34.17,24.0,62.0,,29.6,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
321.899,34.17,24.0,62.0,,29.6,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
321.899,34.17,24.0,62.0,,29.6,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
321.899,34.17,24.0,62.0,,29.6,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
321.899,34.17,24.0,62.0,,29.6,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
321.899,34.17,24.0,62.0,,29.6,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
322.048,35.57,24.0,62.0,,29.56,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
322.048,35.57,24.0,62.0,,29.56,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
322.048,35.57,24.0,62.0,,29.56,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
322.048,35.57,24.0,62.0,,29.56,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
322.048,35.57,24.0,62.0,,29.56,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
322.048,35.57,24.0,62.0,,29.56,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
322.198,37.03,24.0,62.0,,29.51,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
322.198,37.03,24.0,62.0,,29.51,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
322.198,37.03,24.0,62.0,,29.51,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
322.198,37.03,24.0,62.0,,29.51,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
322.198,37.03,24.0,62.0,,29.51,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
322.198,37.03,24.0,62.0,,29.51,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
322.207,,,,20.61,,,,,,,,,,,,,,,,,,,,,,,
322.348,38.43,24.0,62.0,,29.45,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
322.348,38.43,24.0,62.0,,29.45,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
322.348,38.43,24.0,62.0,,29.45,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
322.348,38.43,24.0,62.0,,29.45,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
322.348,38.43,24.0,62.0,,29.45,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
322.348,38.43,24.0,62.0,,29.45,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
322.503,39.79,24.0,62.0,,29.39,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
322.503,39.79,24.0,62.0,,29.39,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
322.503,39.79,24.0,62.0,,29.39,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
322.503,39.79,24.0,62.0,,29.39,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
322.503,39.79,24.0,62.0,,29.39,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
322.503,39.79,24.0,62.0,,29.39,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
322.649,41.66,24.0,62.0,,29.31,100.0,,,,,,1750.0,,,,,,,,,,,,,,,
322.649,41.66,24.0,62.0,,29.31,100.0,,,,,,1750.0,,,,,,,,,,,,,,,
322.649,41.66,24.0,62.0,,29.31,100.0,,,,,,1750.0,,,,,,,,,,,,,,,
322.649,41.66,24.0,62.0,,29.31,100.0,,,,,,1750.0,,,,,,,,,,,,,,,
322.649,41.66,24.0,62.0,,29.31,100.0,,,,,,1750.0,,,,,,,,,,,,,,,
322.649,41.66,24.0,62.0,,29.31,100.0,,,,,,1750.0,,,,,,,,,,,,,,,
322.739,,,,20.61,,,,,,,,,,,,,,,,,,,,,,,
322.807,43.05,24.0,62.0,,29.24,100.0,,,,,,1900.0,,,,,,,,,,,,,,,
322.807,43.05,24.0,62.0,,29.24,100.0,,,,,,1900.0,,,,,,,,,,,,,,,
322.807,43.05,24.0,62.0,,29.24,100.0,,,,,,1900.0,,,,,,,,,,,,,,,
322.807,43.05,24.0,62.0,,29.24,100.0,,,,,,1900.0,,,,,,,,,,,,,,,
322.807,43.05,24.0,62.0,,29.24,100.0,,,,,,1900.0,,,,,,,,,,,,,,,
322.807,43.05,24.0,62.0,,29.24,100.0,,,,,,1900.0,,,,,,,,,,,,,,,
322.949,44.37,24.0,62.0,,29.17,100.0,,,,,,2050.0,,,,,,,,,,,,,,,
322.949,44.37,24.0,62.0,,29.17,100.0,,,,,,2050.0,,,,,,,,,,,,,,,
322.949,44.37,24.0,62.0,,29.17,100.0,,,,,,2050.0,,,,,,,,,,,,,,,
322.949,44.37,24.0,62.0,,29.17,100.0,,,,,,2050.0,,,,,,,,,,,,,,,
322.949,44.37,24.0,62.0,,29.17,100.0,,,,,,2050.0,,,,,,,,,,,,,,,
322.949,44.37,24.0,62.0,,29.17,100.0,,,,,,2050.0,,,,,,,,,,,,,,,
323.105,45.66,24.0,62.0,,29.11,100.0,,,,,,2200.0,,,,,,,,,,,,,,,
323.105,45.66,24.0,62.0,,29.11,100.0,,,,,,2200.0,,,,,,,,,,,,,,,
323.105,45.66,24.0,62.0,,29.11,100.0,,,,,,2200.0,,,,,,,,,,,,,,,
323.105,45.66,24.0,62.0,,29.11,100.0,,,,,,2200.0,,,,,,,,,,,,,,,
323.105,45.66,24.0,62.0,,29.11,100.0,,,,,,2200.0,,,,,,,,,,,,,,,
323.105,45.66,24.0,62.0,,29.11,100.0,,,,,,2200.0,,,,,,,,,,,,,,,
323.252,47.43,24.0,62.0,,29.03,100.0,,,,,,2350.0,,,,,,,,,,,,,,,
323.252,47.43,24.0,62.0,,29.03,100.0,,,,,,2350.0,,,,,,,,,,,,,,,
323.252,47.43,24.0,62.0,,29.03,100.0,,,,,,2350.0,,,,,,,,,,,,,,,
323.252,47.43,24.0,62.0,,29.03,100.0,,,,,,2350.0,,,,,,,,,,,,,,,
323.252,47.43,24.0,62.0,,29.03,100.0,,,,,,2350.0,,,,,,,,,,,,,,,
323.252,47.43,24.0,62.0,,29.03,100.0,,,,,,2350.0,,,,,,,,,,,,,,,
323.37,,,,20.58,,,,,,,,,,,,,,,,,,,,,,,
323.406,48.66,24.0,62.0,,28.97,100.0,,,,,,2500.0,,,,,,,,,,,,,,,
323.406,48.66,24.0,62.0,,28.97,100.0,,,,,,2500.0,,,,,,,,,,,,,,,
323.406,48.66,24.0,62.0,,28.97,100.0,,,,,,2500.0,,,,,,,,,,,,,,,
323.406,48.66,24.0,62.0,,28.97,100.0,,,,,,2500.0,,,,,,,,,,,,,,,
323.406,48.66,24.0,62.0,,28.97,100.0,,,,,,2500.0,,,,,,,,,,,,,,,
323.406,48.66,24.0,62.0,,28.97,100.0,,,,,,2500.0,,,,,,,,,,,,,,,
323.552,49.93,24.0,62.0,,28.9,100.0,,,,,,2650.0,,,,,,,,,,,,,,,
323.552,49.93,24.0,62.0,,28.9,100.0,,,,,,2650.0,,,,,,,,,,,,,,,
323.552,49.93,24.0,62.0,,28.9,100.0,,,,,,2650.0,,,,,,,,,,,,,,,
323.552,49.93,24.0,62.0,,28.9,100.0,,,,,,2650.0,,,,,,,,,,,,,,,
323.552,49.93,24.0,62.0,,28.9,100.0,,,,,,2650.0,,,,,,,,,,,,,,,
323.552,49.93,24.0,62.0,,28.9,100.0,,,,,,2650.0,,,,,,,,,,,,,,,
