,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,57471.795,21.46,24.0,62.0,,21.69
1,57471.933,21.46,24.0,62.0,,21.67
2,57472.082,21.62,24.0,62.0,,21.68
3,57472.232,22.12,24.0,62.0,,21.67
4,57472.382,22.83,24.0,62.0,,21.64
5,57472.382,,,,19.29,
6,57472.532,23.91,24.0,62.0,,21.61
7,57472.682,24.99,24.0,62.0,,21.54
8,57472.832,26.4,24.0,62.0,,21.48
9,57472.982,27.59,24.0,62.0,,21.44
10,57473.132,29.09,24.0,62.0,,21.38
11,57473.282,30.3,24.0,62.0,,21.32
12,57473.432,31.82,24.0,62.0,,21.22
13,57473.582,33.07,24.0,62.0,,21.18
14,57473.582,,,,19.29,
15,57473.732,34.56,24.0,62.0,,21.1
16,57473.882,35.77,24.0,62.0,,21.07
17,57474.032,37.22,24.0,62.0,,21.0
18,57474.182,38.39,24.0,62.0,,20.93
19,57474.332,39.81,24.0,62.0,,20.88
20,57474.482,40.98,24.0,62.0,,20.81
21,57474.632,42.33,24.0,62.0,,20.74
22,57474.782,43.44,24.0,62.0,,20.69
23,57474.782,,,,19.29,
24,57474.932,44.74,24.0,62.0,,20.61
25,57475.082,45.8,24.0,62.0,,20.55
26,57475.232,47.1,24.0,62.0,,20.51
27,57475.382,48.16,24.0,62.0,,20.47
28,57475.382,,,,19.3,
29,57475.532,49.42,24.0,62.0,,20.4
30,57475.682,50.4,24.0,62.0,,20.37
31,57475.832,51.61,24.0,62.0,,20.33
32,57476.002,52.68,24.0,62.0,,20.27
33,57476.152,53.87,24.0,62.0,,20.22
34,57476.302,55.01,24.0,62.0,,20.16
35,57476.452,56.16,24.0,62.0,,20.11
36,57476.452,,,,19.29,
37,57476.602,57.11,24.0,62.0,,20.07
38,57476.752,58.03,24.0,62.0,,20.04
39,57476.902,59.13,24.1,62.0,,20.0
40,57477.052,60.02,24.22,62.0,,19.96
41,57477.202,61.06,24.34,62.0,,19.91
42,57477.352,61.91,24.46,62.0,,19.86
43,57477.502,62.89,24.59,62.0,,19.85
44,57477.652,63.73,24.73,62.0,,19.8
45,57477.652,,,,19.35,
46,57477.802,64.7,24.88,62.0,,19.75
47,57477.952,65.5,25.02,62.0,,19.74
48,57478.102,66.42,25.18,62.0,,19.7
49,57478.252,67.18,25.34,62.0,,19.67
50,57478.252,,,,19.4,
51,57478.402,68.04,25.51,62.0,,19.63
52,57478.552,68.78,25.67,62.0,,19.62
53,57478.702,69.63,25.85,62.0,,19.57
54,57478.852,70.35,26.03,62.0,,19.55
55,57479.002,71.18,26.22,62.0,,19.53
56,57479.152,71.84,26.4,62.0,,19.5
57,57479.302,72.64,26.6,62.0,,19.47
58,57479.452,73.29,26.79,62.0,,19.45
59,57479.452,,,,19.35,
60,57479.602,74.06,26.99,62.0,,19.44
