,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,1515.767,30.25,24.0,62.0,,31.03
1,1515.915,30.23,24.0,62.0,,31.03
2,1516.065,30.38,24.0,62.0,,31.03
3,1516.165,,,,18.51,
4,1516.216,30.86,24.0,62.0,,31.0
5,1516.365,31.45,24.0,62.0,,30.97
6,1516.515,32.62,24.0,62.0,,30.9
7,1516.665,33.89,24.0,62.0,,30.84
8,1516.769,,,,18.49,
9,1516.816,35.4,24.0,62.0,,30.77
10,1516.971,36.84,24.0,62.0,,30.71
11,1517.115,37.95,24.0,62.0,,30.65
12,1517.265,39.53,24.0,62.0,,30.57
13,1517.352,,,,18.51,
14,1517.415,41.23,24.0,62.0,,30.49
15,1517.569,42.76,24.0,62.0,,30.41
16,1517.715,43.85,24.0,62.0,,30.36
17,1517.867,45.42,24.0,62.0,,30.29
18,1517.95,,,,18.51,
19,1518.015,46.4,24.0,62.0,,30.24
20,1518.165,48.5,24.0,62.0,,30.13
21,1518.315,49.74,24.0,62.0,,30.07
22,1518.465,50.94,24.0,62.0,,30.01
23,1518.465,,,,18.63,
24,1518.615,52.52,24.0,62.0,,29.93
25,1518.765,53.68,24.0,62.0,,29.88
26,1518.915,54.83,24.0,62.0,,29.82
27,1519.065,56.32,24.0,62.0,,29.75
28,1519.065,,,,18.58,
29,1519.215,57.42,24.0,62.0,,29.69
30,1519.365,58.49,24.0,62.0,,29.64
31,1519.515,59.92,24.0,62.0,,29.58
32,1519.665,60.94,24.0,62.0,,29.53
33,1519.665,,,,18.61,
34,1519.815,61.96,24.0,62.0,,29.49
35,1519.966,63.28,24.0,62.0,,29.43
36,1520.116,64.26,24.0,62.0,,29.39
37,1520.266,65.25,24.0,62.0,,29.34
38,1520.266,,,,18.75,
39,1520.416,66.51,24.0,62.0,,29.27
40,1520.566,67.44,24.0,62.0,,29.23
41,1520.716,68.35,24.06,62.0,,29.19
42,1520.866,69.55,24.21,62.0,,29.13
43,1521.016,70.4,24.36,62.0,,29.09
44,1521.016,,,,19.1,
45,1521.166,71.29,24.52,62.0,,29.07
46,1521.316,72.45,24.69,62.0,,29.02
47,1521.466,73.28,24.86,62.0,,28.98
48,1521.616,74.11,25.03,62.0,,28.95
49,1521.616,,,,20.86,
50,1521.766,75.18,25.22,62.0,,28.89
51,1521.916,75.97,25.4,62.0,,28.86
52,1522.066,76.73,25.59,62.0,,28.83
53,1522.216,77.73,25.8,62.0,,28.79
54,1522.216,,,,22.34,
55,1522.366,78.5,26.0,62.0,,28.76
56,1522.516,79.24,26.2,62.0,,28.73
57,1522.666,80.21,26.42,62.0,,28.69
58,1522.816,80.95,26.63,62.0,,28.67
59,1522.816,,,,23.83,
60,1522.967,81.65,26.85,62.0,,28.65
61,1523.116,82.55,27.08,62.0,,28.61
62,1523.266,83.23,27.31,62.0,,28.59
63,1523.416,83.88,27.53,62.0,,28.57
64,1523.416,,,,25.41,
65,1523.566,84.74,27.78,62.0,,28.54
66,1523.716,85.39,28.01,62.0,,28.51
67,1523.866,86.02,28.25,62.0,,28.48
68,1524.018,86.87,28.51,62.0,,28.45
69,1524.052,,,,26.95,
70,1524.166,87.49,28.75,62.0,,28.44
71,1524.316,88.09,29.0,62.0,,28.41
72,1524.466,88.88,29.26,62.0,,28.38
73,1524.616,89.48,29.52,62.0,,28.36
74,1524.616,,,,28.83,
75,1524.766,90.03,29.77,62.0,,28.35
76,1524.916,90.8,30.05,62.0,,28.33
77,1525.066,91.4,30.31,62.0,,28.31
78,1525.216,91.93,30.57,62.0,,28.3
79,1525.216,,,,30.61,
80,1525.366,92.63,30.86,62.0,,28.28
81,1525.516,93.16,31.12,62.0,,28.26
82,1525.666,93.66,31.39,62.0,,28.25
83,1525.816,94.36,31.68,62.0,,28.24
84,1525.816,,,,32.01,
85,1525.966,94.83,31.95,62.0,,28.22
86,1526.116,95.36,32.23,62.0,,28.21
87,1526.266,96.04,32.53,62.0,,28.2
88,1526.416,96.48,32.8,62.0,,28.18
89,1526.416,,,,33.65,
90,1526.566,96.99,33.09,62.0,,28.18
91,1526.716,97.57,33.38,62.0,,28.17
92,1526.866,98.03,33.67,62.0,,28.15
93,1527.016,98.47,33.95,62.0,,28.14
94,1527.016,,,,34.9,
95,1527.166,99.1,34.26,62.0,,28.14
96,1527.316,99.5,34.54,62.0,,28.13
97,1527.466,99.92,34.83,62.0,,28.12
98,1527.616,100.49,35.14,62.0,,28.11
99,1527.616,,,,36.15,
100,1527.766,100.94,35.43,62.0,,28.1
101,1527.916,101.34,35.72,62.0,,28.1
102,1528.067,101.89,36.04,62.0,,28.09
103,1528.217,102.3,36.33,62.0,,28.1
104,1528.217,,,,37.29,
105,1528.367,102.67,36.62,62.0,,28.08
106,1528.517,103.16,36.94,62.0,,28.08
107,1528.667,103.61,37.24,62.0,,28.08
108,1528.817,103.97,37.54,62.0,,28.07
109,1528.817,,,,38.37,
110,1528.967,104.43,37.85,62.0,,28.08
111,1529.117,104.85,38.16,62.0,,28.08
112,1529.267,105.16,38.45,62.0,,28.08
113,1529.417,105.63,38.77,62.0,,28.08
114,1529.417,,,,39.35,
115,1529.567,106.0,39.07,62.0,,28.08
116,1529.717,106.42,39.38,62.0,,28.08
117,1529.867,106.86,39.71,62.0,,28.09
118,1530.017,107.23,40.01,62.0,,28.09
