,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,53.646,29.3,24.0,62.0,,29.65
1,53.824,29.34,24.0,62.0,,29.64
2,53.974,29.54,24.0,62.0,,29.64
3,54.125,29.98,24.0,62.0,,29.63
4,54.278,31.03,24.0,62.0,,29.57
5,54.424,32.0,24.0,62.0,,29.53
6,54.58,33.08,24.0,62.0,,29.47
7,54.727,34.26,24.0,62.0,,29.42
8,54.874,35.58,24.0,62.0,,29.34
9,54.956,,,,25.1,
10,55.029,36.93,24.0,62.0,,29.26
11,55.174,38.58,24.0,62.0,,29.18
12,55.324,39.83,24.0,62.0,,29.11
13,55.474,41.09,24.0,62.0,,29.04
14,55.554,,,,25.24,
15,55.625,42.73,24.0,62.0,,28.95
16,55.775,43.95,24.0,62.0,,28.89
17,55.925,45.21,24.0,62.0,,28.81
18,56.078,46.77,24.0,62.0,,28.74
19,56.227,47.94,24.0,62.0,,28.67
20,56.378,49.1,24.0,62.0,,28.62
21,56.527,50.27,24.0,62.0,,28.56
22,56.679,51.79,24.0,62.0,,28.47
23,56.775,,,,25.08,
24,56.829,52.89,24.0,62.0,,28.41
25,56.979,53.98,24.0,62.0,,28.35
26,57.131,55.4,24.0,62.0,,28.28
27,57.281,56.43,24.0,62.0,,28.23
28,57.437,57.47,24.0,62.0,,28.17
29,57.582,58.82,24.0,62.0,,28.1
30,57.732,59.81,24.0,62.0,,28.05
31,57.882,60.8,24.0,62.0,,28.0
32,57.924,,,,25.2,
33,58.033,62.07,24.0,62.0,,27.94
34,58.183,63.0,24.0,62.0,,27.9
35,58.333,63.93,24.0,62.0,,27.85
36,58.483,65.14,24.0,62.0,,27.79
37,58.483,,,,25.1,
38,58.633,66.04,24.12,62.0,,27.75
39,58.783,66.92,24.26,62.0,,27.7
40,58.934,68.08,24.41,62.0,,27.65
41,59.084,68.93,24.56,62.0,,27.6
42,59.139,,,,25.08,
43,59.234,69.76,24.72,62.0,,27.56
44,59.384,70.85,24.88,62.0,,27.52
45,59.534,71.68,25.05,62.0,,27.48
46,59.684,72.5,25.22,62.0,,27.44
47,59.684,,,,25.11,
48,59.839,73.28,25.4,62.0,,27.41
49,59.984,74.35,25.59,62.0,,27.36
50,60.134,75.11,25.78,62.0,,27.32
51,60.288,75.83,25.97,62.0,,27.29
52,60.434,76.79,26.17,62.0,,27.25
53,60.584,77.5,26.37,62.0,,27.22
54,60.738,78.22,26.57,62.0,,27.19
55,60.884,79.13,26.79,62.0,,27.16
56,60.937,,,,30.7,
57,61.034,79.83,27.0,62.0,,27.13
58,61.189,80.52,27.22,62.0,,27.09
59,61.335,81.41,27.45,62.0,,27.07
60,61.485,82.06,27.68,62.0,,27.05
61,61.485,,,,29.98,
62,61.639,82.7,27.9,62.0,,27.02
63,61.785,83.55,28.15,62.0,,27.0
64,61.935,84.16,28.38,62.0,,26.97
65,62.09,84.75,28.61,62.0,,26.95
66,62.235,85.53,28.86,62.0,,26.93
67,62.235,,,,30.73,
68,62.385,86.12,29.1,62.0,,26.9
69,62.597,86.79,29.43,62.0,,26.87
70,62.752,87.6,29.7,62.0,,26.85
71,62.752,,,,32.51,
72,62.898,88.37,29.98,62.0,,26.83
73,63.048,88.9,30.22,62.0,,26.81
74,63.203,89.43,30.48,62.0,,26.79
75,63.349,90.14,30.75,62.0,,26.77
76,63.349,,,,33.46,
77,63.499,90.67,31.01,62.0,,26.75
78,63.654,91.21,31.28,62.0,,26.74
79,63.799,91.89,31.56,62.0,,26.73
80,63.949,92.39,31.82,62.0,,26.71
81,63.949,,,,36.88,
82,64.103,92.89,32.09,62.0,,26.7
83,64.249,93.53,32.38,62.0,,26.68
84,64.399,94.01,32.65,62.0,,26.67
85,64.554,94.5,32.92,62.0,,26.67
86,64.554,,,,36.01,
87,64.699,95.12,33.22,62.0,,26.65
88,64.849,95.57,33.49,62.0,,26.64
89,65.004,96.01,33.76,62.0,,26.63
90,65.149,96.6,34.06,62.0,,26.62
91,65.262,,,,36.4,
92,65.299,97.04,34.34,62.0,,26.61
93,65.454,97.44,34.62,62.0,,26.6
94,65.6,98.0,34.92,62.0,,26.59
95,65.75,98.41,35.2,62.0,,26.59
96,65.75,,,,37.29,
97,65.905,98.83,35.48,62.0,,26.59
98,66.05,99.36,35.79,62.0,,26.57
99,66.2,99.77,36.08,62.0,,26.57
100,66.355,100.17,36.36,62.0,,26.57
101,66.355,,,,38.28,
102,66.5,100.68,36.67,62.0,,26.57
103,66.65,101.06,36.96,62.0,,26.57
