timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
387.359,23.66,24,62,20.55,23.6,21.67
387.359,23.66,24,62,20.55,23.6,21.67
387.359,23.66,24,62,20.55,23.6,21.67
387.359,23.66,24,62,20.55,23.6,21.67
387.509,23.73,24,62,20.55,23.6,21.67
387.509,23.73,24,62,20.55,23.6,21.67
387.509,23.73,24,62,20.55,23.6,21.67
387.509,23.73,24,62,20.55,23.6,21.67
387.509,23.73,24,62,20.55,23.6,21.67
387.509,23.73,24,62,20.55,23.6,21.67
387.659,24.12,24,62,,23.6,
387.659,24.12,24,62,,23.6,
387.659,24.12,24,62,,23.6,
387.659,24.12,24,62,,23.6,
387.809,24.86,24,62,,23.59,
387.809,24.86,24,62,,23.59,
387.809,24.86,24,62,,23.59,
387.809,24.86,24,62,,23.59,
387.959,26.18,24,62,,23.56,
387.959,26.18,24,62,,23.56,
387.959,26.18,24,62,,23.56,
387.959,26.18,24,62,,23.56,
388.109,27.3,24,62,,23.52,
388.109,27.3,24,62,,23.52,
388.109,27.3,24,62,,23.52,
388.109,27.3,24,62,,23.52,
388.121,,,,20.65,,21.74
388.121,,,,20.65,,21.74
388.259,28.47,24,62,,23.48,
388.259,28.47,24,62,,23.48,
388.259,28.47,24,62,,23.48,
388.259,28.47,24,62,,23.48,
388.409,30.09,24,62,,23.42,
388.409,30.09,24,62,,23.42,
388.409,30.09,24,62,,23.42,
388.409,30.09,24,62,,23.42,
388.559,31.31,24,62,,23.37,
388.559,31.31,24,62,,23.37,
388.559,31.31,24,62,,23.37,
388.559,31.31,24,62,,23.37,
388.709,32.55,24,62,20.57,23.32,21.66
388.709,32.55,24,62,20.57,23.32,21.66
388.709,32.55,24,62,20.57,23.32,21.66
388.709,32.55,24,62,20.57,23.32,21.66
388.709,32.55,24,62,20.57,23.32,21.66
388.709,32.55,24,62,20.57,23.32,21.66
388.859,34.21,24,62,,23.25,
388.859,34.21,24,62,,23.25,
388.859,34.21,24,62,,23.25,
388.859,34.21,24,62,,23.25,
389.009,35.46,24,62,,23.2,
389.009,35.46,24,62,,23.2,
389.009,35.46,24,62,,23.2,
389.009,35.46,24,62,,23.2,
389.159,36.69,24,62,,23.13,
389.159,36.69,24,62,,23.13,
389.159,36.69,24,62,,23.13,
389.159,36.69,24,62,,23.13,
389.309,38.35,24,62,20.53,23.06,21.68
389.309,38.35,24,62,20.53,23.06,21.68
389.309,38.35,24,62,20.53,23.06,21.68
389.309,38.35,24,62,20.53,23.06,21.68
389.309,38.35,24,62,20.53,23.06,21.68
389.309,38.35,24,62,20.53,23.06,21.68
389.46,39.57,24,62,,23.01,
389.46,39.57,24,62,,23.01,
389.46,39.57,24,62,,23.01,
389.46,39.57,24,62,,23.01,
389.609,40.79,24,62,,22.96,
389.609,40.79,24,62,,22.96,
389.609,40.79,24,62,,22.96,
389.609,40.79,24,62,,22.96,
389.759,42.39,24,62,,22.89,
389.759,42.39,24,62,,22.89,
389.759,42.39,24,62,,22.89,
389.759,42.39,24,62,,22.89,
389.909,43.56,24,62,,22.83,
389.909,43.56,24,62,,22.83,
389.909,43.56,24,62,,22.83,
389.909,43.56,24,62,,22.83,
389.952,,,,20.56,,21.65
389.952,,,,20.56,,21.65
390.059,44.72,24,62,,22.77,
390.059,44.72,24,62,,22.77,
390.059,44.72,24,62,,22.77,
390.059,44.72,24,62,,22.77,
390.209,46.25,24,62,,22.72,
390.209,46.25,24,62,,22.72,
390.209,46.25,24,62,,22.72,
390.209,46.25,24,62,,22.72,
390.359,47.37,24,62,,22.66,
390.359,47.37,24,62,,22.66,
390.359,47.37,24,62,,22.66,
390.359,47.37,24,62,,22.66,
390.509,48.48,24,62,,22.61,
