timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
2803.861,37.74,37.93,90,35.85,36.3
2803.861,37.74,37.93,90,35.85,36.3
2803.861,37.74,37.93,90,35.85,36.3
2803.861,37.74,37.93,90,35.85,36.3
2804.016,37.74,37.92,90,35.85,36.3
2804.016,37.74,37.92,90,35.85,36.3
2804.016,37.74,37.92,90,35.85,36.3
2804.016,37.74,37.92,90,35.85,36.3
2804.16,37.82,37.93,90,35.85,36.28
2804.16,37.82,37.93,90,35.85,36.28
2804.16,37.82,37.93,90,35.85,36.28
2804.16,37.82,37.93,90,35.85,36.28
2804.31,38.15,37.99,90,35.85,36.27
2804.31,38.15,37.99,90,35.85,36.27
2804.31,38.15,37.99,90,35.85,36.27
2804.31,38.15,37.99,90,35.85,36.27
2804.31,38.15,37.99,90,35.85,36.27
2804.465,38.78,38.16,90,,36.24
2804.465,38.78,38.16,90,,36.24
2804.465,38.78,38.16,90,,36.24
2804.465,38.78,38.16,90,,36.24
2804.61,40.04,38.52,90,,36.18
2804.61,40.04,38.52,90,,36.18
2804.61,40.04,38.52,90,,36.18
2804.61,40.04,38.52,90,,36.18
2804.76,41.22,38.97,90,,36.14
2804.76,41.22,38.97,90,,36.14
2804.76,41.22,38.97,90,,36.14
2804.76,41.22,38.97,90,,36.14
2804.91,42.56,39.52,90,36.35,36.09
2804.91,42.56,39.52,90,36.35,36.09
2804.91,42.56,39.52,90,36.35,36.09
2804.91,42.56,39.52,90,36.35,36.09
2804.91,42.56,39.52,90,36.35,36.09
2805.064,44.49,40.25,90,,36.02
2805.064,44.49,40.25,90,,36.02
2805.064,44.49,40.25,90,,36.02
2805.064,44.49,40.25,90,,36.02
2805.21,46,41.03,90,,35.96
2805.21,46,41.03,90,,35.96
2805.21,46,41.03,90,,35.96
2805.21,46,41.03,90,,35.96
2805.361,47.54,41.82,90,37.83,35.9
2805.361,47.54,41.82,90,37.83,35.9
2805.361,47.54,41.82,90,37.83,35.9
2805.361,47.54,41.82,90,37.83,35.9
2805.361,47.54,41.82,90,37.83,35.9
2805.516,49.66,42.71,90,,35.83
2805.516,49.66,42.71,90,,35.83
2805.516,49.66,42.71,90,,35.83
2805.516,49.66,42.71,90,,35.83
2805.664,51.36,43.64,90,,35.77
2805.664,51.36,43.64,90,,35.77
2805.664,51.36,43.64,90,,35.77
2805.664,51.36,43.64,90,,35.77
2805.814,52.97,44.59,90,,35.72
2805.814,52.97,44.59,90,,35.72
2805.814,52.97,44.59,90,,35.72
2805.814,52.97,44.59,90,,35.72
2805.969,54.56,45.51,90,,35.66
2805.969,54.56,45.51,90,,35.66
2805.969,54.56,45.51,90,,35.66
2805.969,54.56,45.51,90,,35.66
2806.057,,,,39.78,
2806.114,56.64,46.55,90,,35.6
2806.114,56.64,46.55,90,,35.6
2806.114,56.64,46.55,90,,35.6
2806.114,56.64,46.55,90,,35.6
2806.264,58.18,47.52,90,,35.54
2806.264,58.18,47.52,90,,35.54
2806.264,58.18,47.52,90,,35.54
2806.264,58.18,47.52,90,,35.54
2806.419,59.72,48.46,90,,35.49
2806.419,59.72,48.46,90,,35.49
2806.419,59.72,48.46,90,,35.49
2806.419,59.72,48.46,90,,35.49
2806.564,61.71,49.51,90,,35.43
2806.564,61.71,49.51,90,,35.43
2806.564,61.71,49.51,90,,35.43
2806.564,61.71,49.51,90,,35.43
2806.714,63.21,50.48,90,42.03,35.38
2806.714,63.21,50.48,90,42.03,35.38
2806.714,63.21,50.48,90,42.03,35.38
2806.714,63.21,50.48,90,42.03,35.38
2806.714,63.21,50.48,90,42.03,35.38
2806.869,64.68,51.42,90,,35.34
2806.869,64.68,51.42,90,,35.34
2806.869,64.68,51.42,90,,35.34
2806.869,64.68,51.42,90,,35.34
2807.014,66.61,52.43,90,,35.28
2807.014,66.61,52.43,90,,35.28
2807.014,66.61,52.43,90,,35.28
2807.014,66.61,52.43,90,,35.28
2807.164,68.01,53.41,90,,35.24
2807.164,68.01,53.41,90,,35.24
2807.164,68.01,53.41,90,,35.24
2807.164,68.01,53.41,90,,35.24
2807.318,69.4,54.35,90,,35.2
2807.318,69.4,54.35,90,,35.2
2807.318,69.4,54.35,90,,35.2
2807.318,69.4,54.35,90,,35.2
2807.345,,,,44.63,
2807.464,71.21,55.35,90,,35.14
2807.464,71.21,55.35,90,,35.14
2807.464,71.21,55.35,90,,35.14
2807.464,71.21,55.35,90,,35.14
2807.614,72.57,56.31,90,,35.1
2807.614,72.57,56.31,90,,35.1
2807.614,72.57,56.31,90,,35.1
2807.614,72.57,56.31,90,,35.1
2807.765,73.9,57.24,90,,35.07
2807.765,73.9,57.24,90,,35.07
2807.765,73.9,57.24,90,,35.07
2807.765,73.9,57.24,90,,35.07
2807.914,75.62,58.22,90,47.44,35.01
2807.914,75.62,58.22,90,47.44,35.01
2807.914,75.62,58.22,90,47.44,35.01
2807.914,75.62,58.22,90,47.44,35.01
2807.914,75.62,58.22,90,47.44,35.01
2808.064,76.87,59.17,90,,34.98
2808.064,76.87,59.17,90,,34.98
2808.064,76.87,59.17,90,,34.98
2808.064,76.87,59.17,90,,34.98
2808.214,78.11,60.08,90,,34.95
2808.214,78.11,60.08,90,,34.95
2808.214,78.11,60.08,90,,34.95
2808.214,78.11,60.08,90,,34.95
2808.364,79.75,61.04,90,,34.9
2808.364,79.75,61.04,90,,34.9
2808.364,79.75,61.04,90,,34.9
2808.364,79.75,61.04,90,,34.9
2808.514,80.98,61.97,90,50.43,34.88
2808.514,80.98,61.97,90,50.43,34.88
2808.514,80.98,61.97,90,50.43,34.88
