timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
6561.92,30.24,30.22,90,28.3,30.14
6561.92,30.24,30.22,90,28.3,30.14
6561.92,30.24,30.22,90,28.3,30.14
6561.92,30.24,30.22,90,28.3,30.14
6562.119,30.24,30.22,90,28.3,30.14
6562.119,30.24,30.22,90,28.3,30.14
6562.119,30.24,30.22,90,28.3,30.14
6562.119,30.24,30.22,90,28.3,30.14
6562.126,,,,28.3,
6562.274,30.28,30.23,90,,30.14
6562.274,30.28,30.23,90,,30.14
6562.274,30.28,30.23,90,,30.14
6562.274,30.28,30.23,90,,30.14
6562.419,30.46,30.26,90,,30.13
6562.419,30.46,30.26,90,,30.13
6562.419,30.46,30.26,90,,30.13
6562.419,30.46,30.26,90,,30.13
6562.569,30.87,30.38,90,,30.11
6562.569,30.87,30.38,90,,30.11
6562.569,30.87,30.38,90,,30.11
6562.569,30.87,30.38,90,,30.11
6562.668,,,,28.46,
6562.719,32.03,30.66,90,,30.05
6562.719,32.03,30.66,90,,30.05
6562.719,32.03,30.66,90,,30.05
6562.719,32.03,30.66,90,,30.05
6562.869,33.08,31.05,90,,30.01
6562.869,33.08,31.05,90,,30.01
6562.869,33.08,31.05,90,,30.01
6562.869,33.08,31.05,90,,30.01
6563.019,34.31,31.58,90,,29.96
6563.019,34.31,31.58,90,,29.96
6563.019,34.31,31.58,90,,29.96
6563.019,34.31,31.58,90,,29.96
6563.169,36.31,32.27,90,,29.87
6563.169,36.31,32.27,90,,29.87
6563.169,36.31,32.27,90,,29.87
6563.169,36.31,32.27,90,,29.87
6563.319,38.37,33.13,90,,29.79
6563.319,38.37,33.13,90,,29.79
6563.319,38.37,33.13,90,,29.79
6563.319,38.37,33.13,90,,29.79
6563.331,,,,29.31,
6563.469,39.7,33.99,90,,29.74
6563.469,39.7,33.99,90,,29.74
6563.469,39.7,33.99,90,,29.74
6563.469,39.7,33.99,90,,29.74
6563.619,41.75,34.88,90,,29.67
6563.619,41.75,34.88,90,,29.67
6563.619,41.75,34.88,90,,29.67
6563.619,41.75,34.88,90,,29.67
6563.769,43.58,35.79,90,,29.6
6563.769,43.58,35.79,90,,29.6
6563.769,43.58,35.79,90,,29.6
6563.769,43.58,35.79,90,,29.6
6563.882,,,,30.7,
6563.919,45.16,36.69,90,,29.55
6563.919,45.16,36.69,90,,29.55
6563.919,45.16,36.69,90,,29.55
6563.919,45.16,36.69,90,,29.55
6564.069,46.63,37.58,90,,29.51
6564.069,46.63,37.58,90,,29.51
6564.069,46.63,37.58,90,,29.51
6564.069,46.63,37.58,90,,29.51
6564.219,48.08,38.53,90,,29.46
6564.219,48.08,38.53,90,,29.46
6564.219,48.08,38.53,90,,29.46
6564.219,48.08,38.53,90,,29.46
6564.37,50.22,39.53,90,,29.39
6564.37,50.22,39.53,90,,29.39
6564.37,50.22,39.53,90,,29.39
6564.37,50.22,39.53,90,,29.39
6564.519,52.21,40.59,90,32.56,29.32
6564.519,52.21,40.59,90,32.56,29.32
6564.519,52.21,40.59,90,32.56,29.32
6564.519,52.21,40.59,90,32.56,29.32
6564.519,52.21,40.59,90,32.56,29.32
6564.67,53.56,41.61,90,,29.27
6564.67,53.56,41.61,90,,29.27
6564.67,53.56,41.61,90,,29.27
6564.67,53.56,41.61,90,,29.27
6564.819,55.55,42.62,90,,29.22
6564.819,55.55,42.62,90,,29.22
6564.819,55.55,42.62,90,,29.22
6564.819,55.55,42.62,90,,29.22
6564.969,56.68,43.58,90,,29.19
6564.969,56.68,43.58,90,,29.19
6564.969,56.68,43.58,90,,29.19
6564.969,56.68,43.58,90,,29.19
6565.119,59.1,44.61,90,34.87,29.12
6565.119,59.1,44.61,90,34.87,29.12
6565.119,59.1,44.61,90,34.87,29.12
6565.119,59.1,44.61,90,34.87,29.12
6565.119,59.1,44.61,90,34.87,29.12
6565.269,60.56,45.66,90,,29.07
6565.269,60.56,45.66,90,,29.07
6565.269,60.56,45.66,90,,29.07
6565.269,60.56,45.66,90,,29.07
6565.419,61.96,46.64,90,,29.04
6565.419,61.96,46.64,90,,29.04
6565.419,61.96,46.64,90,,29.04
6565.419,61.96,46.64,90,,29.04
6565.569,63.79,47.64,90,,28.99
6565.569,63.79,47.64,90,,28.99
6565.569,63.79,47.64,90,,28.99
6565.569,63.79,47.64,90,,28.99
6565.719,65.14,48.64,90,37.98,28.95
6565.719,65.14,48.64,90,37.98,28.95
6565.719,65.14,48.64,90,37.98,28.95
6565.719,65.14,48.64,90,37.98,28.95
6565.719,65.14,48.64,90,37.98,28.95
6565.869,66.47,49.59,90,,28.92
6565.869,66.47,49.59,90,,28.92
6565.869,66.47,49.59,90,,28.92
6565.869,66.47,49.59,90,,28.92
6566.019,67.78,50.51,90,,28.89
6566.019,67.78,50.51,90,,28.89
6566.019,67.78,50.51,90,,28.89
6566.019,67.78,50.51,90,,28.89
6566.17,69.49,51.51,90,,28.85
6566.17,69.49,51.51,90,,28.85
6566.17,69.49,51.51,90,,28.85
6566.17,69.49,51.51,90,,28.85
6566.32,70.74,52.45,90,42.64,28.82
6566.32,70.74,52.45,90,42.64,28.82
6566.32,70.74,52.45,90,42.64,28.82
6566.32,70.74,52.45,90,42.64,28.82
6566.32,70.74,52.45,90,42.64,28.82
6566.47,72.39,53.41,90,,28.79
6566.47,72.39,53.41,90,,28.79
6566.47,72.39,53.41,90,,28.79
6566.47,72.39,53.41,90,,28.79
6566.621,73.59,54.36,90,,28.76
6566.621,73.59,54.36,90,,28.76
6566.621,73.59,54.36,90,,28.76
6566.621,73.59,54.36,90,,28.76
6566.771,74.78,55.27,90,,28.73
6566.771,74.78,55.27,90,,28.73
6566.771,74.78,55.27,90,,28.73
6566.771,74.78,55.27,90,,28.73
6566.921,75.93,56.15,90,51.2,28.72
6566.921,75.93,56.15,90,51.2,28.72
6566.921,75.93,56.15,90,51.2,28.72
6566.921,75.93,56.15,90,51.2,28.72
6566.921,75.93,56.15,90,51.2,28.72
6567.072,77.44,57.1,90,,28.68
6567.072,77.44,57.1,90,,28.68
