timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
2384.168,33.27,33.31,90,31.1,32.6
2384.168,33.27,33.31,90,31.1,32.6
2384.168,33.27,33.31,90,31.1,32.6
2384.168,33.27,33.31,90,31.1,32.6
2384.237,,,,31.1,
2384.317,33.27,33.31,90,,32.6
2384.317,33.27,33.31,90,,32.6
2384.317,33.27,33.31,90,,32.6
2384.317,33.27,33.31,90,,32.6
2384.472,33.3,33.31,90,,32.6
2384.472,33.3,33.31,90,,32.6
2384.472,33.3,33.31,90,,32.6
2384.472,33.3,33.31,90,,32.6
2384.618,33.61,33.37,90,,32.59
2384.618,33.61,33.37,90,,32.59
2384.618,33.61,33.37,90,,32.59
2384.618,33.61,33.37,90,,32.59
2384.768,34.22,33.52,90,,32.56
2384.768,34.22,33.52,90,,32.56
2384.768,34.22,33.52,90,,32.56
2384.768,34.22,33.52,90,,32.56
2384.923,35.12,33.8,90,,32.52
2384.923,35.12,33.8,90,,32.52
2384.923,35.12,33.8,90,,32.52
2384.923,35.12,33.8,90,,32.52
2384.965,,,,31.25,
2385.07,36.7,34.28,90,,32.46
2385.07,36.7,34.28,90,,32.46
2385.07,36.7,34.28,90,,32.46
2385.07,36.7,34.28,90,,32.46
2385.22,38.1,34.88,90,,32.4
2385.22,38.1,34.88,90,,32.4
2385.22,38.1,34.88,90,,32.4
2385.22,38.1,34.88,90,,32.4
2385.375,39.62,35.55,90,,32.35
2385.375,39.62,35.55,90,,32.35
2385.375,39.62,35.55,90,,32.35
2385.375,39.62,35.55,90,,32.35
2385.521,41.76,36.4,90,32.25,32.27
2385.521,41.76,36.4,90,32.25,32.27
2385.521,41.76,36.4,90,32.25,32.27
2385.521,41.76,36.4,90,32.25,32.27
2385.521,41.76,36.4,90,32.25,32.27
2385.671,43.41,37.29,90,,32.21
2385.671,43.41,37.29,90,,32.21
2385.671,43.41,37.29,90,,32.21
2385.671,43.41,37.29,90,,32.21
2385.826,45.09,38.18,90,,32.15
2385.826,45.09,38.18,90,,32.15
2385.826,45.09,38.18,90,,32.15
2385.826,45.09,38.18,90,,32.15
2385.975,47.37,39.19,90,,32.07
2385.975,47.37,39.19,90,,32.07
2385.975,47.37,39.19,90,,32.07
2385.975,47.37,39.19,90,,32.07
2386.121,49.14,40.22,90,,32.01
2386.121,49.14,40.22,90,,32.01
2386.121,49.14,40.22,90,,32.01
2386.121,49.14,40.22,90,,32.01
2386.126,,,,33.8,
2386.271,50.83,41.22,90,,31.95
2386.271,50.83,41.22,90,,31.95
2386.271,50.83,41.22,90,,31.95
2386.271,50.83,41.22,90,,31.95
2386.425,53.04,42.26,90,,31.87
