timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug
2325.404,30.21,30.21,50,60,,,,,27.84,
2325.446,30.21,30.21,50,60,,,,,,
2325.446,30.21,30.21,50,60,,,,,,
2325.446,30.21,30.21,50,60,,,,,,
2325.446,30.21,30.21,50,60,,,,,,
2325.606,31.18,31.18,50,60,,,,,,
2325.606,31.18,31.18,50,60,,,,,,
2325.606,31.18,31.18,50,60,,,,,,
2325.606,31.18,31.18,50,60,,,,,,
2325.746,32.46,32.46,50,60,,,,,,
2325.746,32.46,32.46,50,60,,,,,,
2325.746,32.46,32.46,50,60,,,,,,
2325.746,32.46,32.46,50,60,,,,,,
2325.896,34.02,34.02,50,60,,,,,,
2325.896,34.02,34.02,50,60,,,,,,
2325.896,34.02,34.02,50,60,,,,,,
2325.896,34.02,34.02,50,60,,,,,,
2326.046,35.77,35.77,50,60,,,,,,
2326.046,35.77,35.77,50,60,,,,,,
2326.046,35.77,35.77,50,60,,,,,,
2326.046,35.77,35.77,50,60,,,,,,
2326.196,37.48,37.48,50,60,,,,,,
2326.196,37.48,37.48,50,60,,,,,,
2326.196,37.48,37.48,50,60,,,,,,
2326.196,37.48,37.48,50,60,,,,,,
2326.346,39.31,39.31,50,60,,,,,,
2326.346,39.31,39.31,50,60,,,,,,
2326.346,39.31,39.31,50,60,,,,,,
2326.346,39.31,39.31,50,60,,,,,,
2326.439,,,,,,,,,27.88,
2326.496,41.01,41.01,50,60,,,,,,
2326.496,41.01,41.01,50,60,,,,,,
2326.496,41.01,41.01,50,60,,,,,,
2326.496,41.01,41.01,50,60,,,,,,
2326.646,42.63,42.63,50,60,,,,,,
2326.646,42.63,42.63,50,60,,,,,,
2326.646,42.63,42.63,50,60,,,,,,
2326.646,42.63,42.63,50,60,,,,,,
2326.796,44.4,44.4,50,60,,,,,,
2326.796,44.4,44.4,50,60,,,,,,
2326.796,44.4,44.4,50,60,,,,,,
2326.796,44.4,44.4,50,60,,,,,,
2326.957,46.05,46.05,50,60,,,,,,
2326.957,46.05,46.05,50,60,,,,,,
2326.957,46.05,46.05,50,60,,,,,,
2326.957,46.05,46.05,50,60,,,,,,
2327.107,47.82,47.82,50,60,,,,,,
2327.107,47.82,47.82,50,60,,,,,,
2327.107,47.82,47.82,50,60,,,,,,
2327.107,47.82,47.82,50,60,,,,,,
2327.257,49.53,49.53,50,60,,,,,,
2327.257,49.53,49.53,50,60,,,,,,
2327.257,49.53,49.53,50,60,,,,,,
2327.257,49.53,49.53,50,60,,,,,,
2327.407,51.19,51.19,50,60,,,,,27.79,
2327.407,51.19,51.19,50,60,,,,,27.79,
2327.407,51.19,51.19,50,60,,,,,27.79,
2327.407,51.19,51.19,50,60,,,,,27.79,
2327.407,51.19,51.19,50,60,,,,,27.79,
2327.557,52.78,52.78,50,60,,,,,,
2327.557,52.78,52.78,50,60,,,,,,
2327.557,52.78,52.78,50,60,,,,,,
2327.557,52.78,52.78,50,60,,,,,,
2327.707,54.36,54.36,50,60,,,,,,
2327.707,54.36,54.36,50,60,,,,,,
2327.707,54.36,54.36,50,60,,,,,,
2327.707,54.36,54.36,50,60,,,,,,
2327.857,55.89,55.89,50,60,,,,,,
2327.857,55.89,55.89,50,60,,,,,,
2327.857,55.89,55.89,50,60,,,,,,
2327.857,55.89,55.89,50,60,,,,,,
2328.007,57.4,57.4,50,60,,,,,,
2328.007,57.4,57.4,50,60,,,,,,
2328.007,57.4,57.4,50,60,,,,,,
2328.007,57.4,57.4,50,60,,,,,,
2328.159,58.9,58.9,50,60,,,,,,
2328.159,58.9,58.9,50,60,,,,,,
2328.159,58.9,58.9,50,60,,,,,,
2328.159,58.9,58.9,50,60,,,,,,
2328.309,60.19,60.19,50,60,,,,,,
2328.309,60.19,60.19,50,60,,,,,,
2328.309,60.19,60.19,50,60,,,,,,
2328.309,60.19,60.19,50,60,,,,,,
2328.457,60.78,60.78,50,60,,,,,27.76,
2328.457,60.78,60.78,50,60,,,,,27.76,
2328.457,60.78,60.78,50,60,,,,,27.76,
2328.457,60.78,60.78,50,60,,,,,27.76,
2328.457,60.78,60.78,50,60,,,,,27.76,
2328.607,60.6,60.6,50,60,,,,,,
2328.607,60.6,60.6,50,60,,,,,,
2328.607,60.6,60.6,50,60,,,,,,
2328.607,60.6,60.6,50,60,,,,,,
2328.757,60.25,60.25,50,60,,,,,,
2328.757,60.25,60.25,50,60,,,,,,
2328.757,60.25,60.25,50,60,,,,,,
2328.757,60.25,60.25,50,60,,,,,,
2328.907,60.1,60.1,50,60,,,,,,
2328.907,60.1,60.1,50,60,,,,,,
2328.907,60.1,60.1,50,60,,,,,,
2328.907,60.1,60.1,50,60,,,,,,
2329.057,60.09,60.09,50,60,,,,,,
2329.057,60.09,60.09,50,60,,,,,,
2329.057,60.09,60.09,50,60,,,,,,
2329.057,60.09,60.09,50,60,,,,,,
2329.207,60.15,60.15,50,60,,,,,,
2329.207,60.15,60.15,50,60,,,,,,
2329.207,60.15,60.15,50,60,,,,,,
2329.207,60.15,60.15,50,60,,,,,,
2329.357,60.19,60.19,50,60,,,,,27.79,
2329.357,60.19,60.19,50,60,,,,,27.79,
2329.357,60.19,60.19,50,60,,,,,27.79,
2329.357,60.19,60.19,50,60,,,,,27.79,
2329.357,60.19,60.19,50,60,,,,,27.79,
2329.507,60.19,60.19,50,60,,,,,,
2329.507,60.19,60.19,50,60,,,,,,
2329.507,60.19,60.19,50,60,,,,,,
2329.507,60.19,60.19,50,60,,,,,,
2329.657,60.19,60.19,50,60,,,,,,
2329.657,60.19,60.19,50,60,,,,,,
2329.657,60.19,60.19,50,60,,,,,,
2329.657,60.19,60.19,50,60,,,,,,
2329.807,60.16,60.16,50,60,,,,,,
2329.807,60.16,60.16,50,60,,,,,,
2329.807,60.16,60.16,50,60,,,,,,
2329.807,60.16,60.16,50,60,,,,,,
2329.957,60.12,60.12,50,60,,,,,,
2329.957,60.12,60.12,50,60,,,,,,
2329.957,60.12,60.12,50,60,,,,,,
2329.957,60.12,60.12,50,60,,,,,,
2330.107,60.11,60.11,50,60,,,,,,
2330.107,60.11,60.11,50,60,,,,,,
2330.107,60.11,60.11,50,60,,,,,,
2330.107,60.11,60.11,50,60,,,,,,
2330.257,60.1,60.1,50,60,,,,,,
2330.257,60.1,60.1,50,60,,,,,,
2330.257,60.1,60.1,50,60,,,,,,
2330.257,60.1,60.1,50,60,,,,,,
2330.407,60.09,60.09,50,60,,,,,27.88,
2330.407,60.09,60.09,50,60,,,,,27.88,
2330.407,60.09,60.09,50,60,,,,,27.88,
2330.407,60.09,60.09,50,60,,,,,27.88,
2330.407,60.09,60.09,50,60,,,,,27.88,
2330.557,60.07,60.07,50,60,,,,,,
2330.557,60.07,60.07,50,60,,,,,,
2330.557,60.07,60.07,50,60,,,,,,
2330.557,60.07,60.07,50,60,,,,,,
2330.707,60.05,60.05,50,60,,,,,,
2330.707,60.05,60.05,50,60,,,,,,
2330.707,60.05,60.05,50,60,,,,,,
2330.707,60.05,60.05,50,60,,,,,,
2330.857,60.03,60.03,50,60,,,,,,
2330.857,60.03,60.03,50,60,,,,,,
2330.857,60.03,60.03,50,60,,,,,,
2330.857,60.03,60.03,50,60,,,,,,
2331.007,60,60,50,60,,,,,,
2331.007,60,60,50,60,,,,,,
2331.007,60,60,50,60,,,,,,
2331.007,60,60,50,60,,,,,,
2331.157,59.98,59.98,50,60,,,,,,
2331.157,59.98,59.98,50,60,,,,,,
2331.157,59.98,59.98,50,60,,,,,,
2331.157,59.98,59.98,50,60,,,,,,
2331.307,59.96,59.96,50,60,,,,,,
2331.307,59.96,59.96,50,60,,,,,,
2331.307,59.96,59.96,50,60,,,,,,
2331.307,59.96,59.96,50,60,,,,,,
2331.457,59.94,59.94,50,60,,,,,27.8,
2331.457,59.94,59.94,50,60,,,,,27.8,
2331.457,59.94,59.94,50,60,,,,,27.8,
2331.457,59.94,59.94,50,60,,,,,27.8,
2331.457,59.94,59.94,50,60,,,,,27.8,
2331.607,59.93,59.93,50,60,,,,,,
2331.607,59.93,59.93,50,60,,,,,,
2331.607,59.93,59.93,50,60,,,,,,
2331.607,59.93,59.93,50,60,,,,,,
2331.757,59.9,59.9,50,60,,,,,,
2331.757,59.9,59.9,50,60,,,,,,
2331.757,59.9,59.9,50,60,,,,,,
2331.757,59.9,59.9,50,60,,,,,,
2331.907,59.87,59.87,50,60,,,,,,
2331.907,59.87,59.87,50,60,,,,,,
2331.907,59.87,59.87,50,60,,,,,,
2331.907,59.87,59.87,50,60,,,,,,
2332.057,59.86,59.86,50,60,,,,,,
2332.057,59.86,59.86,50,60,,,,,,
2332.057,59.86,59.86,50,60,,,,,,
2332.057,59.86,59.86,50,60,,,,,,
2332.207,59.84,59.84,50,60,,,,,,
2332.207,59.84,59.84,50,60,,,,,,
2332.207,59.84,59.84,50,60,,,,,,
2332.207,59.84,59.84,50,60,,,,,,
2332.357,59.82,59.82,50,60,,,,,27.9,
2332.357,59.82,59.82,50,60,,,,,27.9,
2332.357,59.82,59.82,50,60,,,,,27.9,
2332.357,59.82,59.82,50,60,,,,,27.9,
2332.357,59.82,59.82,50,60,,,,,27.9,
2332.507,59.79,59.79,50,60,,,,,,
2332.507,59.79,59.79,50,60,,,,,,
2332.507,59.79,59.79,50,60,,,,,,
2332.507,59.79,59.79,50,60,,,,,,
2332.657,59.78,59.78,50,60,,,,,,
2332.657,59.78,59.78,50,60,,,,,,
2332.657,59.78,59.78,50,60,,,,,,
2332.657,59.78,59.78,50,60,,,,,,
2332.807,59.77,59.77,50,60,,,,,,
2332.807,59.77,59.77,50,60,,,,,,
2332.807,59.77,59.77,50,60,,,,,,
2332.807,59.77,59.77,50,60,,,,,,
2332.957,59.76,59.76,50,60,,,,,,
2332.957,59.76,59.76,50,60,,,,,,
2332.957,59.76,59.76,50,60,,,,,,
2332.957,59.76,59.76,50,60,,,,,,
2333.107,59.74,59.74,50,60,,,,,,
2333.107,59.74,59.74,50,60,,,,,,
2333.107,59.74,59.74,50,60,,,,,,
2333.107,59.74,59.74,50,60,,,,,,
2333.257,59.74,59.74,50,60,,,,,,
2333.257,59.74,59.74,50,60,,,,,,
2333.257,59.74,59.74,50,60,,,,,,
2333.257,59.74,59.74,50,60,,,,,,
2333.407,59.72,59.72,50,60,,,,,27.93,
2333.407,59.72,59.72,50,60,,,,,27.93,
2333.407,59.72,59.72,50,60,,,,,27.93,
2333.407,59.72,59.72,50,60,,,,,27.93,
2333.407,59.72,59.72,50,60,,,,,27.93,
2333.557,59.7,59.7,50,60,,,,,,
2333.557,59.7,59.7,50,60,,,,,,
2333.557,59.7,59.7,50,60,,,,,,
2333.557,59.7,59.7,50,60,,,,,,
2333.707,59.67,59.67,50,60,,,,,,
2333.707,59.67,59.67,50,60,,,,,,
2333.707,59.67,59.67,50,60,,,,,,
2333.707,59.67,59.67,50,60,,,,,,
2333.857,59.64,59.64,50,60,,,,,,
2333.857,59.64,59.64,50,60,,,,,,
2333.857,59.64,59.64,50,60,,,,,,
2333.857,59.64,59.64,50,60,,,,,,
2334.008,59.64,59.64,50,60,,,,,,
2334.008,59.64,59.64,50,60,,,,,,
