timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug
1068.016,49.94,49.94,0,60,,,,,,
1068.166,51.52,51.52,0,60,,,,,,
1068.166,51.52,51.52,0,60,,,,,,
1068.166,51.52,51.52,0,60,,,,,,
1068.166,51.52,51.52,0,60,,,,,,
1068.316,53.07,53.07,0,60,,,,,,
1068.316,53.07,53.07,0,60,,,,,,
1068.316,53.07,53.07,0,60,,,,,,
1068.316,53.07,53.07,0,60,,,,,,
1068.466,54.62,54.62,0,60,,,,,25.68,
1068.466,54.62,54.62,0,60,,,,,25.68,
1068.466,54.62,54.62,0,60,,,,,25.68,
1068.466,54.62,54.62,0,60,,,,,25.68,
1068.466,54.62,54.62,0,60,,,,,25.68,
1068.616,56.12,56.12,0,60,,,,,,
1068.616,56.12,56.12,0,60,,,,,,
1068.616,56.12,56.12,0,60,,,,,,
1068.616,56.12,56.12,0,60,,,,,,
1068.766,57.47,57.47,0,60,,,,,,
1068.766,57.47,57.47,0,60,,,,,,
1068.766,57.47,57.47,0,60,,,,,,
1068.766,57.47,57.47,0,60,,,,,,
1068.918,58.97,58.97,0,60,,,,,,
1068.918,58.97,58.97,0,60,,,,,,
1068.918,58.97,58.97,0,60,,,,,,
1068.918,58.97,58.97,0,60,,,,,,
1069.068,60.26,60.26,0,60,,,,,,
1069.068,60.26,60.26,0,60,,,,,,
1069.068,60.26,60.26,0,60,,,,,,
1069.068,60.26,60.26,0,60,,,,,,
1069.216,60.82,60.82,0,60,,,,,,
1069.216,60.82,60.82,0,60,,,,,,
1069.216,60.82,60.82,0,60,,,,,,
1069.216,60.82,60.82,0,60,,,,,,
1069.366,60.64,60.64,0,60,,,,,,
1069.366,60.64,60.64,0,60,,,,,,
1069.366,60.64,60.64,0,60,,,,,,
1069.366,60.64,60.64,0,60,,,,,,
1069.516,60.29,60.29,0,60,,,,,25.7,
1069.516,60.29,60.29,0,60,,,,,25.7,
1069.516,60.29,60.29,0,60,,,,,25.7,
1069.516,60.29,60.29,0,60,,,,,25.7,
1069.516,60.29,60.29,0,60,,,,,25.7,
1069.666,60.11,60.11,0,60,,,,,,
1069.666,60.11,60.11,0,60,,,,,,
1069.666,60.11,60.11,0,60,,,,,,
1069.666,60.11,60.11,0,60,,,,,,
1069.816,60.06,60.06,0,60,,,,,,
1069.816,60.06,60.06,0,60,,,,,,
1069.816,60.06,60.06,0,60,,,,,,
1069.816,60.06,60.06,0,60,,,,,,
1069.966,60.07,60.07,0,60,,,,,,
1069.966,60.07,60.07,0,60,,,,,,
1069.966,60.07,60.07,0,60,,,,,,
1069.966,60.07,60.07,0,60,,,,,,
1070.116,60.04,60.04,0,60,,,,,,
1070.116,60.04,60.04,0,60,,,,,,
1070.116,60.04,60.04,0,60,,,,,,
1070.116,60.04,60.04,0,60,,,,,,
1070.266,60.01,60.01,0,60,,,,,,
1070.266,60.01,60.01,0,60,,,,,,
1070.266,60.01,60.01,0,60,,,,,,
1070.266,60.01,60.01,0,60,,,,,,
1070.416,59.96,59.96,0,60,,,,,25.75,
1070.416,59.96,59.96,0,60,,,,,25.75,
1070.416,59.96,59.96,0,60,,,,,25.75,
1070.416,59.96,59.96,0,60,,,,,25.75,
1070.416,59.96,59.96,0,60,,,,,25.75,
1070.566,59.92,59.92,0,60,,,,,,
1070.566,59.92,59.92,0,60,,,,,,
1070.566,59.92,59.92,0,60,,,,,,
1070.566,59.92,59.92,0,60,,,,,,
1070.716,59.86,59.86,0,60,,,,,,
1070.716,59.86,59.86,0,60,,,,,,
1070.716,59.86,59.86,0,60,,,,,,
1070.716,59.86,59.86,0,60,,,,,,
1070.866,59.81,59.81,0,60,,,,,,
1070.866,59.81,59.81,0,60,,,,,,
1070.866,59.81,59.81,0,60,,,,,,
1070.866,59.81,59.81,0,60,,,,,,
1071.016,59.76,59.76,0,60,,,,,,
1071.016,59.76,59.76,0,60,,,,,,
1071.016,59.76,59.76,0,60,,,,,,
1071.016,59.76,59.76,0,60,,,,,,
1071.166,59.7,59.7,0,60,,,,,,
1071.166,59.7,59.7,0,60,,,,,,
1071.166,59.7,59.7,0,60,,,,,,
1071.166,59.7,59.7,0,60,,,,,,
1071.316,59.66,59.66,0,60,,,,,,
1071.316,59.66,59.66,0,60,,,,,,
1071.316,59.66,59.66,0,60,,,,,,
1071.316,59.66,59.66,0,60,,,,,,
1071.466,59.6,59.6,0,60,,,,,25.81,
1071.466,59.6,59.6,0,60,,,,,25.81,
1071.466,59.6,59.6,0,60,,,,,25.81,
1071.466,59.6,59.6,0,60,,,,,25.81,
1071.466,59.6,59.6,0,60,,,,,25.81,
1071.616,59.56,59.56,0,60,,,,,,
1071.616,59.56,59.56,0,60,,,,,,
1071.616,59.56,59.56,0,60,,,,,,
1071.616,59.56,59.56,0,60,,,,,,
1071.766,59.49,59.49,0,60,,,,,,
1071.766,59.49,59.49,0,60,,,,,,
1071.766,59.49,59.49,0,60,,,,,,
1071.766,59.49,59.49,0,60,,,,,,
1071.916,59.44,59.44,0,60,,,,,,
1071.916,59.44,59.44,0,60,,,,,,
1071.916,59.44,59.44,0,60,,,,,,
1071.916,59.44,59.44,0,60,,,,,,
1072.066,59.38,59.38,0,60,,,,,,
1072.066,59.38,59.38,0,60,,,,,,
1072.066,59.38,59.38,0,60,,,,,,
1072.066,59.38,59.38,0,60,,,,,,
1072.216,59.33,59.33,0,60,,,,,,
1072.216,59.33,59.33,0,60,,,,,,
1072.216,59.33,59.33,0,60,,,,,,
1072.216,59.33,59.33,0,60,,,,,,
1072.366,59.28,59.28,0,60,,,,,,
1072.366,59.28,59.28,0,60,,,,,,
1072.366,59.28,59.28,0,60,,,,,,
1072.366,59.28,59.28,0,60,,,,,,
1072.516,59.22,59.22,0,60,,,,,25.79,
1072.516,59.22,59.22,0,60,,,,,25.79,
1072.516,59.22,59.22,0,60,,,,,25.79,
1072.516,59.22,59.22,0,60,,,,,25.79,
1072.516,59.22,59.22,0,60,,,,,25.79,
1072.666,59.19,59.19,0,60,,,,,,
1072.666,59.19,59.19,0,60,,,,,,
1072.666,59.19,59.19,0,60,,,,,,
1072.666,59.19,59.19,0,60,,,,,,
1072.816,59.11,59.11,0,60,,,,,,
1072.816,59.11,59.11,0,60,,,,,,
1072.816,59.11,59.11,0,60,,,,,,
1072.816,59.11,59.11,0,60,,,,,,
1072.966,59.05,59.05,0,60,,,,,,
1072.966,59.05,59.05,0,60,,,,,,
1072.966,59.05,59.05,0,60,,,,,,
1072.966,59.05,59.05,0,60,,,,,,
1073.116,59,59,0,60,,,,,,
1073.116,59,59,0,60,,,,,,
1073.116,59,59,0,60,,,,,,
1073.116,59,59,0,60,,,,,,
1073.266,58.96,58.96,0,60,,,,,,
1073.266,58.96,58.96,0,60,,,,,,
1073.266,58.96,58.96,0,60,,,,,,
1073.266,58.96,58.96,0,60,,,,,,
1073.416,58.9,58.9,0,60,,,,,25.84,
1073.416,58.9,58.9,0,60,,,,,25.84,
1073.416,58.9,58.9,0,60,,,,,25.84,
1073.416,58.9,58.9,0,60,,,,,25.84,
1073.416,58.9,58.9,0,60,,,,,25.84,
1073.566,58.84,58.84,0,60,,,,,,
1073.566,58.84,58.84,0,60,,,,,,
1073.566,58.84,58.84,0,60,,,,,,
1073.566,58.84,58.84,0,60,,,,,,
1073.716,58.79,58.79,0,60,,,,,,
1073.716,58.79,58.79,0,60,,,,,,
1073.716,58.79,58.79,0,60,,,,,,
1073.716,58.79,58.79,0,60,,,,,,
1073.866,58.74,58.74,0,60,,,,,,
1073.866,58.74,58.74,0,60,,,,,,
1073.866,58.74,58.74,0,60,,,,,,
1073.866,58.74,58.74,0,60,,,,,,
1074.016,58.7,58.7,0,60,,,,,,
1074.016,58.7,58.7,0,60,,,,,,
1074.016,58.7,58.7,0,60,,,,,,
1074.016,58.7,58.7,0,60,,,,,,
1074.166,58.65,58.65,0,60,,,,,,
1074.166,58.65,58.65,0,60,,,,,,
1074.166,58.65,58.65,0,60,,,,,,
1074.166,58.65,58.65,0,60,,,,,,
1074.317,58.6,58.6,0,60,,,,,,
1074.317,58.6,58.6,0,60,,,,,,
1074.317,58.6,58.6,0,60,,,,,,
1074.317,58.6,58.6,0,60,,,,,,
1074.467,58.56,58.56,0,60,,,,,25.92,
1074.467,58.56,58.56,0,60,,,,,25.92,
1074.467,58.56,58.56,0,60,,,,,25.92,
1074.467,58.56,58.56,0,60,,,,,25.92,
1074.467,58.56,58.56,0,60,,,,,25.92,
1074.616,58.53,58.53,0,60,,,,,,
1074.616,58.53,58.53,0,60,,,,,,
1074.616,58.53,58.53,0,60,,,,,,
1074.616,58.53,58.53,0,60,,,,,,
1074.766,58.48,58.48,0,60,,,,,,
1074.766,58.48,58.48,0,60,,,,,,
1074.766,58.48,58.48,0,60,,,,,,
1074.766,58.48,58.48,0,60,,,,,,
1074.916,58.43,58.43,0,60,,,,,,
1074.916,58.43,58.43,0,60,,,,,,
1074.916,58.43,58.43,0,60,,,,,,
1074.916,58.43,58.43,0,60,,,,,,
1075.066,58.39,58.39,0,60,,,,,,
1075.066,58.39,58.39,0,60,,,,,,
1075.066,58.39,58.39,0,60,,,,,,
1075.066,58.39,58.39,0,60,,,,,,
1075.216,58.35,58.35,0,60,,,,,,
1075.216,58.35,58.35,0,60,,,,,,
1075.216,58.35,58.35,0,60,,,,,,
1075.216,58.35,58.35,0,60,,,,,,
1075.366,58.31,58.31,0,60,,,,,,
1075.366,58.31,58.31,0,60,,,,,,
1075.366,58.31,58.31,0,60,,,,,,
1075.366,58.31,58.31,0,60,,,,,,
1075.516,58.26,58.26,0,60,,,,,,
1075.516,58.26,58.26,0,60,,,,,,
1075.516,58.26,58.26,0,60,,,,,,
1075.516,58.26,58.26,0,60,,,,,,
1075.536,,,,,,,,,25.99,
1075.666,58.23,58.23,0,60,,,,,,
1075.666,58.23,58.23,0,60,,,,,,
1075.666,58.23,58.23,0,60,,,,,,
1075.666,58.23,58.23,0,60,,,,,,
1075.816,58.18,58.18,0,60,,,,,,
1075.816,58.18,58.18,0,60,,,,,,
1075.816,58.18,58.18,0,60,,,,,,
1075.816,58.18,58.18,0,60,,,,,,
1075.966,58.14,58.14,0,60,,,,,,
1075.966,58.14,58.14,0,60,,,,,,
1075.966,58.14,58.14,0,60,,,,,,
1075.966,58.14,58.14,0,60,,,,,,
1076.116,58.1,58.1,0,60,,,,,,
1076.116,58.1,58.1,0,60,,,,,,
1076.116,58.1,58.1,0,60,,,,,,
1076.116,58.1,58.1,0,60,,,,,,
1076.266,58.07,58.07,0,60,,,,,,
1076.266,58.07,58.07,0,60,,,,,,
1076.266,58.07,58.07,0,60,,,,,,
1076.266,58.07,58.07,0,60,,,,,,
1076.416,58.03,58.03,0,60,,,,,,
1076.416,58.03,58.03,0,60,,,,,,
1076.416,58.03,58.03,0,60,,,,,,
1076.416,58.03,58.03,0,60,,,,,,
1076.566,57.99,57.99,0,60,,,,,25.99,
1076.566,57.99,57.99,0,60,,,,,25.99,
1076.566,57.99,57.99,0,60,,,,,25.99,
1076.566,57.99,57.99,0,60,,,,,25.99,
1076.566,57.99,57.99,0,60,,,,,25.99,
1076.716,57.95,57.95,0,60,,,,,,
1076.716,57.95,57.95,0,60,,,,,,
1076.716,57.95,57.95,0,60,,,,,,
1076.716,57.95,57.95,0,60,,,,,,
1076.866,57.91,57.91,0,60,,,,,,
1076.866,57.91,57.91,0,60,,,,,,
1076.866,57.91,57.91,0,60,,,,,,
1076.866,57.91,57.91,0,60,,,,,,
1077.016,57.87,57.87,0,60,,,,,,
1077.016,57.87,57.87,0,60,,,,,,
1077.016,57.87,57.87,0,60,,,,,,
1077.016,57.87,57.87,0,60,,,,,,
1077.166,57.83,57.83,0,60,,,,,,
1077.166,57.83,57.83,0,60,,,,,,
1077.166,57.83,57.83,0,60,,,,,,
1077.166,57.83,57.83,0,60,,,,,,
1077.316,57.78,57.78,0,60,,,,,,
1077.316,57.78,57.78,0,60,,,,,,
1077.316,57.78,57.78,0,60,,,,,,
1077.316,57.78,57.78,0,60,,,,,,
1077.466,57.74,57.74,0,60,,,,,,
1077.466,57.74,57.74,0,60,,,,,,
1077.466,57.74,57.74,0,60,,,,,,
1077.466,57.74,57.74,0,60,,,,,,
1077.616,57.7,57.7,0,60,,,,,26.01,
1077.616,57.7,57.7,0,60,,,,,26.01,
1077.616,57.7,57.7,0,60,,,,,26.01,
1077.616,57.7,57.7,0,60,,,,,26.01,
1077.616,57.7,57.7,0,60,,,,,26.01,
1077.768,57.65,57.65,0,60,,,,,,
1077.768,57.65,57.65,0,60,,,,,,
1077.768,57.65,57.65,0,60,,,,,,
1077.768,57.65,57.65,0,60,,,,,,
1077.916,57.62,57.62,0,60,,,,,,
1077.916,57.62,57.62,0,60,,,,,,
1077.916,57.62,57.62,0,60,,,,,,
1077.916,57.62,57.62,0,60,,,,,,
1078.066,57.58,57.58,0,60,,,,,,
1078.066,57.58,57.58,0,60,,,,,,
1078.066,57.58,57.58,0,60,,,,,,
1078.066,57.58,57.58,0,60,,,,,,
1078.216,57.53,57.53,0,60,,,,,,
1078.216,57.53,57.53,0,60,,,,,,
1078.216,57.53,57.53,0,60,,,,,,
1078.216,57.53,57.53,0,60,,,,,,
1078.366,57.49,57.49,0,60,,,,,,
1078.366,57.49,57.49,0,60,,,,,,
1078.366,57.49,57.49,0,60,,,,,,
1078.366,57.49,57.49,0,60,,,,,,
1078.516,57.44,57.44,0,60,,,,,26.16,
1078.516,57.44,57.44,0,60,,,,,26.16,
1078.516,57.44,57.44,0,60,,,,,26.16,
1078.516,57.44,57.44,0,60,,,,,26.16,
1078.516,57.44,57.44,0,60,,,,,26.16,
1078.666,57.4,57.4,0,60,,,,,,
1078.666,57.4,57.4,0,60,,,,,,
1078.666,57.4,57.4,0,60,,,,,,
1078.666,57.4,57.4,0,60,,,,,,
1078.816,57.35,57.35,0,60,,,,,,
1078.816,57.35,57.35,0,60,,,,,,
1078.816,57.35,57.35,0,60,,,,,,
1078.816,57.35,57.35,0,60,,,,,,
1078.966,57.32,57.32,0,60,,,,,,
1078.966,57.32,57.32,0,60,,,,,,
1078.966,57.32,57.32,0,60,,,,,,
1078.966,57.32,57.32,0,60,,,,,,
1079.116,57.27,57.27,0,60,,,,,,
1079.116,57.27,57.27,0,60,,,,,,
1079.116,57.27,57.27,0,60,,,,,,
1079.116,57.27,57.27,0,60,,,,,,
1079.266,57.23,57.23,0,60,,,,,,
1079.266,57.23,57.23,0,60,,,,,,
1079.266,57.23,57.23,0,60,,,,,,
1079.266,57.23,57.23,0,60,,,,,,
1079.416,57.19,57.19,0,60,,,,,,
1079.416,57.19,57.19,0,60,,,,,,
1079.416,57.19,57.19,0,60,,,,,,
1079.416,57.19,57.19,0,60,,,,,,
1079.566,57.14,57.14,0,60,,,,,26.27,
1079.566,57.14,57.14,0,60,,,,,26.27,
1079.566,57.14,57.14,0,60,,,,,26.27,
1079.566,57.14,57.14,0,60,,,,,26.27,
1079.566,57.14,57.14,0,60,,,,,26.27,
1079.716,57.09,57.09,0,60,,,,,,
1079.716,57.09,57.09,0,60,,,,,,
1079.716,57.09,57.09,0,60,,,,,,
1079.716,57.09,57.09,0,60,,,,,,
1079.866,57.07,57.07,0,60,,,,,,
1079.866,57.07,57.07,0,60,,,,,,
1079.866,57.07,57.07,0,60,,,,,,
1079.866,57.07,57.07,0,60,,,,,,
1080.016,57.03,57.03,0,60,,,,,,
1080.016,57.03,57.03,0,60,,,,,,
1080.016,57.03,57.03,0,60,,,,,,
1080.016,57.03,57.03,0,60,,,,,,
1080.166,56.99,56.99,0,60,,,,,,
1080.166,56.99,56.99,0,60,,,,,,
1080.166,56.99,56.99,0,60,,,,,,
1080.166,56.99,56.99,0,60,,,,,,
1080.316,56.95,56.95,0,60,,,,,,
1080.316,56.95,56.95,0,60,,,,,,
1080.316,56.95,56.95,0,60,,,,,,
1080.316,56.95,56.95,0,60,,,,,,
1080.475,56.93,56.93,0,60,,,,,,
1080.475,56.93,56.93,0,60,,,,,,
1080.475,56.93,56.93,0,60,,,,,,
1080.475,56.93,56.93,0,60,,,,,,
1080.625,56.88,56.88,0,60,,,,,26.4,
1080.625,56.88,56.88,0,60,,,,,26.4,
1080.625,56.88,56.88,0,60,,,,,26.4,
1080.625,56.88,56.88,0,60,,,,,26.4,
1080.625,56.88,56.88,0,60,,,,,26.4,
1080.775,56.85,56.85,0,60,,,,,,
1080.775,56.85,56.85,0,60,,,,,,
1080.775,56.85,56.85,0,60,,,,,,
1080.775,56.85,56.85,0,60,,,,,,
1080.925,56.81,56.81,0,60,,,,,,
1080.925,56.81,56.81,0,60,,,,,,
1080.925,56.81,56.81,0,60,,,,,,
1080.925,56.81,56.81,0,60,,,,,,
1081.075,56.77,56.77,0,60,,,,,,
1081.075,56.77,56.77,0,60,,,,,,
1081.075,56.77,56.77,0,60,,,,,,
1081.075,56.77,56.77,0,60,,,,,,
1081.225,56.73,56.73,0,60,,,,,,
1081.225,56.73,56.73,0,60,,,,,,
1081.225,56.73,56.73,0,60,,,,,,
1081.225,56.73,56.73,0,60,,,,,,
1081.375,56.7,56.7,0,60,,,,,,
1081.375,56.7,56.7,0,60,,,,,,
1081.375,56.7,56.7,0,60,,,,,,
1081.375,56.7,56.7,0,60,,,,,,
1081.525,56.65,56.65,0,60,,,,,26.57,
1081.525,56.65,56.65,0,60,,,,,26.57,
1081.525,56.65,56.65,0,60,,,,,26.57,
1081.525,56.65,56.65,0,60,,,,,26.57,
1081.525,56.65,56.65,0,60,,,,,26.57,
1081.675,56.62,56.62,0,60,,,,,,
1081.675,56.62,56.62,0,60,,,,,,
1081.675,56.62,56.62,0,60,,,,,,
1081.675,56.62,56.62,0,60,,,,,,
1081.825,56.59,56.59,0,60,,,,,,
1081.825,56.59,56.59,0,60,,,,,,
1081.825,56.59,56.59,0,60,,,,,,
1081.825,56.59,56.59,0,60,,,,,,
1081.975,56.56,56.56,0,60,,,,,,
1081.975,56.56,56.56,0,60,,,,,,
1081.975,56.56,56.56,0,60,,,,,,
1081.975,56.56,56.56,0,60,,,,,,
1082.125,56.52,56.52,0,60,,,,,,
1082.125,56.52,56.52,0,60,,,,,,
1082.125,56.52,56.52,0,60,,,,,,
1082.125,56.52,56.52,0,60,,,,,,
1082.276,56.49,56.49,0,60,,,,,,
1082.276,56.49,56.49,0,60,,,,,,
1082.276,56.49,56.49,0,60,,,,,,
1082.276,56.49,56.49,0,60,,,,,,
1082.425,56.46,56.46,0,60,,,,,,
1082.425,56.46,56.46,0,60,,,,,,
1082.425,56.46,56.46,0,60,,,,,,
1082.425,56.46,56.46,0,60,,,,,,
1082.575,56.43,56.43,0,60,,,,,26.71,
1082.575,56.43,56.43,0,60,,,,,26.71,
1082.575,56.43,56.43,0,60,,,,,26.71,
1082.575,56.43,56.43,0,60,,,,,26.71,
1082.575,56.43,56.43,0,60,,,,,26.71,
1082.725,56.39,56.39,0,60,,,,,,
1082.725,56.39,56.39,0,60,,,,,,
1082.725,56.39,56.39,0,60,,,,,,
1082.725,56.39,56.39,0,60,,,,,,
1082.875,56.33,56.33,0,60,,,,,,
1082.875,56.33,56.33,0,60,,,,,,
1082.875,56.33,56.33,0,60,,,,,,
1082.875,56.33,56.33,0,60,,,,,,
1083.025,56.31,56.31,0,60,,,,,,
1083.025,56.31,56.31,0,60,,,,,,
1083.025,56.31,56.31,0,60,,,,,,
1083.025,56.31,56.31,0,60,,,,,,
1083.175,56.26,56.26,0,60,,,,,,
1083.175,56.26,56.26,0,60,,,,,,
1083.175,56.26,56.26,0,60,,,,,,
1083.175,56.26,56.26,0,60,,,,,,
1083.325,56.22,56.22,0,60,,,,,,
1083.325,56.22,56.22,0,60,,,,,,
1083.325,56.22,56.22,0,60,,,,,,
1083.325,56.22,56.22,0,60,,,,,,
1083.475,56.18,56.18,0,60,,,,,,
1083.475,56.18,56.18,0,60,,,,,,
1083.475,56.18,56.18,0,60,,,,,,
1083.475,56.18,56.18,0,60,,,,,,
1083.625,56.15,56.15,0,60,,,,,26.95,
1083.625,56.15,56.15,0,60,,,,,26.95,
1083.625,56.15,56.15,0,60,,,,,26.95,
1083.625,56.15,56.15,0,60,,,,,26.95,
1083.625,56.15,56.15,0,60,,,,,26.95,
1083.775,56.09,56.09,0,60,,,,,,
1083.775,56.09,56.09,0,60,,,,,,
1083.775,56.09,56.09,0,60,,,,,,
1083.775,56.09,56.09,0,60,,,,,,
1083.925,56.07,56.07,0,60,,,,,,
1083.925,56.07,56.07,0,60,,,,,,
1083.925,56.07,56.07,0,60,,,,,,
1083.925,56.07,56.07,0,60,,,,,,
1084.075,56.05,56.05,0,60,,,,,,
1084.075,56.05,56.05,0,60,,,,,,
1084.075,56.05,56.05,0,60,,,,,,
1084.075,56.05,56.05,0,60,,,,,,
1084.225,56.03,56.03,0,60,,,,,,
1084.225,56.03,56.03,0,60,,,,,,
1084.225,56.03,56.03,0,60,,,,,,
1084.225,56.03,56.03,0,60,,,,,,
1084.375,56.01,56.01,0,60,,,,,,
1084.375,56.01,56.01,0,60,,,,,,
1084.375,56.01,56.01,0,60,,,,,,
1084.375,56.01,56.01,0,60,,,,,,
1084.526,55.97,55.97,0,60,,,,,27.11,
1084.526,55.97,55.97,0,60,,,,,27.11,
1084.526,55.97,55.97,0,60,,,,,27.11,
1084.526,55.97,55.97,0,60,,,,,27.11,
1084.526,55.97,55.97,0,60,,,,,27.11,
1084.675,55.94,55.94,0,60,,,,,,
1084.675,55.94,55.94,0,60,,,,,,
1084.675,55.94,55.94,0,60,,,,,,
1084.675,55.94,55.94,0,60,,,,,,
1084.825,55.9,55.9,0,60,,,,,,
1084.825,55.9,55.9,0,60,,,,,,
1084.825,55.9,55.9,0,60,,,,,,
1084.825,55.9,55.9,0,60,,,,,,
1084.975,55.85,55.85,0,60,,,,,,
1084.975,55.85,55.85,0,60,,,,,,
1084.975,55.85,55.85,0,60,,,,,,
1084.975,55.85,55.85,0,60,,,,,,
1085.125,55.82,55.82,0,60,,,,,,
1085.125,55.82,55.82,0,60,,,,,,
1085.125,55.82,55.82,0,60,,,,,,
1085.125,55.82,55.82,0,60,,,,,,
1085.275,55.77,55.77,0,60,,,,,,
1085.275,55.77,55.77,0,60,,,,,,
1085.275,55.77,55.77,0,60,,,,,,
1085.275,55.77,55.77,0,60,,,,,,
1085.425,55.74,55.74,0,60,,,,,,
1085.425,55.74,55.74,0,60,,,,,,
1085.425,55.74,55.74,0,60,,,,,,
1085.425,55.74,55.74,0,60,,,,,,
1085.576,55.71,55.71,0,60,,,,,,
1085.576,55.71,55.71,0,60,,,,,,
1085.576,55.71,55.71,0,60,,,,,,
1085.576,55.71,55.71,0,60,,,,,,
1085.631,,,,,,,,,27.15,
1085.725,55.66,55.66,0,60,,,,,,
1085.725,55.66,55.66,0,60,,,,,,
1085.725,55.66,55.66,0,60,,,,,,
1085.725,55.66,55.66,0,60,,,,,,
1085.875,55.62,55.62,0,60,,,,,,
1085.875,55.62,55.62,0,60,,,,,,
1085.875,55.62,55.62,0,60,,,,,,
1085.875,55.62,55.62,0,60,,,,,,
1086.025,55.58,55.58,0,60,,,,,,
1086.025,55.58,55.58,0,60,,,,,,
1086.025,55.58,55.58,0,60,,,,,,
1086.025,55.58,55.58,0,60,,,,,,
1086.175,55.56,55.56,0,60,,,,,,
1086.175,55.56,55.56,0,60,,,,,,
1086.175,55.56,55.56,0,60,,,,,,
1086.175,55.56,55.56,0,60,,,,,,
1086.325,55.51,55.51,0,60,,,,,,
1086.325,55.51,55.51,0,60,,,,,,
1086.325,55.51,55.51,0,60,,,,,,
1086.325,55.51,55.51,0,60,,,,,,
1086.475,55.47,55.47,0,60,,,,,,
1086.475,55.47,55.47,0,60,,,,,,
1086.475,55.47,55.47,0,60,,,,,,
1086.475,55.47,55.47,0,60,,,,,,
1086.625,55.45,55.45,0,60,,,,,27.29,
1086.625,55.45,55.45,0,60,,,,,27.29,
1086.625,55.45,55.45,0,60,,,,,27.29,
1086.625,55.45,55.45,0,60,,,,,27.29,
1086.625,55.45,55.45,0,60,,,,,27.29,
1086.775,55.42,55.42,0,60,,,,,,
1086.775,55.42,55.42,0,60,,,,,,
1086.775,55.42,55.42,0,60,,,,,,
1086.775,55.42,55.42,0,60,,,,,,
