DATAQ:  | liquid = 35.64 | stg1htsnk = 35.68 |
DATAQ:  | liquid = 35.7 | stg1htsnk = 35.7 |
DATAQ:  | liquid = 35.66 | stg1htsnk = 35.55 |
DATAQ:  | liquid = 35.66 | stg1htsnk = 35.62 |
DATAQ:  | liquid = 35.53 | stg1htsnk = 35.54 |
DATAQ:  | liquid = 35.54 | stg1htsnk = 35.59 |
DATAQ:  | liquid = 35.37 | stg1htsnk = 35.48 |
DATAQ:  | liquid = 35.29 | stg1htsnk = 35.53 |
DATAQ:  | liquid = 35.27 | stg1htsnk = 35.46 |
DATAQ:  | liquid = 35.33 | stg1htsnk = 35.58 |
DATAQ:  | liquid = 35.18 | stg1htsnk = 35.38 |
DATAQ:  | liquid = 35.23 | stg1htsnk = 35.35 |
DATAQ:  | liquid = 35.31 | stg1htsnk = 35.45 |
DATAQ:  | liquid = 35.26 | stg1htsnk = 35.31 |
DATAQ:  | liquid = 35.37 | stg1htsnk = 35.29 |
DATAQ:  | liquid = 35.29 | stg1htsnk = 35.27 |
DATAQ:  | liquid = 35.31 | stg1htsnk = 35.26 |
DATAQ:  | liquid = 35.24 | stg1htsnk = 35.29 |
DATAQ:  | liquid = 35.07 | stg1htsnk = 35.18 |
DATAQ:  | liquid = 34.99 | stg1htsnk = 35.17 |
DATAQ:  | liquid = 35.02 | stg1htsnk = 35.26 |
DATAQ:  | liquid = 34.89 | stg1htsnk = 35.15 |
DATAQ:  | liquid = 34.93 | stg1htsnk = 35.18 |
DATAQ:  | liquid = 34.98 | stg1htsnk = 35.16 |
DATAQ:  | liquid = 34.91 | stg1htsnk = 35.05 |
DATAQ:  | liquid = 34.91 | stg1htsnk = 34.94 |
DATAQ:  | liquid = 35.07 | stg1htsnk = 35.07 |
DATAQ:  | liquid = 34.93 | stg1htsnk = 34.97 |
DATAQ:  | liquid = 34.92 | stg1htsnk = 34.93 |
DATAQ:  | liquid = 34.91 | stg1htsnk = 34.92 |
DATAQ:  | liquid = 34.85 | stg1htsnk = 34.98 |
DATAQ:  | liquid = 34.58 | stg1htsnk = 34.87 |
DATAQ:  | liquid = 34.63 | stg1htsnk = 34.86 |
DATAQ:  | liquid = 34.64 | stg1htsnk = 34.85 |
DATAQ:  | liquid = 34.72 | stg1htsnk = 34.85 |
DATAQ:  | liquid = 34.68 | stg1htsnk = 34.66 |
DATAQ:  | liquid = 34.72 | stg1htsnk = 34.67 |
DATAQ:  | liquid = 34.74 | stg1htsnk = 34.73 |
DATAQ:  | liquid = 34.57 | stg1htsnk = 34.65 |
DATAQ:  | liquid = 34.51 | stg1htsnk = 34.71 |
DATAQ:  | liquid = 34.36 | stg1htsnk = 34.61 |
DATAQ:  | liquid = 34.41 | stg1htsnk = 34.72 |
DATAQ:  | liquid = 34.42 | stg1htsnk = 34.75 |
DATAQ:  | liquid = 34.26 | stg1htsnk = 34.6 |
DATAQ:  | liquid = 34.46 | stg1htsnk = 34.57 |
DATAQ:  | liquid = 34.52 | stg1htsnk = 34.55 |
DATAQ:  | liquid = 34.42 | stg1htsnk = 34.45 |
DATAQ:  | liquid = 34.38 | stg1htsnk = 34.42 |
DATAQ:  | liquid = 34.33 | stg1htsnk = 34.36 |
DATAQ:  | liquid = 34.29 | stg1htsnk = 34.46 |
DATAQ:  | liquid = 34.16 | stg1htsnk = 34.42 |
DATAQ:  | liquid = 34.07 | stg1htsnk = 34.45 |
DATAQ:  | liquid = 34.14 | stg1htsnk = 34.39 |
DATAQ:  | liquid = 34.1 | stg1htsnk = 34.39 |
DATAQ:  | liquid = 34.03 | stg1htsnk = 34.36 |
DATAQ:  | liquid = 34.01 | stg1htsnk = 34.28 |
DATAQ:  | liquid = 33.99 | stg1htsnk = 34.3 |
DATAQ:  | liquid = 34.08 | stg1htsnk = 34.31 |
DATAQ:  | liquid = 34.04 | stg1htsnk = 34.32 |
DATAQ:  | liquid = 33.97 | stg1htsnk = 34.21 |
DATAQ:  | liquid = 33.91 | stg1htsnk = 34.14 |
DATAQ:  | liquid = 33.92 | stg1htsnk = 34.14 |
DATAQ:  | liquid = 33.96 | stg1htsnk = 34.19 |
DATAQ:  | liquid = 33.97 | stg1htsnk = 34.18 |
DATAQ:  | liquid = 33.94 | stg1htsnk = 34.07 |
DATAQ:  | liquid = 33.89 | stg1htsnk = 34.01 |
DATAQ:  | liquid = 33.88 | stg1htsnk = 34.03 |
DATAQ:  | liquid = 33.9 | stg1htsnk = 33.99 |
DATAQ:  | liquid = 33.93 | stg1htsnk = 34.02 |
DATAQ:  | liquid = 33.84 | stg1htsnk = 33.88 |
DATAQ:  | liquid = 33.94 | stg1htsnk = 33.96 |
DATAQ:  | liquid = 33.87 | stg1htsnk = 33.85 |
DATAQ:  | liquid = 33.85 | stg1htsnk = 33.87 |
DATAQ:  | liquid = 33.77 | stg1htsnk = 33.79 |
DATAQ:  | liquid = 33.78 | stg1htsnk = 33.83 |
DATAQ:  | liquid = 33.61 | stg1htsnk = 33.75 |
DATAQ:  | liquid = 33.63 | stg1htsnk = 33.86 |
DATAQ:  | liquid = 33.64 | stg1htsnk = 33.89 |
DATAQ:  | liquid = 33.57 | stg1htsnk = 33.8 |
DATAQ:  | liquid = 33.45 | stg1htsnk = 33.82 |
DATAQ:  | liquid = 33.35 | stg1htsnk = 33.78 |
DATAQ:  | liquid = 33.49 | stg1htsnk = 33.76 |
DATAQ:  | liquid = 33.52 | stg1htsnk = 33.72 |
DATAQ:  | liquid = 33.45 | stg1htsnk = 33.56 |
DATAQ:  | liquid = 33.53 | stg1htsnk = 33.6 |
DATAQ:  | liquid = 33.57 | stg1htsnk = 33.6 |
DATAQ:  | liquid = 33.46 | stg1htsnk = 33.54 |
DATAQ:  | liquid = 33.37 | stg1htsnk = 33.54 |
DATAQ:  | liquid = 33.3 | stg1htsnk = 33.53 |
DATAQ:  | liquid = 33.35 | stg1htsnk = 33.63 |
DATAQ:  | liquid = 33.18 | stg1htsnk = 33.55 |
DATAQ:  | liquid = 33.21 | stg1htsnk = 33.63 |
DATAQ:  | liquid = 33.36 | stg1htsnk = 33.51 |
DATAQ:  | liquid = 33.3 | stg1htsnk = 33.35 |
DATAQ:  | liquid = 33.35 | stg1htsnk = 33.49 |
DATAQ:  | liquid = 33.22 | stg1htsnk = 33.38 |
DATAQ:  | liquid = 33.22 | stg1htsnk = 33.46 |
DATAQ:  | liquid = 33.15 | stg1htsnk = 33.51 |
DATAQ:  | liquid = 33.09 | stg1htsnk = 33.42 |
DATAQ:  | liquid = 33.04 | stg1htsnk = 33.42 |
DATAQ:  | liquid = 33.04 | stg1htsnk = 33.38 |
DATAQ:  | liquid = 32.99 | stg1htsnk = 33.24 |
DATAQ:  | liquid = 33.05 | stg1htsnk = 33.37 |
DATAQ:  | liquid = 33.12 | stg1htsnk = 33.29 |
DATAQ:  | liquid = 33.07 | stg1htsnk = 33.17 |
DATAQ:  | liquid = 33.04 | stg1htsnk = 33.18 |
DATAQ:  | liquid = 33.06 | stg1htsnk = 33.1 |
DATAQ:  | liquid = 33.08 | stg1htsnk = 33.21 |
DATAQ:  | liquid = 32.99 | stg1htsnk = 33.09 |
DATAQ:  | liquid = 32.87 | stg1htsnk = 33.17 |
DATAQ:  | liquid = 32.78 | stg1htsnk = 33.15 |
DATAQ:  | liquid = 32.67 | stg1htsnk = 33.06 |
DATAQ:  | liquid = 32.8 | stg1htsnk = 33.17 |
DATAQ:  | liquid = 32.74 | stg1htsnk = 33.07 |
DATAQ:  | liquid = 32.72 | stg1htsnk = 33.04 |
DATAQ:  | liquid = 32.73 | stg1htsnk = 33.13 |
DATAQ:  | liquid = 32.78 | stg1htsnk = 32.95 |
DATAQ:  | liquid = 32.89 | stg1htsnk = 32.99 |
DATAQ:  | liquid = 32.84 | stg1htsnk = 32.96 |
DATAQ:  | liquid = 32.84 | stg1htsnk = 32.97 |
DATAQ:  | liquid = 32.75 | stg1htsnk = 32.9 |
DATAQ:  | liquid = 32.77 | stg1htsnk = 32.87 |
DATAQ:  | liquid = 32.62 | stg1htsnk = 32.83 |
DATAQ:  | liquid = 32.47 | stg1htsnk = 32.81 |
DATAQ:  | liquid = 32.44 | stg1htsnk = 32.81 |
DATAQ:  | liquid = 32.51 | stg1htsnk = 32.92 |
DATAQ:  | liquid = 32.46 | stg1htsnk = 32.8 |
DATAQ:  | liquid = 32.48 | stg1htsnk = 32.8 |
DATAQ:  | liquid = 32.54 | stg1htsnk = 32.75 |
DATAQ:  | liquid = 32.62 | stg1htsnk = 32.66 |
DATAQ:  | liquid = 32.58 | stg1htsnk = 32.68 |
DATAQ:  | liquid = 32.48 | stg1htsnk = 32.63 |
DATAQ:  | liquid = 32.48 | stg1htsnk = 32.69 |
DATAQ:  | liquid = 32.38 | stg1htsnk = 32.64 |
DATAQ:  | liquid = 32.32 | stg1htsnk = 32.72 |
DATAQ:  | liquid = 32.29 | stg1htsnk = 32.71 |
DATAQ:  | liquid = 32.25 | stg1htsnk = 32.65 |
DATAQ:  | liquid = 32.28 | stg1htsnk = 32.64 |
DATAQ:  | liquid = 32.35 | stg1htsnk = 32.65 |
DATAQ:  | liquid = 32.38 | stg1htsnk = 32.48 |
DATAQ:  | liquid = 32.34 | stg1htsnk = 32.47 |
DATAQ:  | liquid = 32.3 | stg1htsnk = 32.5 |
DATAQ:  | liquid = 32.27 | stg1htsnk = 32.45 |
DATAQ:  | liquid = 32.11 | stg1htsnk = 32.46 |
DATAQ:  | liquid = 32.12 | stg1htsnk = 32.43 |
DATAQ:  | liquid = 32.06 | stg1htsnk = 32.49 |
DATAQ:  | liquid = 32.06 | stg1htsnk = 32.47 |
DATAQ:  | liquid = 32.07 | stg1htsnk = 32.48 |
DATAQ:  | liquid = 32.07 | stg1htsnk = 32.31 |
DATAQ:  | liquid = 32.19 | stg1htsnk = 32.39 |
DATAQ:  | liquid = 32.14 | stg1htsnk = 32.29 |
DATAQ:  | liquid = 32.2 | stg1htsnk = 32.32 |
DATAQ:  | liquid = 32.07 | stg1htsnk = 32.25 |
DATAQ:  | liquid = 32.11 | stg1htsnk = 32.38 |
DATAQ:  | liquid = 31.95 | stg1htsnk = 32.3 |
DATAQ:  | liquid = 31.94 | stg1htsnk = 32.33 |
DATAQ:  | liquid = 31.91 | stg1htsnk = 32.37 |
DATAQ:  | liquid = 31.81 | stg1htsnk = 32.2 |
DATAQ:  | liquid = 31.86 | stg1htsnk = 32.3 |
DATAQ:  | liquid = 31.86 | stg1htsnk = 32.19 |
DATAQ:  | liquid = 31.97 | stg1htsnk = 32.13 |
DATAQ:  | liquid = 31.89 | stg1htsnk = 32.18 |
DATAQ:  | liquid = 31.95 | stg1htsnk = 32.17 |
DATAQ:  | liquid = 31.91 | stg1htsnk = 32.09 |
DATAQ:  | liquid = 31.88 | stg1htsnk = 32.07 |
DATAQ:  | liquid = 31.84 | stg1htsnk = 32.05 |
DATAQ:  | liquid = 31.78 | stg1htsnk = 32.09 |
DATAQ:  | liquid = 31.8 | stg1htsnk = 31.94 |
DATAQ:  | liquid = 31.72 | stg1htsnk = 32.07 |
DATAQ:  | liquid = 31.7 | stg1htsnk = 32.12 |
DATAQ:  | liquid = 31.64 | stg1htsnk = 32.06 |
DATAQ:  | liquid = 31.64 | stg1htsnk = 32.08 |
DATAQ:  | liquid = 31.61 | stg1htsnk = 32.05 |
DATAQ:  | liquid = 31.63 | stg1htsnk = 32.05 |
DATAQ:  | liquid = 31.58 | stg1htsnk = 32.0 |
DATAQ:  | liquid = 31.53 | stg1htsnk = 31.9 |
DATAQ:  | liquid = 31.64 | stg1htsnk = 32.01 |
DATAQ:  | liquid = 31.72 | stg1htsnk = 31.9 |
DATAQ:  | liquid = 31.6 | stg1htsnk = 31.84 |
DATAQ:  | liquid = 31.63 | stg1htsnk = 31.82 |
DATAQ:  | liquid = 31.59 | stg1htsnk = 31.81 |
DATAQ:  | liquid = 31.55 | stg1htsnk = 31.71 |
DATAQ:  | liquid = 31.54 | stg1htsnk = 31.69 |
DATAQ:  | liquid = 31.5 | stg1htsnk = 31.92 |
DATAQ:  | liquid = 31.48 | stg1htsnk = 31.8 |
DATAQ:  | liquid = 31.37 | stg1htsnk = 31.84 |
DATAQ:  | liquid = 31.36 | stg1htsnk = 31.82 |
DATAQ:  | liquid = 31.35 | stg1htsnk = 31.83 |
DATAQ:  | liquid = 31.33 | stg1htsnk = 31.74 |
DATAQ:  | liquid = 31.45 | stg1htsnk = 31.7 |
DATAQ:  | liquid = 31.43 | stg1htsnk = 31.62 |
DATAQ:  | liquid = 31.41 | stg1htsnk = 31.62 |
DATAQ:  | liquid = 31.31 | stg1htsnk = 31.65 |
DATAQ:  | liquid = 31.29 | stg1htsnk = 31.64 |
DATAQ:  | liquid = 31.16 | stg1htsnk = 31.64 |
DATAQ:  | liquid = 31.17 | stg1htsnk = 31.58 |
DATAQ:  | liquid = 31.27 | stg1htsnk = 31.58 |
DATAQ:  | liquid = 31.42 | stg1htsnk = 31.59 |
DATAQ:  | liquid = 31.27 | stg1htsnk = 31.45 |
DATAQ:  | liquid = 31.29 | stg1htsnk = 31.47 |
DATAQ:  | liquid = 31.23 | stg1htsnk = 31.62 |
DATAQ:  | liquid = 31.09 | stg1htsnk = 31.58 |
DATAQ:  | liquid = 31.15 | stg1htsnk = 31.65 |
DATAQ:  | liquid = 31.14 | stg1htsnk = 31.53 |
DATAQ:  | liquid = 31.17 | stg1htsnk = 31.39 |
DATAQ:  | liquid = 31.25 | stg1htsnk = 31.44 |
DATAQ:  | liquid = 31.15 | stg1htsnk = 31.36 |
DATAQ:  | liquid = 31.17 | stg1htsnk = 31.4 |
DATAQ:  | liquid = 30.97 | stg1htsnk = 31.39 |
DATAQ:  | liquid = 31.01 | stg1htsnk = 31.52 |
DATAQ:  | liquid = 30.87 | stg1htsnk = 31.39 |
DATAQ:  | liquid = 30.9 | stg1htsnk = 31.36 |
DATAQ:  | liquid = 31.14 | stg1htsnk = 31.36 |
