***Stage1 ON***
[11]TC TEC set to 50°C
(145092) _setStage1TecTempC: TEC Set Temp 50.000000
(145093) _resetThermalControlState: RESET Peltier 0 control state
(145097) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(145104) _setThermalControlState: thermalControl-0: changing state 3->1
(145111) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(145118) thermalControlSetEnable: Enabling Peltier 0
(145130) TC: TC-0 = 24.39, modeled = 14.69, target = 50.00, heatSink = -87.66, output = 50.0, timeout = 0, exptTempC = 0.00, TecRate = 0.321
(145258) TC: TC-0 = 24.40, modeled = 14.72, target = 50.00, heatSink = -87.46, output = 100.0, timeout = 150, exptTempC = 0.00, TecRate = 0.231
(145413) TC: TC-0 = 24.41, modeled = 14.76, target = 50.00, heatSink = -87.79, output = 100.0, timeout = 300, exptTempC = 0.00, TecRate = 0.236
(145559) TC: TC-0 = 24.41, modeled = 14.79, target = 50.00, heatSink = -87.40, output = 100.0, timeout = 450, exptTempC = 0.00, TecRate = 0.221
(145710) TC: TC-0 = 24.42, modeled = 14.82, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 600, exptTempC = 0.00, TecRate = 0.213
(145859) TC: TC-0 = 24.43, modeled = 14.85, target = 50.00, heatSink = -86.84, output = 100.0, timeout = 750, exptTempC = 0.00, TecRate = 0.217
(146010) TC: TC-0 = 24.44, modeled = 14.89, target = 50.00, heatSink = -87.79, output = 100.0, timeout = 900, exptTempC = 0.00, TecRate = 0.232
(146091) heapMonitor_checkFreeHeapSize: New heap low water mark 114836
(146160) TC: TC-0 = 24.45, modeled = 14.92, target = 50.00, heatSink = -87.83, output = 100.0, timeout = 1050, exptTempC = 0.00, TecRate = 0.220
(146313) TC: TC-0 = 24.45, modeled = 14.95, target = 50.00, heatSink = -87.53, output = 100.0, timeout = 1200, exptTempC = 0.00, TecRate = 0.222
(146468) TC: TC-0 = 24.46, modeled = 14.98, target = 50.00, heatSink = -87.44, output = 100.0, timeout = 1350, exptTempC = 0.00, TecRate = 0.219
(146612) TC: TC-0 = 24.47, modeled = 15.02, target = 50.00, heatSink = -87.15, output = 100.0, timeout = 1500, exptTempC = 0.00, TecRate = 0.213
(146763) TC: TC-0 = 24.47, modeled = 15.05, target = 50.00, heatSink = -86.91, output = 100.0, timeout = 1650, exptTempC = 0.00, TecRate = 0.208
(146913) TC: TC-0 = 24.47, modeled = 15.08, target = 50.00, heatSink = -87.41, output = 100.0, timeout = 1800, exptTempC = 0.00, TecRate = 0.207
(147064) TC: TC-0 = 24.48, modeled = 15.11, target = 50.00, heatSink = -87.70, output = 100.0, timeout = 1950, exptTempC = 0.00, TecRate = 0.209
(147214) TC: TC-0 = 24.48, modeled = 15.14, target = 50.00, heatSink = -87.53, output = 100.0, timeout = 2100, exptTempC = 0.00, TecRate = 0.209
(147371) TC: TC-0 = 24.49, modeled = 15.17, target = 50.00, heatSink = -86.99, output = 100.0, timeout = 2250, exptTempC = 0.00, TecRate = 0.228
(147517) TC: TC-0 = 24.50, modeled = 15.20, target = 50.00, heatSink = -87.27, output = 100.0, timeout = 2400, exptTempC = 0.00, TecRate = 0.213
(147668) TC: TC-0 = 24.50, modeled = 15.24, target = 50.00, heatSink = -86.75, output = 100.0, timeout = 2550, exptTempC = 0.00, TecRate = 0.229
(147818) TC: TC-0 = 24.51, modeled = 15.27, target = 50.00, heatSink = -87.46, output = 100.0, timeout = 2700, exptTempC = 0.00, TecRate = 0.219
(147968) TC: TC-0 = 24.52, modeled = 15.30, target = 50.00, heatSink = -88.01, output = 100.0, timeout = 2850, exptTempC = 0.00, TecRate = 0.223
(148117) TC: TC-0 = 24.54, modeled = 15.33, target = 50.00, heatSink = -87.12, output = 100.0, timeout = 3000, exptTempC = 0.00, TecRate = 0.231
(148271) TC: TC-0 = 24.56, modeled = 15.37, target = 50.00, heatSink = -87.24, output = 100.0, timeout = 3150, exptTempC = 0.00, TecRate = 0.270
(148417) TC: TC-0 = 24.58, modeled = 15.41, target = 50.00, heatSink = -87.08, output = 100.0, timeout = 3300, exptTempC = 0.00, TecRate = 0.284
(148568) TC: TC-0 = 24.64, modeled = 15.45, target = 50.00, heatSink = -86.63, output = 100.0, timeout = 3450, exptTempC = 0.00, TecRate = 0.344
(148718) TC: TC-0 = 24.75, modeled = 15.52, target = 50.00, heatSink = -87.45, output = 100.0, timeout = 3600, exptTempC = 0.00, TecRate = 0.557
(148869) TC: TC-0 = 25.25, modeled = 15.74, target = 50.00, heatSink = -87.74, output = 100.0, timeout = 3750, exptTempC = 0.00, TecRate = 2.021
(149018) TC: TC-0 = 26.49, modeled = 16.23, target = 50.00, heatSink = -87.24, output = 100.0, timeout = 3900, exptTempC = 0.00, TecRate = 3.755
(149172) TC: TC-0 = 28.20, modeled = 16.90, target = 50.00, heatSink = -87.27, output = 100.0, timeout = 4050, exptTempC = 0.00, TecRate = 4.883
(149319) TC: TC-0 = 29.53, modeled = 17.43, target = 50.00, heatSink = -87.27, output = 100.0, timeout = 4200, exptTempC = 0.00, TecRate = 5.364
