***Stage1 ON***
[28]TC TEC set to 50°C
(1453890) _setStage1TecTempC: TEC Set Temp 50.000000
(1453891) _applyThermalBrakeUpdate: Worst Temp: 68.365395
(1453894) _resetThermalControlState: RESET Peltier 0 control state
(1453901) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(1453908) _setThermalControlState: thermalControl-0: changing state 3->1
(1453916) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(1453923) thermalControlSetEnable: Enabling Peltier 0
(1453940) TC: TC-0 = 22.49, modeled = 21.03, target = 50.00, heatSink = -86.08, output = 50.0, timeout = 0, exptTempC = 50.00, TecRate = 0.001
(1455580) TC: TC-0 = 22.50, modeled = 21.03, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 1650, exptTempC = 50.00, TecRate = 0.001
(1455726) TC: TC-0 = 22.49, modeled = 21.03, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 1800, exptTempC = 50.00, TecRate = 0.001
(1455877) TC: TC-0 = 22.50, modeled = 21.03, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 1950, exptTempC = 50.00, TecRate = 0.001
(1456027) TC: TC-0 = 22.50, modeled = 21.03, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 2100, exptTempC = 50.00, TecRate = 0.001
(1456178) TC: TC-0 = 22.49, modeled = 21.03, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 2250, exptTempC = 50.00, TecRate = 0.001
(1456329) TC: TC-0 = 22.50, modeled = 21.03, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 2400, exptTempC = 50.00, TecRate = 0.001
(1456483) TC: TC-0 = 22.50, modeled = 21.03, target = 50.00, heatSink = -85.89, output = 100.0, timeout = 2550, exptTempC = 50.00, TecRate = 0.001
***Stage1 OFF***
[29]TC TEC Turned Off
(1456581) _deviceLogsSetTC: Adding Time 2642
***Stage1 ON***
[30]TC TEC set to 50°C
(1470782) _setStage1TecTempC: TEC Set Temp 50.000000
(1470783) _resetThermalControlState: RESET Peltier 0 control state
(1470787) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(1470794) _setThermalControlState: thermalControl-0: changing state 3->1
(1470801) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(1470809) thermalControlSetEnable: Enabling Peltier 0
(1470821) TC: TC-0 = 22.54, modeled = 21.05, target = 50.00, heatSink = -86.09, output = 50.0, timeout = 0, exptTempC = 50.00, TecRate = 0.002
(1470968) TC: TC-0 = 22.54, modeled = 21.05, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 150, exptTempC = 50.00, TecRate = 0.002
(1471123) TC: TC-0 = 22.54, modeled = 21.05, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 300, exptTempC = 50.00, TecRate = 0.002
(1471267) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 450, exptTempC = 50.00, TecRate = 0.002
(1471418) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 600, exptTempC = 50.00, TecRate = 0.002
(1471569) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 750, exptTempC = 50.00, TecRate = 0.002
(1471718) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 900, exptTempC = 50.00, TecRate = 0.002
(1471872) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 1050, exptTempC = 50.00, TecRate = 0.002
(1472026) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.09, output = 100.0, timeout = 1200, exptTempC = 50.00, TecRate = 0.002
(1472170) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 1350, exptTempC = 50.00, TecRate = 0.002
(1472321) TC: TC-0 = 22.54, modeled = 21.06, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 1500, exptTempC = 50.00, TecRate = 0.002
(1472471) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 1650, exptTempC = 50.00, TecRate = 0.002
(1472622) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 1800, exptTempC = 50.00, TecRate = 0.002
(1472773) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 1950, exptTempC = 50.00, TecRate = 0.002
(1472923) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 2100, exptTempC = 50.00, TecRate = 0.002
(1473073) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 2250, exptTempC = 50.00, TecRate = 0.002
(1473222) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 2400, exptTempC = 50.00, TecRate = 0.002
(1473372) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 2550, exptTempC = 50.00, TecRate = 0.002
(1473523) TC: TC-0 = 22.55, modeled = 21.06, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 2700, exptTempC = 50.00, TecRate = 0.002
(1473680) TC: TC-0 = 22.56, modeled = 21.06, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 2850, exptTempC = 50.00, TecRate = 0.002
(1473827) TC: TC-0 = 22.56, modeled = 21.06, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 3000, exptTempC = 50.00, TecRate = 0.002
(1473976) TC: TC-0 = 22.56, modeled = 21.06, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 3150, exptTempC = 50.00, TecRate = 0.002
(1474127) TC: TC-0 = 22.57, modeled = 21.06, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 3300, exptTempC = 50.00, TecRate = 0.002
(1474276) TC: TC-0 = 22.58, modeled = 21.06, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 3450, exptTempC = 50.00, TecRate = 0.002
(1474428) TC: TC-0 = 22.60, modeled = 21.06, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 3600, exptTempC = 50.00, TecRate = 0.003
(1474576) TC: TC-0 = 22.60, modeled = 21.06, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 3750, exptTempC = 50.00, TecRate = 0.003
(1474728) TC: TC-0 = 22.62, modeled = 21.06, target = 50.00, heatSink = -85.78, output = 100.0, timeout = 3900, exptTempC = 50.00, TecRate = 0.003
(1474879) TC: TC-0 = 22.63, modeled = 21.06, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 4050, exptTempC = 50.00, TecRate = 0.003
(1475028) TC: TC-0 = 22.65, modeled = 21.06, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 4200, exptTempC = 50.00, TecRate = 0.003
(1475178) TC: TC-0 = 22.67, modeled = 21.06, target = 50.00, heatSink = -86.20, output = 100.0, timeout = 4350, exptTempC = 50.00, TecRate = 0.004
(1475334) TC: TC-0 = 22.69, modeled = 21.06, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 4500, exptTempC = 50.00, TecRate = 0.004
(1475479) TC: TC-0 = 22.73, modeled = 21.06, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 4650, exptTempC = 50.00, TecRate = 0.005
(1475629) TC: TC-0 = 22.79, modeled = 21.07, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 4800, exptTempC = 50.00, TecRate = 0.006
(1475779) TC: TC-0 = 22.84, modeled = 21.07, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 4950, exptTempC = 50.00, TecRate = 0.007
(1475929) TC: TC-0 = 22.89, modeled = 21.07, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 5100, exptTempC = 50.00, TecRate = 0.008
(1476079) TC: TC-0 = 22.94, modeled = 21.07, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 5250, exptTempC = 50.00, TecRate = 0.009
(1476234) TC: TC-0 = 22.97, modeled = 21.07, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 5400, exptTempC = 50.00, TecRate = 0.010
(1476379) TC: TC-0 = 23.01, modeled = 21.07, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 5550, exptTempC = 50.00, TecRate = 0.010
(1476529) TC: TC-0 = 23.05, modeled = 21.07, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 5700, exptTempC = 50.00, TecRate = 0.011
(1476679) TC: TC-0 = 23.08, modeled = 21.08, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 5850, exptTempC = 50.00, TecRate = 0.011
(1476829) TC: TC-0 = 23.11, modeled = 21.08, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 6000, exptTempC = 50.00, TecRate = 0.012
(1476984) TC: TC-0 = 23.15, modeled = 21.08, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 6150, exptTempC = 50.00, TecRate = 0.013
(1477130) TC: TC-0 = 23.17, modeled = 21.08, target = 50.00, heatSink = -86.24, output = 100.0, timeout = 6300, exptTempC = 50.00, TecRate = 0.013
(1477279) TC: TC-0 = 23.21, modeled = 21.08, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 6450, exptTempC = 50.00, TecRate = 0.014
(1477431) TC: TC-0 = 23.25, modeled = 21.08, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 6600, exptTempC = 50.00, TecRate = 0.014
(1477582) TC: TC-0 = 23.29, modeled = 21.09, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 6750, exptTempC = 50.00, TecRate = 0.015
(1477732) TC: TC-0 = 23.33, modeled = 21.09, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 6900, exptTempC = 50.00, TecRate = 0.016
(1477886) TC: TC-0 = 23.37, modeled = 21.09, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 7050, exptTempC = 50.00, TecRate = 0.017
(1478032) TC: TC-0 = 23.40, modeled = 21.09, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 7200, exptTempC = 50.00, TecRate = 0.017
(1478182) TC: TC-0 = 23.45, modeled = 21.10, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 7350, exptTempC = 50.00, TecRate = 0.018
(1478335) TC: TC-0 = 23.52, modeled = 21.10, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 7500, exptTempC = 50.00, TecRate = 0.019
(1478482) TC: TC-0 = 23.59, modeled = 21.10, target = 50.00, heatSink = -85.86, output = 100.0, timeout = 7650, exptTempC = 50.00, TecRate = 0.021
(1478632) TC: TC-0 = 23.64, modeled = 21.11, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 7800, exptTempC = 50.00, TecRate = 0.022
(1478786) TC: TC-0 = 23.70, modeled = 21.11, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 7950, exptTempC = 50.00, TecRate = 0.023
(1478932) TC: TC-0 = 23.75, modeled = 21.11, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 8100, exptTempC = 50.00, TecRate = 0.023
(1479081) TC: TC-0 = 24.03, modeled = 21.12, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 8250, exptTempC = 50.00, TecRate = 0.029
(1479233) TC: TC-0 = 25.15, modeled = 21.12, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 8400, exptTempC = 50.00, TecRate = 0.050
(1479382) TC: TC-0 = 27.36, modeled = 21.13, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 8550, exptTempC = 50.00, TecRate = 0.093
(1479532) TC: TC-0 = 30.37, modeled = 21.15, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 8700, exptTempC = 50.00, TecRate = 0.151
(1479687) TC: TC-0 = 33.61, modeled = 21.18, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 8850, exptTempC = 50.00, TecRate = 0.214
(1479833) TC: TC-0 = 35.90, modeled = 21.22, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 9000, exptTempC = 50.00, TecRate = 0.259
(1479983) TC: TC-0 = 39.41, modeled = 21.26, target = 50.00, heatSink = -85.75, output = 100.0, timeout = 9150, exptTempC = 50.00, TecRate = 0.329
(1480133) TC: TC-0 = 42.72, modeled = 21.32, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 9300, exptTempC = 50.00, TecRate = 0.394
(1480283) TC: TC-0 = 45.84, modeled = 21.39, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 9450, exptTempC = 50.00, TecRate = 0.457
(1480435) TC: TC-0 = 48.90, modeled = 21.46, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 9600, exptTempC = 50.00, TecRate = 0.519
(1480590) TC: TC-0 = 50.91, modeled = 21.54, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 9750, exptTempC = 50.00, TecRate = 0.559
(1480735) TC: TC-0 = 53.72, modeled = 21.63, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 9900, exptTempC = 50.00, TecRate = 0.616
(1480884) TC: TC-0 = 56.54, modeled = 21.73, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 10050, exptTempC = 50.00, TecRate = 0.673
(1481035) TC: TC-0 = 59.25, modeled = 21.84, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 10200, exptTempC = 50.00, TecRate = 0.729
(1481184) TC: TC-0 = 61.80, modeled = 21.95, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 10350, exptTempC = 50.00, TecRate = 0.782
(1481339) TC: TC-0 = 64.22, modeled = 22.07, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 10500, exptTempC = 50.00, TecRate = 0.831
(1481485) TC: TC-0 = 65.80, modeled = 22.20, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 10650, exptTempC = 50.00, TecRate = 0.863
(1481634) TC: TC-0 = 67.95, modeled = 22.33, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 10800, exptTempC = 50.00, TecRate = 0.907
(1481785) TC: TC-0 = 69.94, modeled = 22.47, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 10950, exptTempC = 50.00, TecRate = 0.948
(1481935) TC: TC-0 = 71.84, modeled = 22.62, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 11100, exptTempC = 50.00, TecRate = 0.987
(1482086) TC: TC-0 = 73.62, modeled = 22.77, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 11250, exptTempC = 50.00, TecRate = 1.023
(1482236) TC: TC-0 = 75.29, modeled = 22.93, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 11400, exptTempC = 50.00, TecRate = 1.057
(1482390) TC: TC-0 = 76.36, modeled = 23.09, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 11550, exptTempC = 50.00, TecRate = 1.077
(1482535) TC: TC-0 = 77.87, modeled = 23.25, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 11700, exptTempC = 50.00, TecRate = 1.108
(1482685) TC: TC-0 = 79.28, modeled = 23.42, target = 50.00, heatSink = -85.89, output = 100.0, timeout = 11850, exptTempC = 50.00, TecRate = 1.136
(1482836) TC: TC-0 = 80.61, modeled = 23.60, target = 50.00, heatSink = -85.89, output = 100.0, timeout = 12000, exptTempC = 50.00, TecRate = 1.162
(1482986) TC: TC-0 = 81.85, modeled = 23.77, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 12150, exptTempC = 50.00, TecRate = 1.186
(1483138) TC: TC-0 = 83.02, modeled = 23.95, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 12300, exptTempC = 50.00, TecRate = 1.209
(1483287) TC: TC-0 = 83.75, modeled = 24.14, target = 50.00, heatSink = -86.09, output = 100.0, timeout = 12450, exptTempC = 50.00, TecRate = 1.221
(1483437) TC: TC-0 = 84.84, modeled = 24.32, target = 50.00, heatSink = -85.43, output = 100.0, timeout = 12600, exptTempC = 50.00, TecRate = 1.242
(1483587) TC: TC-0 = 85.83, modeled = 24.51, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 12750, exptTempC = 50.00, TecRate = 1.261
(1483737) TC: TC-0 = 86.72, modeled = 24.70, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 12900, exptTempC = 50.00, TecRate = 1.277
(1483887) TC: TC-0 = 87.58, modeled = 24.89, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 13050, exptTempC = 50.00, TecRate = 1.292
(1484043) TC: TC-0 = 88.12, modeled = 25.09, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 13200, exptTempC = 50.00, TecRate = 1.300
(1484188) TC: TC-0 = 88.91, modeled = 25.28, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 13350, exptTempC = 50.00, TecRate = 1.314
(1484338) TC: TC-0 = 89.65, modeled = 25.48, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 13500, exptTempC = 50.00, TecRate = 1.327
(1484488) TC: TC-0 = 90.36, modeled = 25.68, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 13650, exptTempC = 50.00, TecRate = 1.339
(1484639) TC: TC-0 = 91.00, modeled = 25.88, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 13800, exptTempC = 50.00, TecRate = 1.349
(1484789) TC: TC-0 = 91.61, modeled = 26.09, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 13950, exptTempC = 50.00, TecRate = 1.358
(1484945) TC: TC-0 = 91.99, modeled = 26.29, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 14100, exptTempC = 50.00, TecRate = 1.362
(1485089) TC: TC-0 = 92.54, modeled = 26.50, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 14250, exptTempC = 50.00, TecRate = 1.371
(1485239) TC: TC-0 = 93.07, modeled = 26.70, target = 50.00, heatSink = -85.68, output = 100.0, timeout = 14400, exptTempC = 50.00, TecRate = 1.378
(1485390) TC: TC-0 = 93.57, modeled = 26.91, target = 50.00, heatSink = -85.98, output = 100.0, timeout = 14550, exptTempC = 50.00, TecRate = 1.385
(1485539) TC: TC-0 = 94.02, modeled = 27.12, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 14700, exptTempC = 50.00, TecRate = 1.391
(1485694) TC: TC-0 = 94.46, modeled = 27.33, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 14850, exptTempC = 50.00, TecRate = 1.396
(1485840) TC: TC-0 = 94.73, modeled = 27.54, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 15000, exptTempC = 50.00, TecRate = 1.398
(1485989) TC: TC-0 = 95.13, modeled = 27.75, target = 50.00, heatSink = -85.86, output = 100.0, timeout = 15150, exptTempC = 50.00, TecRate = 1.402
(1486140) TC: TC-0 = 95.49, modeled = 27.96, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 15300, exptTempC = 50.00, TecRate = 1.406
(1486290) TC: TC-0 = 95.84, modeled = 28.17, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 15450, exptTempC = 50.00, TecRate = 1.409
(1486440) TC: TC-0 = 96.19, modeled = 28.38, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 15600, exptTempC = 50.00, TecRate = 1.412
(1486595) TC: TC-0 = 96.49, modeled = 28.59, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 15750, exptTempC = 50.00, TecRate = 1.414
(1486742) TC: TC-0 = 96.68, modeled = 28.81, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 15900, exptTempC = 50.00, TecRate = 1.414
(1486890) TC: TC-0 = 96.96, modeled = 29.02, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 16050, exptTempC = 50.00, TecRate = 1.416
(1487042) TC: TC-0 = 97.22, modeled = 29.23, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 16200, exptTempC = 50.00, TecRate = 1.417
(1487191) TC: TC-0 = 97.47, modeled = 29.44, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 16350, exptTempC = 50.00, TecRate = 1.418
(1487342) TC: TC-0 = 97.70, modeled = 29.66, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 16500, exptTempC = 50.00, TecRate = 1.418
(1487496) TC: TC-0 = 97.93, modeled = 29.87, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 16650, exptTempC = 50.00, TecRate = 1.418
(1487643) TC: TC-0 = 98.09, modeled = 30.08, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 16800, exptTempC = 50.00, TecRate = 1.417
(1487792) TC: TC-0 = 98.30, modeled = 30.29, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 16950, exptTempC = 50.00, TecRate = 1.417
(1487942) TC: TC-0 = 98.51, modeled = 30.51, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 17100, exptTempC = 50.00, TecRate = 1.417
(1488092) TC: TC-0 = 98.71, modeled = 30.72, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 17250, exptTempC = 50.00, TecRate = 1.417
(1488244) TC: TC-0 = 98.89, modeled = 30.93, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 17400, exptTempC = 50.00, TecRate = 1.416
(1488398) TC: TC-0 = 99.00, modeled = 31.14, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 17550, exptTempC = 50.00, TecRate = 1.414
(1488545) TC: TC-0 = 99.18, modeled = 31.36, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 17700, exptTempC = 50.00, TecRate = 1.413
(1488695) TC: TC-0 = 99.33, modeled = 31.57, target = 50.00, heatSink = -85.79, output = 100.0, timeout = 17850, exptTempC = 50.00, TecRate = 1.411
(1488844) TC: TC-0 = 99.48, modeled = 31.78, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 18000, exptTempC = 50.00, TecRate = 1.410
(1488994) TC: TC-0 = 99.64, modeled = 31.99, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 18150, exptTempC = 50.00, TecRate = 1.409
(1489146) TC: TC-0 = 99.77, modeled = 32.20, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 18300, exptTempC = 50.00, TecRate = 1.407
(1489301) TC: TC-0 = 99.86, modeled = 32.41, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 18450, exptTempC = 50.00, TecRate = 1.404
(1489445) TC: TC-0 = 100.00, modeled = 32.62, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 18600, exptTempC = 50.00, TecRate = 1.402
(1489595) TC: TC-0 = 100.11, modeled = 32.83, target = 50.00, heatSink = -85.75, output = 100.0, timeout = 18750, exptTempC = 50.00, TecRate = 1.400
(1489745) TC: TC-0 = 100.22, modeled = 33.04, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 18900, exptTempC = 50.00, TecRate = 1.397
(1489897) TC: TC-0 = 100.34, modeled = 33.25, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 19050, exptTempC = 50.00, TecRate = 1.395
(1490046) TC: TC-0 = 100.43, modeled = 33.46, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 19200, exptTempC = 50.00, TecRate = 1.393
(1490203) TC: TC-0 = 100.51, modeled = 33.67, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 19350, exptTempC = 50.00, TecRate = 1.389
(1490348) TC: TC-0 = 100.63, modeled = 33.88, target = 50.00, heatSink = -86.09, output = 100.0, timeout = 19500, exptTempC = 50.00, TecRate = 1.387
(1490498) TC: TC-0 = 100.73, modeled = 34.09, target = 50.00, heatSink = -85.78, output = 100.0, timeout = 19650, exptTempC = 50.00, TecRate = 1.385
(1490649) TC: TC-0 = 100.83, modeled = 34.29, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 19800, exptTempC = 50.00, TecRate = 1.382
(1490799) TC: TC-0 = 100.93, modeled = 34.50, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 19950, exptTempC = 50.00, TecRate = 1.380
(1490951) TC: TC-0 = 101.01, modeled = 34.71, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 20100, exptTempC = 50.00, TecRate = 1.377
(1491106) TC: TC-0 = 101.05, modeled = 34.91, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 20250, exptTempC = 50.00, TecRate = 1.373
(1491251) TC: TC-0 = 101.13, modeled = 35.12, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 20400, exptTempC = 50.00, TecRate = 1.370
(1491400) TC: TC-0 = 101.21, modeled = 35.32, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 20550, exptTempC = 50.00, TecRate = 1.367
(1491552) TC: TC-0 = 101.28, modeled = 35.53, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 20700, exptTempC = 50.00, TecRate = 1.364
(1491702) TC: TC-0 = 101.35, modeled = 35.73, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 20850, exptTempC = 50.00, TecRate = 1.360
(1491853) TC: TC-0 = 101.42, modeled = 35.94, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 21000, exptTempC = 50.00, TecRate = 1.357
(1492007) TC: TC-0 = 101.47, modeled = 36.14, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 21150, exptTempC = 50.00, TecRate = 1.353
(1492152) TC: TC-0 = 101.53, modeled = 36.34, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 21300, exptTempC = 50.00, TecRate = 1.350
(1492302) TC: TC-0 = 101.60, modeled = 36.54, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 21450, exptTempC = 50.00, TecRate = 1.347
