***Stage1 ON***
[43]TC TEC set to 50°C
(2846775) _setStage1TecTempC: TEC Set Temp 50.000000
(2846776) _resetThermalControlState: RESET Peltier 0 control state
(2846780) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(2846787) _setThermalControlState: thermalControl-0: changing state 3->1
(2846794) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(2846802) thermalControlSetEnable: Enabling Peltier 0
(2846816) TC: TC-0 = 21.98, modeled = 11.29, target = 50.00, heatSink = -87.36, output = 50.0, timeout = 0, exptTempC = 50.00, TecRate = 0.225
(2852024) heapMonitor_checkFreeHeapSize: New heap low water mark 114176
(2852060) TC: TC-0 = 22.03, modeled = 12.41, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 5250, exptTempC = 50.00, TecRate = 0.200
(2852218) TC: TC-0 = 22.04, modeled = 12.44, target = 50.00, heatSink = -87.44, output = 100.0, timeout = 5400, exptTempC = 50.00, TecRate = 0.199
(2852363) TC: TC-0 = 22.07, modeled = 12.47, target = 50.00, heatSink = -87.53, output = 100.0, timeout = 5550, exptTempC = 50.00, TecRate = 0.199
(2852513) TC: TC-0 = 22.10, modeled = 12.50, target = 50.00, heatSink = -87.07, output = 100.0, timeout = 5700, exptTempC = 50.00, TecRate = 0.199
(2852662) TC: TC-0 = 22.13, modeled = 12.53, target = 50.00, heatSink = -87.28, output = 100.0, timeout = 5850, exptTempC = 50.00, TecRate = 0.199
(2852813) TC: TC-0 = 22.17, modeled = 12.56, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 6000, exptTempC = 50.00, TecRate = 0.199
(2852963) TC: TC-0 = 22.20, modeled = 12.59, target = 50.00, heatSink = -87.53, output = 100.0, timeout = 6150, exptTempC = 50.00, TecRate = 0.199
(2853120) TC: TC-0 = 22.22, modeled = 12.62, target = 50.00, heatSink = -87.53, output = 100.0, timeout = 6300, exptTempC = 50.00, TecRate = 0.198
(2853265) TC: TC-0 = 22.25, modeled = 12.64, target = 50.00, heatSink = -87.74, output = 100.0, timeout = 6450, exptTempC = 50.00, TecRate = 0.198
(2853415) TC: TC-0 = 22.28, modeled = 12.67, target = 50.00, heatSink = -86.99, output = 100.0, timeout = 6600, exptTempC = 50.00, TecRate = 0.198
(2853564) TC: TC-0 = 22.31, modeled = 12.70, target = 50.00, heatSink = -87.29, output = 100.0, timeout = 6750, exptTempC = 50.00, TecRate = 0.198
(2853715) TC: TC-0 = 22.34, modeled = 12.73, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 6900, exptTempC = 50.00, TecRate = 0.198
(2853865) TC: TC-0 = 22.37, modeled = 12.76, target = 50.00, heatSink = -87.61, output = 100.0, timeout = 7050, exptTempC = 50.00, TecRate = 0.198
(2854022) TC: TC-0 = 22.40, modeled = 12.79, target = 50.00, heatSink = -87.66, output = 100.0, timeout = 7200, exptTempC = 50.00, TecRate = 0.197
(2854167) TC: TC-0 = 22.44, modeled = 12.82, target = 50.00, heatSink = -87.70, output = 100.0, timeout = 7350, exptTempC = 50.00, TecRate = 0.198
(2854317) TC: TC-0 = 22.49, modeled = 12.85, target = 50.00, heatSink = -87.24, output = 100.0, timeout = 7500, exptTempC = 50.00, TecRate = 0.198
(2854467) TC: TC-0 = 22.54, modeled = 12.88, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 7650, exptTempC = 50.00, TecRate = 0.198
(2854617) TC: TC-0 = 22.59, modeled = 12.91, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 7800, exptTempC = 50.00, TecRate = 0.198
(2854768) TC: TC-0 = 22.64, modeled = 12.94, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 7950, exptTempC = 50.00, TecRate = 0.199
(2854924) TC: TC-0 = 22.69, modeled = 12.97, target = 50.00, heatSink = -87.45, output = 100.0, timeout = 8100, exptTempC = 50.00, TecRate = 0.199
(2855024) heapMonitor_checkFreeHeapSize: New heap low water mark 114144
(2855070) TC: TC-0 = 22.72, modeled = 13.00, target = 50.00, heatSink = -87.44, output = 100.0, timeout = 8250, exptTempC = 50.00, TecRate = 0.199
(2855221) TC: TC-0 = 22.90, modeled = 13.03, target = 50.00, heatSink = -86.90, output = 100.0, timeout = 8400, exptTempC = 50.00, TecRate = 0.201
(2855371) TC: TC-0 = 23.62, modeled = 13.06, target = 50.00, heatSink = -87.40, output = 100.0, timeout = 8550, exptTempC = 50.00, TecRate = 0.214
(2855520) TC: TC-0 = 25.08, modeled = 13.10, target = 50.00, heatSink = -87.32, output = 100.0, timeout = 8700, exptTempC = 50.00, TecRate = 0.242
(2855673) TC: TC-0 = 27.01, modeled = 13.14, target = 50.00, heatSink = -87.44, output = 100.0, timeout = 8850, exptTempC = 50.00, TecRate = 0.278
(2855828) TC: TC-0 = 28.36, modeled = 13.18, target = 50.00, heatSink = -87.70, output = 100.0, timeout = 9000, exptTempC = 50.00, TecRate = 0.303
(2855973) TC: TC-0 = 30.35, modeled = 13.23, target = 50.00, heatSink = -87.66, output = 100.0, timeout = 9150, exptTempC = 50.00, TecRate = 0.341
(2856122) TC: TC-0 = 32.35, modeled = 13.29, target = 50.00, heatSink = -86.94, output = 100.0, timeout = 9300, exptTempC = 50.00, TecRate = 0.379
(2856273) TC: TC-0 = 34.41, modeled = 13.35, target = 50.00, heatSink = -87.37, output = 100.0, timeout = 9450, exptTempC = 50.00, TecRate = 0.418
(2856422) TC: TC-0 = 36.47, modeled = 13.41, target = 50.00, heatSink = -87.66, output = 100.0, timeout = 9600, exptTempC = 50.00, TecRate = 0.458
(2856576) TC: TC-0 = 38.53, modeled = 13.49, target = 50.00, heatSink = -87.66, output = 100.0, timeout = 9750, exptTempC = 50.00, TecRate = 0.498
(2856730) TC: TC-0 = 39.90, modeled = 13.56, target = 50.00, heatSink = -87.49, output = 100.0, timeout = 9900, exptTempC = 50.00, TecRate = 0.524
(2856875) TC: TC-0 = 41.95, modeled = 13.65, target = 50.00, heatSink = -87.23, output = 100.0, timeout = 10050, exptTempC = 50.00, TecRate = 0.563
(2857025) TC: TC-0 = 44.00, modeled = 13.73, target = 50.00, heatSink = -87.11, output = 100.0, timeout = 10200, exptTempC = 50.00, TecRate = 0.603
(2857175) TC: TC-0 = 45.93, modeled = 13.83, target = 50.00, heatSink = -87.53, output = 100.0, timeout = 10350, exptTempC = 50.00, TecRate = 0.641
(2857324) TC: TC-0 = 47.78, modeled = 13.93, target = 50.00, heatSink = -87.57, output = 100.0, timeout = 10500, exptTempC = 50.00, TecRate = 0.676
(2857478) TC: TC-0 = 49.68, modeled = 14.03, target = 50.00, heatSink = -87.48, output = 100.0, timeout = 10650, exptTempC = 50.00, TecRate = 0.714
(2857632) TC: TC-0 = 50.93, modeled = 14.14, target = 50.00, heatSink = -87.48, output = 100.0, timeout = 10800, exptTempC = 50.00, TecRate = 0.737
(2857777) TC: TC-0 = 52.77, modeled = 14.26, target = 50.00, heatSink = -87.40, output = 100.0, timeout = 10950, exptTempC = 50.00, TecRate = 0.773
(2857926) TC: TC-0 = 54.57, modeled = 14.38, target = 50.00, heatSink = -86.98, output = 100.0, timeout = 11100, exptTempC = 50.00, TecRate = 0.808
(2858077) TC: TC-0 = 56.30, modeled = 14.50, target = 50.00, heatSink = -87.36, output = 100.0, timeout = 11250, exptTempC = 50.00, TecRate = 0.842
(2858227) TC: TC-0 = 57.94, modeled = 14.63, target = 50.00, heatSink = -87.32, output = 100.0, timeout = 11400, exptTempC = 50.00, TecRate = 0.874
(2858377) TC: TC-0 = 59.57, modeled = 14.76, target = 50.00, heatSink = -87.44, output = 100.0, timeout = 11550, exptTempC = 50.00, TecRate = 0.906
(2858535) TC: TC-0 = 60.64, modeled = 14.90, target = 50.00, heatSink = -87.49, output = 100.0, timeout = 11700, exptTempC = 50.00, TecRate = 0.926
(2858680) TC: TC-0 = 62.13, modeled = 15.05, target = 50.00, heatSink = -87.40, output = 100.0, timeout = 11850, exptTempC = 50.00, TecRate = 0.955
(2858830) TC: TC-0 = 63.54, modeled = 15.19, target = 50.00, heatSink = -86.90, output = 100.0, timeout = 12000, exptTempC = 50.00, TecRate = 0.982
(2858979) TC: TC-0 = 64.90, modeled = 15.34, target = 50.00, heatSink = -86.79, output = 100.0, timeout = 12150, exptTempC = 50.00, TecRate = 1.008
(2859130) TC: TC-0 = 66.24, modeled = 15.49, target = 50.00, heatSink = -87.16, output = 55.2, timeout = 12300, exptTempC = 50.00, TecRate = 1.034
(2859280) TC: TC-0 = 67.52, modeled = 15.65, target = 50.00, heatSink = -87.44, output = 57.7, timeout = 12450, exptTempC = 50.00, TecRate = 1.058
(2859437) TC: TC-0 = 68.34, modeled = 15.81, target = 50.00, heatSink = -87.36, output = 56.0, timeout = 12600, exptTempC = 50.00, TecRate = 1.072
(2859581) TC: TC-0 = 69.53, modeled = 15.98, target = 50.00, heatSink = -87.31, output = 56.6, timeout = 12750, exptTempC = 50.00, TecRate = 1.095
(2859732) TC: TC-0 = 70.68, modeled = 16.14, target = 50.00, heatSink = -86.90, output = 55.4, timeout = 12900, exptTempC = 50.00, TecRate = 1.117
(2859881) TC: TC-0 = 71.79, modeled = 16.31, target = 50.00, heatSink = -87.07, output = 55.6, timeout = 13050, exptTempC = 50.00, TecRate = 1.137
(2860032) TC: TC-0 = 72.88, modeled = 16.48, target = 50.00, heatSink = -87.36, output = 53.7, timeout = 13200, exptTempC = 50.00, TecRate = 1.157
(2860180) TC: TC-0 = 73.92, modeled = 16.66, target = 50.00, heatSink = -87.70, output = 53.4, timeout = 13350, exptTempC = 50.00, TecRate = 1.176
(2860340) TC: TC-0 = 74.55, modeled = 16.84, target = 50.00, heatSink = -87.70, output = 53.1, timeout = 13500, exptTempC = 50.00, TecRate = 1.187
(2860484) TC: TC-0 = 75.48, modeled = 17.02, target = 50.00, heatSink = -87.53, output = 52.8, timeout = 13650, exptTempC = 50.00, TecRate = 1.203
(2860634) TC: TC-0 = 76.39, modeled = 17.20, target = 50.00, heatSink = -87.20, output = 53.4, timeout = 13800, exptTempC = 50.00, TecRate = 1.219
(2860782) TC: TC-0 = 77.26, modeled = 17.38, target = 50.00, heatSink = -87.11, output = 52.2, timeout = 13950, exptTempC = 50.00, TecRate = 1.235
(2860934) TC: TC-0 = 78.11, modeled = 17.57, target = 50.00, heatSink = -87.36, output = 50.3, timeout = 14100, exptTempC = 50.00, TecRate = 1.250
(2861084) TC: TC-0 = 78.92, modeled = 17.76, target = 50.00, heatSink = -87.79, output = 50.8, timeout = 14250, exptTempC = 50.00, TecRate = 1.264
(2861241) TC: TC-0 = 79.45, modeled = 17.95, target = 50.00, heatSink = -87.70, output = 50.6, timeout = 14400, exptTempC = 50.00, TecRate = 1.271
(2861383) TC: TC-0 = 80.24, modeled = 18.14, target = 50.00, heatSink = -87.16, output = 50.9, timeout = 14550, exptTempC = 50.00, TecRate = 1.284
(2861536) TC: TC-0 = 81.00, modeled = 18.34, target = 50.00, heatSink = -86.91, output = 48.9, timeout = 14700, exptTempC = 50.00, TecRate = 1.297
(2861683) TC: TC-0 = 81.70, modeled = 18.53, target = 50.00, heatSink = -87.36, output = 48.1, timeout = 14850, exptTempC = 50.00, TecRate = 1.309
(2861835) TC: TC-0 = 82.36, modeled = 18.73, target = 50.00, heatSink = -87.57, output = 48.4, timeout = 15000, exptTempC = 50.00, TecRate = 1.319
(2861983) TC: TC-0 = 83.02, modeled = 18.93, target = 50.00, heatSink = -87.83, output = 48.9, timeout = 15150, exptTempC = 50.00, TecRate = 1.329
(2862141) TC: TC-0 = 83.44, modeled = 19.13, target = 50.00, heatSink = -87.79, output = 48.9, timeout = 15300, exptTempC = 50.00, TecRate = 1.334
(2862284) TC: TC-0 = 84.06, modeled = 19.33, target = 50.00, heatSink = -87.44, output = 48.1, timeout = 15450, exptTempC = 50.00, TecRate = 1.344
(2862435) TC: TC-0 = 84.66, modeled = 19.53, target = 50.00, heatSink = -87.07, output = 47.7, timeout = 15600, exptTempC = 50.00, TecRate = 1.353
(2862587) TC: TC-0 = 85.22, modeled = 19.74, target = 50.00, heatSink = -87.48, output = 47.5, timeout = 15750, exptTempC = 50.00, TecRate = 1.361
(2862736) TC: TC-0 = 85.78, modeled = 19.94, target = 50.00, heatSink = -87.40, output = 46.7, timeout = 15900, exptTempC = 50.00, TecRate = 1.369
(2862888) TC: TC-0 = 86.30, modeled = 20.15, target = 50.00, heatSink = -87.66, output = 46.2, timeout = 16050, exptTempC = 50.00, TecRate = 1.376
(2863043) TC: TC-0 = 86.63, modeled = 20.35, target = 50.00, heatSink = -87.53, output = 46.1, timeout = 16200, exptTempC = 50.00, TecRate = 1.379
(2863186) TC: TC-0 = 87.11, modeled = 20.56, target = 50.00, heatSink = -87.57, output = 45.6, timeout = 16350, exptTempC = 50.00, TecRate = 1.385
(2863338) TC: TC-0 = 87.57, modeled = 20.77, target = 50.00, heatSink = -87.16, output = 47.6, timeout = 16500, exptTempC = 50.00, TecRate = 1.391
(2863488) TC: TC-0 = 88.03, modeled = 20.98, target = 50.00, heatSink = -87.23, output = 48.4, timeout = 16650, exptTempC = 50.00, TecRate = 1.397
(2863638) TC: TC-0 = 88.48, modeled = 21.19, target = 50.00, heatSink = -87.53, output = 45.2, timeout = 16800, exptTempC = 50.00, TecRate = 1.402
(2863787) TC: TC-0 = 88.90, modeled = 21.40, target = 50.00, heatSink = -87.79, output = 45.9, timeout = 16950, exptTempC = 50.00, TecRate = 1.407
(2863946) TC: TC-0 = 89.31, modeled = 21.61, target = 50.00, heatSink = -87.70, output = 47.3, timeout = 17100, exptTempC = 50.00, TecRate = 1.412
(2864099) TC: TC-0 = 89.57, modeled = 21.82, target = 50.00, heatSink = -87.66, output = 45.0, timeout = 17250, exptTempC = 50.00, TecRate = 1.413
(2864243) TC: TC-0 = 89.95, modeled = 22.04, target = 50.00, heatSink = -87.62, output = 47.9, timeout = 17400, exptTempC = 50.00, TecRate = 1.417
(2864393) TC: TC-0 = 90.32, modeled = 22.25, target = 50.00, heatSink = -86.99, output = 45.6, timeout = 17550, exptTempC = 50.00, TecRate = 1.420
(2864542) TC: TC-0 = 90.68, modeled = 22.46, target = 50.00, heatSink = -87.57, output = 44.7, timeout = 17700, exptTempC = 50.00, TecRate = 1.423
(2864693) TC: TC-0 = 91.04, modeled = 22.68, target = 50.00, heatSink = -87.58, output = 43.7, timeout = 17850, exptTempC = 50.00, TecRate = 1.427
(2864845) TC: TC-0 = 91.38, modeled = 22.89, target = 50.00, heatSink = -87.79, output = 44.6, timeout = 18000, exptTempC = 50.00, TecRate = 1.430
(2864994) TC: TC-0 = 91.60, modeled = 23.10, target = 50.00, heatSink = -87.45, output = 46.7, timeout = 18150, exptTempC = 50.00, TecRate = 1.430
(2865144) TC: TC-0 = 91.93, modeled = 23.32, target = 50.00, heatSink = -87.15, output = 43.1, timeout = 18300, exptTempC = 50.00, TecRate = 1.433
(2865294) TC: TC-0 = 92.23, modeled = 23.53, target = 50.00, heatSink = -87.70, output = 43.3, timeout = 18450, exptTempC = 50.00, TecRate = 1.434
(2865444) TC: TC-0 = 92.52, modeled = 23.75, target = 50.00, heatSink = -87.79, output = 43.4, timeout = 18600, exptTempC = 50.00, TecRate = 1.436
(2865596) TC: TC-0 = 92.81, modeled = 23.96, target = 50.00, heatSink = -87.49, output = 42.8, timeout = 18750, exptTempC = 50.00, TecRate = 1.438
(2865750) TC: TC-0 = 92.99, modeled = 24.18, target = 50.00, heatSink = -87.32, output = 45.1, timeout = 18900, exptTempC = 50.00, TecRate = 1.437
(2865895) TC: TC-0 = 93.24, modeled = 24.40, target = 50.00, heatSink = -87.57, output = 43.5, timeout = 19050, exptTempC = 50.00, TecRate = 1.438
(2866046) TC: TC-0 = 93.50, modeled = 24.61, target = 50.00, heatSink = -87.20, output = 43.8, timeout = 19200, exptTempC = 50.00, TecRate = 1.439
(2866196) TC: TC-0 = 93.75, modeled = 24.83, target = 50.00, heatSink = -87.36, output = 43.1, timeout = 19350, exptTempC = 50.00, TecRate = 1.439
(2866346) TC: TC-0 = 93.99, modeled = 25.04, target = 50.00, heatSink = -87.53, output = 42.4, timeout = 19500, exptTempC = 50.00, TecRate = 1.440
(2866496) TC: TC-0 = 94.23, modeled = 25.26, target = 50.00, heatSink = -87.70, output = 43.7, timeout = 19650, exptTempC = 50.00, TecRate = 1.441
(2866651) TC: TC-0 = 94.38, modeled = 25.48, target = 50.00, heatSink = -87.53, output = 43.1, timeout = 19800, exptTempC = 50.00, TecRate = 1.439
(2866798) TC: TC-0 = 94.59, modeled = 25.69, target = 50.00, heatSink = -87.70, output = 42.5, timeout = 19950, exptTempC = 50.00, TecRate = 1.439
(2866945) TC: TC-0 = 94.80, modeled = 25.91, target = 50.00, heatSink = -87.11, output = 43.9, timeout = 20100, exptTempC = 50.00, TecRate = 1.439
(2867098) TC: TC-0 = 95.02, modeled = 26.12, target = 50.00, heatSink = -87.11, output = 40.9, timeout = 20250, exptTempC = 50.00, TecRate = 1.439
(2867248) TC: TC-0 = 95.22, modeled = 26.34, target = 50.00, heatSink = -87.74, output = 42.3, timeout = 20400, exptTempC = 50.00, TecRate = 1.438
(2867398) TC: TC-0 = 95.40, modeled = 26.55, target = 50.00, heatSink = -87.61, output = 42.4, timeout = 20550, exptTempC = 50.00, TecRate = 1.437
(2867552) TC: TC-0 = 95.53, modeled = 26.77, target = 50.00, heatSink = -87.57, output = 43.1, timeout = 20700, exptTempC = 50.00, TecRate = 1.435
(2867699) TC: TC-0 = 95.71, modeled = 26.98, target = 50.00, heatSink = -87.28, output = 45.0, timeout = 20850, exptTempC = 50.00, TecRate = 1.434
(2867851) TC: TC-0 = 95.87, modeled = 27.20, target = 50.00, heatSink = -87.03, output = 44.2, timeout = 21000, exptTempC = 50.00, TecRate = 1.433
(2868000) TC: TC-0 = 96.05, modeled = 27.41, target = 50.00, heatSink = -87.19, output = 42.2, timeout = 21150, exptTempC = 50.00, TecRate = 1.432
(2868151) TC: TC-0 = 96.21, modeled = 27.63, target = 50.00, heatSink = -87.70, output = 42.0, timeout = 21300, exptTempC = 50.00, TecRate = 1.431
(2868301) TC: TC-0 = 96.36, modeled = 27.84, target = 50.00, heatSink = -87.74, output = 41.4, timeout = 21450, exptTempC = 50.00, TecRate = 1.429
(2868457) TC: TC-0 = 96.46, modeled = 28.06, target = 50.00, heatSink = -87.66, output = 41.4, timeout = 21600, exptTempC = 50.00, TecRate = 1.427
(2868601) TC: TC-0 = 96.62, modeled = 28.27, target = 50.00, heatSink = -87.49, output = 41.9, timeout = 21750, exptTempC = 50.00, TecRate = 1.425
(2868751) TC: TC-0 = 96.77, modeled = 28.49, target = 50.00, heatSink = -87.20, output = 42.3, timeout = 21900, exptTempC = 50.00, TecRate = 1.424
(2868899) TC: TC-0 = 96.91, modeled = 28.70, target = 50.00, heatSink = -87.61, output = 40.9, timeout = 22050, exptTempC = 50.00, TecRate = 1.422
(2869052) TC: TC-0 = 97.04, modeled = 28.91, target = 50.00, heatSink = -87.79, output = 41.2, timeout = 22200, exptTempC = 50.00, TecRate = 1.420
(2869202) TC: TC-0 = 97.16, modeled = 29.12, target = 50.00, heatSink = -87.70, output = 41.3, timeout = 22350, exptTempC = 50.00, TecRate = 1.418
(2869359) TC: TC-0 = 97.25, modeled = 29.34, target = 50.00, heatSink = -87.36, output = 41.3, timeout = 22500, exptTempC = 50.00, TecRate = 1.415
(2869505) TC: TC-0 = 97.38, modeled = 29.55, target = 50.00, heatSink = -87.36, output = 42.6, timeout = 22650, exptTempC = 50.00, TecRate = 1.413
(2869655) TC: TC-0 = 97.50, modeled = 29.76, target = 50.00, heatSink = -86.90, output = 42.9, timeout = 22800, exptTempC = 50.00, TecRate = 1.411
(2869806) TC: TC-0 = 97.61, modeled = 29.97, target = 50.00, heatSink = -87.17, output = 41.3, timeout = 22950, exptTempC = 50.00, TecRate = 1.408
(2869957) TC: TC-0 = 97.73, modeled = 30.18, target = 50.00, heatSink = -87.70, output = 40.7, timeout = 23100, exptTempC = 50.00, TecRate = 1.406
(2870107) TC: TC-0 = 97.83, modeled = 30.39, target = 50.00, heatSink = -87.61, output = 42.7, timeout = 23250, exptTempC = 50.00, TecRate = 1.403
(2870262) TC: TC-0 = 97.89, modeled = 30.60, target = 50.00, heatSink = -87.57, output = 41.8, timeout = 23400, exptTempC = 50.00, TecRate = 1.400
(2870407) TC: TC-0 = 98.01, modeled = 30.81, target = 50.00, heatSink = -87.48, output = 41.9, timeout = 23550, exptTempC = 50.00, TecRate = 1.398
(2870558) TC: TC-0 = 98.10, modeled = 31.02, target = 50.00, heatSink = -87.12, output = 41.9, timeout = 23700, exptTempC = 50.00, TecRate = 1.395
(2870707) TC: TC-0 = 98.20, modeled = 31.23, target = 50.00, heatSink = -87.11, output = 39.3, timeout = 23850, exptTempC = 50.00, TecRate = 1.392
(2870858) TC: TC-0 = 98.31, modeled = 31.44, target = 50.00, heatSink = -87.74, output = 40.9, timeout = 24000, exptTempC = 50.00, TecRate = 1.390
(2871006) TC: TC-0 = 98.41, modeled = 31.65, target = 50.00, heatSink = -87.57, output = 41.8, timeout = 24150, exptTempC = 50.00, TecRate = 1.387
(2871163) TC: TC-0 = 98.48, modeled = 31.86, target = 50.00, heatSink = -87.57, output = 41.6, timeout = 24300, exptTempC = 50.00, TecRate = 1.384
(2871308) TC: TC-0 = 98.58, modeled = 32.06, target = 50.00, heatSink = -87.57, output = 40.1, timeout = 24450, exptTempC = 50.00, TecRate = 1.381
(2871459) TC: TC-0 = 98.68, modeled = 32.27, target = 50.00, heatSink = -86.88, output = 43.3, timeout = 24600, exptTempC = 50.00, TecRate = 1.379
