***Stage1 ON***
[43]TC TEC set to 50°C
(1522216) _setStage1TecTempC: TEC Set Temp 50.000000
(1522217) _resetThermalControlState: RESET Peltier 0 control state
(1522221) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(1522228) _setThermalControlState: thermalControl-0: changing state 3->1
(1522235) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(1522243) thermalControlSetEnable: Enabling Peltier 0
(1522284) TC: TC-0 = 21.32, modeled = 11.42, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 50, exptTempC = 50.00, TecRate = 0.210
(1532805) TC: TC-0 = 36.47, modeled = 13.65, target = 50.00, heatSink = -86.94, output = 100.0, timeout = 10550, exptTempC = 50.00, TecRate = 0.452
(1532955) TC: TC-0 = 38.01, modeled = 13.72, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 10700, exptTempC = 50.00, TecRate = 0.482
(1533111) TC: TC-0 = 38.95, modeled = 13.80, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 10850, exptTempC = 50.00, TecRate = 0.499
(1533256) TC: TC-0 = 40.34, modeled = 13.87, target = 50.00, heatSink = -86.74, output = 100.0, timeout = 11000, exptTempC = 50.00, TecRate = 0.525
(1533407) TC: TC-0 = 41.74, modeled = 13.96, target = 50.00, heatSink = -86.36, output = 100.0, timeout = 11150, exptTempC = 50.00, TecRate = 0.552
(1533556) TC: TC-0 = 43.14, modeled = 14.04, target = 50.00, heatSink = -86.36, output = 100.0, timeout = 11300, exptTempC = 50.00, TecRate = 0.578
(1533707) TC: TC-0 = 44.57, modeled = 14.13, target = 50.00, heatSink = -86.51, output = 100.0, timeout = 11450, exptTempC = 50.00, TecRate = 0.605
(1533857) TC: TC-0 = 46.03, modeled = 14.22, target = 50.00, heatSink = -86.47, output = 100.0, timeout = 11600, exptTempC = 50.00, TecRate = 0.633
(1534013) TC: TC-0 = 47.54, modeled = 14.32, target = 50.00, heatSink = -86.54, output = 100.0, timeout = 11750, exptTempC = 50.00, TecRate = 0.662
(1534159) TC: TC-0 = 48.56, modeled = 14.42, target = 50.00, heatSink = -86.58, output = 100.0, timeout = 11900, exptTempC = 50.00, TecRate = 0.681
(1534308) TC: TC-0 = 50.03, modeled = 14.53, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 12050, exptTempC = 50.00, TecRate = 0.709
(1534459) TC: TC-0 = 51.43, modeled = 14.64, target = 50.00, heatSink = -86.55, output = 100.0, timeout = 12200, exptTempC = 50.00, TecRate = 0.736
(1534609) TC: TC-0 = 52.79, modeled = 14.75, target = 50.00, heatSink = -86.90, output = 100.0, timeout = 12350, exptTempC = 50.00, TecRate = 0.762
(1534759) TC: TC-0 = 54.19, modeled = 14.87, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 12500, exptTempC = 50.00, TecRate = 0.788
(1534913) TC: TC-0 = 55.60, modeled = 14.99, target = 50.00, heatSink = -86.62, output = 100.0, timeout = 12650, exptTempC = 50.00, TecRate = 0.816
(1535059) TC: TC-0 = 56.56, modeled = 15.11, target = 50.00, heatSink = -86.62, output = 100.0, timeout = 12800, exptTempC = 50.00, TecRate = 0.833
(1535208) TC: TC-0 = 58.01, modeled = 15.24, target = 50.00, heatSink = -86.55, output = 100.0, timeout = 12950, exptTempC = 50.00, TecRate = 0.861
(1535360) TC: TC-0 = 59.49, modeled = 15.37, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 13100, exptTempC = 50.00, TecRate = 0.890
(1535509) TC: TC-0 = 60.89, modeled = 15.51, target = 50.00, heatSink = -86.63, output = 100.0, timeout = 13250, exptTempC = 50.00, TecRate = 0.917
(1535659) TC: TC-0 = 62.21, modeled = 15.65, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 13400, exptTempC = 50.00, TecRate = 0.942
(1535813) TC: TC-0 = 63.45, modeled = 15.79, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 13550, exptTempC = 50.00, TecRate = 0.966
(1535959) TC: TC-0 = 64.28, modeled = 15.94, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 13700, exptTempC = 50.00, TecRate = 0.980
(1536109) TC: TC-0 = 65.48, modeled = 16.09, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 13850, exptTempC = 50.00, TecRate = 1.003
(1536259) TC: TC-0 = 66.64, modeled = 16.24, target = 50.00, heatSink = -86.28, output = 100.0, timeout = 14000, exptTempC = 50.00, TecRate = 1.025
(1536409) TC: TC-0 = 67.76, modeled = 16.39, target = 50.00, heatSink = -86.51, output = 100.0, timeout = 14150, exptTempC = 50.00, TecRate = 1.045
(1536559) TC: TC-0 = 68.82, modeled = 16.55, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 14300, exptTempC = 50.00, TecRate = 1.065
(1536714) TC: TC-0 = 69.83, modeled = 16.71, target = 50.00, heatSink = -86.74, output = 100.0, timeout = 14450, exptTempC = 50.00, TecRate = 1.084
(1536860) TC: TC-0 = 70.47, modeled = 16.88, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 14600, exptTempC = 50.00, TecRate = 1.094
(1537009) TC: TC-0 = 71.44, modeled = 17.04, target = 50.00, heatSink = -86.24, output = 100.0, timeout = 14750, exptTempC = 50.00, TecRate = 1.112
(1537160) TC: TC-0 = 72.39, modeled = 17.21, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 14900, exptTempC = 50.00, TecRate = 1.129
(1537310) TC: TC-0 = 73.29, modeled = 17.38, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 15050, exptTempC = 50.00, TecRate = 1.145
(1537461) TC: TC-0 = 74.17, modeled = 17.56, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 15200, exptTempC = 50.00, TecRate = 1.161
(1537613) TC: TC-0 = 75.03, modeled = 17.73, target = 50.00, heatSink = -86.55, output = 100.0, timeout = 15350, exptTempC = 50.00, TecRate = 1.176
(1537762) TC: TC-0 = 75.56, modeled = 17.91, target = 50.00, heatSink = -86.90, output = 100.0, timeout = 15500, exptTempC = 50.00, TecRate = 1.183
(1537912) TC: TC-0 = 76.34, modeled = 18.09, target = 50.00, heatSink = -86.20, output = 100.0, timeout = 15650, exptTempC = 50.00, TecRate = 1.197
(1538062) TC: TC-0 = 77.11, modeled = 18.27, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 15800, exptTempC = 50.00, TecRate = 1.210
(1538212) TC: TC-0 = 77.85, modeled = 18.45, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 15950, exptTempC = 50.00, TecRate = 1.222
(1538363) TC: TC-0 = 78.57, modeled = 18.64, target = 50.00, heatSink = -86.74, output = 100.0, timeout = 16100, exptTempC = 50.00, TecRate = 1.234
(1538518) TC: TC-0 = 79.25, modeled = 18.82, target = 50.00, heatSink = -86.86, output = 100.0, timeout = 16250, exptTempC = 50.00, TecRate = 1.246
(1538664) TC: TC-0 = 79.71, modeled = 19.01, target = 50.00, heatSink = -86.62, output = 100.0, timeout = 16400, exptTempC = 50.00, TecRate = 1.251
(1538815) TC: TC-0 = 80.37, modeled = 19.20, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 16550, exptTempC = 50.00, TecRate = 1.262
(1538965) TC: TC-0 = 81.02, modeled = 19.39, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 16700, exptTempC = 50.00, TecRate = 1.272
(1539115) TC: TC-0 = 81.62, modeled = 19.58, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 16850, exptTempC = 50.00, TecRate = 1.282
(1539265) TC: TC-0 = 82.21, modeled = 19.77, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 17000, exptTempC = 50.00, TecRate = 1.290
(1539416) TC: TC-0 = 82.79, modeled = 19.97, target = 50.00, heatSink = -86.86, output = 100.0, timeout = 17150, exptTempC = 50.00, TecRate = 1.299
(1539571) TC: TC-0 = 83.16, modeled = 20.16, target = 50.00, heatSink = -86.86, output = 100.0, timeout = 17300, exptTempC = 50.00, TecRate = 1.303
(1539715) TC: TC-0 = 83.70, modeled = 20.36, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 17450, exptTempC = 50.00, TecRate = 1.311
(1539865) TC: TC-0 = 84.22, modeled = 20.56, target = 50.00, heatSink = -86.47, output = 100.0, timeout = 17600, exptTempC = 50.00, TecRate = 1.318
(1540015) TC: TC-0 = 84.74, modeled = 20.76, target = 50.00, heatSink = -86.98, output = 100.0, timeout = 17750, exptTempC = 50.00, TecRate = 1.326
(1540164) TC: TC-0 = 85.22, modeled = 20.96, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 17900, exptTempC = 50.00, TecRate = 1.332
(1540318) TC: TC-0 = 85.69, modeled = 21.16, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 18050, exptTempC = 50.00, TecRate = 1.338
(1540467) TC: TC-0 = 86.00, modeled = 21.36, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 18200, exptTempC = 50.00, TecRate = 1.340
(1540616) TC: TC-0 = 86.47, modeled = 21.56, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 18350, exptTempC = 50.00, TecRate = 1.346
(1540766) TC: TC-0 = 86.91, modeled = 21.76, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 18500, exptTempC = 50.00, TecRate = 1.352
(1540916) TC: TC-0 = 87.32, modeled = 21.96, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 18650, exptTempC = 50.00, TecRate = 1.357
(1541066) TC: TC-0 = 87.74, modeled = 22.17, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 18800, exptTempC = 50.00, TecRate = 1.362
(1541222) TC: TC-0 = 88.15, modeled = 22.37, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 18950, exptTempC = 50.00, TecRate = 1.366
(1541368) TC: TC-0 = 88.42, modeled = 22.58, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 19100, exptTempC = 50.00, TecRate = 1.367
(1541517) TC: TC-0 = 88.78, modeled = 22.78, target = 50.00, heatSink = -86.51, output = 100.0, timeout = 19250, exptTempC = 50.00, TecRate = 1.371
(1541669) TC: TC-0 = 89.13, modeled = 22.99, target = 50.00, heatSink = -86.50, output = 100.0, timeout = 19400, exptTempC = 50.00, TecRate = 1.374
(1541818) TC: TC-0 = 89.48, modeled = 23.20, target = 50.00, heatSink = -86.62, output = 100.0, timeout = 19550, exptTempC = 50.00, TecRate = 1.378
(1541968) TC: TC-0 = 89.81, modeled = 23.40, target = 50.00, heatSink = -86.86, output = 100.0, timeout = 19700, exptTempC = 50.00, TecRate = 1.381
(1542123) TC: TC-0 = 90.14, modeled = 23.61, target = 50.00, heatSink = -87.11, output = 100.0, timeout = 19850, exptTempC = 50.00, TecRate = 1.383
(1542269) TC: TC-0 = 90.36, modeled = 23.82, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 20000, exptTempC = 50.00, TecRate = 1.383
(1542419) TC: TC-0 = 90.67, modeled = 24.03, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 20150, exptTempC = 50.00, TecRate = 1.386
(1542569) TC: TC-0 = 90.99, modeled = 24.23, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 20300, exptTempC = 50.00, TecRate = 1.388
(1542719) TC: TC-0 = 91.28, modeled = 24.44, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 20450, exptTempC = 50.00, TecRate = 1.390
(1542869) TC: TC-0 = 91.56, modeled = 24.65, target = 50.00, heatSink = -86.71, output = 100.0, timeout = 20600, exptTempC = 50.00, TecRate = 1.392
(1543021) TC: TC-0 = 91.84, modeled = 24.86, target = 50.00, heatSink = -86.98, output = 100.0, timeout = 20750, exptTempC = 50.00, TecRate = 1.393
(1543175) TC: TC-0 = 92.02, modeled = 25.07, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 20900, exptTempC = 50.00, TecRate = 1.393
(1543320) TC: TC-0 = 92.28, modeled = 25.28, target = 50.00, heatSink = -86.70, output = 100.0, timeout = 21050, exptTempC = 50.00, TecRate = 1.394
(1543469) TC: TC-0 = 92.53, modeled = 25.49, target = 50.00, heatSink = -86.47, output = 100.0, timeout = 21200, exptTempC = 50.00, TecRate = 1.395
(1543620) TC: TC-0 = 92.78, modeled = 25.70, target = 50.00, heatSink = -86.66, output = 100.0, timeout = 21350, exptTempC = 50.00, TecRate = 1.396
(1543770) TC: TC-0 = 93.01, modeled = 25.91, target = 50.00, heatSink = -86.50, output = 100.0, timeout = 21500, exptTempC = 50.00, TecRate = 1.396
(1543920) TC: TC-0 = 93.23, modeled = 26.11, target = 50.00, heatSink = -86.90, output = 100.0, timeout = 21650, exptTempC = 50.00, TecRate = 1.396
(1544076) TC: TC-0 = 93.40, modeled = 26.32, target = 50.00, heatSink = -86.74, output = 100.0, timeout = 21800, exptTempC = 50.00, TecRate = 1.395
(1544223) TC: TC-0 = 93.61, modeled = 26.53, target = 50.00, heatSink = -86.50, output = 100.0, timeout = 21950, exptTempC = 50.00, TecRate = 1.395
(1544372) TC: TC-0 = 93.82, modeled = 26.74, target = 50.00, heatSink = -86.58, output = 100.0, timeout = 22100, exptTempC = 50.00, TecRate = 1.395
(1544522) TC: TC-0 = 94.02, modeled = 26.95, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 22250, exptTempC = 50.00, TecRate = 1.395
(1544672) TC: TC-0 = 94.24, modeled = 27.16, target = 50.00, heatSink = -86.86, output = 100.0, timeout = 22400, exptTempC = 50.00, TecRate = 1.395
(1544823) TC: TC-0 = 94.46, modeled = 27.37, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 22550, exptTempC = 50.00, TecRate = 1.395
(1544975) TC: TC-0 = 94.65, modeled = 27.58, target = 50.00, heatSink = -86.86, output = 100.0, timeout = 22700, exptTempC = 50.00, TecRate = 1.395
(1545125) TC: TC-0 = 94.77, modeled = 27.79, target = 50.00, heatSink = -86.82, output = 100.0, timeout = 22850, exptTempC = 50.00, TecRate = 1.393
(1545274) TC: TC-0 = 94.96, modeled = 28.00, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 23000, exptTempC = 50.00, TecRate = 1.392
(1545424) TC: TC-0 = 95.15, modeled = 28.21, target = 50.00, heatSink = -86.59, output = 100.0, timeout = 23150, exptTempC = 50.00, TecRate = 1.392
(1545574) TC: TC-0 = 95.32, modeled = 28.41, target = 50.00, heatSink = -86.59, output = 100.0, timeout = 23300, exptTempC = 50.00, TecRate = 1.391
(1545724) TC: TC-0 = 95.50, modeled = 28.62, target = 50.00, heatSink = -86.63, output = 100.0, timeout = 23450, exptTempC = 50.00, TecRate = 1.390
(1545881) TC: TC-0 = 95.65, modeled = 28.83, target = 50.00, heatSink = -86.59, output = 100.0, timeout = 23600, exptTempC = 50.00, TecRate = 1.389
(1546027) TC: TC-0 = 95.76, modeled = 29.04, target = 50.00, heatSink = -86.94, output = 100.0, timeout = 23750, exptTempC = 50.00, TecRate = 1.386
(1546176) TC: TC-0 = 95.93, modeled = 29.25, target = 50.00, heatSink = -86.55, output = 100.0, timeout = 23900, exptTempC = 50.00, TecRate = 1.385
(1546328) TC: TC-0 = 96.09, modeled = 29.46, target = 50.00, heatSink = -86.24, output = 100.0, timeout = 24050, exptTempC = 50.00, TecRate = 1.384
(1546477) TC: TC-0 = 96.24, modeled = 29.66, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 24200, exptTempC = 50.00, TecRate = 1.383
(1546627) TC: TC-0 = 96.37, modeled = 29.87, target = 50.00, heatSink = -86.63, output = 100.0, timeout = 24350, exptTempC = 50.00, TecRate = 1.381
(1546782) TC: TC-0 = 96.51, modeled = 30.08, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 24500, exptTempC = 50.00, TecRate = 1.379
(1546928) TC: TC-0 = 96.59, modeled = 30.28, target = 50.00, heatSink = -86.78, output = 100.0, timeout = 24650, exptTempC = 50.00, TecRate = 1.376
(1547078) TC: TC-0 = 96.72, modeled = 30.49, target = 50.00, heatSink = -86.62, output = 100.0, timeout = 24800, exptTempC = 50.00, TecRate = 1.374
