***Stage1 ON***
[32]TC TEC set to 50°C
(2361323) _setStage1TecTempC: TEC Set Temp 50.000000
(2361324) _applyThermalBrakeUpdate: Worst Temp: 58.379440
(2361327) _resetThermalControlState: RESET Peltier 0 control state
(2361334) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(2361341) _setThermalControlState: thermalControl-0: changing state 3->1
(2361349) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(2361356) thermalControlSetEnable: Enabling Peltier 0
(2361453) TC: TC-0 = 23.26, modeled = 21.69, target = 50.00, heatSink = -85.79, output = 100.0, timeout = 100, exptTempC = 50.00, TecRate = 0.000
(2380305) TC: TC-0 = 42.65, modeled = 22.21, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 5100, exptTempC = 50.00, TecRate = 0.372
(2380455) TC: TC-0 = 45.27, modeled = 22.27, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 5250, exptTempC = 50.00, TecRate = 0.424
(2380604) TC: TC-0 = 47.82, modeled = 22.34, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 5400, exptTempC = 50.00, TecRate = 0.475
(2380756) TC: TC-0 = 50.32, modeled = 22.42, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 5550, exptTempC = 50.00, TecRate = 0.526
(2380905) TC: TC-0 = 52.87, modeled = 22.50, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 5700, exptTempC = 50.00, TecRate = 0.577
(2381062) TC: TC-0 = 54.58, modeled = 22.59, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 5850, exptTempC = 50.00, TecRate = 0.611
(2381206) TC: TC-0 = 56.94, modeled = 22.69, target = 50.00, heatSink = -85.98, output = 100.0, timeout = 6000, exptTempC = 50.00, TecRate = 0.659
(2381356) TC: TC-0 = 59.27, modeled = 22.79, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 6150, exptTempC = 50.00, TecRate = 0.707
(2381506) TC: TC-0 = 61.52, modeled = 22.90, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 6300, exptTempC = 50.00, TecRate = 0.753
(2381656) TC: TC-0 = 63.62, modeled = 23.02, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 6450, exptTempC = 50.00, TecRate = 0.796
(2381806) TC: TC-0 = 65.66, modeled = 23.14, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 6600, exptTempC = 50.00, TecRate = 0.837
(2381962) TC: TC-0 = 67.00, modeled = 23.27, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 6750, exptTempC = 50.00, TecRate = 0.864
(2382108) TC: TC-0 = 68.86, modeled = 23.40, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 6900, exptTempC = 50.00, TecRate = 0.901
(2382258) TC: TC-0 = 70.58, modeled = 23.54, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 7050, exptTempC = 50.00, TecRate = 0.936
(2382407) TC: TC-0 = 72.27, modeled = 23.69, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 7200, exptTempC = 50.00, TecRate = 0.971
(2382558) TC: TC-0 = 73.84, modeled = 23.84, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 7350, exptTempC = 50.00, TecRate = 1.002
(2382708) TC: TC-0 = 75.32, modeled = 23.99, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 7500, exptTempC = 50.00, TecRate = 1.032
(2382864) TC: TC-0 = 76.25, modeled = 24.15, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 7650, exptTempC = 50.00, TecRate = 1.049
(2383007) TC: TC-0 = 77.64, modeled = 24.31, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 7800, exptTempC = 50.00, TecRate = 1.077
(2383159) TC: TC-0 = 78.95, modeled = 24.47, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 7950, exptTempC = 50.00, TecRate = 1.103
(2383309) TC: TC-0 = 80.14, modeled = 24.64, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 8100, exptTempC = 50.00, TecRate = 1.126
(2383459) TC: TC-0 = 81.27, modeled = 24.81, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 8250, exptTempC = 50.00, TecRate = 1.148
(2383609) TC: TC-0 = 82.36, modeled = 24.98, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 8400, exptTempC = 50.00, TecRate = 1.169
(2383765) TC: TC-0 = 83.04, modeled = 25.16, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 8550, exptTempC = 50.00, TecRate = 1.180
(2383911) TC: TC-0 = 84.02, modeled = 25.34, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 8700, exptTempC = 50.00, TecRate = 1.199
(2384061) TC: TC-0 = 84.94, modeled = 25.52, target = 50.00, heatSink = -85.79, output = 100.0, timeout = 8850, exptTempC = 50.00, TecRate = 1.216
(2384211) TC: TC-0 = 85.83, modeled = 25.70, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 9000, exptTempC = 50.00, TecRate = 1.232
(2384362) TC: TC-0 = 86.63, modeled = 25.89, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 9150, exptTempC = 50.00, TecRate = 1.246
(2384512) TC: TC-0 = 87.41, modeled = 26.08, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 9300, exptTempC = 50.00, TecRate = 1.260
(2384664) TC: TC-0 = 88.16, modeled = 26.27, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 9450, exptTempC = 50.00, TecRate = 1.273
(2384813) TC: TC-0 = 88.63, modeled = 26.46, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 9600, exptTempC = 50.00, TecRate = 1.279
(2384963) TC: TC-0 = 89.33, modeled = 26.65, target = 50.00, heatSink = -85.86, output = 100.0, timeout = 9750, exptTempC = 50.00, TecRate = 1.291
(2385114) TC: TC-0 = 89.98, modeled = 26.85, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 9900, exptTempC = 50.00, TecRate = 1.302
(2385263) TC: TC-0 = 90.60, modeled = 27.05, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 10050, exptTempC = 50.00, TecRate = 1.312
(2385414) TC: TC-0 = 91.20, modeled = 27.24, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 10200, exptTempC = 50.00, TecRate = 1.321
(2385569) TC: TC-0 = 91.74, modeled = 27.44, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 10350, exptTempC = 50.00, TecRate = 1.329
(2385715) TC: TC-0 = 92.08, modeled = 27.64, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 10500, exptTempC = 50.00, TecRate = 1.332
(2385864) TC: TC-0 = 92.59, modeled = 27.84, target = 50.00, heatSink = -85.83, output = 100.0, timeout = 10650, exptTempC = 50.00, TecRate = 1.339
(2386015) TC: TC-0 = 93.05, modeled = 28.04, target = 50.00, heatSink = -85.79, output = 100.0, timeout = 10800, exptTempC = 50.00, TecRate = 1.346
(2386166) TC: TC-0 = 93.51, modeled = 28.25, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 10950, exptTempC = 50.00, TecRate = 1.352
(2386316) TC: TC-0 = 93.93, modeled = 28.45, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 11100, exptTempC = 50.00, TecRate = 1.357
(2386468) TC: TC-0 = 94.35, modeled = 28.65, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 11250, exptTempC = 50.00, TecRate = 1.362
(2386617) TC: TC-0 = 94.61, modeled = 28.86, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 11400, exptTempC = 50.00, TecRate = 1.363
(2386767) TC: TC-0 = 94.99, modeled = 29.06, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 11550, exptTempC = 50.00, TecRate = 1.367
(2386918) TC: TC-0 = 95.34, modeled = 29.27, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 11700, exptTempC = 50.00, TecRate = 1.371
(2387067) TC: TC-0 = 95.67, modeled = 29.47, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 11850, exptTempC = 50.00, TecRate = 1.374
(2387218) TC: TC-0 = 96.01, modeled = 29.68, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 12000, exptTempC = 50.00, TecRate = 1.377
(2387373) TC: TC-0 = 96.31, modeled = 29.89, target = 50.00, heatSink = -86.43, output = 100.0, timeout = 12150, exptTempC = 50.00, TecRate = 1.379
(2387519) TC: TC-0 = 96.49, modeled = 30.09, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 12300, exptTempC = 50.00, TecRate = 1.378
(2387668) TC: TC-0 = 96.77, modeled = 30.30, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 12450, exptTempC = 50.00, TecRate = 1.380
(2387820) TC: TC-0 = 97.02, modeled = 30.51, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 12600, exptTempC = 50.00, TecRate = 1.381
(2387969) TC: TC-0 = 97.28, modeled = 30.72, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 12750, exptTempC = 50.00, TecRate = 1.382
(2388119) TC: TC-0 = 97.53, modeled = 30.92, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 12900, exptTempC = 50.00, TecRate = 1.383
(2388273) TC: TC-0 = 97.76, modeled = 31.13, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 13050, exptTempC = 50.00, TecRate = 1.384
(2388419) TC: TC-0 = 97.90, modeled = 31.34, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 13200, exptTempC = 50.00, TecRate = 1.382
(2388570) TC: TC-0 = 98.09, modeled = 31.54, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 13350, exptTempC = 50.00, TecRate = 1.382
(2388719) TC: TC-0 = 98.30, modeled = 31.75, target = 50.00, heatSink = -85.75, output = 100.0, timeout = 13500, exptTempC = 50.00, TecRate = 1.382
(2388869) TC: TC-0 = 98.50, modeled = 31.96, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 13650, exptTempC = 50.00, TecRate = 1.382
(2389019) TC: TC-0 = 98.69, modeled = 32.17, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 13800, exptTempC = 50.00, TecRate = 1.382
(2389174) TC: TC-0 = 98.87, modeled = 32.37, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 13950, exptTempC = 50.00, TecRate = 1.381
(2389321) TC: TC-0 = 98.98, modeled = 32.58, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 14100, exptTempC = 50.00, TecRate = 1.378
(2389472) TC: TC-0 = 99.13, modeled = 32.79, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 14250, exptTempC = 50.00, TecRate = 1.377
(2389621) TC: TC-0 = 99.30, modeled = 32.99, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 14400, exptTempC = 50.00, TecRate = 1.376
(2389772) TC: TC-0 = 99.45, modeled = 33.20, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 14550, exptTempC = 50.00, TecRate = 1.375
(2389922) TC: TC-0 = 99.59, modeled = 33.41, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 14700, exptTempC = 50.00, TecRate = 1.374
(2390079) TC: TC-0 = 99.70, modeled = 33.61, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 14850, exptTempC = 50.00, TecRate = 1.371
(2390224) TC: TC-0 = 99.83, modeled = 33.82, target = 50.00, heatSink = -86.20, output = 100.0, timeout = 15000, exptTempC = 50.00, TecRate = 1.369
(2390375) TC: TC-0 = 99.96, modeled = 34.02, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 15150, exptTempC = 50.00, TecRate = 1.368
(2390523) TC: TC-0 = 100.08, modeled = 34.23, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 15300, exptTempC = 50.00, TecRate = 1.366
(2390674) TC: TC-0 = 100.19, modeled = 34.43, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 15450, exptTempC = 50.00, TecRate = 1.363
(2390824) TC: TC-0 = 100.30, modeled = 34.64, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 15600, exptTempC = 50.00, TecRate = 1.361
(2390980) TC: TC-0 = 100.38, modeled = 34.84, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 15750, exptTempC = 50.00, TecRate = 1.358
(2391125) TC: TC-0 = 100.50, modeled = 35.04, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 15900, exptTempC = 50.00, TecRate = 1.356
(2391275) TC: TC-0 = 100.60, modeled = 35.25, target = 50.00, heatSink = -85.86, output = 100.0, timeout = 16050, exptTempC = 50.00, TecRate = 1.354
(2391425) TC: TC-0 = 100.71, modeled = 35.45, target = 50.00, heatSink = -85.83, output = 100.0, timeout = 16200, exptTempC = 50.00, TecRate = 1.351
(2391575) TC: TC-0 = 100.80, modeled = 35.65, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 16350, exptTempC = 50.00, TecRate = 1.349
(2391726) TC: TC-0 = 100.87, modeled = 35.85, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 16500, exptTempC = 50.00, TecRate = 1.346
(2391881) TC: TC-0 = 100.98, modeled = 36.06, target = 50.00, heatSink = -85.71, output = 100.0, timeout = 16650, exptTempC = 50.00, TecRate = 1.343
(2392027) TC: TC-0 = 101.04, modeled = 36.26, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 16800, exptTempC = 50.00, TecRate = 1.340
(2392177) TC: TC-0 = 101.11, modeled = 36.46, target = 50.00, heatSink = -85.86, output = 100.0, timeout = 16950, exptTempC = 50.00, TecRate = 1.337
(2392327) TC: TC-0 = 101.20, modeled = 36.66, target = 50.00, heatSink = -85.60, output = 100.0, timeout = 17100, exptTempC = 50.00, TecRate = 1.334
(2392478) TC: TC-0 = 101.27, modeled = 36.86, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 17250, exptTempC = 50.00, TecRate = 1.331
(2392628) TC: TC-0 = 101.34, modeled = 37.06, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 17400, exptTempC = 50.00, TecRate = 1.328
(2392780) TC: TC-0 = 101.39, modeled = 37.26, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 17550, exptTempC = 50.00, TecRate = 1.325
(2392934) TC: TC-0 = 101.45, modeled = 37.45, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 17700, exptTempC = 50.00, TecRate = 1.321
(2393079) TC: TC-0 = 101.53, modeled = 37.65, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 17850, exptTempC = 50.00, TecRate = 1.319
(2393229) TC: TC-0 = 101.62, modeled = 37.85, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 18000, exptTempC = 50.00, TecRate = 1.316
(2393379) TC: TC-0 = 101.69, modeled = 38.05, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 18150, exptTempC = 50.00, TecRate = 1.313
(2393529) TC: TC-0 = 101.75, modeled = 38.24, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 18300, exptTempC = 50.00, TecRate = 1.310
(2393681) TC: TC-0 = 101.81, modeled = 38.44, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 18450, exptTempC = 50.00, TecRate = 1.306
(2393831) TC: TC-0 = 101.86, modeled = 38.64, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 18600, exptTempC = 50.00, TecRate = 1.303
(2393980) TC: TC-0 = 101.90, modeled = 38.83, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 18750, exptTempC = 50.00, TecRate = 1.299
(2394132) TC: TC-0 = 101.96, modeled = 39.03, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 18900, exptTempC = 50.00, TecRate = 1.296
(2394281) TC: TC-0 = 102.01, modeled = 39.22, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 19050, exptTempC = 50.00, TecRate = 1.292
(2394431) TC: TC-0 = 102.05, modeled = 39.41, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 19200, exptTempC = 50.00, TecRate = 1.289
(2394585) TC: TC-0 = 102.11, modeled = 39.61, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 19350, exptTempC = 50.00, TecRate = 1.286
(2394731) TC: TC-0 = 102.14, modeled = 39.80, target = 50.00, heatSink = -86.09, output = 100.0, timeout = 19500, exptTempC = 50.00, TecRate = 1.282
(2394880) TC: TC-0 = 102.17, modeled = 39.99, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 19650, exptTempC = 50.00, TecRate = 1.278
(2395031) TC: TC-0 = 102.21, modeled = 40.18, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 19800, exptTempC = 50.00, TecRate = 1.274
(2395182) TC: TC-0 = 102.27, modeled = 40.37, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 19950, exptTempC = 50.00, TecRate = 1.271
(2395332) TC: TC-0 = 102.33, modeled = 40.56, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 20100, exptTempC = 50.00, TecRate = 1.268
(2395484) TC: TC-0 = 102.35, modeled = 40.75, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 20250, exptTempC = 50.00, TecRate = 1.264
(2395638) TC: TC-0 = 102.38, modeled = 40.94, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 20400, exptTempC = 50.00, TecRate = 1.260
(2395783) TC: TC-0 = 102.42, modeled = 41.13, target = 50.00, heatSink = -85.98, output = 100.0, timeout = 20550, exptTempC = 50.00, TecRate = 1.257
(2395933) TC: TC-0 = 102.46, modeled = 41.32, target = 50.00, heatSink = -85.61, output = 100.0, timeout = 20700, exptTempC = 50.00, TecRate = 1.253
(2396083) TC: TC-0 = 102.50, modeled = 41.51, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 20850, exptTempC = 50.00, TecRate = 1.250
(2396232) TC: TC-0 = 102.54, modeled = 41.69, target = 50.00, heatSink = -86.19, output = 100.0, timeout = 21000, exptTempC = 50.00, TecRate = 1.246
(2396385) TC: TC-0 = 102.58, modeled = 41.88, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 21150, exptTempC = 50.00, TecRate = 1.243
(2396540) TC: TC-0 = 102.61, modeled = 42.07, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 21300, exptTempC = 50.00, TecRate = 1.239
(2396684) TC: TC-0 = 102.65, modeled = 42.25, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 21450, exptTempC = 50.00, TecRate = 1.235
(2396835) TC: TC-0 = 102.68, modeled = 42.44, target = 50.00, heatSink = -85.72, output = 100.0, timeout = 21600, exptTempC = 50.00, TecRate = 1.232
(2396985) TC: TC-0 = 102.71, modeled = 42.62, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 21750, exptTempC = 50.00, TecRate = 1.228
(2397135) TC: TC-0 = 102.74, modeled = 42.80, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 21900, exptTempC = 50.00, TecRate = 1.224
(2397287) TC: TC-0 = 102.76, modeled = 42.99, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 22050, exptTempC = 50.00, TecRate = 1.220
(2397441) TC: TC-0 = 102.79, modeled = 43.17, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 22200, exptTempC = 50.00, TecRate = 1.217
(2397586) TC: TC-0 = 102.82, modeled = 43.35, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 22350, exptTempC = 50.00, TecRate = 1.213
(2397736) TC: TC-0 = 102.85, modeled = 43.53, target = 50.00, heatSink = -85.90, output = 100.0, timeout = 22500, exptTempC = 50.00, TecRate = 1.209
