timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
1957.605,,,,,,,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958.211,,,,,,,33.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.905,,,,,,,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.881,,,,,,,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.216,,,,,,,,,,,,,,,,,,,,,,,174.0,8077.0,1022.0,64.0,120.0,144.0,156.0,200.0,45.0,6477.0,0.9230769230769231,28.4,28.4
2002.225,36.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.397,36.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.546,37.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.696,38.2,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.848,39.3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.917,,,,,,,33.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.996,40.8,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.146,42.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.209,,,,,,,,,,,,,,,,,,,,,,,173.0,8070.0,1025.0,64.0,120.0,144.0,156.0,200.0,46.0,6467.0,0.9230769230769231,28.4,28.4
