timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
2828.634,,,,,,,26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829.625,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829.835,,,,,,,31.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834.721,,,,,,,30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835.201,,,,,,,27.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860.873,,,,,,,26.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861.876,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862.83,,,,,,,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979.695,,,,,,,22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980.647,,,,,,,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984.697,,,,,,,25.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985.552,,,,,,,23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990.702,,,,,,,23.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991.775,,,,,,,24.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992.077,,,,,,,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010.897,,,,,,,30.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011.91,,,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012.27,,,,,,,30.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013.47,33.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013.634,,,,,,,,,,,,,,,,,,,,,,,174.0,8034.0,1029.0,64.0,120.0,146.0,156.0,201.0,46.0,6456.0,0.9358974358974359,28.33,28.33
3013.671,33.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013.804,34.2,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013.957,35.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.025,,,,,,,30.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.104,36.2,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.261,37.6,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.411,38.9,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.564,40.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.595,,,,,,,,,,,,,,,,,,,,,,,173.0,8039.0,1029.0,64.0,120.0,146.0,156.0,201.0,46.0,6466.0,0.9358974358974359,28.33,28.33
3014.712,41.9,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.861,43.3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014.938,,,,,,,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015.011,44.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015.167,45.7,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015.323,47.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015.471,48.3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
