Text,1: EEEV+,2: EEEV-,3: SLEV+,4: SLEV-,5: WNV+,6: WNV-,7: NAM+,8: NAM-
26,1.24666213989258,1.02693212032318,10.9895477294922,10.6752119064331,0.976577401161194,0.990310549736023,0.981155097484589,0.985732793807983
27,1.37788963317871,1.02235448360443,11.3298234939575,10.5882349014282,0.976577401161194,0.985732793807983,0.981155097484589,0.987258732318878
28,1.54573893547058,1.02540624141693,11.9951171875,10.5775537490845,0.978103280067444,0.987258732318878,0.982681035995483,0.987258732318878
29,1.73037302494049,1.02540624141693,13.0983448028564,10.5912866592407,0.976577401161194,0.985732793807983,0.982681035995483,0.984206914901733
30,1.91958498954773,1.02388036251068,14.8241395950317,10.5836572647095,0.978103280067444,0.985732793807983,0.979629218578339,0.982681035995483
31,2.0965895652771,1.02693212032318,17.0763721466064,10.5348291397095,0.976577401161194,0.987258732318878,0.982681035995483,0.984206914901733
32,2.25223159790039,1.02235448360443,19.7528038024902,10.4386968612671,0.978103280067444,0.982681035995483,0.978103280067444,0.982681035995483
33,2.38498520851135,1.02388036251068,22.4414443969727,10.4173345565796,0.975051522254944,0.988784611225128,0.981155097484589,0.979629218578339
34,2.49332427978516,1.02082860469818,25.0904102325439,10.4280157089233,0.975051522254944,0.982681035995483,0.981155097484589,0.982681035995483
35,2.5772488117218,1.01930260658264,27.1457996368408,10.337986946106,0.978103280067444,0.985732793807983,0.978103280067444,0.981155097484589
36,2.64744019508362,1.02082860469818,28.8410778045654,10.3212022781372,0.976577401161194,0.984206914901733,0.978103280067444,0.982681035995483
37,2.68253612518311,1.01625084877014,30.1686115264893,10.3456172943115,0.975051522254944,0.984206914901733,0.978103280067444,0.981155097484589
38,2.71915769577026,1.01930260658264,30.9605560302734,10.2769508361816,0.976577401161194,0.982681035995483,0.976577401161194,0.979629218578339
39,2.73441672325134,1.01930260658264,31.6670475006103,10.2677955627441,0.976577401161194,0.982681035995483,0.975051522254944,0.979629218578339
40,2.75425338745117,1.01930260658264,32.086669921875,10.2113370895386,0.978103280067444,0.985732793807983,0.978103280067444,0.981155097484589
41,2.75730514526367,1.01930260658264,32.3689613342285,10.1747159957886,0.978103280067444,0.982681035995483,0.978103280067444,0.982681035995483
42,2.7588312625885,1.01930260658264,32.529182434082,10.142671585083,0.975051522254944,0.981155097484589,0.976577401161194,0.979629218578339
43,2.75577926635742,1.01930260658264,32.590217590332,10.1609830856323,0.978103280067444,0.982681035995483,0.975051522254944,0.979629218578339
44,2.75272750854492,1.01319909095764,32.5123977661133,10.0846872329712,0.976577401161194,0.984206914901733,0.971999704837799,0.978103280067444
45,2.75272750854492,1.01930260658264,32.7504386901855,10.1152057647705,0.979629218578339,0.984206914901733,0.973525583744049,0.978103280067444
46,2.74967575073242,1.01625084877014,32.735179901123,10.0968952178955,0.975051522254944,0.984206914901733,0.973525583744049,0.979629218578339
47,2.74509811401367,1.01472496986389,32.7199211120605,10.093843460083,0.976577401161194,0.982681035995483,0.971999704837799,0.981155097484589
48,2.74357223510742,1.01930260658264,32.6466789245605,10.0190734863281,0.981155097484589,0.985732793807983,0.975051522254944,0.978103280067444
49,2.74357223510742,1.01930260658264,32.668041229248,9.99771118164062,0.978103280067444,0.984206914901733,0.975051522254944,0.981155097484589
50,2.73746848106384,1.01625084877014,32.6634635925293,9.98092651367187,0.979629218578339,0.984206914901733,0.975051522254944,0.981155097484589

