Text,1: EEEV+,2: EEEV-,3: SLEV+,4: SLEV-,5: WNV+,6: WNV-,7: NAM+,8: NAM-
1,0.837720274925232,0.827039003372192,0.923170804977417,0.943007528781891,0.837720274925232,0.836194396018982,0.840772092342377,0.852979302406311
2,0.833142578601837,0.831616699695587,0.909437716007233,0.946059346199036,0.831616699695587,0.834668517112732,0.837720274925232,0.846875727176666
3,0.825513064861298,0.825513064861298,0.912489533424377,0.944533467292786,0.831616699695587,0.833142578601837,0.834668517112732,0.849927544593811
4,0.825513064861298,0.827039003372192,0.909437716007233,0.939955770969391,0.828564882278442,0.830090820789337,0.837720274925232,0.843823909759522
5,0.828564882278442,0.820935368537903,0.903334081172943,0.930800318717956,0.827039003372192,0.836194396018982,0.840772092342377,0.840772092342377
6,0.823987185955048,0.819409489631653,0.900282263755798,0.932326257228851,0.825513064861298,0.836194396018982,0.837720274925232,0.836194396018982
7,0.822461307048798,0.819409489631653,0.900282263755798,0.930800318717956,0.825513064861298,0.834668517112732,0.836194396018982,0.845349788665772
8,0.820935368537903,0.814831793308258,0.906385898590088,0.933852136135101,0.831616699695587,0.830090820789337,0.836194396018982,0.840772092342377
9,0.827039003372192,0.823987185955048,0.903334081172943,0.933852136135101,0.822461307048798,0.836194396018982,0.842298030853271,0.837720274925232
10,0.817883551120758,0.822461307048798,0.900282263755798,0.932326257228851,0.828564882278442,0.827039003372192,0.836194396018982,0.836194396018982
11,0.823987185955048,0.816357672214508,0.900282263755798,0.926222622394562,0.825513064861298,0.836194396018982,0.836194396018982,0.837720274925232
12,0.816357672214508,0.817883551120758,0.904860019683838,0.930800318717956,0.828564882278442,0.823987185955048,0.836194396018982,0.834668517112732
13,0.828564882278442,0.817883551120758,0.901808202266693,0.932326257228851,0.825513064861298,0.833142578601837,0.840772092342377,0.839246213436127
14,0.823987185955048,0.814831793308258,0.904860019683838,0.932326257228851,0.830090820789337,0.825513064861298,0.839246213436127,0.837720274925232
15,0.819409489631653,0.816357672214508,0.900282263755798,0.924696743488312,0.823987185955048,0.833142578601837,0.833142578601837,0.842298030853271
16,0.820935368537903,0.823987185955048,0.909437716007233,0.930800318717956,0.823987185955048,0.825513064861298,0.837720274925232,0.836194396018982
17,0.823987185955048,0.819409489631653,0.907911777496338,0.936903953552246,0.830090820789337,0.828564882278442,0.833142578601837,0.837720274925232
18,0.828564882278442,0.825513064861298,0.901808202266693,0.926222622394562,0.833142578601837,0.834668517112732,0.836194396018982,0.840772092342377
19,0.827039003372192,0.820935368537903,0.903334081172943,0.932326257228851,0.833142578601837,0.830090820789337,0.836194396018982,0.849927544593811
20,0.827039003372192,0.827039003372192,0.906385898590088,0.933852136135101,0.833142578601837,0.834668517112732,0.834668517112732,0.846875727176666
21,0.830090820789337,0.822461307048798,0.903334081172943,0.924696743488312,0.831616699695587,0.837720274925232,0.836194396018982,0.843823909759522
22,0.834668517112732,0.822461307048798,0.904860019683838,0.927748560905457,0.831616699695587,0.837720274925232,0.840772092342377,0.845349788665772
23,0.828564882278442,0.823987185955048,0.904860019683838,0.936903953552246,0.830090820789337,0.828564882278442,0.840772092342377,0.840772092342377
24,0.827039003372192,0.827039003372192,0.910963594913483,0.933852136135101,0.830090820789337,0.828564882278442,0.840772092342377,0.839246213436127
25,0.843823909759522,0.822461307048798,0.909437716007233,0.929274439811706,0.830090820789337,0.828564882278442,0.840772092342377,0.842298030853271
26,0.849927544593811,0.828564882278442,0.906385898590088,0.935378015041351,0.830090820789337,0.836194396018982,0.836194396018982,0.843823909759522
27,0.869764268398285,0.825513064861298,0.909437716007233,0.924696743488312,0.833142578601837,0.831616699695587,0.840772092342377,0.842298030853271
28,0.883497357368469,0.823987185955048,0.920119047164917,0.933852136135101,0.828564882278442,0.833142578601837,0.842298030853271,0.842298030853271
29,0.910963594913483,0.820935368537903,0.930800318717956,0.932326257228851,0.833142578601837,0.828564882278442,0.849927544593811,0.840772092342377
30,0.932326257228851,0.820935368537903,0.933852136135101,0.924696743488312,0.837720274925232,0.830090820789337,0.854505240917206,0.837720274925232
31,0.959792494773865,0.828564882278442,0.95521479845047,0.923170804977417,0.842298030853271,0.836194396018982,0.857557058334351,0.843823909759522
32,0.971999704837799,0.825513064861298,0.985732793807983,0.930800318717956,0.837720274925232,0.825513064861298,0.87586784362793,0.837720274925232
33,0.988784611225128,0.823987185955048,1.0086213350296,0.923170804977417,0.842298030853271,0.834668517112732,0.885023295879364,0.842298030853271
34,0.999465942382813,0.822461307048798,1.03150987625122,0.930800318717956,0.843823909759522,0.827039003372192,0.910963594913483,0.837720274925232
35,1.01014721393585,0.822461307048798,1.0467689037323,0.929274439811706,0.848401606082916,0.828564882278442,0.926222622394562,0.839246213436127
36,1.02693212032318,0.823987185955048,1.05897617340088,0.920119047164917,0.854505240917206,0.830090820789337,0.94911116361618,0.842298030853271
37,1.02388036251068,0.827039003372192,1.07118332386017,0.930800318717956,0.852979302406311,0.830090820789337,0.970473766326904,0.842298030853271
38,1.03150987625122,0.830090820789337,1.07881283760071,0.929274439811706,0.852979302406311,0.833142578601837,1.00099182128906,0.836194396018982
39,1.02998399734497,0.822461307048798,1.07881283760071,0.926222622394562,0.854505240917206,0.830090820789337,1.0086213350296,0.840772092342377
40,1.03303575515747,0.819409489631653,1.0879682302475,0.923170804977417,0.856031119823456,0.827039003372192,1.03761351108551,0.836194396018982
41,1.04524302482605,0.817883551120758,1.084916472435,0.918593108654022,0.859082937240601,0.825513064861298,1.05134665966034,0.834668517112732
42,1.03761351108551,0.822461307048798,1.09407186508179,0.926222622394562,0.852979302406311,0.827039003372192,1.05592429637909,0.833142578601837
43,1.03608763217926,0.822461307048798,1.09102010726929,0.921644926071167,0.852979302406311,0.828564882278442,1.07118332386017,0.837720274925232
44,1.04066526889801,0.819409489631653,1.0879682302475,0.921644926071167,0.856031119823456,0.831616699695587,1.07576107978821,0.839246213436127
45,1.04219114780426,0.820935368537903,1.08644235134125,0.929274439811706,0.862134754657745,0.828564882278442,1.08186459541321,0.833142578601837
46,1.03761351108551,0.825513064861298,1.09407186508179,0.920119047164917,0.856031119823456,0.833142578601837,1.09407186508179,0.845349788665772
47,1.04219114780426,0.823987185955048,1.09254598617554,0.926222622394562,0.856031119823456,0.833142578601837,1.09102010726929,0.839246213436127
48,1.03608763217926,0.816357672214508,1.09254598617554,0.918593108654022,0.859082937240601,0.825513064861298,1.10627913475037,0.834668517112732
49,1.03150987625122,0.816357672214508,1.09254598617554,0.924696743488312,0.852979302406311,0.830090820789337,1.10170137882233,0.837720274925232
50,1.04219114780426,0.822461307048798,1.09102010726929,0.920119047164917,0.860608816146851,0.828564882278442,1.10627913475037,0.839246213436127

