timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Thermocouple TempC 2
1811.244,89.38,30.25,0.0,65.0,,
1811.394,89.81,30.45,0.0,65.0,,
1811.394,89.81,30.45,0.0,65.0,,
1811.394,89.81,30.45,0.0,65.0,,
1811.394,89.81,30.45,0.0,65.0,,
1811.544,90.24,30.64,0.0,65.0,24.39,27.23
1811.544,90.24,30.64,0.0,65.0,24.39,27.23
1811.544,90.24,30.64,0.0,65.0,24.39,27.23
1811.544,90.24,30.64,0.0,65.0,24.39,27.23
1811.544,90.24,30.64,0.0,65.0,24.39,27.23
1811.544,90.24,30.64,0.0,65.0,24.39,27.23
1811.694,90.8,30.86,0.0,65.0,,
1811.694,90.8,30.86,0.0,65.0,,
1811.694,90.8,30.86,0.0,65.0,,
1811.694,90.8,30.86,0.0,65.0,,
1811.844,91.24,31.06,0.0,65.0,,
1811.844,91.24,31.06,0.0,65.0,,
1811.844,91.24,31.06,0.0,65.0,,
1811.844,91.24,31.06,0.0,65.0,,
1811.994,91.65,31.27,0.0,65.0,,
1811.994,91.65,31.27,0.0,65.0,,
1811.994,91.65,31.27,0.0,65.0,,
1811.994,91.65,31.27,0.0,65.0,,
1812.144,92.17,31.49,0.0,65.0,25.64,28.54
1812.144,92.17,31.49,0.0,65.0,25.64,28.54
1812.144,92.17,31.49,0.0,65.0,25.64,28.54
1812.144,92.17,31.49,0.0,65.0,25.64,28.54
1812.144,92.17,31.49,0.0,65.0,25.64,28.54
1812.144,92.17,31.49,0.0,65.0,25.64,28.54
1812.294,92.57,31.69,0.0,65.0,,
1812.294,92.57,31.69,0.0,65.0,,
1812.294,92.57,31.69,0.0,65.0,,
1812.294,92.57,31.69,0.0,65.0,,
1812.444,92.97,31.9,0.0,65.0,,
1812.444,92.97,31.9,0.0,65.0,,
1812.444,92.97,31.9,0.0,65.0,,
1812.444,92.97,31.9,0.0,65.0,,
1812.594,93.48,32.12,0.0,65.0,,
1812.594,93.48,32.12,0.0,65.0,,
1812.594,93.48,32.12,0.0,65.0,,
1812.594,93.48,32.12,0.0,65.0,,
1812.744,93.84,32.32,0.0,65.0,28.14,30.68
1812.744,93.84,32.32,0.0,65.0,28.14,30.68
1812.744,93.84,32.32,0.0,65.0,28.14,30.68
1812.744,93.84,32.32,0.0,65.0,28.14,30.68
1812.744,93.84,32.32,0.0,65.0,28.14,30.68
1812.744,93.84,32.32,0.0,65.0,28.14,30.68
1812.894,94.22,32.53,0.0,65.0,,
1812.894,94.22,32.53,0.0,65.0,,
1812.894,94.22,32.53,0.0,65.0,,
1812.894,94.22,32.53,0.0,65.0,,
1813.044,94.72,32.76,0.0,65.0,,
1813.044,94.72,32.76,0.0,65.0,,
1813.044,94.72,32.76,0.0,65.0,,
1813.044,94.72,32.76,0.0,65.0,,
1813.194,95.09,32.97,0.0,65.0,,
1813.194,95.09,32.97,0.0,65.0,,
1813.194,95.09,32.97,0.0,65.0,,
1813.194,95.09,32.97,0.0,65.0,,
1813.344,95.45,33.18,0.0,65.0,29.26,31.58
1813.344,95.45,33.18,0.0,65.0,29.26,31.58
1813.344,95.45,33.18,0.0,65.0,29.26,31.58
1813.344,95.45,33.18,0.0,65.0,29.26,31.58
1813.344,95.45,33.18,0.0,65.0,29.26,31.58
1813.344,95.45,33.18,0.0,65.0,29.26,31.58
1813.494,95.9,33.41,0.0,65.0,,
1813.494,95.9,33.41,0.0,65.0,,
1813.494,95.9,33.41,0.0,65.0,,
1813.494,95.9,33.41,0.0,65.0,,
1813.644,96.23,33.62,0.0,65.0,,
1813.644,96.23,33.62,0.0,65.0,,
1813.644,96.23,33.62,0.0,65.0,,
1813.644,96.23,33.62,0.0,65.0,,
1813.794,96.53,33.82,0.0,65.0,,
1813.794,96.53,33.82,0.0,65.0,,
1813.794,96.53,33.82,0.0,65.0,,
1813.794,96.53,33.82,0.0,65.0,,
1813.944,96.97,34.05,0.0,65.0,31.26,33.22
1813.944,96.97,34.05,0.0,65.0,31.26,33.22
1813.944,96.97,34.05,0.0,65.0,31.26,33.22
1813.944,96.97,34.05,0.0,65.0,31.26,33.22
1813.944,96.97,34.05,0.0,65.0,31.26,33.22
1813.944,96.97,34.05,0.0,65.0,31.26,33.22
1814.094,97.28,34.26,0.0,65.0,,
1814.094,97.28,34.26,0.0,65.0,,
1814.094,97.28,34.26,0.0,65.0,,
1814.094,97.28,34.26,0.0,65.0,,
1814.244,97.59,34.47,0.0,65.0,,
1814.244,97.59,34.47,0.0,65.0,,
1814.244,97.59,34.47,0.0,65.0,,
1814.244,97.59,34.47,0.0,65.0,,
1814.394,98.01,34.7,0.0,65.0,,
1814.394,98.01,34.7,0.0,65.0,,
1814.394,98.01,34.7,0.0,65.0,,
1814.394,98.01,34.7,0.0,65.0,,
1814.544,98.3,34.91,0.0,65.0,32.29,33.85
1814.544,98.3,34.91,0.0,65.0,32.29,33.85
1814.544,98.3,34.91,0.0,65.0,32.29,33.85
1814.544,98.3,34.91,0.0,65.0,32.29,33.85
1814.544,98.3,34.91,0.0,65.0,32.29,33.85
1814.544,98.3,34.91,0.0,65.0,32.29,33.85
1814.694,98.59,35.12,0.0,65.0,,
1814.694,98.59,35.12,0.0,65.0,,
1814.694,98.59,35.12,0.0,65.0,,
1814.694,98.59,35.12,0.0,65.0,,
1814.844,99.01,35.36,0.0,65.0,,
1814.844,99.01,35.36,0.0,65.0,,
1814.844,99.01,35.36,0.0,65.0,,
1814.844,99.01,35.36,0.0,65.0,,
1814.994,99.29,35.57,0.0,65.0,,
1814.994,99.29,35.57,0.0,65.0,,
1814.994,99.29,35.57,0.0,65.0,,
1814.994,99.29,35.57,0.0,65.0,,
1815.144,99.6,35.79,0.0,65.0,34.17,35.23
1815.144,99.6,35.79,0.0,65.0,34.17,35.23
1815.144,99.6,35.79,0.0,65.0,34.17,35.23
1815.144,99.6,35.79,0.0,65.0,34.17,35.23
1815.144,99.6,35.79,0.0,65.0,34.17,35.23
1815.144,99.6,35.79,0.0,65.0,34.17,35.23
1815.294,99.98,36.02,0.0,65.0,,
1815.294,99.98,36.02,0.0,65.0,,
1815.294,99.98,36.02,0.0,65.0,,
1815.294,99.98,36.02,0.0,65.0,,
1815.444,100.26,36.24,0.0,65.0,,
1815.444,100.26,36.24,0.0,65.0,,
1815.444,100.26,36.24,0.0,65.0,,
1815.444,100.26,36.24,0.0,65.0,,
1815.594,100.54,36.45,0.0,65.0,,
1815.594,100.54,36.45,0.0,65.0,,
1815.594,100.54,36.45,0.0,65.0,,
1815.594,100.54,36.45,0.0,65.0,,
1815.744,100.89,36.68,0.0,65.0,35.14,36.01
1815.744,100.89,36.68,0.0,65.0,35.14,36.01
1815.744,100.89,36.68,0.0,65.0,35.14,36.01
1815.744,100.89,36.68,0.0,65.0,35.14,36.01
1815.744,100.89,36.68,0.0,65.0,35.14,36.01
1815.744,100.89,36.68,0.0,65.0,35.14,36.01
1815.894,101.17,36.9,0.0,65.0,,
1815.894,101.17,36.9,0.0,65.0,,
1815.894,101.17,36.9,0.0,65.0,,
1815.894,101.17,36.9,0.0,65.0,,
1816.044,101.42,37.12,0.0,65.0,,
1816.044,101.42,37.12,0.0,65.0,,
1816.044,101.42,37.12,0.0,65.0,,
1816.044,101.42,37.12,0.0,65.0,,
1816.194,101.79,37.35,0.0,65.0,,
1816.194,101.79,37.35,0.0,65.0,,
1816.194,101.79,37.35,0.0,65.0,,
1816.194,101.79,37.35,0.0,65.0,,
1816.344,102.03,37.57,0.0,65.0,37.07,37.71
1816.344,102.03,37.57,0.0,65.0,37.07,37.71
1816.344,102.03,37.57,0.0,65.0,37.07,37.71
1816.344,102.03,37.57,0.0,65.0,37.07,37.71
1816.344,102.03,37.57,0.0,65.0,37.07,37.71
1816.344,102.03,37.57,0.0,65.0,37.07,37.71
1816.494,102.29,37.78,0.0,65.0,,
1816.494,102.29,37.78,0.0,65.0,,
1816.494,102.29,37.78,0.0,65.0,,
1816.494,102.29,37.78,0.0,65.0,,
1816.644,102.65,38.02,0.0,65.0,,
1816.644,102.65,38.02,0.0,65.0,,
1816.644,102.65,38.02,0.0,65.0,,
1816.644,102.65,38.02,0.0,65.0,,
1816.795,102.9,38.24,0.0,65.0,,
1816.795,102.9,38.24,0.0,65.0,,
1816.795,102.9,38.24,0.0,65.0,,
1816.795,102.9,38.24,0.0,65.0,,
1816.945,103.13,38.45,0.0,65.0,38.12,38.65
1816.945,103.13,38.45,0.0,65.0,38.12,38.65
1816.945,103.13,38.45,0.0,65.0,38.12,38.65
1816.945,103.13,38.45,0.0,65.0,38.12,38.65
1816.945,103.13,38.45,0.0,65.0,38.12,38.65
1816.945,103.13,38.45,0.0,65.0,38.12,38.65
1817.095,103.46,38.69,0.0,65.0,,
1817.095,103.46,38.69,0.0,65.0,,
1817.095,103.46,38.69,0.0,65.0,,
1817.095,103.46,38.69,0.0,65.0,,
1817.245,103.72,38.91,0.0,65.0,,
1817.245,103.72,38.91,0.0,65.0,,
1817.245,103.72,38.91,0.0,65.0,,
1817.245,103.72,38.91,0.0,65.0,,
1817.395,103.96,39.13,0.0,65.0,,
1817.395,103.96,39.13,0.0,65.0,,
1817.395,103.96,39.13,0.0,65.0,,
1817.395,103.96,39.13,0.0,65.0,,
1817.545,104.28,39.37,0.0,65.0,40.15,40.31
1817.545,104.28,39.37,0.0,65.0,40.15,40.31
1817.545,104.28,39.37,0.0,65.0,40.15,40.31
1817.545,104.28,39.37,0.0,65.0,40.15,40.31
1817.545,104.28,39.37,0.0,65.0,40.15,40.31
1817.545,104.28,39.37,0.0,65.0,40.15,40.31
1817.695,104.5,39.58,0.0,65.0,,
1817.695,104.5,39.58,0.0,65.0,,
1817.695,104.5,39.58,0.0,65.0,,
1817.695,104.5,39.58,0.0,65.0,,
1817.845,104.73,39.8,0.0,65.0,,
1817.845,104.73,39.8,0.0,65.0,,
1817.845,104.73,39.8,0.0,65.0,,
1817.845,104.73,39.8,0.0,65.0,,
1817.995,105.04,40.04,0.0,65.0,,
1817.995,105.04,40.04,0.0,65.0,,
1817.995,105.04,40.04,0.0,65.0,,
1817.995,105.04,40.04,0.0,65.0,,
1818.145,105.26,40.26,0.0,65.0,41.24,41.17
1818.145,105.26,40.26,0.0,65.0,41.24,41.17
1818.145,105.26,40.26,0.0,65.0,41.24,41.17
1818.145,105.26,40.26,0.0,65.0,41.24,41.17
1818.145,105.26,40.26,0.0,65.0,41.24,41.17
1818.145,105.26,40.26,0.0,65.0,41.24,41.17
1818.295,105.46,40.47,0.0,65.0,,
1818.295,105.46,40.47,0.0,65.0,,
1818.295,105.46,40.47,0.0,65.0,,
1818.295,105.46,40.47,0.0,65.0,,
1818.446,105.79,40.72,0.0,65.0,,
1818.446,105.79,40.72,0.0,65.0,,
1818.446,105.79,40.72,0.0,65.0,,
1818.446,105.79,40.72,0.0,65.0,,
1818.596,106.04,40.95,0.0,65.0,,
1818.596,106.04,40.95,0.0,65.0,,
1818.596,106.04,40.95,0.0,65.0,,
1818.596,106.04,40.95,0.0,65.0,,
1818.746,106.25,41.16,0.0,65.0,43.36,43.19
1818.746,106.25,41.16,0.0,65.0,43.36,43.19
1818.746,106.25,41.16,0.0,65.0,43.36,43.19
1818.746,106.25,41.16,0.0,65.0,43.36,43.19
1818.746,106.25,41.16,0.0,65.0,43.36,43.19
