Test Report 


Serial Number: A-AB2
Build Config: G.02
ESP Firmware Version: 1.3.0-d
STM Firmware Version: B0.2.4s
Technician ID: jw
Mac Address: 78:21:84:43:e4:8c
Hardware ID: 265b56b2-48cf-5e81-8c34-dd8ceaba982f
Board Version: 5.5


System Fluorimeter Test:

Lowering lifter...
Heating PCR to 30°C...
Blue LED Stabilized

Ch415,Ch445,Ch480,Ch515,Ch555,Ch590,Ch630,Ch680
26,554,254,23,33,45,64,37
26,552,253,23,33,45,64,37
26,552,253,23,33,45,64,37
26,549,251,23,32,45,64,37
26,548,251,23,32,45,64,37
26,547,250,23,32,45,64,37
26,547,250,23,32,45,64,37
26,546,250,23,32,45,64,37
26,546,250,23,32,45,64,37
26,547,250,23,32,45,64,37
26,544,249,23,32,44,64,37
26,544,249,23,32,45,64,37
26,544,249,23,32,45,64,37
26,545,249,23,32,45,64,37
26,545,250,23,32,45,64,37
25,543,248,23,32,45,64,37
26,544,249,23,32,45,64,37
26,545,249,23,33,45,64,37
25,542,248,23,32,44,63,37
25,541,248,23,32,44,63,36
25,541,247,23,32,44,63,36
25,541,247,23,32,44,63,36
25,540,247,23,32,44,63,36
25,539,247,23,32,44,63,36
25,539,247,23,32,44,63,36
25,539,247,23,32,44,63,36
25,539,247,23,32,44,63,36
25,541,248,23,32,44,63,37
25,539,247,23,32,44,63,36
25,538,247,23,32,44,63,36

Passed test

Comments:
