Test Report 


Serial Number: A-AB2
Build Config: G.02
ESP Firmware Version: 1.3.0-d
STM Firmware Version: B0.2.4s
Technician ID: jw
Mac Address: 78:21:84:43:e4:8c
Hardware ID: 265b56b2-48cf-5e81-8c34-dd8ceaba982f
Board Version: 5.5


System Fluorimeter Test:

Lowering lifter...
Heating PCR to 30°C...
Blue LED Stabilized

Ch415,Ch445,Ch480,Ch515,Ch555,Ch590,Ch630,Ch680
28,689,283,22,32,42,63,37
28,690,284,22,32,42,63,37
Failed. Difference = 5
28,685,282,22,32,42,62,37
28,687,282,22,32,42,62,37
28,684,281,22,32,42,62,37
27,681,280,22,32,42,62,37
27,680,279,22,32,42,62,37
27,679,279,22,32,42,62,37
27,679,278,22,31,42,62,37
27,679,278,22,32,42,62,37
27,678,278,22,32,42,62,37
27,681,279,22,32,42,62,37
28,681,279,22,32,42,62,37
28,680,279,22,32,42,62,37
27,677,278,22,32,42,62,37
27,680,279,22,32,42,62,37
27,677,278,22,32,42,62,37
27,679,279,22,32,42,62,37
27,677,278,22,32,42,62,37
27,675,277,22,31,42,62,37
27,674,277,22,31,42,62,37
27,677,278,22,32,42,62,37
27,674,277,22,32,42,62,37
27,673,276,22,31,42,62,37
27,674,277,22,31,42,62,37
27,672,276,22,31,42,62,37
27,672,276,22,31,42,62,37
27,675,277,22,32,42,62,37
27,675,277,22,32,42,62,37
27,672,276,22,32,42,62,37

Failed test

Comments:
