Test Report 


Serial Number: A-AB2
Build Config: G.02
ESP Firmware Version: 1.3.0-d
STM Firmware Version: B0.2.4s
Technician ID: jw
Mac Address: 78:21:84:43:e4:8c
Hardware ID: 265b56b2-48cf-5e81-8c34-dd8ceaba982f
Board Version: 5.5


System Fluorimeter Test:

Lowering lifter...
Heating PCR to 30°C...
Blue LED Stabilized

Ch415,Ch445,Ch480,Ch515,Ch555,Ch590,Ch630,Ch680
23,639,356,21,29,42,72,40
23,636,355,21,29,42,72,40
23,634,353,21,29,42,72,39
23,633,353,21,29,42,72,39
23,632,352,21,29,42,72,39
23,631,351,21,29,42,72,39
23,630,351,21,29,42,72,39
23,630,351,21,29,42,72,39
23,633,352,21,29,42,72,39
23,630,350,21,29,42,72,39
23,629,350,21,29,42,72,39
23,629,350,21,29,42,72,39
23,628,349,21,29,42,72,39
23,628,349,21,29,42,72,39
23,627,349,21,29,42,72,39
23,627,349,21,29,42,72,39
23,627,348,21,29,41,72,39
23,626,348,21,29,41,71,39
23,626,348,21,29,42,72,39
23,629,350,21,29,42,72,39
23,626,348,21,29,41,72,39
23,626,348,21,29,42,72,39
23,626,348,21,29,42,71,39
23,625,347,21,29,41,71,39
23,628,349,21,29,42,72,39
23,625,348,21,29,42,72,39
23,628,349,21,29,42,72,39
23,625,347,21,29,42,71,39
23,624,347,21,29,41,71,39
23,624,347,21,29,41,71,39

Passed test

Comments:
