Test Report 


Serial Number: A-AB2
Build Config: G.02
ESP Firmware Version: 1.3.0-d
STM Firmware Version: B0.2.4s
Technician ID: jw
Mac Address: 78:21:84:43:e4:8c
Hardware ID: 265b56b2-48cf-5e81-8c34-dd8ceaba982f
Board Version: 5.5


System Fluorimeter Test:

Lowering lifter...
Heating PCR to 30°C...
Blue LED Stabilized

Ch415,Ch445,Ch480,Ch515,Ch555,Ch590,Ch630,Ch680
27,576,262,24,34,47,66,39
27,574,261,24,34,47,66,39
27,574,262,24,34,47,66,39
27,572,260,24,34,47,65,39
27,570,260,24,34,47,65,39
27,569,259,24,34,47,65,38
27,568,258,24,34,47,65,38
27,569,258,24,34,47,65,38
27,568,258,24,34,47,65,38
27,569,259,24,34,47,65,39
27,567,258,24,34,47,65,38
27,567,258,24,34,47,65,38
27,567,257,24,34,47,65,38
27,566,257,24,34,47,65,38
27,566,257,24,34,47,65,38
27,566,257,24,34,47,65,38
27,566,257,24,34,47,65,38
27,565,257,24,34,47,65,38
27,564,257,24,34,47,65,38
27,564,256,24,34,47,65,38
27,567,257,24,34,47,65,38
27,565,256,24,34,47,65,38
27,564,256,24,34,47,65,38
27,564,256,24,34,47,65,38
27,563,256,24,34,47,65,38
27,563,256,24,34,47,65,38
27,563,256,24,34,47,65,38
27,562,255,24,34,47,65,38
27,561,255,24,34,47,65,38
27,562,255,24,34,47,65,38

Passed test

Comments:
