DATAQ:  | liquid = 20.09 | stg1htsnk = 30.56 |
DATAQ:  | liquid = 20.05 | stg1htsnk = 30.48 |
DATAQ:  | liquid = 20.09 | stg1htsnk = 30.52 |
DATAQ:  | liquid = 20.17 | stg1htsnk = 30.53 |
DATAQ:  | liquid = 20.09 | stg1htsnk = 30.36 |
DATAQ:  | liquid = 20.15 | stg1htsnk = 30.5 |
DATAQ:  | liquid = 20.03 | stg1htsnk = 30.46 |
DATAQ:  | liquid = 20.19 | stg1htsnk = 30.4 |
DATAQ:  | liquid = 20.12 | stg1htsnk = 30.4 |
DATAQ:  | liquid = 20.22 | stg1htsnk = 30.44 |
DATAQ:  | liquid = 20.16 | stg1htsnk = 30.39 |
DATAQ:  | liquid = 20.25 | stg1htsnk = 30.37 |
DATAQ:  | liquid = 20.19 | stg1htsnk = 30.35 |
DATAQ:  | liquid = 20.17 | stg1htsnk = 30.37 |
DATAQ:  | liquid = 20.17 | stg1htsnk = 30.25 |
DATAQ:  | liquid = 20.12 | stg1htsnk = 30.22 |
DATAQ:  | liquid = 20.11 | stg1htsnk = 30.2 |
DATAQ:  | liquid = 20.19 | stg1htsnk = 30.3 |
DATAQ:  | liquid = 20.18 | stg1htsnk = 30.24 |
DATAQ:  | liquid = 20.13 | stg1htsnk = 30.26 |
DATAQ:  | liquid = 20.14 | stg1htsnk = 30.22 |
DATAQ:  | liquid = 20.17 | stg1htsnk = 30.22 |
DATAQ:  | liquid = 20.16 | stg1htsnk = 30.23 |
DATAQ:  | liquid = 20.23 | stg1htsnk = 30.22 |
DATAQ:  | liquid = 20.24 | stg1htsnk = 30.18 |
DATAQ:  | liquid = 20.22 | stg1htsnk = 30.19 |
DATAQ:  | liquid = 20.21 | stg1htsnk = 30.16 |
DATAQ:  | liquid = 20.2 | stg1htsnk = 30.12 |
DATAQ:  | liquid = 20.15 | stg1htsnk = 30.09 |
DATAQ:  | liquid = 20.08 | stg1htsnk = 30.07 |
DATAQ:  | liquid = 20.08 | stg1htsnk = 30.09 |
DATAQ:  | liquid = 20.07 | stg1htsnk = 30.06 |
DATAQ:  | liquid = 20.1 | stg1htsnk = 30.05 |
DATAQ:  | liquid = 20.1 | stg1htsnk = 30.01 |
DATAQ:  | liquid = 20.05 | stg1htsnk = 30.02 |
DATAQ:  | liquid = 19.93 | stg1htsnk = 29.96 |
DATAQ:  | liquid = 20.01 | stg1htsnk = 30.0 |
DATAQ:  | liquid = 20.0 | stg1htsnk = 29.96 |
DATAQ:  | liquid = 20.1 | stg1htsnk = 29.99 |
