timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Thermocouple TempC 2
11196.028,32.14,24.0,45.0,45.0,,
11196.028,32.14,24.0,45.0,45.0,,
11196.028,32.14,24.0,45.0,45.0,,
11196.028,32.14,24.0,45.0,45.0,,
11196.173,32.14,24.0,45.0,45.0,,
11196.173,32.14,24.0,45.0,45.0,,
11196.173,32.14,24.0,45.0,45.0,,
11196.173,32.14,24.0,45.0,45.0,,
11196.344,32.2,24.0,45.0,45.0,,
11196.344,32.2,24.0,45.0,45.0,,
11196.344,32.2,24.0,45.0,45.0,,
11196.344,32.2,24.0,45.0,45.0,,
11196.44,,,,,23.31,23.25
11196.44,,,,,23.31,23.25
11196.482,32.47,24.0,45.0,45.0,,
11196.482,32.47,24.0,45.0,45.0,,
11196.482,32.47,24.0,45.0,45.0,,
11196.482,32.47,24.0,45.0,45.0,,
11196.632,32.98,24.0,45.0,45.0,,
11196.632,32.98,24.0,45.0,45.0,,
11196.632,32.98,24.0,45.0,45.0,,
11196.632,32.98,24.0,45.0,45.0,,
11196.782,33.73,24.0,45.0,45.0,,
11196.782,33.73,24.0,45.0,45.0,,
11196.782,33.73,24.0,45.0,45.0,,
11196.782,33.73,24.0,45.0,45.0,,
11196.932,34.74,24.0,45.0,45.0,,
11196.932,34.74,24.0,45.0,45.0,,
11196.932,34.74,24.0,45.0,45.0,,
11196.932,34.74,24.0,45.0,45.0,,
11197.012,,,,,23.25,23.35
11197.012,,,,,23.25,23.35
11197.086,35.84,24.0,45.0,45.0,,
11197.086,35.84,24.0,45.0,45.0,,
11197.086,35.84,24.0,45.0,45.0,,
11197.086,35.84,24.0,45.0,45.0,,
11197.236,37.15,24.0,45.0,45.0,,
11197.236,37.15,24.0,45.0,45.0,,
11197.236,37.15,24.0,45.0,45.0,,
11197.236,37.15,24.0,45.0,45.0,,
11197.387,38.48,24.0,45.0,45.0,,
11197.387,38.48,24.0,45.0,45.0,,
11197.387,38.48,24.0,45.0,45.0,,
11197.387,38.48,24.0,45.0,45.0,,
11197.536,39.89,24.0,45.0,45.0,,
11197.536,39.89,24.0,45.0,45.0,,
11197.536,39.89,24.0,45.0,45.0,,
11197.536,39.89,24.0,45.0,45.0,,
11197.61,,,,,23.26,23.26
11197.61,,,,,23.26,23.26
11197.708,41.26,24.0,45.0,45.0,,
11197.708,41.26,24.0,45.0,45.0,,
11197.708,41.26,24.0,45.0,45.0,,
11197.708,41.26,24.0,45.0,45.0,,
11197.844,42.67,24.0,45.0,45.0,,
11197.844,42.67,24.0,45.0,45.0,,
11197.844,42.67,24.0,45.0,45.0,,
11197.844,42.67,24.0,45.0,45.0,,
11197.994,44.11,24.0,45.0,45.0,,
11197.994,44.11,24.0,45.0,45.0,,
11197.994,44.11,24.0,45.0,45.0,,
11197.994,44.11,24.0,45.0,45.0,,
11198.144,45.53,24.0,45.0,45.0,,
11198.144,45.53,24.0,45.0,45.0,,
11198.144,45.53,24.0,45.0,45.0,,
11198.144,45.53,24.0,45.0,45.0,,
11198.18,,,,,23.24,23.26
11198.18,,,,,23.24,23.26
11198.294,47.0,24.0,45.0,45.0,,
11198.294,47.0,24.0,45.0,45.0,,
11198.294,47.0,24.0,45.0,45.0,,
11198.294,47.0,24.0,45.0,45.0,,
11198.444,48.28,24.0,45.0,45.0,,
11198.444,48.28,24.0,45.0,45.0,,
11198.444,48.28,24.0,45.0,45.0,,
11198.444,48.28,24.0,45.0,45.0,,
11198.594,49.5,24.0,45.0,45.0,,
11198.594,49.5,24.0,45.0,45.0,,
11198.594,49.5,24.0,45.0,45.0,,
11198.594,49.5,24.0,45.0,45.0,,
11198.744,51.1,24.0,45.0,45.0,23.28,23.31
11198.744,51.1,24.0,45.0,45.0,23.28,23.31
11198.744,51.1,24.0,45.0,45.0,23.28,23.31
11198.744,51.1,24.0,45.0,45.0,23.28,23.31
11198.744,51.1,24.0,45.0,45.0,23.28,23.31
11198.744,51.1,24.0,45.0,45.0,23.28,23.31
11198.894,52.28,24.0,45.0,45.0,,
11198.894,52.28,24.0,45.0,45.0,,
11198.894,52.28,24.0,45.0,45.0,,
11198.894,52.28,24.0,45.0,45.0,,
11199.044,53.45,24.0,45.0,45.0,,
11199.044,53.45,24.0,45.0,45.0,,
11199.044,53.45,24.0,45.0,45.0,,
11199.044,53.45,24.0,45.0,45.0,,
11199.194,55.0,24.0,45.0,45.0,,
11199.194,55.0,24.0,45.0,45.0,,
11199.194,55.0,24.0,45.0,45.0,,
11199.194,55.0,24.0,45.0,45.0,,
11199.344,56.12,24.0,45.0,45.0,23.24,23.34
11199.344,56.12,24.0,45.0,45.0,23.24,23.34
11199.344,56.12,24.0,45.0,45.0,23.24,23.34
11199.344,56.12,24.0,45.0,45.0,23.24,23.34
11199.344,56.12,24.0,45.0,45.0,23.24,23.34
11199.344,56.12,24.0,45.0,45.0,23.24,23.34
11199.494,57.24,24.0,45.0,45.0,,
11199.494,57.24,24.0,45.0,45.0,,
11199.494,57.24,24.0,45.0,45.0,,
11199.494,57.24,24.0,45.0,45.0,,
11199.644,58.7,24.0,45.0,45.0,,
11199.644,58.7,24.0,45.0,45.0,,
11199.644,58.7,24.0,45.0,45.0,,
11199.644,58.7,24.0,45.0,45.0,,
11199.794,59.79,24.0,45.0,45.0,,
11199.794,59.79,24.0,45.0,45.0,,
11199.794,59.79,24.0,45.0,45.0,,
11199.794,59.79,24.0,45.0,45.0,,
11199.944,60.85,24.0,45.0,45.0,23.36,23.35
11199.944,60.85,24.0,45.0,45.0,23.36,23.35
11199.944,60.85,24.0,45.0,45.0,23.36,23.35
11199.944,60.85,24.0,45.0,45.0,23.36,23.35
11199.944,60.85,24.0,45.0,45.0,23.36,23.35
11199.944,60.85,24.0,45.0,45.0,23.36,23.35
11200.094,62.23,24.0,45.0,45.0,,
11200.094,62.23,24.0,45.0,45.0,,
11200.094,62.23,24.0,45.0,45.0,,
11200.094,62.23,24.0,45.0,45.0,,
11200.244,63.26,24.0,45.0,45.0,,
11200.244,63.26,24.0,45.0,45.0,,
11200.244,63.26,24.0,45.0,45.0,,
11200.244,63.26,24.0,45.0,45.0,,
11200.394,64.26,24.0,45.0,45.0,,
11200.394,64.26,24.0,45.0,45.0,,
11200.394,64.26,24.0,45.0,45.0,,
11200.394,64.26,24.0,45.0,45.0,,
11200.544,65.63,24.0,45.0,45.0,23.49,23.45
11200.544,65.63,24.0,45.0,45.0,23.49,23.45
11200.544,65.63,24.0,45.0,45.0,23.49,23.45
11200.544,65.63,24.0,45.0,45.0,23.49,23.45
11200.544,65.63,24.0,45.0,45.0,23.49,23.45
11200.544,65.63,24.0,45.0,45.0,23.49,23.45
11200.694,66.6,24.0,45.0,45.0,,
11200.694,66.6,24.0,45.0,45.0,,
11200.694,66.6,24.0,45.0,45.0,,
11200.694,66.6,24.0,45.0,45.0,,
11200.844,67.56,24.0,45.0,45.0,,
11200.844,67.56,24.0,45.0,45.0,,
11200.844,67.56,24.0,45.0,45.0,,
11200.844,67.56,24.0,45.0,45.0,,
11200.994,68.81,24.06,45.0,45.0,,
11200.994,68.81,24.06,45.0,45.0,,
11200.994,68.81,24.06,45.0,45.0,,
11200.994,68.81,24.06,45.0,45.0,,
11201.144,69.71,24.17,45.0,45.0,23.78,23.44
11201.144,69.71,24.17,45.0,45.0,23.78,23.44
11201.144,69.71,24.17,45.0,45.0,23.78,23.44
11201.144,69.71,24.17,45.0,45.0,23.78,23.44
11201.144,69.71,24.17,45.0,45.0,23.78,23.44
11201.144,69.71,24.17,45.0,45.0,23.78,23.44
11201.294,70.61,24.29,45.0,45.0,,
11201.294,70.61,24.29,45.0,45.0,,
11201.294,70.61,24.29,45.0,45.0,,
11201.294,70.61,24.29,45.0,45.0,,
11201.444,71.82,24.41,45.0,45.0,,
11201.444,71.82,24.41,45.0,45.0,,
11201.444,71.82,24.41,45.0,45.0,,
11201.444,71.82,24.41,45.0,45.0,,
11201.594,72.7,24.54,45.0,45.0,,
11201.594,72.7,24.54,45.0,45.0,,
11201.594,72.7,24.54,45.0,45.0,,
11201.594,72.7,24.54,45.0,45.0,,
11201.744,73.55,24.67,45.0,45.0,23.85,24.51
11201.744,73.55,24.67,45.0,45.0,23.85,24.51
11201.744,73.55,24.67,45.0,45.0,23.85,24.51
11201.744,73.55,24.67,45.0,45.0,23.85,24.51
11201.744,73.55,24.67,45.0,45.0,23.85,24.51
11201.744,73.55,24.67,45.0,45.0,23.85,24.51
11201.894,74.66,24.81,45.0,45.0,,
11201.894,74.66,24.81,45.0,45.0,,
11201.894,74.66,24.81,45.0,45.0,,
11201.894,74.66,24.81,45.0,45.0,,
11202.044,75.48,24.95,45.0,45.0,,
11202.044,75.48,24.95,45.0,45.0,,
11202.044,75.48,24.95,45.0,45.0,,
11202.044,75.48,24.95,45.0,45.0,,
11202.194,76.26,25.1,45.0,45.0,,
11202.194,76.26,25.1,45.0,45.0,,
11202.194,76.26,25.1,45.0,45.0,,
11202.194,76.26,25.1,45.0,45.0,,
11202.344,77.28,25.25,45.0,45.0,24.12,26.69
11202.344,77.28,25.25,45.0,45.0,24.12,26.69
11202.344,77.28,25.25,45.0,45.0,24.12,26.69
11202.344,77.28,25.25,45.0,45.0,24.12,26.69
11202.344,77.28,25.25,45.0,45.0,24.12,26.69
11202.344,77.28,25.25,45.0,45.0,24.12,26.69
11202.494,78.05,25.4,45.0,45.0,,
11202.494,78.05,25.4,45.0,45.0,,
11202.494,78.05,25.4,45.0,45.0,,
11202.494,78.05,25.4,45.0,45.0,,
11202.644,78.8,25.56,45.0,45.0,,
11202.644,78.8,25.56,45.0,45.0,,
11202.644,78.8,25.56,45.0,45.0,,
11202.644,78.8,25.56,45.0,45.0,,
11202.794,79.77,25.73,45.0,45.0,,
11202.794,79.77,25.73,45.0,45.0,,
11202.794,79.77,25.73,45.0,45.0,,
11202.794,79.77,25.73,45.0,45.0,,
11202.944,80.5,25.89,45.0,45.0,24.2,27.14
11202.944,80.5,25.89,45.0,45.0,24.2,27.14
11202.944,80.5,25.89,45.0,45.0,24.2,27.14
11202.944,80.5,25.89,45.0,45.0,24.2,27.14
11202.944,80.5,25.89,45.0,45.0,24.2,27.14
11202.944,80.5,25.89,45.0,45.0,24.2,27.14
