(7559155) systemRequestStateChange: System State Transition WARNING -> ERROR
(7559155) blePeriphNotifySubscription: ENTER NOTIFY
(7559158) systemRequestStateChange: Notify exit state change
***PCR ON***
[71]PCR TEC set to 50°C
(7587264) _setPcrTecTempC: TEC Set Temp 50.000000
(7587265) _resetThermalControlState: RESET Peltier 1 control state
(7587269) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(7587276) _setThermalControlState: thermalControl-1: changing state 3->1
(7587283) tecCurvePredictorSetHoldPower: holdPower is NaN
(7587289) thermalControlSetEnable: Enabling Peltier 1
(7587382) TC: TC-1 = 21.32, modeled = 21.31, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 100, exptTempC = 50.00, TecRate = 0.038
(7589653) TC: TC-1 = 21.43, modeled = 21.41, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 2350, exptTempC = 50.00, TecRate = 0.041
(7589796) TC: TC-1 = 21.43, modeled = 21.41, target = 50.00, heatSink = -85.64, output = 100.0, timeout = 2500, exptTempC = 50.00, TecRate = 0.044
(7589947) TC: TC-1 = 21.44, modeled = 21.42, target = 50.00, heatSink = -85.24, output = 100.0, timeout = 2650, exptTempC = 50.00, TecRate = 0.046
(7590096) TC: TC-1 = 21.45, modeled = 21.43, target = 50.00, heatSink = -85.61, output = 100.0, timeout = 2800, exptTempC = 50.00, TecRate = 0.048
(7590247) TC: TC-1 = 21.47, modeled = 21.43, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 2950, exptTempC = 50.00, TecRate = 0.053
(7590402) TC: TC-1 = 21.48, modeled = 21.44, target = 50.00, heatSink = -85.75, output = 100.0, timeout = 3100, exptTempC = 50.00, TecRate = 0.060
(7590549) TC: TC-1 = 21.49, modeled = 21.45, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 3250, exptTempC = 50.00, TecRate = 0.060
(7590698) TC: TC-1 = 21.52, modeled = 21.46, target = 50.00, heatSink = -85.50, output = 100.0, timeout = 3400, exptTempC = 50.00, TecRate = 0.073
(7590849) TC: TC-1 = 21.54, modeled = 21.47, target = 50.00, heatSink = -85.39, output = 100.0, timeout = 3550, exptTempC = 50.00, TecRate = 0.081
(7590998) TC: TC-1 = 21.57, modeled = 21.49, target = 50.00, heatSink = -85.80, output = 100.0, timeout = 3700, exptTempC = 50.00, TecRate = 0.087
(7591149) TC: TC-1 = 21.59, modeled = 21.50, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 3850, exptTempC = 50.00, TecRate = 0.091
(7591305) TC: TC-1 = 21.60, modeled = 21.51, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 4000, exptTempC = 50.00, TecRate = 0.085
(7591448) TC: TC-1 = 21.62, modeled = 21.53, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 4150, exptTempC = 50.00, TecRate = 0.089
(7591600) TC: TC-1 = 21.64, modeled = 21.54, target = 50.00, heatSink = -85.43, output = 100.0, timeout = 4300, exptTempC = 50.00, TecRate = 0.085
(7591749) TC: TC-1 = 21.65, modeled = 21.55, target = 50.00, heatSink = -85.64, output = 100.0, timeout = 4450, exptTempC = 50.00, TecRate = 0.080
(7591900) TC: TC-1 = 21.66, modeled = 21.56, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 4600, exptTempC = 50.00, TecRate = 0.078
(7592056) TC: TC-1 = 21.67, modeled = 21.58, target = 50.00, heatSink = -85.79, output = 100.0, timeout = 4750, exptTempC = 50.00, TecRate = 0.075
(7592209) TC: TC-1 = 21.67, modeled = 21.59, target = 50.00, heatSink = -85.71, output = 100.0, timeout = 4900, exptTempC = 50.00, TecRate = 0.069
(7592352) TC: TC-1 = 21.69, modeled = 21.60, target = 50.00, heatSink = -85.61, output = 100.0, timeout = 5050, exptTempC = 50.00, TecRate = 0.072
(7592503) TC: TC-1 = 21.71, modeled = 21.61, target = 50.00, heatSink = -85.36, output = 100.0, timeout = 5200, exptTempC = 50.00, TecRate = 0.077
(7592652) TC: TC-1 = 21.73, modeled = 21.62, target = 50.00, heatSink = -85.43, output = 100.0, timeout = 5350, exptTempC = 50.00, TecRate = 0.083
(7592802) TC: TC-1 = 21.75, modeled = 21.63, target = 50.00, heatSink = -85.72, output = 100.0, timeout = 5500, exptTempC = 50.00, TecRate = 0.092
(7592959) TC: TC-1 = 21.78, modeled = 21.65, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 5650, exptTempC = 50.00, TecRate = 0.099
(7593104) TC: TC-1 = 21.82, modeled = 21.66, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 5800, exptTempC = 50.00, TecRate = 0.126
(7593253) TC: TC-1 = 22.42, modeled = 21.73, target = 50.00, heatSink = -85.65, output = 100.0, timeout = 5950, exptTempC = 50.00, TecRate = 0.681
(7593404) TC: TC-1 = 24.16, modeled = 21.96, target = 50.00, heatSink = -85.46, output = 100.0, timeout = 6100, exptTempC = 50.00, TecRate = 2.016
(7593553) TC: TC-1 = 26.75, modeled = 22.43, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 6250, exptTempC = 50.00, TecRate = 3.710
(7593706) TC: TC-1 = 30.00, modeled = 23.17, target = 50.00, heatSink = -86.04, output = 100.0, timeout = 6400, exptTempC = 50.00, TecRate = 5.569
(7593856) TC: TC-1 = 32.39, modeled = 24.07, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 6550, exptTempC = 50.00, TecRate = 6.424
(7594007) TC: TC-1 = 36.22, modeled = 25.21, target = 50.00, heatSink = -85.68, output = 100.0, timeout = 6700, exptTempC = 50.00, TecRate = 8.197
(7594157) TC: TC-1 = 39.96, modeled = 26.58, target = 50.00, heatSink = -85.53, output = 100.0, timeout = 6850, exptTempC = 50.00, TecRate = 9.532
(7594309) TC: TC-1 = 43.49, modeled = 28.11, target = 50.00, heatSink = -85.86, output = 100.0, timeout = 7000, exptTempC = 50.00, TecRate = 10.480
(7594458) TC: TC-1 = 46.79, modeled = 29.74, target = 50.00, heatSink = -85.89, output = 100.0, timeout = 7150, exptTempC = 50.00, TecRate = 11.086
(7594616) TC: TC-1 = 49.85, modeled = 31.44, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 7300, exptTempC = 50.00, TecRate = 11.416
(7594762) TC: TC-1 = 51.75, modeled = 33.08, target = 50.00, heatSink = -85.55, output = 100.0, timeout = 7450, exptTempC = 50.00, TecRate = 10.870
(7594912) TC: TC-1 = 54.52, modeled = 34.74, target = 50.00, heatSink = -85.01, output = 100.0, timeout = 7600, exptTempC = 50.00, TecRate = 11.068
(7595063) TC: TC-1 = 57.10, modeled = 36.40, target = 50.00, heatSink = -85.76, output = 100.0, timeout = 7750, exptTempC = 50.00, TecRate = 11.110
(7595212) TC: TC-1 = 59.68, modeled = 38.08, target = 50.00, heatSink = -86.01, output = 100.0, timeout = 7900, exptTempC = 50.00, TecRate = 11.177
(7595366) TC: TC-1 = 62.16, modeled = 39.75, target = 50.00, heatSink = -85.82, output = 100.0, timeout = 8050, exptTempC = 50.00, TecRate = 11.158
(7595522) TC: TC-1 = 63.73, modeled = 41.37, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 8200, exptTempC = 50.00, TecRate = 10.138
(7595666) TC: TC-1 = 66.04, modeled = 42.94, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 8350, exptTempC = 50.00, TecRate = 10.473
(7595818) TC: TC-1 = 68.16, modeled = 44.50, target = 50.00, heatSink = -85.39, output = 100.0, timeout = 8500, exptTempC = 50.00, TecRate = 10.340
(7595973) TC: TC-1 = 70.08, modeled = 46.03, target = 50.00, heatSink = -85.53, output = -50.0, timeout = 8600, exptTempC = 50.00, TecRate = 10.104
(7596124) TC: TC-1 = 71.89, modeled = 47.52, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 8750, exptTempC = 50.00, TecRate = 9.856
(7596279) TC: TC-1 = 73.59, modeled = 48.97, target = 50.00, heatSink = -85.89, output = -100.0, timeout = 8900, exptTempC = 50.00, TecRate = 9.563
(7596430) TC: TC-1 = 74.64, modeled = 50.32, target = 50.00, heatSink = -85.71, output = -100.0, timeout = 9050, exptTempC = 50.00, TecRate = 8.885
(7596574) TC: TC-1 = 76.12, modeled = 51.63, target = 50.00, heatSink = -84.94, output = -100.0, timeout = 9200, exptTempC = 50.00, TecRate = 8.625
(7596676) _thermalBrakeCheck: HEATING MAX RAMP: SWITCH to STEADY STATE - THERMAL BRAKE! model: 52.473614, threshold: 50.200001
(7596713) _setThermalControlState: thermalControl-1: changing state 1->3
(7596713) _setTempReachedCallback: Set Temp Reached
(7596722) TC: TC-1 = 77.46, modeled = 52.89, target = 50.00, heatSink = -85.60, output = -100.0, timeout = 9350, exptTempC = 50.00, TecRate = 8.336
(7596869) TC: TC-1 = 78.69, modeled = 54.11, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 9500, exptTempC = 50.00, TecRate = 8.013
(7597020) TC: TC-1 = 79.83, modeled = 55.28, target = 50.00, heatSink = -85.93, output = -100.0, timeout = 9650, exptTempC = 50.00, TecRate = 7.702
(7597169) TC: TC-1 = 80.57, modeled = 56.38, target = 50.00, heatSink = -85.79, output = -100.0, timeout = 9800, exptTempC = 50.00, TecRate = 6.988
(7597321) TC: TC-1 = 81.63, modeled = 57.43, target = 50.00, heatSink = -85.71, output = -100.0, timeout = 9950, exptTempC = 50.00, TecRate = 6.938
(7597470) TC: TC-1 = 82.60, modeled = 58.45, target = 50.00, heatSink = -85.53, output = -100.0, timeout = 10100, exptTempC = 50.00, TecRate = 6.706
(7597621) TC: TC-1 = 83.51, modeled = 59.43, target = 50.00, heatSink = -86.16, output = -100.0, timeout = 10250, exptTempC = 50.00, TecRate = 6.476
(7597771) TC: TC-1 = 84.34, modeled = 60.38, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 10400, exptTempC = 50.00, TecRate = 6.234
(7597927) TC: TC-1 = 85.11, modeled = 61.29, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 10550, exptTempC = 50.00, TecRate = 5.994
(7598071) TC: TC-1 = 85.63, modeled = 62.14, target = 50.00, heatSink = -85.72, output = -100.0, timeout = 10700, exptTempC = 50.00, TecRate = 5.638
(7598222) TC: TC-1 = 86.36, modeled = 62.97, target = 50.00, heatSink = -85.53, output = -100.0, timeout = 10850, exptTempC = 50.00, TecRate = 5.480
(7598372) TC: TC-1 = 87.01, modeled = 63.77, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 11000, exptTempC = 50.00, TecRate = 5.296
(7598522) TC: TC-1 = 87.62, modeled = 64.55, target = 50.00, heatSink = -85.86, output = -100.0, timeout = 11150, exptTempC = 50.00, TecRate = 5.114
(7598677) TC: TC-1 = 88.18, modeled = 65.30, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 11300, exptTempC = 50.00, TecRate = 4.929
(7598823) TC: TC-1 = 88.55, modeled = 66.01, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 11450, exptTempC = 50.00, TecRate = 4.652
(7598972) TC: TC-1 = 89.09, modeled = 66.69, target = 50.00, heatSink = -85.61, output = -100.0, timeout = 11600, exptTempC = 50.00, TecRate = 4.538
(7599123) TC: TC-1 = 89.58, modeled = 67.36, target = 50.00, heatSink = -85.79, output = -100.0, timeout = 11750, exptTempC = 50.00, TecRate = 4.402
(7599273) TC: TC-1 = 90.03, modeled = 68.01, target = 50.00, heatSink = -85.78, output = -100.0, timeout = 11900, exptTempC = 50.00, TecRate = 4.275
(7599425) TC: TC-1 = 90.48, modeled = 68.64, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 12050, exptTempC = 50.00, TecRate = 4.154
(7599574) TC: TC-1 = 90.75, modeled = 69.24, target = 50.00, heatSink = -85.86, output = -100.0, timeout = 12200, exptTempC = 50.00, TecRate = 3.875
(7599723) TC: TC-1 = 91.19, modeled = 69.82, target = 50.00, heatSink = -85.67, output = -100.0, timeout = 12350, exptTempC = 50.00, TecRate = 3.867
(7599874) TC: TC-1 = 91.57, modeled = 70.39, target = 50.00, heatSink = -85.64, output = -100.0, timeout = 12500, exptTempC = 50.00, TecRate = 3.776
(7600026) TC: TC-1 = 91.94, modeled = 70.95, target = 50.00, heatSink = -85.78, output = -100.0, timeout = 12650, exptTempC = 50.00, TecRate = 3.685
(7600174) TC: TC-1 = 92.27, modeled = 71.49, target = 50.00, heatSink = -85.93, output = -100.0, timeout = 12800, exptTempC = 50.00, TecRate = 3.584
(7600328) TC: TC-1 = 92.57, modeled = 72.02, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 12950, exptTempC = 50.00, TecRate = 3.469
(7600477) TC: TC-1 = 92.77, modeled = 72.53, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 13100, exptTempC = 50.00, TecRate = 3.266
(7600627) TC: TC-1 = 93.07, modeled = 73.02, target = 50.00, heatSink = -85.46, output = -100.0, timeout = 13250, exptTempC = 50.00, TecRate = 3.238
(7600777) TC: TC-1 = 93.35, modeled = 73.50, target = 50.00, heatSink = -85.53, output = -100.0, timeout = 13400, exptTempC = 50.00, TecRate = 3.174
(7600928) TC: TC-1 = 93.62, modeled = 73.97, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 13550, exptTempC = 50.00, TecRate = 3.108
(7601078) TC: TC-1 = 93.87, modeled = 74.42, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 13700, exptTempC = 50.00, TecRate = 3.034
(7601234) TC: TC-1 = 94.12, modeled = 74.87, target = 50.00, heatSink = -85.83, output = -100.0, timeout = 13850, exptTempC = 50.00, TecRate = 2.977
(7601385) TC: TC-1 = 94.29, modeled = 75.30, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 14000, exptTempC = 50.00, TecRate = 2.870
(7601529) TC: TC-1 = 94.51, modeled = 75.73, target = 50.00, heatSink = -85.65, output = -100.0, timeout = 14150, exptTempC = 50.00, TecRate = 2.811
(7601681) TC: TC-1 = 94.72, modeled = 76.14, target = 50.00, heatSink = -85.50, output = -100.0, timeout = 14300, exptTempC = 50.00, TecRate = 2.749
(7601829) TC: TC-1 = 94.94, modeled = 76.55, target = 50.00, heatSink = -85.71, output = -100.0, timeout = 14450, exptTempC = 50.00, TecRate = 2.709
(7601980) TC: TC-1 = 95.15, modeled = 76.95, target = 50.00, heatSink = -85.82, output = -100.0, timeout = 14600, exptTempC = 50.00, TecRate = 2.661
(7602135) TC: TC-1 = 95.32, modeled = 77.35, target = 50.00, heatSink = -85.75, output = -100.0, timeout = 14750, exptTempC = 50.00, TecRate = 2.592
(7602281) TC: TC-1 = 95.44, modeled = 77.72, target = 50.00, heatSink = -85.93, output = -100.0, timeout = 14900, exptTempC = 50.00, TecRate = 2.491
(7602430) TC: TC-1 = 95.61, modeled = 78.09, target = 50.00, heatSink = -85.53, output = -100.0, timeout = 15050, exptTempC = 50.00, TecRate = 2.447
(7602580) TC: TC-1 = 95.75, modeled = 78.45, target = 50.00, heatSink = -85.64, output = -100.0, timeout = 15200, exptTempC = 50.00, TecRate = 2.385
(7602730) TC: TC-1 = 95.92, modeled = 78.81, target = 50.00, heatSink = -86.01, output = -100.0, timeout = 15350, exptTempC = 50.00, TecRate = 2.351
(7602883) TC: TC-1 = 96.08, modeled = 79.16, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 15500, exptTempC = 50.00, TecRate = 2.311
(7603032) TC: TC-1 = 96.17, modeled = 79.50, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 15650, exptTempC = 50.00, TecRate = 2.210
(7603184) TC: TC-1 = 96.31, modeled = 79.83, target = 50.00, heatSink = -85.64, output = -100.0, timeout = 15800, exptTempC = 50.00, TecRate = 2.195
(7603333) TC: TC-1 = 96.45, modeled = 80.15, target = 50.00, heatSink = -85.39, output = -100.0, timeout = 15950, exptTempC = 50.00, TecRate = 2.155
(7603484) TC: TC-1 = 96.57, modeled = 80.47, target = 50.00, heatSink = -86.12, output = -100.0, timeout = 16100, exptTempC = 50.00, TecRate = 2.114
(7603634) TC: TC-1 = 96.70, modeled = 80.78, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 16250, exptTempC = 50.00, TecRate = 2.081
(7603789) TC: TC-1 = 96.78, modeled = 81.09, target = 50.00, heatSink = -85.79, output = -100.0, timeout = 16400, exptTempC = 50.00, TecRate = 1.997
(7603934) TC: TC-1 = 96.90, modeled = 81.39, target = 50.00, heatSink = -85.64, output = -100.0, timeout = 16550, exptTempC = 50.00, TecRate = 1.987
(7604085) TC: TC-1 = 97.03, modeled = 81.69, target = 50.00, heatSink = -85.39, output = -100.0, timeout = 16700, exptTempC = 50.00, TecRate = 1.972
(7604234) TC: TC-1 = 97.14, modeled = 81.98, target = 50.00, heatSink = -85.71, output = -100.0, timeout = 16850, exptTempC = 50.00, TecRate = 1.938
(7604385) TC: TC-1 = 97.25, modeled = 82.27, target = 50.00, heatSink = -86.05, output = -100.0, timeout = 17000, exptTempC = 50.00, TecRate = 1.898
(7604540) TC: TC-1 = 97.34, modeled = 82.55, target = 50.00, heatSink = -85.82, output = -100.0, timeout = 17150, exptTempC = 50.00, TecRate = 1.864
(7604686) TC: TC-1 = 97.40, modeled = 82.82, target = 50.00, heatSink = -85.93, output = -100.0, timeout = 17300, exptTempC = 50.00, TecRate = 1.804
(7604835) TC: TC-1 = 97.49, modeled = 83.09, target = 50.00, heatSink = -85.72, output = -100.0, timeout = 17450, exptTempC = 50.00, TecRate = 1.772
(7604986) TC: TC-1 = 97.59, modeled = 83.35, target = 50.00, heatSink = -85.68, output = -100.0, timeout = 17600, exptTempC = 50.00, TecRate = 1.755
(7605136) TC: TC-1 = 97.69, modeled = 83.61, target = 50.00, heatSink = -85.83, output = -100.0, timeout = 17750, exptTempC = 50.00, TecRate = 1.731
(7605287) TC: TC-1 = 97.76, modeled = 83.87, target = 50.00, heatSink = -85.86, output = -100.0, timeout = 17900, exptTempC = 50.00, TecRate = 1.697
(7605437) TC: TC-1 = 97.82, modeled = 84.12, target = 50.00, heatSink = -85.90, output = -100.0, timeout = 18050, exptTempC = 50.00, TecRate = 1.635
(7605587) TC: TC-1 = 97.90, modeled = 84.36, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 18200, exptTempC = 50.00, TecRate = 1.620
(7605737) TC: TC-1 = 97.99, modeled = 84.61, target = 50.00, heatSink = -85.64, output = -100.0, timeout = 18350, exptTempC = 50.00, TecRate = 1.605
(7605887) TC: TC-1 = 98.06, modeled = 84.84, target = 50.00, heatSink = -85.75, output = -100.0, timeout = 18500, exptTempC = 50.00, TecRate = 1.578
(7606037) TC: TC-1 = 98.13, modeled = 85.08, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 18650, exptTempC = 50.00, TecRate = 1.549
(7606195) TC: TC-1 = 98.22, modeled = 85.31, target = 50.00, heatSink = -86.08, output = -100.0, timeout = 18800, exptTempC = 50.00, TecRate = 1.538
(7606340) TC: TC-1 = 98.28, modeled = 85.54, target = 50.00, heatSink = -85.75, output = -100.0, timeout = 18950, exptTempC = 50.00, TecRate = 1.508
(7606492) TC: TC-1 = 98.34, modeled = 85.76, target = 50.00, heatSink = -85.46, output = -100.0, timeout = 19100, exptTempC = 50.00, TecRate = 1.479
(7606642) TC: TC-1 = 98.40, modeled = 85.98, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 19250, exptTempC = 50.00, TecRate = 1.448
(7606792) TC: TC-1 = 98.46, modeled = 86.19, target = 50.00, heatSink = -85.89, output = -100.0, timeout = 19400, exptTempC = 50.00, TecRate = 1.419
(7606944) TC: TC-1 = 98.51, modeled = 86.40, target = 50.00, heatSink = -86.08, output = -100.0, timeout = 19550, exptTempC = 50.00, TecRate = 1.399
(7607093) TC: TC-1 = 98.57, modeled = 86.61, target = 50.00, heatSink = -86.08, output = -100.0, timeout = 19700, exptTempC = 50.00, TecRate = 1.367
(7607242) TC: TC-1 = 98.64, modeled = 86.82, target = 50.00, heatSink = -85.68, output = -100.0, timeout = 19850, exptTempC = 50.00, TecRate = 1.362
(7607392) TC: TC-1 = 98.70, modeled = 87.02, target = 50.00, heatSink = -85.54, output = -100.0, timeout = 20000, exptTempC = 50.00, TecRate = 1.343
(7607543) TC: TC-1 = 98.77, modeled = 87.22, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 20150, exptTempC = 50.00, TecRate = 1.329
(7607693) TC: TC-1 = 98.82, modeled = 87.41, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 20300, exptTempC = 50.00, TecRate = 1.304
(7607849) TC: TC-1 = 98.87, modeled = 87.61, target = 50.00, heatSink = -86.23, output = -100.0, timeout = 20450, exptTempC = 50.00, TecRate = 1.279
(7607994) TC: TC-1 = 98.91, modeled = 87.80, target = 50.00, heatSink = -86.08, output = -100.0, timeout = 20600, exptTempC = 50.00, TecRate = 1.247
(7608145) TC: TC-1 = 98.97, modeled = 87.98, target = 50.00, heatSink = -85.53, output = -100.0, timeout = 20750, exptTempC = 50.00, TecRate = 1.238
(7608293) TC: TC-1 = 99.03, modeled = 88.17, target = 50.00, heatSink = -85.82, output = -100.0, timeout = 20900, exptTempC = 50.00, TecRate = 1.227
(7608444) TC: TC-1 = 99.11, modeled = 88.35, target = 50.00, heatSink = -85.82, output = -100.0, timeout = 21050, exptTempC = 50.00, TecRate = 1.227
(7608599) TC: TC-1 = 99.15, modeled = 88.53, target = 50.00, heatSink = -85.79, output = -100.0, timeout = 21200, exptTempC = 50.00, TecRate = 1.196
(7608746) TC: TC-1 = 99.18, modeled = 88.71, target = 50.00, heatSink = -85.90, output = -100.0, timeout = 21350, exptTempC = 50.00, TecRate = 1.161
(7608895) TC: TC-1 = 99.23, modeled = 88.88, target = 50.00, heatSink = -85.58, output = -100.0, timeout = 21500, exptTempC = 50.00, TecRate = 1.153
(7609046) TC: TC-1 = 99.28, modeled = 89.05, target = 50.00, heatSink = -85.83, output = -100.0, timeout = 21650, exptTempC = 50.00, TecRate = 1.132
(7609195) TC: TC-1 = 99.33, modeled = 89.22, target = 50.00, heatSink = -86.16, output = -100.0, timeout = 21800, exptTempC = 50.00, TecRate = 1.117
(7609348) TC: TC-1 = 99.38, modeled = 89.39, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 21950, exptTempC = 50.00, TecRate = 1.109
(7609497) TC: TC-1 = 99.42, modeled = 89.55, target = 50.00, heatSink = -85.68, output = -100.0, timeout = 22100, exptTempC = 50.00, TecRate = 1.084
(7609648) TC: TC-1 = 99.47, modeled = 89.71, target = 50.00, heatSink = -85.43, output = -100.0, timeout = 22250, exptTempC = 50.00, TecRate = 1.070
(7609798) TC: TC-1 = 99.51, modeled = 89.87, target = 50.00, heatSink = -85.50, output = -100.0, timeout = 22400, exptTempC = 50.00, TecRate = 1.049
(7609948) TC: TC-1 = 99.56, modeled = 90.03, target = 50.00, heatSink = -85.89, output = -100.0, timeout = 22550, exptTempC = 50.00, TecRate = 1.044
(7610098) TC: TC-1 = 99.60, modeled = 90.18, target = 50.00, heatSink = -85.93, output = -100.0, timeout = 22700, exptTempC = 50.00, TecRate = 1.024
(7610254) TC: TC-1 = 99.65, modeled = 90.33, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 22850, exptTempC = 50.00, TecRate = 1.018
(7610398) TC: TC-1 = 99.69, modeled = 90.48, target = 50.00, heatSink = -85.90, output = -100.0, timeout = 23000, exptTempC = 50.00, TecRate = 1.000
(7610550) TC: TC-1 = 99.72, modeled = 90.63, target = 50.00, heatSink = -85.68, output = -100.0, timeout = 23150, exptTempC = 50.00, TecRate = 0.978
(7610698) TC: TC-1 = 99.76, modeled = 90.78, target = 50.00, heatSink = -86.04, output = -100.0, timeout = 23300, exptTempC = 50.00, TecRate = 0.965
(7610850) TC: TC-1 = 99.81, modeled = 90.92, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 23450, exptTempC = 50.00, TecRate = 0.955
(7611004) TC: TC-1 = 99.86, modeled = 91.06, target = 50.00, heatSink = -85.89, output = -100.0, timeout = 23600, exptTempC = 50.00, TecRate = 0.950
(7611157) TC: TC-1 = 99.88, modeled = 91.20, target = 50.00, heatSink = -85.93, output = -100.0, timeout = 23750, exptTempC = 50.00, TecRate = 0.923
(7611300) TC: TC-1 = 99.91, modeled = 91.34, target = 50.00, heatSink = -85.97, output = -100.0, timeout = 23900, exptTempC = 50.00, TecRate = 0.898
(7611452) TC: TC-1 = 99.95, modeled = 91.47, target = 50.00, heatSink = -85.51, output = -100.0, timeout = 24050, exptTempC = 50.00, TecRate = 0.892
(7611600) TC: TC-1 = 99.99, modeled = 91.60, target = 50.00, heatSink = -85.89, output = -100.0, timeout = 24200, exptTempC = 50.00, TecRate = 0.885
(7611759) TC: TC-1 = 100.02, modeled = 91.74, target = 50.00, heatSink = -86.08, output = -100.0, timeout = 24350, exptTempC = 50.00, TecRate = 0.869
