time,xx,T,415,445,480,515,555,590,630,680,NIR,CLR,Dark
[1858370,34,90.15,327,5817,109,45,117,103,138,83,12,2484,1]
[1858620,34,88.13,327,5810,109,45,118,104,138,84,12,2466,1]
[1858870,34,86.07,325,5815,109,45,118,104,139,84,12,2471,1]
[1859120,34,84.04,327,5832,110,45,118,103,138,83,12,2471,1]
[1859370,34,82.09,326,5817,110,46,118,103,138,84,12,2471,1]
[1859620,34,80.28,328,5803,111,46,118,103,138,83,12,2465,1]
[1859870,34,78.6,327,5816,112,46,118,103,138,84,12,2463,1]
[1860120,34,77.03,326,5809,112,47,118,104,139,84,12,2473,1]
[1860370,34,75.54,326,5801,113,47,118,103,137,83,12,2470,1]
[1860620,34,74.12,326,5809,114,48,118,104,138,84,12,2463,1]
[1860870,34,72.75,326,5798,115,48,118,103,137,84,12,2464,1]
[1861120,34,71.43,325,5780,116,49,119,104,138,83,12,2460,1]
[1861370,34,70.12,324,5793,117,49,119,104,138,83,12,2469,1]
[1861620,34,68.84,326,5781,118,50,119,103,137,84,12,2463,1]
[1861870,34,67.55,325,5770,119,51,119,103,138,83,12,2465,1]
[1862121,34,66.28,325,5772,121,51,119,104,137,83,12,2455,1]
[1862377,34,65.09,324,5801,122,52,119,104,138,84,12,2454,1]
[1862627,34,64.03,325,5773,123,53,119,104,138,84,12,2453,1]
[1862870,34,63.15,325,5785,125,54,120,104,138,83,12,2459,1]
[1863120,34,62.49,324,5792,126,55,120,104,138,84,12,2455,1]
[1863370,34,62.07,324,5777,127,55,121,104,138,84,12,2460,1]
[1863620,34,61.86,324,5773,129,56,121,105,138,84,12,2461,1]
[1863870,34,61.81,323,5781,130,57,121,104,138,84,12,2460,1]
[1864127,34,61.83,324,5767,131,58,121,104,138,84,12,2461,1]
[1864370,34,61.88,323,5782,132,58,121,105,137,84,12,2447,1]
[1864620,34,61.95,323,5769,133,59,121,104,138,84,12,2463,1]
[1864877,34,62.04,324,5762,134,60,121,104,137,84,12,2463,1]
[1865127,34,62.15,323,5748,136,60,122,104,138,84,12,2463,1]
[1865377,34,62.28,324,5747,137,61,123,104,138,84,12,2467,1]
[1865627,34,62.42,325,5756,138,62,123,104,138,84,12,2453,1]
[1865877,34,62.58,323,5764,139,62,123,105,139,84,12,2465,1]
[1866120,34,62.76,324,5769,140,63,123,105,138,85,12,2474,1]
[1866370,34,62.95,323,5789,141,63,123,105,139,84,13,2474,1]
[1866620,34,63.16,324,5793,142,64,124,105,139,85,13,2472,1]
[1866870,34,63.36,323,5788,143,64,124,106,139,85,13,2481,1]
[1867120,34,63.57,323,5784,144,65,124,105,139,85,13,2488,1]
[1867370,34,63.76,325,5781,145,66,124,105,139,85,13,2476,1]
[1867620,34,63.94,325,5788,146,66,125,105,140,85,13,2483,1]
[1867870,34,64.1,324,5781,147,67,125,106,139,85,13,2474,1]
[1868106,34,64.24,324,5785,148,67,125,106,140,85,13,2487,1]
[1868377,34,64.34,324,5775,149,68,125,106,139,85,13,2484,1]
[1868606,34,64.44,325,5782,150,68,126,106,140,85,13,2486,1]
[1868877,34,64.5,325,5787,151,69,125,106,139,85,13,2483,1]
[1869120,34,64.54,326,5789,152,69,126,106,139,85,13,2494,1]
[1869370,34,64.55,325,5797,153,70,126,106,140,85,13,2491,1]
[1869627,34,64.56,326,5799,154,70,126,106,139,85,13,2493,1]
[1869870,34,64.57,325,5805,156,71,126,106,140,85,13,2496,1]
[1870120,34,64.61,326,5809,157,72,126,107,140,85,13,2495,1]
[1870365,34,64.63,326,5833,158,72,127,106,140,85,13,2493,1]
[1870619,34,64.65,325,5809,159,73,127,107,140,86,13,2493,1]
[1870870,34,64.68,325,5815,160,73,127,107,140,85,13,2500,1]
[1871120,34,64.72,326,5802,161,74,127,107,140,86,13,2502,1]
[1871377,34,64.75,325,5797,162,74,128,107,140,86,13,2500,1]
[1871627,34,64.77,325,5819,163,75,128,107,140,86,13,2503,1]
[1871877,34,64.8,325,5808,164,76,128,107,141,86,13,2512,1]
[1872120,34,64.82,325,5825,165,76,128,107,140,86,13,2516,1]
[1872370,34,64.85,326,5832,166,77,129,107,141,86,13,2511,1]
[1872504,34,64.86,324,5829,167,77,129,106,140,86,13,2509,1]
[1872636,35,64.87,323,5822,168,77,129,106,140,86,13,2514,1]
[1872870,35,64.89,325,5828,168,78,129,106,141,86,13,2521,1]
[1873120,35,65.01,326,5836,169,79,129,107,140,86,13,2517,1]
[1873370,35,65.47,326,5847,170,79,129,107,141,86,13,2530,1]
[1873610,35,66.45,326,5836,170,79,129,107,141,86,13,2528,1]
[1873870,35,67.98,326,5825,170,79,129,108,140,86,13,2522,1]
[1874112,35,69.96,327,5816,169,78,128,108,141,85,13,2528,1]
[1874363,35,72.12,328,5822,167,77,128,107,140,86,13,2515,1]
[1874627,35,74.13,327,5808,166,76,128,107,141,86,13,2513,1]
[1874877,35,75.8,328,5814,164,76,128,107,140,86,13,2511,1]
[1875127,35,77.24,326,5804,163,75,128,107,140,86,13,2510,1]
[1875377,35,78.6,327,5824,161,74,127,107,140,86,13,2503,1]
[1875627,35,79.92,327,5816,160,73,127,107,141,86,13,2497,1]
[1875877,35,81.27,328,5814,159,72,127,107,140,85,13,2509,1]
[1876127,35,82.62,327,5813,157,71,127,107,140,86,13,2509,1]
[1876377,35,84,326,5824,155,70,126,106,140,86,13,2514,1]
[1876627,35,85.43,327,5837,154,69,126,107,141,86,13,2502,1]
[1876877,35,86.93,328,5847,151,68,126,107,140,86,13,2503,1]
[1877127,35,88.49,327,5843,149,67,125,106,140,86,13,2504,1]
[1877377,35,90.11,327,5841,146,65,125,106,140,85,13,2497,1]
[1877627,35,91.78,328,5836,144,64,124,106,140,85,13,2498,1]
[1877877,35,93.48,328,5824,142,63,124,106,140,85,13,2492,1]
[1878127,35,95.22,327,5818,139,62,123,106,140,85,13,2493,1]
[1878362,35,96.91,328,5833,137,60,123,105,140,85,12,2498,1]
[1878627,35,98.53,328,5845,135,59,123,105,139,85,12,2485,1]
[1878865,35,100.1,328,5830,133,58,122,105,139,85,12,2500,1]
[1879127,35,101.6,326,5818,131,57,121,105,139,85,12,2478,1]
[1879365,35,103,328,5813,129,56,121,105,139,84,12,2486,1]
[1879627,35,104.11,326,5807,127,55,121,104,138,84,12,2470,1]
[1879877,35,104.66,325,5788,125,54,120,104,138,84,12,2479,1]
[1880127,35,104.61,326,5798,124,53,120,104,139,84,12,2470,1]
[1880377,35,104.04,325,5800,121,52,120,104,138,84,12,2471,1]
[1880627,35,103.14,325,5799,119,51,119,104,139,84,12,2472,1]
[1880877,35,102.05,325,5797,118,50,119,104,138,84,12,2469,1]
[1881127,35,100.93,325,5804,116,49,119,103,138,84,12,2471,1]
[1881377,35,99.85,326,5805,115,48,119,104,138,84,12,2471,1]
[1881627,35,98.87,326,5807,114,48,119,103,138,84,12,2471,1]
[1881877,35,98.06,325,5807,114,47,118,104,138,84,12,2469,1]
[1882127,35,97.49,326,5816,113,47,118,103,138,84,12,2477,1]
[1882377,35,97.22,325,5807,113,47,118,103,138,84,12,2471,1]
[1882627,35,97.27,325,5805,113,47,118,103,138,83,12,2470,1]
[1882877,35,97.65,325,5823,112,47,118,103,138,84,12,2474,1]
[1883127,35,98.29,326,5832,112,46,118,103,138,84,12,2479,1]
[1883377,35,99.08,327,5828,112,46,118,104,138,84,12,2468,1]
[1883627,35,99.94,327,5824,111,46,118,104,138,84,12,2475,1]
[1883877,35,100.76,327,5819,111,46,118,103,138,84,12,2472,1]
[1884127,35,101.39,328,5807,110,45,118,103,138,83,12,2471,1]
[1884377,35,101.8,328,5814,110,45,118,103,138,83,12,2476,1]
[1884612,35,101.9,328,5803,110,45,117,103,138,83,12,2473,1]
[1884877,35,101.71,328,5808,109,45,118,103,138,83,12,2461,1]
[1885115,35,101.3,328,5814,109,45,117,103,138,83,12,2464,1]
[1885377,35,100.74,328,5810,109,45,117,104,138,83,12,2458,1]
[1885615,35,100.13,327,5823,109,45,118,103,138,83,12,2460,1]
[1885870,35,99.55,326,5816,109,44,118,104,138,84,12,2463,1]
[1886120,35,99.06,326,5823,109,44,117,103,138,84,12,2471,1]
[1886356,35,98.72,326,5810,109,44,118,104,138,83,12,2474,1]
[1886620,35,98.47,327,5814,108,44,117,103,138,83,12,2481,1]
[1886856,35,98.17,328,5822,108,44,117,104,138,84,12,2475,1]
[1887120,35,97.72,327,5830,108,44,118,103,138,84,12,2478,1]
[1887356,35,97.06,327,5817,108,44,118,103,138,84,12,2483,1]
[1887620,35,96.12,327,5829,108,44,118,104,138,84,12,2473,1]
[1887856,35,94.84,326,5821,109,44,118,104,139,84,12,2471,1]
[1888120,35,93.23,329,5842,108,44,118,104,138,84,12,2473,1]
[1888370,35,91.35,328,5834,109,44,118,104,139,83,12,2480,1]
[1888620,35,89.33,329,5843,109,45,118,104,139,84,12,2477,1]
[1888870,35,87.25,328,5819,110,45,118,104,138,84,12,2479,1]
[1889120,35,85.21,328,5839,110,45,119,104,138,83,12,2481,1]
[1889370,35,83.22,329,5849,110,45,118,103,139,84,12,2481,1]
[1889620,35,81.31,328,5848,111,46,118,104,138,84,12,2476,1]
[1889870,35,79.53,327,5831,111,46,118,104,139,84,12,2479,1]
[1890120,35,77.88,325,5810,112,46,118,104,139,84,12,2473,1]
[1890362,35,76.35,325,5817,113,47,119,104,139,84,12,2464,1]
[1890620,35,74.9,326,5828,114,47,119,104,138,84,12,2467,1]
[1890870,35,73.51,326,5825,114,48,119,104,138,84,12,2468,1]
[1891120,35,72.16,326,5810,115,48,118,104,138,84,12,2469,1]
[1891362,35,70.84,326,5793,116,49,119,103,138,84,12,2466,1]
[1891620,35,69.54,325,5807,117,50,119,104,138,84,12,2467,1]
[1891870,35,68.25,325,5791,118,50,119,104,138,84,12,2465,1]
[1892120,35,66.96,325,5779,120,51,119,103,138,84,12,2464,1]
[1892357,35,65.72,325,5808,121,52,119,104,139,84,12,2470,1]
[1892620,35,64.57,326,5794,122,53,120,104,138,84,12,2460,1]
[1892870,35,63.61,325,5799,124,53,120,104,139,84,12,2474,1]
[1893120,35,62.84,325,5802,125,54,120,104,139,84,12,2463,1]
[1893370,35,62.3,326,5793,127,55,120,104,138,84,12,2464,1]
[1893620,35,61.99,324,5790,128,56,121,104,138,84,12,2474,1]
[1893870,35,61.87,324,5809,129,57,121,104,138,84,12,2475,1]
[1894120,35,61.86,324,5798,131,57,122,105,138,84,12,2468,1]
[1894370,35,61.91,324,5796,132,58,122,104,138,84,12,2467,1]
[1894620,35,61.97,324,5783,133,59,122,105,138,84,12,2467,1]
[1894870,35,62.04,324,5787,134,59,122,104,139,84,12,2468,1]
[1895120,35,62.12,324,5781,135,60,122,104,139,84,12,2474,1]
[1895370,35,62.21,325,5792,136,61,122,105,139,84,12,2466,1]
[1895620,35,62.34,325,5773,138,61,123,105,138,85,12,2476,1]
[1895870,35,62.48,324,5789,139,62,123,105,139,84,13,2475,1]
[1896120,35,62.64,325,5791,140,63,123,105,139,85,13,2482,1]
[1896370,35,62.82,325,5800,141,63,123,105,139,85,13,2485,1]
[1896620,35,63.01,324,5792,142,64,124,105,139,85,13,2482,1]
[1896870,35,63.21,324,5795,143,64,124,105,140,85,13,2483,1]
[1897120,35,63.42,325,5784,144,65,124,106,140,85,13,2480,1]
[1897370,35,63.63,325,5791,145,65,124,106,139,85,13,2485,1]
[1897612,35,63.82,325,5780,146,66,125,106,140,85,13,2484,1]
[1897870,35,63.99,325,5798,147,66,125,106,139,85,13,2482,1]
[1898120,35,64.14,325,5788,148,67,125,106,139,85,13,2486,1]
[1898370,35,64.26,325,5806,149,68,125,106,139,85,13,2480,1]
[1898620,35,64.35,326,5808,151,68,126,106,139,85,13,2485,1]
[1898870,35,64.44,326,5810,152,69,126,106,139,85,13,2492,1]
[1899120,35,64.5,325,5803,152,69,126,106,140,85,13,2486,1]
[1899370,35,64.56,326,5812,154,70,126,106,140,85,13,2487,1]
[1899620,35,64.61,326,5808,155,71,126,107,139,86,13,2498,1]
[1899877,35,64.64,327,5806,156,71,127,107,140,85,13,2499,1]
[1900120,35,64.65,326,5810,157,72,127,107,140,85,13,2508,1]
[1900370,35,64.65,326,5824,158,72,127,107,140,86,13,2499,1]
[1900620,35,64.65,327,5844,159,73,127,107,140,86,13,2509,1]
[1900870,35,64.67,328,5841,161,74,127,108,140,86,13,2506,1]
[1901120,35,64.7,327,5826,162,74,128,107,141,86,13,2510,1]
[1901370,35,64.72,326,5835,163,75,128,107,141,86,13,2517,1]
[1901620,35,64.74,326,5834,164,76,128,108,141,86,13,2515,1]
[1901870,35,64.76,326,5841,165,76,128,107,141,86,13,2520,1]
[1902120,35,64.77,327,5841,166,77,129,108,141,86,13,2520,1]
[1902370,35,64.78,328,5843,168,78,129,108,141,86,13,2524,1]
[1902620,35,64.81,327,5844,169,78,129,108,141,86,13,2518,1]
[1902754,35,64.83,325,5845,170,78,129,107,141,86,13,2511,1]
[1902906,36,64.84,326,5836,170,79,129,107,141,86,13,2521,1]
[1903120,36,64.85,327,5853,171,79,130,108,141,86,13,2521,1]
[1903370,36,64.94,328,5836,172,80,130,108,142,87,14,2524,1]
[1903620,36,65.33,327,5859,173,80,130,108,141,87,14,2531,1]
[1903870,36,66.22,328,5849,173,81,129,108,142,86,14,2527,1]
[1904120,36,67.68,328,5846,173,80,130,108,142,86,14,2531,1]
[1904370,36,69.64,327,5834,172,80,130,108,142,87,14,2528,1]
[1904620,36,71.82,328,5832,170,79,129,108,141,87,13,2524,1]
[1904870,36,73.92,329,5833,169,78,129,108,141,87,13,2519,1]
[1905120,36,75.84,329,5848,167,77,128,107,141,86,13,2525,1]
[1905370,36,77.63,328,5829,166,76,128,108,141,86,13,2515,1]
[1905620,36,79.32,328,5843,164,75,128,107,141,86,13,2517,1]
[1905870,36,80.94,328,5848,162,74,128,108,141,86,13,2516,1]
[1906120,36,82.48,329,5862,160,73,128,107,141,86,13,2509,1]
[1906370,36,83.93,330,5853,158,72,127,107,141,86,13,2524,1]
[1906620,36,85.3,329,5857,157,71,126,107,140,86,13,2533,1]
[1906870,36,86.6,329,5849,154,70,126,107,140,86,13,2511,1]
[1907120,36,87.88,328,5850,152,68,126,107,140,86,13,2516,1]
[1907369,36,89.17,328,5860,149,67,126,107,140,86,13,2511,1]
[1907612,36,90.49,328,5859,147,66,125,107,141,86,13,2513,1]
[1907861,36,91.88,328,5866,145,64,125,106,141,86,13,2503,1]
[1908120,36,93.36,329,5847,142,63,124,106,140,86,13,2509,1]
[1908370,36,94.94,329,5841,140,62,124,106,140,85,13,2505,1]
[1908620,36,96.59,329,5847,138,61,123,106,140,85,12,2499,1]
[1908870,36,98.3,329,5843,135,59,123,106,140,85,12,2503,1]
[1909120,36,100.05,329,5853,133,58,122,105,139,85,12,2496,1]
[1909370,36,101.78,328,5827,131,57,122,105,139,85,12,2490,1]
[1909620,36,103.43,328,5830,129,56,122,105,140,85,12,2491,1]
[1909870,36,104.69,327,5815,127,55,121,105,139,84,12,2476,1]
[1910120,36,105.31,327,5820,126,54,120,105,139,84,12,2486,1]
[1910370,36,105.23,327,5823,123,53,120,104,139,85,12,2475,1]
[1910620,36,104.61,326,5810,121,51,120,104,139,84,12,2475,1]
[1910870,36,103.64,325,5821,119,50,119,104,138,84,12,2480,1]
[1911120,36,102.5,327,5827,117,49,119,104,138,84,12,2467,1]
[1911370,36,101.35,326,5806,116,48,118,104,139,84,12,2482,1]
[1911612,36,100.22,327,5829,115,48,119,104,139,84,12,2473,1]
[1911870,36,99.19,327,5826,114,48,118,104,138,84,12,2479,1]
[1912120,36,98.29,326,5832,114,47,118,104,139,84,12,2480,1]
[1912370,36,97.55,327,5837,113,47,119,104,139,84,12,2485,1]
[1912620,36,97.07,327,5833,113,47,119,104,138,84,12,2481,1]
[1912870,36,96.92,327,5837,113,47,119,104,139,84,12,2476,1]
[1913120,36,97.1,329,5854,113,47,119,104,139,84,12,2487,1]
[1913370,36,97.6,329,5864,112,46,119,104,139,84,12,2486,1]
[1913620,36,98.36,328,5852,112,46,119,104,139,84,12,2481,1]
[1913862,36,99.24,329,5858,112,46,118,104,139,84,12,2480,1]
[1914120,36,100.14,329,5834,111,46,118,104,139,84,12,2489,1]
[1914362,36,100.93,328,5838,111,46,118,104,139,84,12,2487,1]
[1914611,36,101.51,329,5844,110,45,118,104,138,84,12,2487,1]
[1914870,36,101.84,329,5834,110,45,118,104,139,84,12,2480,1]
[1915120,36,101.85,330,5845,110,45,118,103,139,84,12,2474,1]
[1915370,36,101.58,329,5843,110,45,118,104,138,84,12,2489,1]
[1915620,36,101.13,329,5846,110,45,118,104,139,84,12,2481,1]
[1915870,36,100.54,330,5858,110,45,119,104,138,84,12,2475,1]
[1916120,36,99.9,329,5860,109,45,118,104,139,84,12,2477,1]
[1916370,36,99.3,328,5849,109,45,118,104,139,83,12,2484,1]
[1916620,36,98.84,328,5849,109,45,118,104,138,84,12,2491,1]
[1916870,36,98.51,328,5856,109,45,118,104,139,84,12,2486,1]
[1917120,36,98.22,329,5853,109,44,118,104,138,84,12,2471,1]
[1917370,36,97.82,329,5852,109,44,118,104,138,84,12,2483,1]
[1917620,36,97.24,328,5841,109,44,118,104,139,84,12,2492,1]
[1917870,36,96.41,329,5846,109,44,118,104,139,84,12,2483,1]
[1918120,36,95.26,329,5858,109,44,119,104,140,84,12,2486,1]
[1918370,36,93.77,330,5849,109,44,119,104,139,84,12,2496,1]
[1918620,36,92.03,330,5865,109,45,118,104,139,84,12,2493,1]
[1918870,36,90.1,331,5865,109,45,118,104,139,84,12,2484,1]
[1919120,36,88.08,330,5863,110,45,118,104,139,84,12,2483,1]
[1919370,36,86.04,330,5878,110,45,119,104,139,84,12,2495,1]
[1919620,36,84.02,331,5866,110,45,119,104,139,84,12,2495,1]
[1919870,36,82.08,328,5864,111,46,119,104,139,84,12,2490,1]
[1920120,36,80.24,329,5858,111,46,119,104,139,84,12,2472,1]
[1920370,36,78.54,329,5859,112,46,119,104,139,84,12,2487,1]
[1920620,36,76.95,328,5847,113,47,119,104,139,84,12,2481,1]
[1920870,36,75.45,328,5838,114,47,119,104,139,84,12,2473,1]
[1921106,36,74.02,329,5853,114,48,119,104,139,84,12,2472,1]
[1921370,36,72.66,328,5830,115,48,119,104,139,84,12,2481,1]
[1921606,36,71.35,328,5818,116,49,119,104,139,84,12,2477,1]
[1921870,36,70.06,327,5801,117,49,119,104,139,84,12,2478,1]
[1922106,36,68.77,327,5821,118,50,120,104,138,84,12,2470,1]
[1922370,36,67.48,326,5807,120,51,120,104,139,84,12,2475,1]
[1922606,36,66.2,326,5825,121,51,120,104,139,84,12,2479,1]
[1922870,36,65.02,328,5823,122,52,121,105,139,84,12,2477,1]
[1923120,36,63.99,327,5823,124,53,120,104,139,84,12,2474,1]
[1923370,36,63.12,327,5801,125,54,120,104,139,84,12,2478,1]
[1923620,36,62.48,327,5818,126,55,121,104,139,84,12,2483,1]
[1923870,36,62.08,326,5821,128,56,121,104,139,84,12,2472,1]
[1924120,36,61.89,327,5816,129,56,122,105,139,84,12,2478,1]
[1924370,36,61.85,327,5807,131,57,122,105,138,85,12,2476,1]
[1924620,36,61.87,326,5811,132,58,122,105,138,84,12,2484,1]
[1924870,36,61.92,326,5805,133,59,122,105,138,84,12,2476,1]
[1925120,36,61.99,326,5823,134,59,123,105,139,84,12,2488,1]
[1925370,36,62.06,327,5806,135,60,123,105,139,85,12,2475,1]
[1925620,36,62.15,325,5817,137,61,123,105,139,85,13,2484,1]
[1925870,36,62.27,326,5817,138,61,123,105,139,85,13,2477,1]
[1926120,36,62.42,326,5821,139,62,123,105,139,85,13,2486,1]
[1926370,36,62.58,326,5819,140,63,124,105,140,85,13,2490,1]
[1926620,36,62.76,326,5817,141,63,124,106,140,85,13,2488,1]
[1926870,36,62.95,326,5820,143,64,124,106,139,85,13,2486,1]
[1927107,36,63.15,326,5821,144,65,124,106,139,85,13,2489,1]
[1927362,36,63.37,326,5813,145,65,125,106,140,85,13,2485,1]
[1927620,36,63.57,326,5819,146,66,125,106,140,85,13,2494,1]
[1927870,36,63.76,326,5817,147,66,125,106,139,85,13,2491,1]
[1928120,36,63.95,326,5813,148,67,125,106,140,85,13,2482,1]
[1928370,36,64.11,325,5827,149,68,126,107,140,86,13,2498,1]
[1928620,36,64.23,326,5812,151,68,126,106,140,85,13,2501,1]
[1928870,36,64.32,327,5821,152,69,126,107,140,85,13,2503,1]
[1929120,36,64.41,328,5828,153,69,126,107,140,86,13,2505,1]
[1929370,36,64.48,327,5831,154,70,126,107,140,86,13,2503,1]
[1929620,36,64.52,328,5834,155,71,127,107,140,86,13,2510,1]
[1929870,36,64.57,327,5843,156,71,127,107,141,86,13,2512,1]
[1930120,36,64.62,328,5829,157,72,127,107,140,86,13,2514,1]
[1930370,36,64.64,328,5834,159,73,127,107,141,86,13,2521,1]
[1930620,36,64.65,327,5842,160,73,127,108,141,86,13,2521,1]
[1930870,36,64.65,327,5830,161,74,128,108,140,86,13,2523,1]
[1931120,36,64.65,328,5847,162,75,128,108,141,86,13,2525,1]
[1931370,36,64.64,327,5859,164,75,128,108,141,86,13,2522,1]
[1931620,36,64.65,328,5861,165,76,129,108,141,86,13,2529,1]
[1931870,36,64.69,329,5855,166,77,129,108,141,86,13,2526,1]
[1932120,36,64.73,329,5856,167,77,129,108,141,87,13,2527,1]
[1932370,36,64.76,328,5861,169,78,130,109,142,87,14,2530,1]
[1932620,36,64.77,328,5870,170,79,130,108,142,86,13,2531,1]
[1932870,36,64.77,328,5854,171,79,130,108,142,87,14,2531,1]
[1933004,36,64.77,327,5839,172,79,130,108,141,87,14,2520,1]
[1933149,37,64.78,327,5842,173,80,130,108,142,87,14,2525,1]
[1933370,37,64.8,330,5845,173,80,130,108,142,87,14,2523,1]
[1933620,37,64.91,329,5860,175,81,130,108,142,87,14,2533,1]
[1933870,37,65.33,330,5852,175,82,131,109,142,87,14,2536,1]
[1934120,37,66.22,331,5867,176,82,131,109,142,87,14,2530,1]
[1934370,37,67.7,329,5867,175,82,131,109,142,87,14,2528,1]
[1934620,37,69.66,328,5857,174,81,130,108,142,87,14,2527,1]
[1934870,37,71.85,328,5845,173,80,130,108,142,87,14,2529,1]
[1935127,37,73.96,329,5861,171,79,130,108,142,87,13,2531,1]
[1935370,37,75.87,328,5869,170,78,130,108,142,87,14,2532,1]
[1935620,37,77.64,330,5848,168,77,129,108,142,86,13,2525,1]
[1935870,37,79.35,330,5844,166,76,129,108,142,87,13,2518,1]
[1936120,37,80.97,329,5856,165,75,129,108,142,87,13,2527,1]
[1936370,37,82.52,330,5864,162,74,128,108,142,86,13,2532,1]
[1936620,37,83.97,330,5870,160,73,128,108,142,87,13,2530,1]
[1936870,37,85.32,330,5869,158,72,127,108,141,86,13,2525,1]
[1937106,37,86.63,330,5865,156,71,127,108,141,86,13,2517,1]
[1937370,37,87.92,330,5868,153,69,127,107,141,86,13,2526,1]
[1937606,37,89.21,330,5873,151,68,127,107,141,86,13,2519,1]
[1937870,37,90.52,331,5861,149,67,126,107,142,86,13,2511,1]
[1938120,37,91.9,331,5877,146,65,126,107,141,86,13,2511,1]
[1938370,37,93.32,329,5869,144,64,125,107,140,86,13,2518,1]
[1938620,37,94.83,329,5866,141,62,124,107,141,86,13,2507,1]
[1938870,37,96.45,330,5858,139,61,124,106,141,85,13,2507,1]
[1939120,37,98.16,330,5861,137,60,124,106,140,85,12,2504,1]
[1939370,37,99.94,329,5868,135,59,123,106,140,85,12,2510,1]
[1939620,37,101.72,329,5859,132,58,122,106,139,85,12,2506,1]
[1939870,37,103.39,328,5856,130,57,122,105,140,85,12,2498,1]
[1940120,37,104.67,328,5838,128,56,121,105,139,85,12,2492,1]
[1940370,37,105.3,329,5853,127,54,121,105,140,85,12,2494,1]
[1940620,37,105.25,328,5846,124,53,121,105,140,85,12,2492,1]
[1940870,37,104.66,328,5842,121,52,120,104,139,84,12,2489,1]
[1941120,37,103.71,327,5850,119,50,120,104,139,84,12,2478,1]
[1941370,37,102.6,326,5847,117,49,119,104,139,84,12,2493,1]
[1941620,37,101.44,328,5833,116,49,119,104,139,84,12,2493,1]
[1941870,37,100.3,329,5859,115,48,119,105,139,84,12,2491,1]
[1942120,37,99.25,328,5853,114,48,119,104,139,84,12,2488,1]
[1942370,37,98.31,328,5850,114,47,119,104,139,84,12,2486,1]
[1942620,37,97.55,328,5853,113,47,119,104,139,84,12,2497,1]
[1942870,37,97.07,328,5840,113,47,119,104,140,84,12,2491,1]
[1943119,37,96.92,330,5847,113,47,119,105,140,84,12,2490,1]
[1943370,37,97.12,329,5858,113,47,119,104,139,84,12,2491,1]
[1943620,37,97.61,329,5869,112,46,119,104,139,84,12,2485,1]
[1943870,37,98.35,330,5861,112,46,119,105,140,84,12,2493,1]
[1944120,37,99.21,329,5863,111,46,119,104,139,84,12,2492,1]
[1944370,37,100.11,329,5859,111,46,119,104,140,84,12,2497,1]
[1944612,37,100.94,328,5867,111,45,119,104,139,84,12,2495,1]
[1944870,37,101.52,330,5857,110,45,119,104,139,84,12,2495,1]
[1945120,37,101.77,330,5858,110,45,119,104,139,84,12,2495,1]
[1945370,37,101.74,331,5856,110,45,119,104,139,84,12,2489,1]
[1945620,37,101.48,331,5850,110,45,118,104,139,84,12,2488,1]
[1945870,37,101.01,331,5866,110,45,118,104,138,84,12,2494,1]
[1946120,37,100.45,330,5876,109,45,119,104,139,84,12,2490,1]
[1946370,37,99.87,330,5874,110,45,119,104,139,84,12,2490,1]
[1946620,37,99.31,328,5870,109,45,118,104,139,84,12,2487,1]
[1946870,37,98.88,329,5866,109,45,118,104,139,84,12,2486,1]
[1947120,37,98.57,331,5849,109,44,118,104,140,84,12,2495,1]
[1947370,37,98.28,330,5868,109,44,118,104,139,84,12,2499,1]
[1947620,37,97.88,331,5866,109,44,119,104,139,84,12,2499,1]
[1947870,37,97.31,331,5871,109,44,119,104,139,84,12,2501,1]
[1948120,37,96.49,330,5864,109,44,119,104,140,84,12,2501,1]
[1948370,37,95.36,330,5870,109,44,119,104,140,84,12,2506,1]
[1948620,37,93.88,330,5870,109,44,119,104,140,84,12,2498,1]
[1948870,37,92.13,330,5862,109,45,119,104,139,84,12,2495,1]
[1949120,37,90.15,329,5873,110,45,119,104,139,84,12,2488,1]
[1949370,37,88.06,332,5873,110,45,119,104,140,84,12,2486,1]
[1949620,37,85.98,330,5898,110,45,119,104,140,85,12,2491,1]
[1949870,37,83.97,330,5883,110,45,119,104,140,85,12,2484,1]
[1950120,37,82.04,329,5875,111,46,119,104,139,84,12,2496,1]
[1950370,37,80.22,330,5868,112,46,119,104,139,84,12,2489,1]
[1950620,37,78.52,329,5847,112,46,119,104,139,84,12,2476,1]
[1950870,37,76.92,330,5867,113,47,119,104,139,84,12,2485,1]
[1951120,37,75.44,329,5857,113,47,119,104,140,84,12,2483,1]
[1951370,37,74.03,329,5866,114,48,119,105,140,84,12,2478,1]
[1951619,37,72.69,328,5858,116,48,120,105,140,85,12,2500,1]
[1951870,37,71.37,329,5851,117,49,120,105,140,84,12,2496,1]
[1952106,37,70.07,329,5849,118,50,120,105,139,85,12,2498,1]
[1952370,37,68.77,329,5858,119,50,120,105,139,84,12,2494,1]
[1952620,37,67.48,329,5853,120,51,120,104,139,85,12,2496,1]
[1952870,37,66.21,327,5868,121,52,121,105,139,85,12,2482,1]
[1953120,37,65.01,328,5839,123,52,121,105,140,84,12,2488,1]
[1953370,37,63.97,328,5854,124,53,121,105,140,85,12,2488,1]
[1953620,37,63.1,329,5846,125,54,121,105,140,85,12,2490,1]
[1953870,37,62.47,328,5844,127,55,121,105,139,85,12,2491,1]
[1954120,37,62.07,329,5859,129,56,122,105,139,85,12,2497,1]
[1954370,37,61.89,329,5859,130,57,123,105,140,85,12,2495,1]
