time,xx,T,415,445,480,515,555,590,630,680,NIR,CLR,Dark
[770252,0,94.83,294,5216,111,48,107,94,127,75,11,2221,1]
[770491,0,94.76,294,5234,111,48,108,94,127,75,11,2227,1]
[770751,0,94.74,294,5226,111,48,108,94,127,75,11,2221,1]
[770991,0,94.74,294,5236,111,48,108,94,127,75,11,2224,1]
[771252,0,94.76,294,5246,111,48,108,94,128,75,11,2226,1]
[771491,0,94.83,298,5254,111,48,108,94,129,76,11,2227,1]
[771752,0,94.94,298,5303,111,48,108,94,129,76,11,2245,1]
[771991,0,95.06,298,5271,111,48,108,94,128,75,11,2231,1]
[772245,0,95.19,299,5280,111,48,108,95,127,76,11,2240,1]
[772491,0,95.27,300,5305,111,48,109,95,128,76,11,2238,1]
[772745,0,95.3,303,5296,111,48,108,95,128,76,11,2255,1]
[772991,0,95.3,303,5294,111,48,108,95,128,76,11,2244,1]
[773252,0,95.27,297,5300,111,48,109,95,129,76,11,2245,1]
[773491,0,95.18,302,5273,111,48,109,95,128,76,11,2245,1]
[773751,0,95.05,302,5282,111,48,109,95,128,76,11,2246,1]
[773991,0,94.9,300,5292,111,47,108,95,128,76,11,2243,1]
[774252,0,94.8,303,5301,111,48,109,95,129,76,11,2249,1]
[774491,0,94.75,303,5299,111,48,109,95,130,76,11,2269,1]
[774745,0,94.74,303,5291,112,48,109,95,130,76,11,2255,1]
[774991,0,94.75,310,5325,112,48,109,95,130,76,11,2252,1]
[775245,0,94.77,304,5306,112,48,109,95,131,76,11,2251,1]
[775491,0,94.85,301,5294,112,48,109,95,131,76,11,2257,1]
[775751,0,94.96,305,5318,112,48,109,95,130,76,11,2249,1]
[776001,0,95.07,305,5323,112,48,109,95,130,76,11,2260,1]
[776252,0,95.19,305,5337,112,48,109,95,130,77,11,2267,1]
[776502,0,95.27,307,5328,112,48,109,96,129,76,11,2261,1]
[776745,0,95.3,300,5311,111,48,109,95,129,76,11,2255,1]
[777002,0,95.3,301,5309,112,48,110,95,130,76,11,2261,1]
[777252,0,95.25,302,5306,111,48,109,95,130,76,11,2261,1]
[777502,0,95.16,305,5318,112,48,110,95,130,77,11,2273,1]
[777745,0,95.06,303,5320,112,48,110,95,130,77,11,2275,1]
[777995,0,94.92,302,5334,112,48,110,96,130,77,11,2276,1]
[778241,0,94.81,304,5353,112,48,110,96,130,77,11,2288,1]
[778502,0,94.76,300,5338,112,48,110,96,129,77,11,2281,1]
[778741,0,94.74,302,5362,112,48,110,96,130,77,11,2289,1]
[779001,0,94.75,306,5354,112,48,110,96,130,77,11,2285,1]
[779252,0,94.76,307,5358,112,48,110,96,131,77,11,2296,1]
[779502,0,94.81,305,5358,112,48,110,96,130,77,11,2289,1]
[779752,0,94.92,304,5355,112,48,110,96,130,77,11,2288,1]
[780002,0,95.06,305,5373,112,48,111,96,130,76,11,2294,1]
[780251,0,95.19,304,5359,112,48,111,96,129,77,11,2293,1]
[780496,0,95.27,301,5374,112,48,110,96,130,77,11,2294,1]
[780752,0,95.3,305,5363,112,48,111,96,130,77,11,2289,1]
[781002,0,95.3,304,5373,112,48,111,96,131,77,11,2285,1]
[781246,0,95.29,308,5396,112,48,110,97,130,78,11,2288,1]
[781501,0,95.19,305,5392,113,48,111,97,131,78,11,2293,1]
[781751,0,95.08,304,5387,112,48,111,97,131,77,11,2305,1]
[781994,0,94.96,304,5393,112,48,111,97,131,77,11,2292,1]
[782252,0,94.85,308,5423,113,48,111,97,132,78,11,2308,1]
[782502,0,94.77,310,5436,113,48,112,97,132,78,11,2302,1]
[782752,0,94.74,310,5432,113,48,112,97,132,78,11,2306,1]
[783002,0,94.74,312,5435,113,48,112,97,132,78,11,2296,1]
[783252,0,94.76,309,5423,113,48,112,97,132,78,11,2301,1]
[783501,0,94.8,309,5403,113,48,111,97,132,78,11,2300,1]
[783745,0,94.9,313,5414,113,48,111,97,132,78,11,2290,1]
[784001,0,94.98,309,5419,113,48,111,97,132,78,11,2290,1]
[784252,0,95.04,310,5399,113,48,111,97,132,78,11,2292,1]
[784501,0,95.1,311,5414,113,48,111,97,132,78,11,2305,1]
[784751,0,95.18,312,5403,113,48,111,97,133,78,11,2295,1]
[785001,0,95.23,312,5398,113,48,111,97,132,78,11,2309,1]
[785252,0,95.25,309,5398,113,48,111,97,132,78,11,2305,1]
[785502,0,95.23,308,5404,112,48,111,97,132,78,11,2299,1]
[785752,0,95.18,309,5420,113,48,111,96,133,78,11,2296,1]
[785995,0,95.1,311,5379,112,48,111,97,132,78,11,2299,1]
[786251,0,94.99,314,5418,113,48,111,97,133,78,11,2317,1]
[786495,0,94.89,312,5413,113,48,111,97,132,78,11,2311,1]
[786745,0,94.8,314,5426,113,48,112,97,133,78,11,2311,1]
[786995,0,94.77,315,5456,113,48,112,97,133,78,11,2321,1]
[787245,0,94.78,316,5464,113,48,112,98,134,79,11,2326,1]
[787502,0,94.82,318,5475,114,48,113,98,134,79,11,2338,1]
[787745,0,94.91,319,5481,114,48,113,98,133,79,11,2332,1]
[787993,0,94.99,315,5456,113,48,112,98,132,79,11,2323,1]
[788252,0,95.05,311,5443,113,48,112,98,133,78,11,2320,1]
[788504,0,95.13,315,5443,113,48,112,98,133,78,11,2319,1]
[788752,0,95.22,318,5456,113,48,112,98,132,78,11,2317,1]
[789002,0,95.25,316,5459,113,48,112,98,133,78,11,2334,1]
[789251,0,95.27,314,5433,113,48,111,98,133,78,11,2335,1]
[789502,0,95.24,314,5457,113,48,113,98,133,79,11,2339,1]
[789745,0,95.14,319,5472,113,48,113,98,133,79,11,2348,1]
[790002,0,95.05,316,5480,113,48,112,98,133,78,11,2344,1]
[790245,0,94.94,314,5465,113,48,113,98,132,79,11,2332,1]
[790502,0,94.83,317,5462,113,48,112,98,132,78,11,2332,1]
[790745,0,94.77,314,5452,113,48,112,98,133,79,11,2327,1]
[791002,0,94.75,314,5484,113,48,112,98,132,79,11,2337,1]
[791251,0,94.79,316,5480,113,48,112,98,133,79,11,2329,1]
[791502,0,94.88,317,5481,113,48,112,98,132,78,11,2327,1]
[791751,0,94.96,309,5445,113,48,112,98,132,78,11,2321,1]
[792002,0,95.01,314,5449,113,48,112,98,133,78,11,2321,1]
[792251,0,95.07,315,5463,113,48,112,98,132,78,11,2327,1]
[792495,0,95.12,312,5468,113,48,112,98,133,78,11,2327,1]
[792745,0,95.19,310,5458,113,48,112,98,132,78,11,2338,1]
[793001,0,95.24,312,5443,113,48,112,98,132,78,11,2334,1]
[793252,0,95.22,315,5469,113,48,112,98,133,79,11,2334,1]
[793501,0,95.16,315,5480,113,48,113,98,133,79,11,2338,1]
[793751,0,95.08,317,5474,113,48,113,98,134,79,11,2336,1]
[794002,0,94.99,317,5483,113,48,112,98,134,79,11,2345,1]
[794251,0,94.9,314,5471,113,48,112,98,134,79,11,2351,1]
[794502,0,94.81,311,5469,113,48,112,98,133,79,11,2346,1]
[794751,0,94.77,312,5485,113,48,113,98,133,78,11,2345,1]
[795002,0,94.78,312,5460,113,48,113,98,133,78,11,2338,1]
[795251,0,94.83,312,5480,113,48,113,98,133,78,11,2342,1]
[795501,0,94.93,312,5495,113,48,113,99,134,79,11,2354,1]
[795752,0,95,310,5501,113,48,113,98,134,79,11,2352,1]
[796001,0,95.11,308,5462,113,48,112,98,134,79,11,2347,1]
[796241,0,95.16,306,5462,113,48,112,98,133,79,11,2343,1]
[796502,0,95.03,306,5475,113,48,112,98,133,79,11,2332,1]
[796741,0,94.62,306,5450,113,48,113,98,133,79,11,2342,1]
[797002,0,93.84,311,5475,113,48,113,98,134,79,11,2345,1]
[797251,0,92.64,314,5498,114,48,113,98,134,79,11,2341,1]
[797495,0,91.07,317,5497,114,49,113,98,134,79,11,2334,1]
[797752,0,89.19,317,5514,115,49,114,98,135,79,11,2343,1]
[798002,0,87.13,319,5533,116,50,114,98,135,79,11,2346,1]
[798245,0,84.96,315,5523,117,50,114,98,135,80,11,2360,1]
[798502,0,82.79,315,5484,118,51,114,99,134,79,11,2345,1]
[798751,0,80.68,313,5502,120,52,114,99,134,79,11,2357,1]
[798995,0,78.67,312,5497,121,52,114,99,134,79,11,2363,1]
[799251,0,76.79,312,5493,123,54,115,99,135,80,12,2361,1]
[799501,0,75.02,313,5514,125,55,115,100,134,80,11,2340,1]
[799751,0,73.37,312,5502,127,56,115,99,135,80,12,2352,1]
[800001,0,71.83,318,5480,129,57,115,99,135,79,12,2350,1]
[800251,0,70.36,327,5514,131,58,117,100,136,80,12,2356,1]
[800504,0,68.95,331,5517,134,60,117,100,136,80,12,2346,1]
[800751,0,67.59,315,5476,136,61,117,99,135,80,12,2345,1]
[801002,0,66.26,313,5448,138,62,116,99,134,79,12,2334,1]
[801251,0,65,307,5414,141,64,117,99,133,79,12,2341,1]
[801502,0,63.85,308,5403,143,65,117,99,133,79,12,2328,1]
[801745,0,62.87,310,5420,146,67,118,99,134,79,12,2331,1]
[802001,0,62.12,310,5413,149,69,118,99,133,79,12,2332,1]
[802251,0,61.62,304,5395,152,70,118,99,132,80,12,2329,1]
[802495,0,61.36,305,5395,154,71,119,99,133,80,12,2330,1]
[802752,0,61.27,308,5409,157,73,120,101,133,80,12,2337,1]
[803001,0,61.26,306,5424,160,74,120,100,132,80,12,2347,1]
[803251,0,61.3,304,5407,162,75,120,100,132,80,13,2337,1]
[803501,0,61.37,304,5397,164,76,120,100,132,80,13,2340,1]
[803751,0,61.5,304,5379,166,78,120,100,131,80,13,2331,1]
[804001,0,61.66,303,5377,168,79,121,100,132,80,13,2333,1]
[804251,0,61.88,301,5379,170,80,121,100,132,80,13,2337,1]
[804502,0,62.14,302,5401,171,81,121,100,131,80,13,2329,1]
[804741,0,62.44,302,5376,173,81,121,100,131,80,13,2315,1]
[804995,0,62.78,300,5368,174,82,122,100,131,80,13,2324,1]
[805241,0,63.12,300,5371,175,83,122,100,132,80,13,2332,1]
[805501,0,63.46,299,5366,177,84,122,100,132,80,13,2311,1]
[805741,0,63.76,298,5347,178,84,122,100,131,80,13,2308,1]
[806001,0,64.01,300,5344,180,85,123,101,133,80,13,2328,1]
[806241,0,64.19,299,5352,181,86,123,101,132,80,13,2329,1]
[806502,0,64.3,299,5344,182,87,123,101,131,80,13,2325,1]
[806741,0,64.37,299,5325,183,87,122,101,132,80,13,2322,1]
[807002,0,64.4,299,5329,184,88,123,101,132,80,13,2329,1]
[807241,0,64.41,299,5336,186,89,123,101,131,80,13,2333,1]
[807501,0,64.4,300,5341,187,89,123,101,131,80,13,2341,1]
[807741,0,64.37,301,5335,189,90,124,101,132,80,13,2340,1]
[807995,0,64.35,300,5340,189,91,124,101,132,80,13,2328,1]
[808251,0,64.35,298,5318,191,91,124,101,132,80,13,2323,1]
[808502,0,64.37,298,5303,191,92,124,101,131,80,13,2327,1]
[808741,0,64.39,299,5305,193,93,124,101,131,80,13,2337,1]
[809002,0,64.44,298,5299,194,93,124,101,131,80,13,2327,1]
[809241,0,64.49,299,5309,195,93,124,101,132,80,13,2329,1]
[809501,0,64.56,298,5309,195,94,124,101,132,80,13,2324,1]
[809741,0,64.62,299,5325,196,95,125,101,132,80,13,2321,1]
[810001,0,64.67,299,5307,197,95,125,101,132,80,13,2321,1]
[810241,0,64.71,298,5272,198,96,125,101,132,80,13,2319,1]
[810502,0,64.75,299,5291,199,95,125,101,132,80,13,2317,1]
[810741,0,64.8,298,5281,199,96,124,101,131,80,13,2317,1]
[811001,0,64.85,296,5284,200,97,125,101,131,80,14,2316,1]
[811241,0,64.88,297,5289,201,97,125,101,131,80,14,2318,1]
[811501,0,64.89,297,5294,201,97,125,101,132,80,14,2318,1]
[811741,0,64.91,298,5289,202,98,125,101,132,80,14,2316,1]
[811996,0,64.91,296,5269,203,98,125,101,130,80,14,2310,1]
[812241,0,64.9,294,5273,203,98,125,101,131,80,14,2307,1]
[812495,0,64.89,295,5271,203,98,125,101,130,80,14,2308,1]
[812741,0,64.89,294,5256,204,98,125,101,130,80,13,2297,1]
[812995,0,64.89,293,5251,205,99,125,101,130,80,14,2302,1]
[813245,0,64.89,294,5250,205,99,125,101,130,80,14,2298,1]
[813502,0,64.89,294,5260,206,100,125,101,131,80,14,2294,1]
[813752,0,64.9,294,5265,206,100,125,101,130,80,14,2301,1]
[814002,0,64.9,294,5259,207,100,125,101,131,80,14,2302,1]
[814241,0,64.91,294,5253,207,101,125,101,130,80,14,2305,1]
[814502,0,64.94,294,5253,208,101,126,101,130,80,14,2306,1]
[814741,0,64.96,294,5240,208,100,125,100,130,80,14,2300,1]
[815002,0,64.96,294,5234,209,100,126,101,130,79,14,2295,1]
[815252,0,64.97,292,5249,209,101,126,101,130,80,14,2292,1]
[815502,0,64.97,293,5252,209,102,125,100,130,79,14,2284,1]
[815752,0,64.96,293,5232,210,102,126,101,130,80,14,2293,1]
[816002,0,64.96,294,5235,209,101,126,101,130,80,14,2308,1]
[816245,0,64.96,292,5222,210,102,126,101,130,80,14,2303,1]
[816501,0,64.96,292,5219,211,102,125,101,129,80,14,2302,1]
[816752,0,65.15,292,5227,211,102,126,101,129,80,14,2304,1]
[817001,0,65.71,292,5232,211,103,125,100,129,80,14,2298,1]
[817251,0,66.83,292,5221,209,101,125,100,129,79,14,2295,1]
[817502,0,68.48,292,5214,208,101,125,100,129,79,14,2294,1]
[817752,0,70.52,291,5217,206,99,124,100,130,80,13,2289,1]
[818001,0,72.66,291,5218,204,98,124,100,129,80,13,2285,1]
[818246,0,74.66,293,5231,201,97,124,99,129,79,13,2292,1]
[818501,0,76.53,292,5229,199,95,123,99,129,79,13,2285,1]
[818749,0,78.3,292,5227,196,94,123,99,129,79,13,2277,1]
[819001,0,80,293,5220,193,93,122,99,129,79,13,2279,1]
[819251,0,81.63,291,5201,191,91,121,99,128,78,13,2267,1]
[819501,0,83.18,291,5203,188,90,121,99,128,78,13,2262,1]
[819752,0,84.63,291,5211,186,88,120,98,128,78,13,2266,1]
[819995,0,85.99,289,5197,183,87,119,98,128,78,13,2253,1]
[820244,0,87.29,289,5194,180,86,119,98,128,78,13,2257,1]
[820501,0,88.55,290,5205,178,84,119,98,128,78,13,2263,1]
[820751,0,89.81,292,5195,175,83,118,97,128,78,13,2262,1]
[821001,0,91.11,291,5197,172,81,118,97,127,77,12,2258,1]
[821251,0,92.48,291,5216,170,80,117,97,127,78,12,2257,1]
[821502,0,93.92,291,5196,167,77,117,97,127,77,12,2254,1]
[821752,0,95.48,291,5206,164,76,116,97,127,77,12,2256,1]
[822002,0,97.14,293,5203,161,75,115,96,127,77,12,2238,1]
[822252,0,98.82,292,5218,157,73,115,96,126,77,12,2248,1]
[822502,0,100.5,292,5238,154,71,115,96,127,77,12,2250,1]
[822751,0,102.15,293,5222,151,69,114,96,127,77,12,2245,1]
[822995,0,103.62,294,5252,148,67,114,96,128,77,12,2255,1]
[823251,0,104.62,294,5250,145,66,114,96,128,77,12,2256,1]
[823495,0,105,294,5285,143,65,114,96,128,77,12,2266,1]
[823751,0,104.75,294,5271,140,63,113,96,127,77,12,2252,1]
[824002,0,104.02,292,5245,138,62,112,95,127,77,12,2247,1]
[824245,0,103,293,5238,137,61,112,95,127,77,11,2248,1]
[824511,0,101.84,294,5271,136,61,112,96,128,77,12,2258,1]
[824752,0,100.64,293,5249,134,60,112,95,127,77,11,2260,1]
[825001,0,99.53,295,5276,133,59,112,96,128,77,11,2264,1]
[825251,0,98.58,295,5296,133,59,112,96,128,77,11,2276,1]
[825502,0,97.8,297,5306,132,59,113,97,129,77,12,2278,1]
[825752,0,97.3,298,5312,131,58,112,97,130,77,11,2278,1]
[826002,0,97.13,299,5336,130,58,112,97,130,78,11,2278,1]
[826242,0,97.31,299,5311,129,57,112,96,129,77,11,2277,1]
[826502,0,97.78,299,5344,128,57,112,96,130,77,11,2284,1]
[826745,0,98.48,299,5350,127,56,112,97,130,77,11,2289,1]
[826995,0,99.34,300,5351,126,55,112,97,131,77,11,2288,1]
[827252,0,100.22,303,5365,125,55,112,97,130,78,11,2291,1]
[827502,0,101.01,302,5385,124,54,112,97,130,78,11,2297,1]
[827752,0,101.61,302,5367,122,53,112,97,130,78,11,2297,1]
[828002,0,101.94,303,5402,121,53,112,97,131,78,11,2309,1]
[828245,0,101.95,302,5396,120,52,112,97,131,78,11,2303,1]
[828502,0,101.68,304,5385,120,52,112,97,131,78,11,2311,1]
[828752,0,101.2,304,5389,119,51,112,97,131,78,11,2310,1]
[829002,0,100.6,302,5388,118,51,111,97,131,78,11,2305,1]
[829252,0,99.97,302,5400,118,51,111,97,131,78,11,2314,1]
[829501,0,99.37,303,5396,117,50,111,97,131,78,11,2308,1]
[829752,0,98.88,303,5400,117,50,112,97,131,78,11,2313,1]
[830001,0,98.58,305,5434,117,50,112,98,131,78,11,2325,1]
[830252,0,98.35,307,5447,117,50,112,97,131,78,11,2325,1]
[830502,0,98.03,305,5422,116,50,112,97,131,78,11,2313,1]
[830752,0,97.52,306,5432,116,50,112,97,131,78,11,2326,1]
[830995,0,96.76,307,5450,116,49,112,97,132,78,11,2330,1]
[831245,0,95.69,307,5438,116,50,112,97,132,78,11,2322,1]
[831502,0,94.3,307,5451,116,50,113,98,133,78,11,2323,1]
[831745,0,92.61,307,5459,117,50,113,98,132,78,11,2335,1]
[832002,0,90.66,308,5452,117,50,113,98,133,79,11,2338,1]
[832251,0,88.6,312,5468,118,51,113,98,133,79,11,2336,1]
[832495,0,86.5,316,5456,119,51,113,98,133,79,11,2340,1]
[832741,0,84.43,316,5473,120,52,114,99,134,79,11,2340,1]
[833002,0,82.41,319,5517,122,53,114,99,135,79,11,2348,1]
[833251,0,80.49,313,5489,123,53,114,99,134,79,11,2346,1]
[833501,0,78.7,314,5502,125,54,114,99,133,79,12,2344,1]
[833752,0,77.03,321,5494,127,55,115,99,135,80,12,2350,1]
[834001,0,75.47,319,5481,128,56,115,99,135,80,12,2347,1]
[834245,0,73.99,322,5491,130,58,116,99,134,79,12,2353,1]
[834501,0,72.58,315,5473,132,59,116,99,133,79,12,2358,1]
[834751,0,71.22,317,5463,135,60,117,100,134,80,12,2356,1]
[835001,0,69.91,311,5478,137,61,117,99,133,80,12,2350,1]
[835245,0,68.61,305,5456,140,63,117,100,133,80,12,2348,1]
[835495,0,67.32,308,5441,142,64,117,100,133,80,12,2340,1]
[835751,0,66.04,310,5426,145,66,118,100,133,80,12,2344,1]
[836001,0,64.84,307,5429,148,68,118,100,133,80,12,2349,1]
[836251,0,63.75,312,5436,151,69,118,100,133,80,12,2342,1]
[836502,0,62.83,313,5439,154,71,119,100,133,80,12,2341,1]
[836745,0,62.14,306,5415,156,72,119,100,133,80,12,2348,1]
[837001,0,61.7,306,5414,159,74,120,100,132,80,13,2350,1]
[837245,0,61.47,302,5381,161,75,120,100,132,80,12,2340,1]
[837501,0,61.4,304,5391,164,76,120,100,132,80,12,2334,1]
[837745,0,61.4,302,5389,166,77,120,100,132,80,13,2328,1]
[838001,0,61.45,302,5374,168,79,121,100,132,80,13,2330,1]
[838252,0,61.53,301,5388,170,80,121,100,132,80,13,2330,1]
[838501,0,61.64,300,5374,172,81,121,100,131,80,13,2325,1]
[838752,0,61.79,299,5362,174,82,121,100,132,80,13,2324,1]
[839002,0,61.99,300,5371,175,83,122,100,132,80,13,2316,1]
[839252,0,62.22,300,5370,177,84,122,100,131,80,13,2332,1]
[839501,0,62.5,301,5364,178,84,122,100,131,80,13,2319,1]
[839751,0,62.81,299,5332,179,85,122,100,131,80,13,2316,1]
[840002,0,63.12,297,5308,180,86,122,100,130,80,13,2307,1]
[840251,0,63.43,298,5318,182,86,122,100,131,80,13,2321,1]
[840501,0,63.7,298,5335,183,87,122,100,131,80,13,2313,1]
[840751,0,63.93,299,5317,184,88,123,100,131,80,13,2323,1]
[841002,0,64.11,298,5317,185,87,123,100,132,80,13,2322,1]
[841245,0,64.24,297,5340,186,89,123,101,131,80,13,2328,1]
[841501,0,64.32,300,5347,187,89,123,100,132,80,13,2322,1]
[841751,0,64.38,300,5367,188,90,123,100,132,80,13,2325,1]
[842002,0,64.4,299,5334,189,90,123,101,132,80,13,2325,1]
[842251,0,64.41,298,5337,190,91,124,100,132,80,13,2326,1]
[842501,0,64.4,296,5319,191,92,124,100,131,80,13,2315,1]
[842752,0,64.4,296,5300,192,91,124,101,131,80,13,2311,1]
[842991,0,64.41,298,5320,193,93,124,101,131,80,13,2320,1]
[843251,0,64.45,297,5309,194,92,124,101,131,80,13,2314,1]
[843491,0,64.49,296,5297,194,94,124,101,130,80,13,2314,1]
[843745,0,64.52,296,5305,195,94,124,101,131,80,13,2317,1]
[843991,0,64.56,299,5315,197,94,125,101,131,80,13,2325,1]
[844252,0,64.6,300,5305,197,95,125,101,131,80,13,2322,1]
[844491,0,64.63,300,5311,198,95,125,102,131,80,13,2330,1]
[844752,0,64.65,301,5304,199,96,125,101,131,80,13,2326,1]
[844991,0,64.66,298,5313,200,97,125,101,131,80,13,2323,1]
[845252,0,64.7,300,5304,201,97,126,101,131,80,14,2325,1]
[845491,0,64.74,299,5291,201,96,126,101,131,80,14,2315,1]
[845751,0,64.77,297,5296,202,98,126,102,131,81,14,2317,1]
[845991,0,64.82,298,5310,203,98,126,102,131,80,14,2323,1]
[846126,0,64.85,296,5294,203,98,125,100,131,80,13,2321,1]
[846271,1,64.87,297,5306,203,98,126,100,131,80,14,2321,1]
[846491,1,64.89,296,5301,204,99,126,101,131,80,14,2320,1]
[846752,1,65.03,296,5287,204,99,126,101,131,80,14,2326,1]
[847000,1,65.5,298,5311,205,99,126,101,131,80,14,2329,1]
[847251,1,66.48,297,5279,204,99,126,101,131,80,14,2332,1]
[847501,1,68.03,296,5282,203,98,125,101,130,80,13,2320,1]
[847751,1,70.01,296,5283,201,97,125,101,131,80,13,2325,1]
[848001,1,72.18,297,5266,199,96,124,100,131,80,13,2311,1]
[848245,1,74.24,296,5277,197,95,124,100,131,80,13,2317,1]
[848501,1,76.09,297,5276,195,93,124,100,131,80,13,2305,1]
[848752,1,77.81,297,5276,193,92,123,100,130,80,13,2300,1]
[849001,1,79.45,295,5277,190,91,123,100,130,79,13,2314,1]
[849252,1,81.02,295,5274,188,90,122,100,130,79,13,2302,1]
[849501,1,82.52,295,5291,186,89,122,99,130,79,13,2295,1]
[849752,1,83.96,295,5282,183,87,122,99,130,79,13,2298,1]
[850001,1,85.33,295,5287,181,86,121,99,130,79,13,2297,1]
[850252,1,86.66,294,5269,179,85,121,99,130,79,13,2299,1]
[850501,1,87.98,295,5281,176,84,120,99,130,79,13,2287,1]
[850751,1,89.33,297,5285,174,82,120,98,129,79,13,2302,1]
[850991,1,90.72,297,5261,171,81,120,98,129,79,13,2287,1]
[851251,1,92.18,297,5264,169,79,119,98,129,78,12,2288,1]
[851502,1,93.68,295,5279,166,78,118,98,129,78,12,2285,1]
[851751,1,95.23,295,5298,163,76,117,97,128,78,12,2281,1]
[852002,1,96.85,295,5269,160,74,117,97,129,78,12,2280,1]
[852251,1,98.52,294,5277,157,73,116,97,129,78,12,2268,1]
[852495,1,100.21,296,5258,154,71,115,96,128,78,12,2273,1]
[852752,1,101.95,295,5258,151,69,115,96,128,77,12,2262,1]
[853001,1,103.55,295,5250,148,68,115,96,128,76,12,2273,1]
[853252,1,104.73,295,5259,146,66,114,96,128,77,12,2271,1]
[853502,1,105.3,296,5269,143,65,113,96,128,77,12,2265,1]
[853748,1,105.2,295,5269,141,64,113,96,127,77,12,2254,1]
[854002,1,104.58,294,5236,139,63,112,95,127,77,11,2252,1]
[854251,1,103.6,295,5233,137,62,112,95,126,76,11,2239,1]
[854502,1,102.45,295,5236,136,61,112,95,127,76,11,2242,1]
[854752,1,101.25,295,5235,135,60,111,95,126,76,11,2253,1]
[855002,1,100.07,295,5218,133,60,111,95,127,76,11,2247,1]
[855245,1,99.01,294,5215,132,59,111,95,127,76,11,2233,1]
[855502,1,98.11,294,5247,131,58,111,95,127,76,11,2244,1]
[855745,1,97.41,293,5226,130,58,111,95,126,76,11,2241,1]
[856002,1,97.01,293,5215,129,57,110,95,127,76,11,2240,1]
[856245,1,96.95,295,5244,128,57,111,95,128,76,11,2245,1]
[856495,1,97.22,294,5227,127,56,110,95,127,76,11,2249,1]
[856745,1,97.78,298,5246,125,55,110,95,127,76,11,2243,1]
[856995,1,98.56,296,5254,124,54,110,95,127,76,11,2254,1]
[857252,1,99.45,294,5235,123,54,110,95,128,76,11,2236,1]
[857502,1,100.36,301,5264,121,53,110,95,127,76,11,2244,1]
[857752,1,101.14,297,5256,120,52,109,94,127,76,11,2237,1]
[858001,1,101.66,297,5259,119,51,109,95,128,76,11,2246,1]
[858251,1,101.88,297,5288,118,51,109,95,128,76,11,2259,1]
[858502,1,101.79,296,5296,117,50,109,95,128,76,11,2247,1]
[858745,1,101.43,297,5275,116,50,109,95,127,76,11,2258,1]
[858995,1,100.91,298,5292,115,49,109,95,128,76,11,2264,1]
[859245,1,100.32,300,5290,114,49,109,95,128,76,11,2244,1]
[859501,1,99.71,299,5285,114,48,109,95,128,76,11,2245,1]
[859752,1,99.15,301,5316,113,48,109,95,128,77,11,2262,1]
[859995,1,98.71,299,5327,113,48,109,95,129,77,11,2269,1]
[860252,1,98.4,302,5331,113,48,109,95,129,77,11,2267,1]
[860501,1,98.04,302,5349,113,48,110,96,129,77,11,2271,1]
[860751,1,97.54,303,5371,113,48,110,96,129,77,11,2284,1]
[861001,1,96.85,302,5394,113,48,111,97,130,78,11,2292,1]
[861241,1,95.9,310,5411,113,48,111,97,131,78,11,2302,1]
[861501,1,94.64,314,5434,113,48,111,97,131,78,11,2308,1]
[861741,1,93.06,309,5408,114,48,112,97,132,78,11,2309,1]
[862001,1,91.21,306,5399,114,49,112,97,132,78,11,2315,1]
[862251,1,89.21,305,5409,115,49,112,97,132,78,11,2325,1]
[862502,1,87.14,308,5409,116,50,112,97,132,78,11,2315,1]
[862745,1,85.06,312,5424,117,50,112,97,132,78,11,2315,1]
[863002,1,83.04,313,5429,118,51,112,97,132,78,11,2316,1]
[863251,1,81.12,316,5402,119,52,112,97,131,78,11,2308,1]
[863501,1,79.32,310,5402,121,52,112,97,132,78,11,2301,1]
[863751,1,77.65,311,5403,122,53,113,97,132,78,11,2302,1]
[864001,1,76.09,303,5397,124,54,113,97,133,78,11,2304,1]
[864251,1,74.62,308,5393,126,55,113,97,133,78,11,2303,1]
[864502,1,73.23,310,5416,128,57,113,98,131,79,11,2312,1]
[864752,1,71.89,309,5403,130,58,114,98,131,78,12,2312,1]
[864993,1,70.57,303,5387,132,59,114,97,131,78,12,2295,1]
[865248,1,69.28,301,5347,135,61,114,97,130,78,12,2298,1]
[865501,1,67.97,302,5352,137,62,115,97,130,78,12,2301,1]
[865751,1,66.68,300,5351,140,63,115,97,130,78,12,2296,1]
[866001,1,65.44,299,5348,143,65,115,98,130,78,12,2306,1]
[866252,1,64.3,300,5333,146,67,116,98,130,78,12,2301,1]
[866502,1,63.33,301,5333,149,68,117,98,131,78,12,2313,1]
[866752,1,62.57,300,5340,151,70,117,99,131,79,12,2301,1]
[867002,1,62.05,299,5335,154,71,117,98,130,79,12,2306,1]
[867251,1,61.75,299,5317,157,73,118,98,131,79,12,2299,1]
[867495,1,61.63,298,5327,159,74,118,98,130,79,12,2296,1]
[867751,1,61.62,296,5298,161,75,119,99,131,79,12,2290,1]
[868002,1,61.65,297,5303,163,76,119,98,130,79,12,2298,1]
[868252,1,61.7,299,5307,165,78,119,98,129,79,12,2298,1]
[868501,1,61.79,299,5326,167,79,120,99,129,79,13,2302,1]
[868745,1,61.91,296,5291,169,80,120,98,129,78,13,2295,1]
[868995,1,62.04,298,5308,171,81,120,99,130,79,13,2296,1]
[869251,1,62.2,296,5287,173,82,120,99,130,79,13,2299,1]
[869501,1,62.4,295,5264,174,82,120,99,129,79,13,2289,1]
