timeSinceBoot,,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,liquid2,dataQStg1Slug,Stage1 P Term,Stage1 I Term,Stage1 D Term,Stage1 FF Term,,Stage1 Actual TEC Temp Rate,Stage1 Prior Target TEC Ramp Rate
8777.21,195.878,89.98,89.98,90,90,,,,,,,,,,,,,,
8777.21,195.878,89.98,89.98,90,90,,,,,,,,,,,,,,
8777.21,195.878,89.98,89.98,90,90,,,,,,,,,,,,,,
8777.36,196.028,89.95,89.95,90,90,,,,,,,,,,,,,,
8777.36,196.028,89.95,89.95,90,90,,,,,,,,,,,,,,
8777.36,196.028,89.95,89.95,90,90,,,,,,,,,,,,,,
8777.36,196.028,89.95,89.95,90,90,,,,,,,,,,,,,,
8777.36,196.028,89.95,89.95,90,90,,,,,,,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.51,196.178,89.96,89.96,90,90,,,,,79.43,86.61,,,,,,,,
8777.66,196.328,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.66,196.328,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.66,196.328,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.66,196.328,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.66,196.328,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.811,196.479,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.811,196.479,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.811,196.479,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.811,196.479,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.811,196.479,89.99,89.99,90,90,,,,,,,,,,,,,,
8777.96,196.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8777.96,196.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8777.96,196.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8777.96,196.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8777.96,196.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8778.11,196.778,89.97,89.97,90,90,,,,,,,,,,,,,,
8778.11,196.778,89.97,89.97,90,90,,,,,,,,,,,,,,
8778.11,196.778,89.97,89.97,90,90,,,,,,,,,,,,,,
8778.11,196.778,89.97,89.97,90,90,,,,,,,,,,,,,,
8778.11,196.778,89.97,89.97,90,90,,,,,,,,,,,,,,
8778.26,196.928,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.26,196.928,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.26,196.928,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.26,196.928,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.26,196.928,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.41,197.078,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.41,197.078,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.41,197.078,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.41,197.078,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.41,197.078,89.99,89.99,90,90,,,,,,,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.56,197.228,89.99,89.99,90,90,,,,,79.57,86.67,,,,,,,,
8778.71,197.378,90,90,90,90,,,,,,,,,,,,,,
8778.71,197.378,90,90,90,90,,,,,,,,,,,,,,
8778.71,197.378,90,90,90,90,,,,,,,,,,,,,,
8778.71,197.378,90,90,90,90,,,,,,,,,,,,,,
8778.71,197.378,90,90,90,90,,,,,,,,,,,,,,
8778.86,197.528,89.98,89.98,90,90,,,,,,,,,,,,,,
8778.86,197.528,89.98,89.98,90,90,,,,,,,,,,,,,,
8778.86,197.528,89.98,89.98,90,90,,,,,,,,,,,,,,
8778.86,197.528,89.98,89.98,90,90,,,,,,,,,,,,,,
8778.86,197.528,89.98,89.98,90,90,,,,,,,,,,,,,,
8779.01,197.678,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.01,197.678,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.01,197.678,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.01,197.678,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.01,197.678,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.16,197.828,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.16,197.828,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.16,197.828,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.16,197.828,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.16,197.828,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.31,197.978,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.31,197.978,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.31,197.978,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.31,197.978,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.31,197.978,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.46,198.128,90.01,90.01,90,90,,,,,79.51,86.69,,,,,,,,
8779.61,198.278,90.02,90.02,90,90,,,,,,,,,,,,,,
8779.61,198.278,90.02,90.02,90,90,,,,,,,,,,,,,,
8779.61,198.278,90.02,90.02,90,90,,,,,,,,,,,,,,
8779.61,198.278,90.02,90.02,90,90,,,,,,,,,,,,,,
8779.61,198.278,90.02,90.02,90,90,,,,,,,,,,,,,,
8779.76,198.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.76,198.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.76,198.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.76,198.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.76,198.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8779.91,198.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8779.91,198.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8779.91,198.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8779.91,198.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8779.91,198.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8780.061,198.729,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.061,198.729,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.061,198.729,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.061,198.729,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.061,198.729,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.21,198.878,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.21,198.878,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.21,198.878,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.21,198.878,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.21,198.878,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.36,199.028,90.01,90.01,90,90,,,,,,,,,,,,,,
8780.36,199.028,90.01,90.01,90,90,,,,,,,,,,,,,,
8780.36,199.028,90.01,90.01,90,90,,,,,,,,,,,,,,
8780.36,199.028,90.01,90.01,90,90,,,,,,,,,,,,,,
8780.36,199.028,90.01,90.01,90,90,,,,,,,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.51,199.178,90.04,90.04,90,90,,,,,79.56,86.67,,,,,,,,
8780.66,199.328,90.04,90.04,90,90,,,,,,,,,,,,,,
8780.66,199.328,90.04,90.04,90,90,,,,,,,,,,,,,,
8780.66,199.328,90.04,90.04,90,90,,,,,,,,,,,,,,
8780.66,199.328,90.04,90.04,90,90,,,,,,,,,,,,,,
8780.66,199.328,90.04,90.04,90,90,,,,,,,,,,,,,,
8780.81,199.478,90.05,90.05,90,90,,,,,,,,,,,,,,
8780.81,199.478,90.05,90.05,90,90,,,,,,,,,,,,,,
8780.81,199.478,90.05,90.05,90,90,,,,,,,,,,,,,,
8780.81,199.478,90.05,90.05,90,90,,,,,,,,,,,,,,
8780.81,199.478,90.05,90.05,90,90,,,,,,,,,,,,,,
8780.96,199.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.96,199.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.96,199.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.96,199.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8780.96,199.628,90.02,90.02,90,90,,,,,,,,,,,,,,
8781.111,199.779,90.02,90.02,90,90,,,,,,,,,,,,,,
8781.111,199.779,90.02,90.02,90,90,,,,,,,,,,,,,,
8781.111,199.779,90.02,90.02,90,90,,,,,,,,,,,,,,
8781.111,199.779,90.02,90.02,90,90,,,,,,,,,,,,,,
8781.111,199.779,90.02,90.02,90,90,,,,,,,,,,,,,,
8781.26,199.928,90.03,90.03,90,90,,,,,,,,,,,,,,
8781.26,199.928,90.03,90.03,90,90,,,,,,,,,,,,,,
8781.26,199.928,90.03,90.03,90,90,,,,,,,,,,,,,,
8781.26,199.928,90.03,90.03,90,90,,,,,,,,,,,,,,
8781.26,199.928,90.03,90.03,90,90,,,,,,,,,,,,,,
8781.41,200.078,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.41,200.078,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.41,200.078,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.41,200.078,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.41,200.078,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.56,200.228,90.04,90.04,90,90,,,,,79.51,86.66,,,,,,,,
8781.71,200.378,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.71,200.378,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.71,200.378,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.71,200.378,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.71,200.378,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.86,200.528,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.86,200.528,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.86,200.528,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.86,200.528,90.04,90.04,90,90,,,,,,,,,,,,,,
8781.86,200.528,90.04,90.04,90,90,,,,,,,,,,,,,,
8782.01,200.678,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.01,200.678,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.01,200.678,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.01,200.678,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.01,200.678,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.16,200.828,90,90,90,90,,,,,,,,,,,,,,
8782.16,200.828,90,90,90,90,,,,,,,,,,,,,,
8782.16,200.828,90,90,90,90,,,,,,,,,,,,,,
8782.16,200.828,90,90,90,90,,,,,,,,,,,,,,
8782.16,200.828,90,90,90,90,,,,,,,,,,,,,,
8782.31,200.978,90.02,90.02,90,90,,,,,,,,,,,,,,
8782.31,200.978,90.02,90.02,90,90,,,,,,,,,,,,,,
8782.31,200.978,90.02,90.02,90,90,,,,,,,,,,,,,,
8782.31,200.978,90.02,90.02,90,90,,,,,,,,,,,,,,
8782.31,200.978,90.02,90.02,90,90,,,,,,,,,,,,,,
8782.46,201.128,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.46,201.128,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.46,201.128,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.46,201.128,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.46,201.128,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.61,201.278,90.02,90.02,90,90,,,,,79.47,86.76,,,,,,,,
8782.76,201.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.76,201.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.76,201.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.76,201.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.76,201.428,90.01,90.01,90,90,,,,,,,,,,,,,,
8782.91,201.578,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.91,201.578,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.91,201.578,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.91,201.578,89.99,89.99,90,90,,,,,,,,,,,,,,
8782.91,201.578,89.99,89.99,90,90,,,,,,,,,,,,,,
8783.06,201.728,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.06,201.728,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.06,201.728,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.06,201.728,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.06,201.728,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.21,201.878,89.99,89.99,90,90,,,,,,,,,,,,,,
8783.21,201.878,89.99,89.99,90,90,,,,,,,,,,,,,,
8783.21,201.878,89.99,89.99,90,90,,,,,,,,,,,,,,
8783.21,201.878,89.99,89.99,90,90,,,,,,,,,,,,,,
8783.21,201.878,89.99,89.99,90,90,,,,,,,,,,,,,,
8783.361,202.029,89.98,89.98,90,90,,,,,,,,,,,,,,
8783.361,202.029,89.98,89.98,90,90,,,,,,,,,,,,,,
8783.361,202.029,89.98,89.98,90,90,,,,,,,,,,,,,,
8783.361,202.029,89.98,89.98,90,90,,,,,,,,,,,,,,
8783.361,202.029,89.98,89.98,90,90,,,,,,,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.51,202.178,89.96,89.96,90,90,,,,,79.51,86.64,,,,,,,,
8783.66,202.328,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.66,202.328,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.66,202.328,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.66,202.328,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.66,202.328,89.97,89.97,90,90,,,,,,,,,,,,,,
8783.81,202.478,89.95,89.95,90,90,,,,,,,,,,,,,,
8783.81,202.478,89.95,89.95,90,90,,,,,,,,,,,,,,
8783.81,202.478,89.95,89.95,90,90,,,,,,,,,,,,,,
8783.81,202.478,89.95,89.95,90,90,,,,,,,,,,,,,,
8783.81,202.478,89.95,89.95,90,90,,,,,,,,,,,,,,
8783.96,202.628,89.96,89.96,90,90,,,,,,,,,,,,,,
8783.96,202.628,89.96,89.96,90,90,,,,,,,,,,,,,,
8783.96,202.628,89.96,89.96,90,90,,,,,,,,,,,,,,
8783.96,202.628,89.96,89.96,90,90,,,,,,,,,,,,,,
8783.96,202.628,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.11,202.778,89.94,89.94,90,90,,,,,,,,,,,,,,
8784.11,202.778,89.94,89.94,90,90,,,,,,,,,,,,,,
8784.11,202.778,89.94,89.94,90,90,,,,,,,,,,,,,,
8784.11,202.778,89.94,89.94,90,90,,,,,,,,,,,,,,
8784.11,202.778,89.94,89.94,90,90,,,,,,,,,,,,,,
8784.26,202.928,89.95,89.95,90,90,,,,,,,,,,,,,,
8784.26,202.928,89.95,89.95,90,90,,,,,,,,,,,,,,
8784.26,202.928,89.95,89.95,90,90,,,,,,,,,,,,,,
8784.26,202.928,89.95,89.95,90,90,,,,,,,,,,,,,,
8784.26,202.928,89.95,89.95,90,90,,,,,,,,,,,,,,
8784.414,203.082,89.97,89.97,90,90,,,,,,,,,,,,,,
8784.414,203.082,89.97,89.97,90,90,,,,,,,,,,,,,,
8784.414,203.082,89.97,89.97,90,90,,,,,,,,,,,,,,
8784.414,203.082,89.97,89.97,90,90,,,,,,,,,,,,,,
8784.414,203.082,89.97,89.97,90,90,,,,,,,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.56,203.228,89.96,89.96,90,90,,,,,79.65,86.76,,,,,,,,
8784.71,203.378,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.71,203.378,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.71,203.378,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.71,203.378,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.71,203.378,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.86,203.528,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.86,203.528,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.86,203.528,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.86,203.528,89.96,89.96,90,90,,,,,,,,,,,,,,
8784.86,203.528,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.01,203.678,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.01,203.678,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.01,203.678,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.01,203.678,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.01,203.678,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.16,203.828,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.16,203.828,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.16,203.828,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.16,203.828,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.16,203.828,89.96,89.96,90,90,,,,,,,,,,,,,,
8785.31,203.978,90,90,90,90,,,,,,,,,,,,,,
8785.31,203.978,90,90,90,90,,,,,,,,,,,,,,
8785.31,203.978,90,90,90,90,,,,,,,,,,,,,,
8785.31,203.978,90,90,90,90,,,,,,,,,,,,,,
8785.31,203.978,90,90,90,90,,,,,,,,,,,,,,
8785.46,204.128,89.99,89.99,90,90,,,,,,,,,,,,,,
8785.46,204.128,89.99,89.99,90,90,,,,,,,,,,,,,,
8785.46,204.128,89.99,89.99,90,90,,,,,,,,,,,,,,
8785.46,204.128,89.99,89.99,90,90,,,,,,,,,,,,,,
8785.46,204.128,89.99,89.99,90,90,,,,,,,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.611,204.279,89.99,89.99,90,90,,,,,79.66,86.81,,,,,,,,
8785.76,204.428,90.03,90.03,90,90,,,,,,,,,,,,,,
8785.76,204.428,90.03,90.03,90,90,,,,,,,,,,,,,,
8785.76,204.428,90.03,90.03,90,90,,,,,,,,,,,,,,
8785.76,204.428,90.03,90.03,90,90,,,,,,,,,,,,,,
8785.76,204.428,90.03,90.03,90,90,,,,,,,,,,,,,,
8785.91,204.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8785.91,204.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8785.91,204.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8785.91,204.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8785.91,204.578,90.04,90.04,90,90,,,,,,,,,,,,,,
8786.06,204.728,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.06,204.728,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.06,204.728,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.06,204.728,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.06,204.728,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.21,204.878,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.21,204.878,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.21,204.878,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.21,204.878,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.21,204.878,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.36,205.028,90.05,90.05,90,90,,,,,,,,,,,,,,
8786.36,205.028,90.05,90.05,90,90,,,,,,,,,,,,,,
8786.36,205.028,90.05,90.05,90,90,,,,,,,,,,,,,,
8786.36,205.028,90.05,90.05,90,90,,,,,,,,,,,,,,
8786.36,205.028,90.05,90.05,90,90,,,,,,,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.51,205.178,90.07,90.07,90,90,,,,,79.65,86.85,,,,,,,,
8786.66,205.328,90.06,90.06,90,90,,,,,,,,,,,,,,
8786.66,205.328,90.06,90.06,90,90,,,,,,,,,,,,,,
8786.66,205.328,90.06,90.06,90,90,,,,,,,,,,,,,,
8786.66,205.328,90.06,90.06,90,90,,,,,,,,,,,,,,
8786.66,205.328,90.06,90.06,90,90,,,,,,,,,,,,,,
8786.81,205.478,90.01,90.01,90,90,,,,,,,,,,,,,,
8786.81,205.478,90.01,90.01,90,90,,,,,,,,,,,,,,
8786.81,205.478,90.01,90.01,90,90,,,,,,,,,,,,,,
8786.81,205.478,90.01,90.01,90,90,,,,,,,,,,,,,,
8786.81,205.478,90.01,90.01,90,90,,,,,,,,,,,,,,
8786.96,205.628,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.96,205.628,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.96,205.628,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.96,205.628,90.03,90.03,90,90,,,,,,,,,,,,,,
8786.96,205.628,90.03,90.03,90,90,,,,,,,,,,,,,,
8787.11,205.778,90.03,90.03,90,90,,,,,,,,,,,,,,
8787.11,205.778,90.03,90.03,90,90,,,,,,,,,,,,,,
8787.11,205.778,90.03,90.03,90,90,,,,,,,,,,,,,,
8787.11,205.778,90.03,90.03,90,90,,,,,,,,,,,,,,
8787.11,205.778,90.03,90.03,90,90,,,,,,,,,,,,,,
8787.26,205.928,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.26,205.928,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.26,205.928,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.26,205.928,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.26,205.928,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.41,206.078,90.01,90.01,90,90,,,,,,,,,,,,,,
8787.41,206.078,90.01,90.01,90,90,,,,,,,,,,,,,,
8787.41,206.078,90.01,90.01,90,90,,,,,,,,,,,,,,
8787.41,206.078,90.01,90.01,90,90,,,,,,,,,,,,,,
8787.41,206.078,90.01,90.01,90,90,,,,,,,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.56,206.228,90.01,90.01,90,90,,,,,79.62,86.75,,,,,,,,
8787.711,206.379,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.711,206.379,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.711,206.379,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.711,206.379,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.711,206.379,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.861,206.529,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.861,206.529,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.861,206.529,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.861,206.529,90.02,90.02,90,90,,,,,,,,,,,,,,
8787.861,206.529,90.02,90.02,90,90,,,,,,,,,,,,,,
8788.01,206.678,90.02,90.02,90,90,,,,,,,,,,,,,,
8788.01,206.678,90.02,90.02,90,90,,,,,,,,,,,,,,
