timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,liquid2,dataQStg1Slug,Stage1 P Term,Stage1 I Term,Stage1 D Term,Stage1 FF Term,Stage1 Output,Stage1 Actual TEC Temp Rate,Stage1 Prior Target TEC Ramp Rate
5209.585,89.98,89.98,90,90,,,,,59.39,77.36,,,,,,52.1,,
5209.585,89.98,89.98,90,90,,,,,59.39,77.36,,,,,,52.1,,
5209.585,89.98,89.98,90,90,,,,,59.39,77.36,,,,,,52.1,,
5209.735,90,90,90,90,,,,,,,,,,,,53.2,,
5209.735,90,90,90,90,,,,,,,,,,,,53.2,,
5209.735,90,90,90,90,,,,,,,,,,,,53.2,,
5209.735,90,90,90,90,,,,,,,,,,,,53.2,,
5209.735,90,90,90,90,,,,,,,,,,,,53.2,,
5209.885,89.98,89.98,90,90,,,,,,,,,,,,51.9,,
5209.885,89.98,89.98,90,90,,,,,,,,,,,,51.9,,
5209.885,89.98,89.98,90,90,,,,,,,,,,,,51.9,,
5209.885,89.98,89.98,90,90,,,,,,,,,,,,51.9,,
5209.885,89.98,89.98,90,90,,,,,,,,,,,,51.9,,
5210.036,89.97,89.97,90,90,,,,,,,,,,,,52,,
5210.036,89.97,89.97,90,90,,,,,,,,,,,,52,,
5210.036,89.97,89.97,90,90,,,,,,,,,,,,52,,
5210.036,89.97,89.97,90,90,,,,,,,,,,,,52,,
5210.036,89.97,89.97,90,90,,,,,,,,,,,,52,,
5210.185,89.95,89.95,90,90,,,,,,,,,,,,53.3,,
5210.185,89.95,89.95,90,90,,,,,,,,,,,,53.3,,
5210.185,89.95,89.95,90,90,,,,,,,,,,,,53.3,,
5210.185,89.95,89.95,90,90,,,,,,,,,,,,53.3,,
5210.185,89.95,89.95,90,90,,,,,,,,,,,,53.3,,
5210.335,89.97,89.97,90,90,,,,,,,,,,,,52.5,,
5210.335,89.97,89.97,90,90,,,,,,,,,,,,52.5,,
5210.335,89.97,89.97,90,90,,,,,,,,,,,,52.5,,
5210.335,89.97,89.97,90,90,,,,,,,,,,,,52.5,,
5210.335,89.97,89.97,90,90,,,,,,,,,,,,52.5,,
5210.485,90,90,90,90,,,,,,,,,,,,51.4,,
5210.485,90,90,90,90,,,,,,,,,,,,51.4,,
5210.485,90,90,90,90,,,,,,,,,,,,51.4,,
5210.485,90,90,90,90,,,,,,,,,,,,51.4,,
5210.485,90,90,90,90,,,,,,,,,,,,51.4,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.635,90,90,90,90,,,,,59.54,77.38,,,,,,53.2,,
5210.785,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5210.785,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5210.785,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5210.785,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5210.785,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5210.935,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5210.935,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5210.935,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5210.935,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5210.935,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5211.085,90.01,90.01,90,90,,,,,,,,,,,,53.1,,
5211.085,90.01,90.01,90,90,,,,,,,,,,,,53.1,,
5211.085,90.01,90.01,90,90,,,,,,,,,,,,53.1,,
5211.085,90.01,90.01,90,90,,,,,,,,,,,,53.1,,
5211.085,90.01,90.01,90,90,,,,,,,,,,,,53.1,,
5211.235,90.03,90.03,90,90,,,,,,,,,,,,51.6,,
5211.235,90.03,90.03,90,90,,,,,,,,,,,,51.6,,
5211.235,90.03,90.03,90,90,,,,,,,,,,,,51.6,,
5211.235,90.03,90.03,90,90,,,,,,,,,,,,51.6,,
5211.235,90.03,90.03,90,90,,,,,,,,,,,,51.6,,
5211.385,90.02,90.02,90,90,,,,,,,,,,,,50.9,,
5211.385,90.02,90.02,90,90,,,,,,,,,,,,50.9,,
5211.385,90.02,90.02,90,90,,,,,,,,,,,,50.9,,
5211.385,90.02,90.02,90,90,,,,,,,,,,,,50.9,,
5211.385,90.02,90.02,90,90,,,,,,,,,,,,50.9,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.535,90.02,90.02,90,90,,,,,59.66,77.52,,,,,,51.4,,
5211.685,90.02,90.02,90,90,,,,,,,,,,,,53.1,,
5211.685,90.02,90.02,90,90,,,,,,,,,,,,53.1,,
5211.685,90.02,90.02,90,90,,,,,,,,,,,,53.1,,
5211.685,90.02,90.02,90,90,,,,,,,,,,,,53.1,,
5211.685,90.02,90.02,90,90,,,,,,,,,,,,53.1,,
5211.836,90.06,90.06,90,90,,,,,,,,,,,,51.4,,
5211.836,90.06,90.06,90,90,,,,,,,,,,,,51.4,,
5211.836,90.06,90.06,90,90,,,,,,,,,,,,51.4,,
5211.836,90.06,90.06,90,90,,,,,,,,,,,,51.4,,
5211.836,90.06,90.06,90,90,,,,,,,,,,,,51.4,,
5211.985,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5211.985,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5211.985,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5211.985,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5211.985,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5212.135,90.02,90.02,90,90,,,,,,,,,,,,51.6,,
5212.135,90.02,90.02,90,90,,,,,,,,,,,,51.6,,
5212.135,90.02,90.02,90,90,,,,,,,,,,,,51.6,,
5212.135,90.02,90.02,90,90,,,,,,,,,,,,51.6,,
5212.135,90.02,90.02,90,90,,,,,,,,,,,,51.6,,
5212.285,90,90,90,90,,,,,,,,,,,,51.3,,
5212.285,90,90,90,90,,,,,,,,,,,,51.3,,
5212.285,90,90,90,90,,,,,,,,,,,,51.3,,
5212.285,90,90,90,90,,,,,,,,,,,,51.3,,
5212.285,90,90,90,90,,,,,,,,,,,,51.3,,
5212.435,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5212.435,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5212.435,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5212.435,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5212.435,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.585,90.01,90.01,90,90,,,,,59.9,77.59,,,,,,52.3,,
5212.735,89.98,89.98,90,90,,,,,,,,,,,,53,,
5212.735,89.98,89.98,90,90,,,,,,,,,,,,53,,
5212.735,89.98,89.98,90,90,,,,,,,,,,,,53,,
5212.735,89.98,89.98,90,90,,,,,,,,,,,,53,,
5212.735,89.98,89.98,90,90,,,,,,,,,,,,53,,
5212.885,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5212.885,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5212.885,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5212.885,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5212.885,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5213.035,90,90,90,90,,,,,,,,,,,,52.3,,
5213.035,90,90,90,90,,,,,,,,,,,,52.3,,
5213.035,90,90,90,90,,,,,,,,,,,,52.3,,
5213.035,90,90,90,90,,,,,,,,,,,,52.3,,
5213.035,90,90,90,90,,,,,,,,,,,,52.3,,
5213.185,90,90,90,90,,,,,,,,,,,,51.5,,
5213.185,90,90,90,90,,,,,,,,,,,,51.5,,
5213.185,90,90,90,90,,,,,,,,,,,,51.5,,
5213.185,90,90,90,90,,,,,,,,,,,,51.5,,
5213.185,90,90,90,90,,,,,,,,,,,,51.5,,
5213.335,90,90,90,90,,,,,,,,,,,,53.3,,
5213.335,90,90,90,90,,,,,,,,,,,,53.3,,
5213.335,90,90,90,90,,,,,,,,,,,,53.3,,
5213.335,90,90,90,90,,,,,,,,,,,,53.3,,
5213.335,90,90,90,90,,,,,,,,,,,,53.3,,
5213.485,90,90,90,90,,,,,,,,,,,,52.8,,
5213.485,90,90,90,90,,,,,,,,,,,,52.8,,
5213.485,90,90,90,90,,,,,,,,,,,,52.8,,
5213.485,90,90,90,90,,,,,,,,,,,,52.8,,
5213.485,90,90,90,90,,,,,,,,,,,,52.8,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.636,90,90,90,90,,,,,59.92,77.58,,,,,,51.4,,
5213.785,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5213.785,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5213.785,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5213.785,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5213.785,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5213.935,90,90,90,90,,,,,,,,,,,,52,,
5213.935,90,90,90,90,,,,,,,,,,,,52,,
5213.935,90,90,90,90,,,,,,,,,,,,52,,
5213.935,90,90,90,90,,,,,,,,,,,,52,,
5213.935,90,90,90,90,,,,,,,,,,,,52,,
5214.085,89.99,89.99,90,90,,,,,,,,,,,,52.9,,
5214.085,89.99,89.99,90,90,,,,,,,,,,,,52.9,,
5214.085,89.99,89.99,90,90,,,,,,,,,,,,52.9,,
5214.085,89.99,89.99,90,90,,,,,,,,,,,,52.9,,
5214.085,89.99,89.99,90,90,,,,,,,,,,,,52.9,,
5214.235,90,90,90,90,,,,,,,,,,,,52.2,,
5214.235,90,90,90,90,,,,,,,,,,,,52.2,,
5214.235,90,90,90,90,,,,,,,,,,,,52.2,,
5214.235,90,90,90,90,,,,,,,,,,,,52.2,,
5214.235,90,90,90,90,,,,,,,,,,,,52.2,,
5214.385,90,90,90,90,,,,,,,,,,,,51.1,,
5214.385,90,90,90,90,,,,,,,,,,,,51.1,,
5214.385,90,90,90,90,,,,,,,,,,,,51.1,,
5214.385,90,90,90,90,,,,,,,,,,,,51.1,,
5214.385,90,90,90,90,,,,,,,,,,,,51.1,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.535,90.01,90.01,90,90,,,,,60.15,77.74,,,,,,53,,
5214.685,89.98,89.98,90,90,,,,,,,,,,,,53.4,,
5214.685,89.98,89.98,90,90,,,,,,,,,,,,53.4,,
5214.685,89.98,89.98,90,90,,,,,,,,,,,,53.4,,
5214.685,89.98,89.98,90,90,,,,,,,,,,,,53.4,,
5214.685,89.98,89.98,90,90,,,,,,,,,,,,53.4,,
5214.836,89.96,89.96,90,90,,,,,,,,,,,,51.9,,
5214.836,89.96,89.96,90,90,,,,,,,,,,,,51.9,,
5214.836,89.96,89.96,90,90,,,,,,,,,,,,51.9,,
5214.836,89.96,89.96,90,90,,,,,,,,,,,,51.9,,
5214.836,89.96,89.96,90,90,,,,,,,,,,,,51.9,,
5214.985,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5214.985,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5214.985,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5214.985,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5214.985,89.99,89.99,90,90,,,,,,,,,,,,52.1,,
5215.135,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5215.135,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5215.135,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5215.135,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5215.135,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5215.285,89.96,89.96,90,90,,,,,,,,,,,,52.4,,
5215.285,89.96,89.96,90,90,,,,,,,,,,,,52.4,,
5215.285,89.96,89.96,90,90,,,,,,,,,,,,52.4,,
5215.285,89.96,89.96,90,90,,,,,,,,,,,,52.4,,
5215.285,89.96,89.96,90,90,,,,,,,,,,,,52.4,,
5215.435,90.01,90.01,90,90,,,,,,,,,,,,51.1,,
5215.435,90.01,90.01,90,90,,,,,,,,,,,,51.1,,
5215.435,90.01,90.01,90,90,,,,,,,,,,,,51.1,,
5215.435,90.01,90.01,90,90,,,,,,,,,,,,51.1,,
5215.435,90.01,90.01,90,90,,,,,,,,,,,,51.1,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.585,90.04,90.04,90,90,,,,,60.31,77.93,,,,,,50.7,,
5215.735,90.02,90.02,90,90,,,,,,,,,,,,52.3,,
5215.735,90.02,90.02,90,90,,,,,,,,,,,,52.3,,
5215.735,90.02,90.02,90,90,,,,,,,,,,,,52.3,,
5215.735,90.02,90.02,90,90,,,,,,,,,,,,52.3,,
5215.735,90.02,90.02,90,90,,,,,,,,,,,,52.3,,
5215.886,90.03,90.03,90,90,,,,,,,,,,,,51.4,,
5215.886,90.03,90.03,90,90,,,,,,,,,,,,51.4,,
5215.886,90.03,90.03,90,90,,,,,,,,,,,,51.4,,
5215.886,90.03,90.03,90,90,,,,,,,,,,,,51.4,,
5215.886,90.03,90.03,90,90,,,,,,,,,,,,51.4,,
5216.035,89.99,89.99,90,90,,,,,,,,,,,,52.8,,
5216.035,89.99,89.99,90,90,,,,,,,,,,,,52.8,,
5216.035,89.99,89.99,90,90,,,,,,,,,,,,52.8,,
5216.035,89.99,89.99,90,90,,,,,,,,,,,,52.8,,
5216.035,89.99,89.99,90,90,,,,,,,,,,,,52.8,,
5216.185,89.99,89.99,90,90,,,,,,,,,,,,53.4,,
5216.185,89.99,89.99,90,90,,,,,,,,,,,,53.4,,
5216.185,89.99,89.99,90,90,,,,,,,,,,,,53.4,,
5216.185,89.99,89.99,90,90,,,,,,,,,,,,53.4,,
5216.185,89.99,89.99,90,90,,,,,,,,,,,,53.4,,
5216.335,89.99,89.99,90,90,,,,,,,,,,,,52.7,,
5216.335,89.99,89.99,90,90,,,,,,,,,,,,52.7,,
5216.335,89.99,89.99,90,90,,,,,,,,,,,,52.7,,
5216.335,89.99,89.99,90,90,,,,,,,,,,,,52.7,,
5216.335,89.99,89.99,90,90,,,,,,,,,,,,52.7,,
5216.485,89.99,89.99,90,90,,,,,,,,,,,,51.8,,
5216.485,89.99,89.99,90,90,,,,,,,,,,,,51.8,,
5216.485,89.99,89.99,90,90,,,,,,,,,,,,51.8,,
5216.485,89.99,89.99,90,90,,,,,,,,,,,,51.8,,
5216.485,89.99,89.99,90,90,,,,,,,,,,,,51.8,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.635,90.01,90.01,90,90,,,,,60.43,78.07,,,,,,51,,
5216.785,90,90,90,90,,,,,,,,,,,,51.9,,
5216.785,90,90,90,90,,,,,,,,,,,,51.9,,
5216.785,90,90,90,90,,,,,,,,,,,,51.9,,
5216.785,90,90,90,90,,,,,,,,,,,,51.9,,
5216.785,90,90,90,90,,,,,,,,,,,,51.9,,
5216.935,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5216.935,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5216.935,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5216.935,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5216.935,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5217.085,90,90,90,90,,,,,,,,,,,,51.7,,
5217.085,90,90,90,90,,,,,,,,,,,,51.7,,
5217.085,90,90,90,90,,,,,,,,,,,,51.7,,
5217.085,90,90,90,90,,,,,,,,,,,,51.7,,
5217.085,90,90,90,90,,,,,,,,,,,,51.7,,
5217.235,90,90,90,90,,,,,,,,,,,,51.6,,
5217.235,90,90,90,90,,,,,,,,,,,,51.6,,
5217.235,90,90,90,90,,,,,,,,,,,,51.6,,
5217.235,90,90,90,90,,,,,,,,,,,,51.6,,
5217.235,90,90,90,90,,,,,,,,,,,,51.6,,
5217.385,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5217.385,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5217.385,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5217.385,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5217.385,90.01,90.01,90,90,,,,,,,,,,,,51.4,,
5217.535,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5217.535,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5217.535,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5217.535,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5217.535,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.685,90.01,90.01,90,90,,,,,60.56,78.17,,,,,,51.1,,
5217.835,90.01,90.01,90,90,,,,,,,,,,,,51.7,,
5217.835,90.01,90.01,90,90,,,,,,,,,,,,51.7,,
5217.835,90.01,90.01,90,90,,,,,,,,,,,,51.7,,
5217.835,90.01,90.01,90,90,,,,,,,,,,,,51.7,,
5217.835,90.01,90.01,90,90,,,,,,,,,,,,51.7,,
5217.985,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5217.985,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5217.985,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5217.985,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5217.985,90.01,90.01,90,90,,,,,,,,,,,,51.6,,
5218.136,90.02,90.02,90,90,,,,,,,,,,,,51.3,,
5218.136,90.02,90.02,90,90,,,,,,,,,,,,51.3,,
5218.136,90.02,90.02,90,90,,,,,,,,,,,,51.3,,
5218.136,90.02,90.02,90,90,,,,,,,,,,,,51.3,,
5218.136,90.02,90.02,90,90,,,,,,,,,,,,51.3,,
5218.285,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5218.285,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5218.285,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5218.285,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5218.285,89.98,89.98,90,90,,,,,,,,,,,,51.6,,
5218.435,89.99,89.99,90,90,,,,,,,,,,,,52.5,,
5218.435,89.99,89.99,90,90,,,,,,,,,,,,52.5,,
5218.435,89.99,89.99,90,90,,,,,,,,,,,,52.5,,
5218.435,89.99,89.99,90,90,,,,,,,,,,,,52.5,,
5218.435,89.99,89.99,90,90,,,,,,,,,,,,52.5,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.586,89.96,89.96,90,90,,,,,60.77,78.21,,,,,,54.1,,
5218.735,89.96,89.96,90,90,,,,,,,,,,,,52.6,,
5218.735,89.96,89.96,90,90,,,,,,,,,,,,52.6,,
5218.735,89.96,89.96,90,90,,,,,,,,,,,,52.6,,
5218.735,89.96,89.96,90,90,,,,,,,,,,,,52.6,,
5218.735,89.96,89.96,90,90,,,,,,,,,,,,52.6,,
5218.885,89.94,89.94,90,90,,,,,,,,,,,,53.6,,
5218.885,89.94,89.94,90,90,,,,,,,,,,,,53.6,,
5218.885,89.94,89.94,90,90,,,,,,,,,,,,53.6,,
5218.885,89.94,89.94,90,90,,,,,,,,,,,,53.6,,
5218.885,89.94,89.94,90,90,,,,,,,,,,,,53.6,,
5219.035,89.93,89.93,90,90,,,,,,,,,,,,53.7,,
5219.035,89.93,89.93,90,90,,,,,,,,,,,,53.7,,
5219.035,89.93,89.93,90,90,,,,,,,,,,,,53.7,,
5219.035,89.93,89.93,90,90,,,,,,,,,,,,53.7,,
5219.035,89.93,89.93,90,90,,,,,,,,,,,,53.7,,
5219.185,89.99,89.99,90,90,,,,,,,,,,,,52.4,,
5219.185,89.99,89.99,90,90,,,,,,,,,,,,52.4,,
5219.185,89.99,89.99,90,90,,,,,,,,,,,,52.4,,
5219.185,89.99,89.99,90,90,,,,,,,,,,,,52.4,,
5219.185,89.99,89.99,90,90,,,,,,,,,,,,52.4,,
5219.335,89.99,89.99,90,90,,,,,,,,,,,,51.1,,
5219.335,89.99,89.99,90,90,,,,,,,,,,,,51.1,,
5219.335,89.99,89.99,90,90,,,,,,,,,,,,51.1,,
5219.335,89.99,89.99,90,90,,,,,,,,,,,,51.1,,
5219.335,89.99,89.99,90,90,,,,,,,,,,,,51.1,,
5219.485,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5219.485,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5219.485,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5219.485,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5219.485,90.02,90.02,90,90,,,,,,,,,,,,53.3,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.635,90,90,90,90,,,,,60.94,78.3,,,,,,53.9,,
5219.785,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5219.785,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5219.785,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5219.785,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5219.785,90.02,90.02,90,90,,,,,,,,,,,,51.7,,
5219.935,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5219.935,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5219.935,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5219.935,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5219.935,89.99,89.99,90,90,,,,,,,,,,,,52.3,,
5220.085,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5220.085,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5220.085,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5220.085,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5220.085,90.01,90.01,90,90,,,,,,,,,,,,52.9,,
5220.235,90.02,90.02,90,90,,,,,,,,,,,,51.5,,
5220.235,90.02,90.02,90,90,,,,,,,,,,,,51.5,,
5220.235,90.02,90.02,90,90,,,,,,,,,,,,51.5,,
5220.235,90.02,90.02,90,90,,,,,,,,,,,,51.5,,
5220.235,90.02,90.02,90,90,,,,,,,,,,,,51.5,,
5220.385,90,90,90,90,,,,,,,,,,,,53.5,,
5220.385,90,90,90,90,,,,,,,,,,,,53.5,,
5220.385,90,90,90,90,,,,,,,,,,,,53.5,,
5220.385,90,90,90,90,,,,,,,,,,,,53.5,,
5220.385,90,90,90,90,,,,,,,,,,,,53.5,,
5220.535,90.01,90.01,90,90,,,,,,,,,,,,51.2,,
5220.535,90.01,90.01,90,90,,,,,,,,,,,,51.2,,
5220.535,90.01,90.01,90,90,,,,,,,,,,,,51.2,,
5220.535,90.01,90.01,90,90,,,,,,,,,,,,51.2,,
5220.535,90.01,90.01,90,90,,,,,,,,,,,,51.2,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.685,90.02,90.02,90,90,,,,,61.09,78.42,,,,,,51.4,,
5220.835,90,90,90,90,,,,,,,,,,,,52.9,,
5220.835,90,90,90,90,,,,,,,,,,,,52.9,,
5220.835,90,90,90,90,,,,,,,,,,,,52.9,,
5220.835,90,90,90,90,,,,,,,,,,,,52.9,,
5220.835,90,90,90,90,,,,,,,,,,,,52.9,,
5220.985,89.99,89.99,90,90,,,,,,,,,,,,52.2,,
5220.985,89.99,89.99,90,90,,,,,,,,,,,,52.2,,
5220.985,89.99,89.99,90,90,,,,,,,,,,,,52.2,,
5220.985,89.99,89.99,90,90,,,,,,,,,,,,52.2,,
