timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
12867.899,41.15,24,40,65,27.4,41.13,100
12867.899,41.15,24,40,65,27.4,41.13,100
12867.899,41.15,24,40,65,27.4,41.13,100
12867.899,41.15,24,40,65,27.4,41.13,100
12867.899,41.15,24,40,65,27.4,41.13,100
12867.899,41.15,24,40,65,27.4,41.13,100
12868.049,41.13,24,40,65,27.4,41.13,100
12868.049,41.13,24,40,65,27.4,41.13,100
12868.049,41.13,24,40,65,27.4,41.13,100
12868.049,41.13,24,40,65,27.4,41.13,100
12868.049,41.13,24,40,65,27.4,41.13,100
12868.049,41.13,24,40,65,27.4,41.13,100
12868.2,41.41,24,40,65,27.4,41.1,100
12868.2,41.41,24,40,65,27.4,41.1,100
12868.2,41.41,24,40,65,27.4,41.1,100
12868.2,41.41,24,40,65,27.4,41.1,100
12868.2,41.41,24,40,65,27.4,41.1,100
12868.2,41.41,24,40,65,27.4,41.1,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.35,42.06,24,40,65,27.4,41.08,100
12868.5,42.98,24,40,65,,41.06,100
12868.5,42.98,24,40,65,,41.06,100
12868.5,42.98,24,40,65,,41.06,100
12868.5,42.98,24,40,65,,41.06,100
12868.5,42.98,24,40,65,,41.06,100
12868.5,42.98,24,40,65,,41.06,100
12868.65,44.43,24,40,65,,40.99,100
12868.65,44.43,24,40,65,,40.99,100
12868.65,44.43,24,40,65,,40.99,100
12868.65,44.43,24,40,65,,40.99,100
12868.65,44.43,24,40,65,,40.99,100
12868.65,44.43,24,40,65,,40.99,100
12868.8,45.62,24,40,65,,40.95,100
12868.8,45.62,24,40,65,,40.95,100
12868.8,45.62,24,40,65,,40.95,100
12868.8,45.62,24,40,65,,40.95,100
12868.8,45.62,24,40,65,,40.95,100
12868.8,45.62,24,40,65,,40.95,100
12868.951,46.84,24,40,65,27.49,40.89,100
12868.951,46.84,24,40,65,27.49,40.89,100
12868.951,46.84,24,40,65,27.49,40.89,100
12868.951,46.84,24,40,65,27.49,40.89,100
12868.951,46.84,24,40,65,27.49,40.89,100
12868.951,46.84,24,40,65,27.49,40.89,100
12868.951,46.84,24,40,65,27.49,40.89,100
12869.1,48.49,24,40,65,,40.8,100
12869.1,48.49,24,40,65,,40.8,100
12869.1,48.49,24,40,65,,40.8,100
12869.1,48.49,24,40,65,,40.8,100
12869.1,48.49,24,40,65,,40.8,100
12869.1,48.49,24,40,65,,40.8,100
12869.25,49.76,24,40,65,,40.73,100
12869.25,49.76,24,40,65,,40.73,100
12869.25,49.76,24,40,65,,40.73,100
12869.25,49.76,24,40,65,,40.73,100
12869.25,49.76,24,40,65,,40.73,100
12869.25,49.76,24,40,65,,40.73,100
12869.401,51.03,24,40,65,,40.67,100
12869.401,51.03,24,40,65,,40.67,100
12869.401,51.03,24,40,65,,40.67,100
12869.401,51.03,24,40,65,,40.67,100
12869.401,51.03,24,40,65,,40.67,100
12869.401,51.03,24,40,65,,40.67,100
12869.553,52.73,24,40,65,27.65,40.58,100
12869.553,52.73,24,40,65,27.65,40.58,100
12869.553,52.73,24,40,65,27.65,40.58,100
