LED wave,440 trans,LED filt,sens filt,sytox wave,excite,emit
563.092,0.020811111,7.87,94.67,799,0,0
563.456,0.020811111,4.95,94.46,800,0,0
563.82,0.013962803,2.87,94.35,801,0,0
564.184,0.018923591,1.88,94.3,802,0,0
564.548,0.016987674,1.54,94.24,803,0,0
564.912,0.024682945,1.51,94.27,804,0,0
565.276,0.032136227,1.67,94.28,805,0,0
565.639,0.035112699,2,94.22,806,0,0
566.003,0.039613707,2.56,94.15,807,0,0
566.367,0.045373061,3.47,94.15,808,0,0
566.73,0.039250723,5,94.02,809,0,0
567.094,0.043727531,7.66,94.01,810,0,0
567.458,0.040896252,12.08,93.9,811,0,0
567.821,0.028119198,18.67,93.78,812,0,0
568.184,0.0327654,26.69,93.72,813,0,0
568.548,0.022771227,34.62,93.67,814,0,0
568.911,0.024610348,40.76,93.61,815,0,0
569.274,0.027054444,44.17,93.72,816,0,0
569.638,0.022069457,44.66,93.72,817,0,0
570.001,0.022287248,42.16,93.87,818,0,0
570.364,0.033007389,36.94,94.05,819,0,0
570.727,0.023835981,29.74,94.22,820,0,0
571.09,0.03252341,22.24,94.32,821,0,0
571.453,0.031023074,16.12,94.26,822,0,0
571.816,0.029304948,11.9,94.1,823,0,0
572.179,0.026183281,9.27,94.03,824,0,0
572.542,0.022384043,7.67,93.87,825,0,0
572.904,0.019480167,6.72,93.68,826,0,0
573.267,0.024392558,6.15,93.49,827,0,0
573.63,0.020980503,5.81,93.35,828,0,0
573.992,0.020012545,5.69,93.47,829,0,0
574.355,0.014083798,5.72,93.72,830,0,0
574.718,0.016479496,5.91,93.93,831,0,0
575.08,0.021391886,6.25,94.2,832,0,0
575.442,0.018560607,6.74,94.59,833,0,0
575.805,0.022214651,7.45,94.93,834,0,0
576.167,0.024319961,8.44,95.19,835,0,0
576.529,0.025433113,9.78,95.22,836,0,0
576.892,0.03182164,11.62,95.14,837,0,0
577.254,0.031797441,14.14,95.2,838,0,0
577.616,0.037798785,17.59,95.24,839,0,0
577.978,0.034943307,22.16,95.2,840,0,0
578.34,0.02761102,28.22,95.18,841,0,0
578.702,0.021730671,35.84,95.16,842,0,0
579.064,0.017713643,44.54,95.15,843,0,0
579.426,0.015971317,53.23,95.12,844,0,0
579.788,0.021706472,60.87,95.03,845,0,0
580.149,0.013793411,66.47,94.88,846,0,0
580.511,0.013793411,69.34,94.75,847,0,0
580.873,0.021077299,68.92,94.62,848,0,0
581.234,0.030926278,65.36,94.66,849,0,0
581.596,0.032692803,59.29,94.72,850,0,0
581.958,0.038984534,51.81,94.76,851,0,0
582.319,0.030272906,44.06,94.69,852,0,0
582.68,0.026376873,36.91,94.66,853,0,0
583.042,0.024924935,30.91,94.63,854,0,0
583.403,0.022989018,26.23,94.58,855,0,0
583.764,0.018657403,22.66,94.33,856,0,0
584.126,0.016987674,20.03,94.16,857,0,0
584.487,0.010163566,18.06,94.13,858,0,0
584.848,0.012607661,16.59,94.12,859,0,0
585.209,0.018826795,15.55,94.1,860,0,0
585.57,0.024440955,14.83,93.96,861,0,0
585.931,0.026255878,14.36,93.79,862,0,0
586.292,0.024852338,14.12,93.81,863,0,0
586.653,0.025166924,14.11,93.84,864,0,0
587.014,0.022432441,14.29,93.71,865,0,0
587.374,0.025529909,14.69,93.62,866,0,0
587.735,0.022117855,15.3,93.41,867,0,0
588.096,0.022287248,16.12,93.33,868,0,0
588.456,0.00866323,17.23,93.44,869,0,0
588.817,0.010260362,18.61,93.48,870,0,0
589.177,0.007283889,20.36,93.4,871,0,0
589.538,0.010574948,22.5,93.48,872,0,0
589.898,0.008808424,25.17,93.59,873,0,0
590.259,0.0070177,28.44,93.8,874,0,0
590.619,0.005517364,32.41,93.91,875,0,0
590.979,0.006799909,37.17,94.01,876,0,0
591.34,0.005977145,42.81,94.2,877,0,0
591.7,0.015584134,49.22,94.47,878,0,0
592.06,0.015608333,56.23,94.64,879,0,0
592.42,0.013672416,63.49,94.7,880,0,0
592.78,0.017471653,70.34,94.75,881,0,0
593.14,0.013188436,76.13,94.84,882,0,0
593.5,0.022190452,80.26,94.69,883,0,0
593.86,0.024077971,82.26,94.39,884,0,0
594.219,0.014712971,82.09,94.08,885,0,0
594.579,0.015414741,79.76,93.88,886,0,0
594.939,0.012510865,75.57,93.92,887,0,0
595.299,0.0070177,70.07,93.95,888,0,0
595.658,0.009147209,63.85,94,889,0,0
596.018,0.004162222,57.71,94.22,890,0,0
596.377,-0.002976473,51.93,94.59,891,0,0
596.737,-0.000217791,46.6,95.03,892,0,0
597.096,-0.001427739,41.92,95.39,893,0,0
597.455,0.00421062,37.95,95.53,894,0,0
597.815,0.010647545,34.63,95.8,895,0,0
598.174,0.017471653,31.89,95.97,896,0,0
598.533,0.021658074,29.7,96.05,897,0,0
598.892,0.025433113,27.95,96.03,898,0,0
599.252,0.028240193,26.6,95.93,899,0,0
599.611,0.027223837,25.59,95.82,900,0,0
599.97,0.029208152,24.9,95.76,901,0,0
600.329,0.023521395,24.45,95.43,902,0,0
600.687,0.020012545,24.26,95.08,903,0,0
601.046,0.013091641,24.24,94.85,904,0,0
601.405,0.014301589,24.39,94.68,905,0,0
601.764,0.009558592,24.7,94.52,906,0,0
602.123,0.010090969,25.19,94.34,907,0,0
602.481,0.0023473,25.91,94.12,908,0,0
602.84,0.007187093,26.86,94.22,909,0,0
603.198,0.005686757,28.08,94.43,910,0,0
603.557,0.011325116,29.66,94.54,911,0,0
603.915,0.010211964,31.56,94.5,912,0,0
604.274,0.006291731,33.9,94.54,913,0,0
604.632,0.00537217,36.64,94.64,914,0,0
604.99,0.005275375,39.82,94.75,915,0,0
605.349,0.005759354,43.44,94.6,916,0,0
605.707,-0.000919561,47.38,94.5,917,0,0
606.065,-0.005952946,51.71,94.39,918,0,0
606.423,-0.00725969,56.49,94.47,919,0,0
606.781,-0.005468966,61.56,94.38,920,0,0
607.139,-0.000604974,66.82,94.2,921,0,0
607.497,0.00445261,72.2,94.08,922,0,0
607.855,0.001476137,77.18,94.12,923,0,0
608.213,0.008155051,81.65,94.09,924,0,0
608.571,0.011615504,85.19,94.05,925,0,0
608.928,0.01333363,87.55,93.9,926,0,0
609.286,0.022142054,88.66,93.91,927,0,0
609.644,0.017447454,88.38,94.17,928,0,0
610.001,0.017036072,86.71,94.35,929,0,0
610.359,0.015584134,84.08,94.37,930,0,0
610.716,0.013962803,80.55,94.4,931,0,0
611.074,0.012026886,76.48,94.53,932,0,0
611.431,0.005105982,72.14,94.8,933,0,0
611.789,-0.002081111,67.67,94.92,934,0,0
612.146,-0.001839121,63.19,94.88,935,0,0
612.503,-0.006170736,58.82,94.98,936,0,0
612.86,-0.00256509,54.71,95.24,937,0,0
613.217,-0.003775039,51.05,95.52,938,0,0
613.574,-0.000846964,47.89,95.63,939,0,0
613.932,0.00396863,45.09,95.67,940,0,0
614.289,0.007187093,42.65,95.94,941,0,0
614.645,0.010574948,40.62,96.19,942,0,0
615.002,0.015366343,38.97,96.21,943,0,0
615.359,0.014688772,37.67,96.07,944,0,0
615.716,0.016745684,36.52,96,945,0,0
616.073,0.017423255,35.54,96.08,946,0,0
616.429,0.018923591,34.8,96.04,947,0,0
616.786,0.018802596,34.32,95.89,948,0,0
617.143,0.010816938,34.03,95.7,949,0,0
617.499,0.0070177,33.97,95.64,,,
617.856,0.008397041,34.04,95.67,,,
618.212,0.006291731,34.36,95.67,,,
618.568,0.004549406,34.93,95.81,,,
618.925,0.010332958,35.67,95.92,,,
619.281,0.009873178,36.66,95.97,,,
619.637,0.011567106,37.83,96.08,,,
619.993,0.008034057,39.19,96.21,,,
620.35,0.00445261,40.74,96.27,,,
620.706,0.011736498,42.54,96.27,,,
621.062,0.014567777,44.58,96.16,,,
621.418,0.010574948,46.97,96.15,,,
621.774,0.006824108,49.59,96.18,,,
622.129,0.008469638,52.47,96.14,,,
622.485,0.016406899,55.61,96.05,,,
622.841,0.019770555,58.98,95.99,,,
623.197,0.013962803,62.55,95.95,,,
623.552,0.012147881,66.28,96.02,,,
623.908,0.003145866,70.05,96.06,,,
624.264,0.000120995,73.7,96,,,
624.619,0.00350885,77.28,95.96,,,
624.975,-0.000629173,80.72,95.89,,,
625.33,-0.002613488,83.77,95.62,,,
625.685,0.002782881,86.42,95.42,,,
626.041,0.002274703,88.34,95.34,,,
626.396,0.003581447,89.47,95.24,,,
626.751,0.012462467,90.02,95.12,,,
627.106,0.009534393,89.8,95.09,,,
627.461,0.010744341,88.71,95.11,,,
627.816,0.009727984,86.97,95.42,,,
628.171,0.001330943,84.56,95.55,,,
628.526,-0.001427739,81.79,95.41,,,
628.881,0.001306744,78.7,95.36,,,
629.236,0.000193592,75.39,95.48,,,
629.591,0.003024871,72,95.67,,,
629.946,0.007380685,68.57,95.73,,,
630.3,0.007066098,65.28,95.69,,,
630.655,0.006799909,62.16,95.69,,,
631.01,0.01357562,59.22,95.59,,,
631.364,0.021658074,56.62,95.58,,,
631.719,0.014446783,54.26,95.48,,,
632.073,0.010018372,52.06,95.29,,,
632.428,0.00655792,50.21,95.21,,,
632.782,0.004646201,48.55,95.23,,,
633.136,0.010260362,47.14,95.23,,,
633.49,0.005977145,45.93,95.29,,,
633.845,-0.003339457,44.89,95.26,,,
634.199,0.002371499,43.98,95.34,,,
634.553,0.00164553,43.34,95.51,,,
634.907,0.000725969,42.82,95.62,,,
635.261,0.008493837,42.53,95.63,,,
635.615,0.006049741,42.31,95.65,,,
635.969,0.005928747,42.28,95.79,,,
636.323,0.010889535,42.38,95.95,,,
636.676,0.011179922,42.74,95.94,,,
637.03,0.016455297,43.26,95.87,,,
637.384,0.011083126,44.05,95.83,,,
637.737,0.007066098,44.98,95.88,,,
638.091,0.005033385,46.12,95.99,,,
638.445,0.00164553,47.37,95.98,,,
638.798,-0.000387183,48.76,95.91,,,
639.151,-0.002153708,50.31,95.96,,,
639.505,-0.005565762,52.02,96.14,,,
639.858,-0.000725969,53.82,96.43,,,
640.211,-0.005081783,55.86,96.61,,,
640.565,-0.004573605,58.14,96.67,,,
640.918,0.001209948,60.62,96.78,,,
641.271,0.001088953,63.32,96.86,,,
641.624,0.002928075,66.11,96.77,,,
641.977,0.002686085,68.94,96.52,,,
642.33,0.002589289,71.87,96.18,,,
642.683,0.007864664,74.82,96.05,,,
643.036,0.011083126,77.64,95.9,,,
643.389,0.009437597,80.4,95.61,,,
643.741,0.009195607,82.97,95.33,,,
644.094,0.002516692,85.37,95.26,,,
644.447,0.001451938,87.66,95.21,,,
644.799,0.004138023,89.59,95.15,,,
645.152,0.000435581,90.9,95.09,,,
645.504,-0.003678243,91.8,95.14,,,
645.857,-0.008905219,92.1,95.31,,,
646.209,-0.006436925,91.92,95.5,,,
646.562,0.000193592,91.23,95.62,,,
646.914,0.003920232,89.94,95.76,,,
647.266,0.003823437,88.35,95.89,,,
647.618,0.005686757,86.58,95.91,,,
647.971,0.009703785,84.45,95.87,,,
648.323,0.015535736,82.18,95.8,,,
648.675,0.014882364,79.74,95.74,,,
649.027,0.006582119,77.25,95.58,,,
649.379,0.005251176,74.77,95.24,,,
649.731,0.005202778,72.31,94.96,,,
650.082,0.002516692,69.87,94.63,,,
650.434,0.002758682,67.57,94.44,,,
650.786,-0.003145866,65.38,94.38,,,
651.138,-0.006582119,63.3,94.33,,,
651.489,0.000532377,61.41,94.3,,,
651.841,0.001209948,59.66,94.48,,,
652.192,-0.000120995,58.02,94.84,,,
652.544,0.004622002,56.49,95.33,,,
652.895,0.004718798,55.13,95.73,,,
653.247,0.006727313,53.96,95.92,,,
653.598,0.005904548,52.98,96.03,,,
653.949,0.00445261,52.12,96.15,,,
654.301,0.004767196,51.41,96.07,,,
654.652,-0.000290388,50.86,95.8,,,
655.003,-0.000387183,50.49,95.52,,,
655.354,-0.004307416,50.34,95.38,,,
655.705,-0.006920904,50.2,95.29,,,
656.056,-0.007574276,50.22,95.29,,,
656.407,-0.008614832,50.36,95.42,,,
656.758,-0.006025542,50.63,95.69,,,
657.109,-0.004065426,50.98,95.95,,,
657.459,-0.004815594,51.39,96.04,,,
657.81,-0.003533049,51.84,95.96,,,
658.161,0.001960116,52.49,95.87,,,
658.511,0.005493165,53.26,95.73,,,
658.862,0.006945103,54.13,95.5,,,
659.212,0.00396863,55.15,95.23,,,
659.563,0.005275375,56.34,95.13,,,
659.913,0.004694599,57.72,95.2,,,
660.264,0.000508178,59.3,95.37,,,
660.614,-4.83979E-05,60.91,95.44,,,
660.964,-0.002056912,62.55,95.57,,,
661.314,-0.004404212,64.29,95.74,,,
661.665,-0.008929418,66.14,95.95,,,
662.015,-0.01028456,68.07,95.85,,,
662.365,-0.013769212,70.1,95.62,,,
662.715,-0.009147209,72.16,95.38,,,
663.065,-0.00817925,74.29,95.32,,,
663.415,-0.009631188,76.42,95.31,,,
663.764,-0.003387855,78.55,95.37,,,
664.114,0.000169393,80.74,95.38,,,
664.464,0.005928747,82.91,95.55,,,
664.814,0.009679586,84.88,95.7,,,
665.163,0.007743669,86.59,95.86,,,
665.513,0.004936589,88.27,95.96,,,
665.862,0.003242661,89.93,95.91,,,
666.212,0.001572933,91.33,95.67,,,
666.561,-0.001282545,92.35,95.41,,,
666.911,-0.008542235,93.05,95.29,,,
667.26,-0.012801253,93.55,95.32,,,
667.609,-0.011276718,93.9,95.38,,,
667.959,-0.010695943,93.95,95.31,,,
668.308,-0.004501008,93.51,95.2,,,
668.657,0.000483979,92.93,95.27,,,
669.006,0.00677571,92.18,95.32,,,
669.355,0.010574948,91.4,95.21,,,
669.704,0.010187765,90.54,94.98,,,
670.053,0.008276046,89.61,94.86,,,
670.402,0.006340129,88.49,94.92,,,
670.75,0.004162222,87.44,95.09,,,
671.099,-0.001572933,86.21,95.09,,,
671.448,-0.002613488,84.95,95.07,,,
671.797,-0.003920232,83.75,95.19,,,
672.145,-0.003363656,82.46,95.22,,,
672.494,-7.25969E-05,81.32,95.2,,,
672.842,-0.002468295,80.34,95.23,,,
673.191,-0.002613488,79.47,95.25,,,
673.539,-0.002129509,78.56,95.34,,,
673.888,-0.002081111,77.67,95.49,,,
674.236,-0.002177907,76.83,95.51,,,
674.584,0.000653372,76.08,95.56,,,
674.932,-0.001113152,75.28,95.57,,,
675.28,0.002855478,74.61,95.59,,,
675.628,-0.000290388,73.97,95.52,,,
675.977,-0.002637687,73.68,95.53,,,
676.325,-0.00958279,73.66,95.63,,,
676.672,-0.007066098,73.74,95.86,,,
677.02,-0.01006677,74.02,96.15,,,
677.368,-0.013624018,74.34,96.28,,,
677.716,-0.011179922,74.64,96.22,,,
678.064,-0.008300245,75.18,96.27,,,
678.411,-0.006969302,75.93,96.23,,,
678.759,-0.003533049,76.77,96.05,,,
679.107,-0.006436925,77.66,95.82,,,
679.454,-0.005081783,78.5,95.69,,,
679.802,0.003170065,79.49,95.72,,,
680.149,-0.003339457,80.6,95.94,,,
680.496,-0.003387855,81.58,96.18,,,
680.844,-0.001258346,82.43,96.43,,,
681.191,-0.004597804,83.22,96.6,,,
681.538,-0.00140354,84.09,96.52,,,
681.885,-0.005226977,85.16,96.3,,,
682.232,-0.012535064,86.04,96.01,,,
682.58,-0.009485995,86.87,95.73,,,
682.927,-0.012389871,87.81,95.57,,,
683.274,-0.011446111,88.68,95.48,,,
683.62,-0.008469638,89.46,95.58,,,
683.967,-0.00515438,90.12,95.83,,,
684.314,-0.000217791,90.53,96.19,,,
684.661,0.000169393,91.02,96.56,,,
685.008,0.002516692,91.24,96.86,,,
685.354,0.005928747,91.2,96.93,,,
685.701,0.006170736,90.89,96.81,,,
686.047,0.00537217,90.4,96.6,,,
686.394,-0.001451938,89.75,96.39,,,
686.74,-0.006485323,88.84,96,,,
687.087,-0.005783553,87.67,95.63,,,
687.433,-0.00817925,86.47,95.32,,,
687.779,-0.008130853,85.08,95.21,,,
688.126,-0.013043243,83.62,95.26,,,
688.472,-0.013261033,81.98,95.44,,,
688.818,-0.013140038,80.01,95.76,,,
689.164,-0.010453953,78.1,96.15,,,
689.51,-0.005710956,76.24,96.44,,,
689.856,-0.002008514,74.41,96.59,,,
690.202,-0.001839121,72.6,96.4,,,
690.548,-0.005033385,70.79,96.18,,,
690.894,-0.003944431,68.88,95.94,,,
691.239,-0.006896705,67.15,95.73,,,
691.585,-0.006485323,65.36,95.6,,,
691.931,-0.011567106,63.64,95.49,,,
692.276,-0.014180594,62.04,95.42,,,
692.622,-0.014640374,60.43,95.55,,,
692.967,-0.012147881,58.89,95.62,,,
693.313,-0.009631188,57.44,95.58,,,
693.658,-0.006751511,56.06,95.35,,,
694.004,-0.004742997,54.88,95.16,,,
694.349,-0.003121667,53.73,95.19,,,
694.694,-0.00585615,52.56,95.34,,,
695.039,-0.001693928,51.49,95.42,,,
695.384,0.003000672,50.6,95.61,,,
695.73,0.002661886,49.8,95.8,,,
696.075,0.004404212,49.03,96,,,
696.42,0.001887519,48.17,96.22,,,
696.765,0,47.37,96.22,,,
697.109,0.003073269,46.69,96.07,,,
697.454,-0.003387855,46.18,96,,,
697.799,-0.007332287,45.8,95.92,,,
698.144,-0.013987002,45.52,95.83,,,
698.488,-0.015390542,45.43,95.74,,,
698.833,-0.007888863,45.43,95.61,,,
699.178,-0.009800581,45.44,95.56,,,
699.522,-0.008687429,45.43,95.51,,,
699.867,-0.009485995,45.47,95.44,,,
700.211,-0.00771947,45.53,95.48,,,
700.555,-0.006969302,45.68,95.57,,,
700.9,-0.003387855,45.86,95.67,,,
701.244,-0.008518036,46.21,95.73,,,
701.588,-0.009873178,46.73,95.75,,,
701.932,-0.015874522,47.32,95.94,,,
702.277,-0.010720142,47.99,96.06,,,
702.621,-0.010453953,48.7,95.84,,,
702.965,-0.008300245,49.61,95.63,,,
703.309,-0.012051085,50.56,95.44,,,
703.652,-0.013430426,51.5,95.5,,,
703.996,-0.006170736,52.47,95.64,,,
704.34,-0.006509522,53.64,95.75,,,
704.684,-0.006122338,54.86,95.83,,,
705.028,-0.008832623,56.18,95.99,,,
705.371,-0.008445439,57.44,96.19,,,
705.715,-0.007211292,58.86,96.47,,,
706.058,-0.009994173,60.38,96.48,,,
706.402,-0.014011201,61.95,96.32,,,
706.745,-0.010381356,63.54,96.06,,,
707.089,-0.010695943,65.23,96.12,,,
707.432,-0.010889535,67.13,96.22,,,
707.775,-0.016334302,69.09,96.28,,,
708.118,-0.022577635,70.98,96.09,,,
708.462,-0.017737842,72.97,95.72,,,
708.805,-0.016890878,75.02,95.35,,,
709.148,-0.018439612,77.14,95.11,,,
709.491,-0.020956304,79.22,94.86,,,
709.834,-0.022093656,81.12,94.7,,,
710.177,-0.012535064,83.03,94.55,,,
710.52,-0.004355814,84.93,94.71,,,
710.862,-0.004162222,86.64,95.21,,,
711.205,-0.002952274,88.11,95.97,,,
711.548,-0.002976473,89.19,96.81,,,
711.89,-0.008784225,89.97,97.57,,,
712.233,-0.004089625,90.57,98.07,,,
712.576,-0.010308759,90.84,98.41,,,
712.918,-0.016213307,91,98.48,,,
713.261,-0.016890878,90.91,98.38,,,
713.603,-0.019964147,90.6,97.92,,,
713.945,-0.020690116,90.26,97.02,,,
714.288,-0.017810439,89.73,95.98,,,
714.63,-0.022650232,88.91,95.3,,,
714.972,-0.023061614,87.82,94.99,,,
715.314,-0.022166253,86.37,94.99,,,
715.656,-0.025892893,84.87,95.02,,,
715.998,-0.023424599,83.18,95.15,,,
716.34,-0.018875193,81.37,95.49,,,
716.682,-0.016164909,79.4,95.85,,,
717.024,-0.014906563,77.47,96.14,,,
717.366,-0.014349987,75.56,96.22,,,
717.708,-0.009510194,73.67,96,,,
718.049,-0.009679586,71.69,95.78,,,
718.391,-0.011446111,69.77,95.67,,,
718.733,-0.012825452,67.85,95.58,,,
719.074,-0.019843152,65.98,95.51,,,
719.416,-0.02129509,64.12,95.44,,,
719.757,-0.018633204,62.4,95.45,,,
720.098,-0.017011873,60.86,95.65,,,
720.44,-0.016116511,59.43,95.87,,,
720.781,-0.017132868,58.06,96.07,,,
721.122,-0.016673087,56.78,96.27,,,
721.463,-0.011978488,55.59,96.42,,,
721.805,-0.008590633,54.48,96.56,,,
722.146,-0.007888863,53.42,96.59,,,
722.487,-0.008348643,52.42,96.23,,,
722.828,-0.009074612,51.58,95.78,,,
723.169,-0.010647545,50.83,95.34,,,
723.51,-0.011857493,50.21,94.98,,,
723.85,-0.014567777,49.78,94.73,,,
724.191,-0.016745684,49.36,94.56,,,
724.532,-0.02245664,49.02,94.31,,,
724.873,-0.023182609,48.72,94.38,,,
725.213,-0.023666589,48.41,94.5,,,
725.554,-0.018125025,48.18,94.58,,,
725.894,-0.018609005,47.88,94.76,,,
726.235,-0.01076854,47.52,94.98,,,
726.575,-0.007816266,47.21,95.02,,,
726.915,-0.001330943,46.91,95.08,,,
727.256,-0.006606318,46.64,95.09,,,
727.596,0.001790723,46.51,95.18,,,
727.936,-0.001113152,46.52,95.35,,,
728.276,0.001016357,46.65,95.33,,,
728.616,-0.004984987,46.85,95.22,,,
728.956,-0.011131524,47.16,95.1,,,
729.296,-0.015729328,47.62,95.04,,,
729.636,-0.012898049,48.06,95.09,,,
729.976,-0.022021059,48.44,95.18,,,
730.316,-0.023593992,48.88,95.3,,,
730.656,-0.026812454,49.45,95.45,,,
730.996,-0.027465826,50.2,95.53,,,
731.335,-0.020641718,50.99,95.79,,,
731.675,-0.013309431,51.92,96.07,,,
732.014,-0.012099483,53,96.34,,,
732.354,-0.013841808,54.07,96.66,,,
732.693,-0.012389871,55.17,96.99,,,
733.033,-0.003097468,56.25,97.01,,,
733.372,-7.25969E-05,57.24,96.9,,,
733.711,-0.004573605,58.36,96.69,,,
734.051,-0.007937261,59.45,96.57,,,
734.39,-0.014156395,60.66,96.38,,,
734.729,-0.010236163,62.1,95.93,,,
735.068,-0.007308088,63.59,95.42,,,
735.407,-0.015366343,65.19,95.42,,,
735.746,-0.014712971,66.87,95.57,,,
736.085,-0.01918978,68.62,95.63,,,
736.424,-0.017568449,70.3,95.62,,,
736.763,-0.012801253,71.89,95.55,,,
737.102,-0.005299574,73.43,95.69,,,
737.44,-0.003847636,74.97,95.74,,,
737.779,-0.003581447,76.46,95.54,,,
738.118,-0.006606318,77.93,95.37,,,
738.456,-0.001597132,79.24,95.26,,,
738.795,-0.003702442,80.67,95.29,,,
739.133,-0.005081783,82.32,95.51,,,
739.472,-0.014954961,83.83,95.66,,,
739.81,-0.020883708,85.22,95.88,,,
740.148,-0.021730671,86.59,96.14,,,
740.487,-0.016890878,87.84,96.43,,,
740.825,-0.016431098,88.95,96.78,,,
741.163,-0.012946447,89.73,96.89,,,
741.501,-0.019165581,90.12,96.65,,,
741.839,-0.017858837,90.36,96.38,,,
742.177,-0.016697286,90.37,96.24,,,
742.515,-0.014640374,90.19,96.28,,,
742.853,-0.017979832,90.01,96.3,,,
743.191,-0.014906563,89.84,96.21,,,
743.528,-0.019165581,89.6,96.14,,,
743.866,-0.013285232,89.17,96.19,,,
744.204,-0.014882364,88.67,96.25,,,
744.541,-0.01708447,88.15,96.11,,,
744.879,-0.018100826,87.46,95.68,,,
745.217,-0.022819625,86.39,95.23,,,
745.554,-0.022335645,85,95.01,,,
745.891,-0.02013354,83.45,94.89,,,
746.229,-0.016745684,81.93,94.93,,,
746.566,-0.01287385,80.22,95.16,,,
746.903,-0.008905219,78.47,95.56,,,
747.241,-0.009510194,76.91,96.07,,,
747.578,-0.0046704,75.52,96.44,,,
747.915,-0.004017028,74.31,96.5,,,
748.252,-0.004113824,73.19,96.5,,,
748.589,-0.004113824,72.04,96.45,,,
748.926,-0.005081783,70.93,96.3,,,
749.263,-0.009002015,69.7,96.03,,,
749.599,-0.008953617,68.28,95.89,,,
749.936,-0.011252519,66.81,95.97,,,
750.273,-0.012486666,65.34,96.28,,,
750.61,-0.01052655,63.86,96.71,,,
750.946,-0.020883708,62.49,97.14,,,
751.283,-0.024174767,61.3,97.34,,,
751.619,-0.023376201,60.43,97.4,,,
751.956,-0.016890878,59.8,97.36,,,
752.292,-0.013672416,59.27,97.14,,,
752.629,-0.016576292,58.71,96.77,,,
752.965,-0.019165581,58.3,96.26,,,
753.301,-0.010695943,57.88,95.84,,,
753.637,-0.004476809,57.41,95.64,,,
753.973,-0.003436253,56.96,95.66,,,
754.31,-0.006993501,56.47,95.62,,,
754.646,-0.006848307,56.02,95.65,,,
754.982,-0.01076854,55.65,95.67,,,
755.318,-0.011615504,55.27,95.74,,,
755.653,-0.011760697,54.98,95.79,,,
755.989,-0.006243333,54.88,95.75,,,
756.325,-0.007211292,54.7,95.79,,,
