timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
199.874,,,,21.56,,21.64
199.874,,,,21.56,,21.64
199.946,24.4,24,62,,24.02,
199.946,24.4,24,62,,24.02,
199.946,24.4,24,62,,24.02,
199.946,24.4,24,62,,24.02,
200.095,24.84,24,62,,23.96,
200.095,24.84,24,62,,23.96,
200.095,24.84,24,62,,23.96,
200.095,24.84,24,62,,23.96,
200.245,25.62,24,62,,23.89,
200.245,25.62,24,62,,23.89,
200.245,25.62,24,62,,23.89,
200.245,25.62,24,62,,23.89,
200.399,26.5,24,62,21.62,23.83,21.61
200.399,26.5,24,62,21.62,23.83,21.61
200.399,26.5,24,62,21.62,23.83,21.61
200.399,26.5,24,62,21.62,23.83,21.61
200.399,26.5,24,62,21.62,23.83,21.61
200.399,26.5,24,62,21.62,23.83,21.61
200.548,27.57,24,62,,23.74,
200.548,27.57,24,62,,23.74,
200.548,27.57,24,62,,23.74,
200.548,27.57,24,62,,23.74,
200.695,28.72,24,62,,23.64,
200.695,28.72,24,62,,23.64,
200.695,28.72,24,62,,23.64,
200.695,28.72,24,62,,23.64,
200.845,30.21,24,62,,23.54,
200.845,30.21,24,62,,23.54,
200.845,30.21,24,62,,23.54,
200.845,30.21,24,62,,23.54,
200.995,31.38,24,62,,23.46,
200.995,31.38,24,62,,23.46,
200.995,31.38,24,62,,23.46,
200.995,31.38,24,62,,23.46,
201.058,,,,21.61,,21.62
201.058,,,,21.61,,21.62
201.145,32.63,24,62,,23.37,
201.145,32.63,24,62,,23.37,
201.145,32.63,24,62,,23.37,
201.145,32.63,24,62,,23.37,
201.295,33.91,24,62,,23.28,
201.295,33.91,24,62,,23.28,
201.295,33.91,24,62,,23.28,
201.295,33.91,24,62,,23.28,
201.445,35.11,24,62,,23.21,
201.445,35.11,24,62,,23.21,
201.445,35.11,24,62,,23.21,
201.445,35.11,24,62,,23.21,
201.6,36.3,24,62,,23.13,
201.6,36.3,24,62,,23.13,
201.6,36.3,24,62,,23.13,
201.6,36.3,24,62,,23.13,
201.604,,,,21.63,,21.61
201.604,,,,21.63,,21.61
201.75,37.61,24,62,,23.05,
201.75,37.61,24,62,,23.05,
201.75,37.61,24,62,,23.05,
201.75,37.61,24,62,,23.05,
201.9,38.83,24,62,,22.99,
201.9,38.83,24,62,,22.99,
201.9,38.83,24,62,,22.99,
201.9,38.83,24,62,,22.99,
202.068,40.37,24,62,,22.9,
202.068,40.37,24,62,,22.9,
202.068,40.37,24,62,,22.9,
202.068,40.37,24,62,,22.9,
202.216,41.6,24,62,,22.83,
202.216,41.6,24,62,,22.83,
