,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,7083.369,,,,35.94,
1,7083.721,,,,35.93,
2,7084.539,,,,35.96,
3,7085.122,,,,36.02,
4,7085.806,,,,36.02,
5,7086.341,,,,36.02,
6,7086.881,,,,36.02,
7,7087.592,,,,36.02,
8,7088.145,,,,35.93,
9,7088.729,,,,35.97,
10,7089.365,,,,35.97,
11,7089.948,,,,36.01,
12,7092.33,39.47,24.0,62.0,36.12,38.54
13,7092.479,39.46,24.0,62.0,,38.53
14,7092.629,39.51,24.0,62.0,,38.52
15,7092.779,39.83,24.0,62.0,,38.5
16,7092.929,40.33,24.0,62.0,36.18,38.45
17,7093.079,41.03,24.0,62.0,,38.4
18,7093.229,42.19,24.0,62.0,,38.32
19,7093.379,43.21,24.0,62.0,,38.25
20,7093.529,44.31,24.0,62.0,36.24,38.18
21,7093.679,45.87,24.0,62.0,,38.08
22,7093.829,47.04,24.0,62.0,,38.02
23,7093.979,48.26,24.0,62.0,,37.94
24,7094.129,49.89,24.0,62.0,36.3,37.84
25,7100.092,,,,36.57,
26,7094.279,51.12,24.0,62.0,,37.78
27,7101.257,,,,36.77,
28,7094.429,52.34,24.0,62.0,,37.7
29,7094.58,53.97,24.0,62.0,,37.61
30,7094.729,55.19,24.0,62.0,36.93,37.54
31,7094.879,56.37,24.0,62.0,,37.47
32,7095.029,57.95,24.0,62.0,,37.39
33,7095.179,59.11,24.0,62.0,,37.32
34,7095.329,60.27,24.0,62.0,36.9,37.26
35,7095.479,61.79,24.0,62.0,,37.17
36,7095.629,62.88,24.0,62.0,,37.11
37,7095.779,64.0,24.0,62.0,,37.04
38,7095.929,65.48,24.0,62.0,37.01,36.97
39,7096.079,66.54,24.0,62.0,,36.91
40,7109.021,,,,36.88,
41,7109.66,,,,36.97,
42,7096.229,67.59,24.0,62.0,,36.85
43,7096.379,68.98,24.0,62.0,,36.78
44,7096.529,70.01,24.0,62.0,36.94,36.72
45,7096.679,71.01,24.0,62.0,,36.67
46,7096.829,72.35,24.0,62.0,,36.6
47,7096.979,73.33,24.0,62.0,,36.55
48,7097.129,74.29,24.0,62.0,36.83,36.51
49,7097.279,75.57,24.06,62.0,,36.45
50,7097.429,76.49,24.23,62.0,,36.4
51,7097.579,77.41,24.41,62.0,,36.36
52,7097.729,78.33,24.59,62.0,36.94,36.31
53,7097.88,79.51,24.78,62.0,,36.26
54,7098.029,80.42,24.98,62.0,,36.22
55,7117.938,,,,36.86,
56,7098.179,81.32,25.18,62.0,,36.17
57,7098.329,82.45,25.4,62.0,36.89,36.11
58,7098.479,83.32,25.61,62.0,,36.08
59,7098.629,84.14,25.83,62.0,,36.04
60,7098.779,85.22,26.06,62.0,,35.99
61,7098.929,86.04,26.29,62.0,36.81,35.96
62,7122.181,,,,36.83,
63,7099.079,86.85,26.52,62.0,,35.92
64,7099.229,87.89,26.78,62.0,,35.88
65,7099.379,88.67,27.02,62.0,36.88,35.84
66,7099.529,89.44,27.27,62.0,,35.81
67,7099.679,90.45,27.53,62.0,,35.77
68,7099.829,91.22,27.79,62.0,,35.74
69,7099.979,91.96,28.05,62.0,,35.71
70,7100.13,92.92,28.33,62.0,,35.68
71,7100.279,93.64,28.6,62.0,,35.65
72,7100.429,94.35,28.88,62.0,,35.62
73,7100.604,95.26,29.21,62.0,36.81,35.59
74,7100.753,96.12,29.5,62.0,,35.56
75,7100.903,96.85,29.79,62.0,,35.54
76,7101.054,97.51,30.08,62.0,,35.51
77,7101.204,98.37,30.39,62.0,,35.49
78,7101.353,99.02,30.69,62.0,,35.47
79,7101.504,99.65,30.98,62.0,,35.44
80,7101.653,100.52,31.31,62.0,,35.43
81,7101.803,101.15,31.61,62.0,36.8,35.41
82,7101.954,101.73,31.92,62.0,,35.39
83,7102.104,102.57,32.25,62.0,,35.36
84,7135.23,,,,36.86,
85,7135.793,,,,36.76,
86,7102.254,103.15,32.56,62.0,,35.34
87,7102.405,103.78,32.88,62.0,36.85,35.33
88,7102.554,104.56,33.22,62.0,,35.31
89,7138.256,,,,36.76,
90,7102.704,105.13,33.54,62.0,,35.3
91,7102.854,105.7,33.86,62.0,,35.29
92,7103.004,106.5,34.22,62.0,36.74,35.27
93,7103.154,107.04,34.55,62.0,,35.26
94,7103.304,107.6,34.88,62.0,,35.24
95,7103.454,108.29,35.23,62.0,,35.23
96,7103.604,108.88,35.57,62.0,36.76,35.22
97,7142.999,,,,36.71,
98,7103.754,109.41,35.91,62.0,,35.22
99,7103.904,110.06,36.26,62.0,,35.2
100,7144.823,,,,36.67,
101,7104.054,110.61,36.61,62.0,,35.19
102,7104.204,111.12,36.95,62.0,36.68,35.19
103,7104.354,111.72,37.31,62.0,,35.18
104,7104.504,112.15,37.64,62.0,,35.18
105,7104.654,112.46,37.95,62.0,,35.18
106,7104.804,112.89,38.29,62.0,36.78,35.19
107,7104.953,113.18,38.6,62.0,,35.19
108,7105.104,113.46,38.91,62.0,,35.18
109,7105.253,113.72,39.21,62.0,,35.2
110,7105.404,113.92,39.51,62.0,36.74,35.21
111,7105.554,114.06,39.79,62.0,,35.22
112,7105.704,114.22,40.08,62.0,,35.23
113,7105.853,114.36,40.36,62.0,,35.25
114,7106.004,114.41,40.62,62.0,36.74,35.25
115,7106.153,114.55,40.91,62.0,,35.28
116,7106.304,114.62,41.18,62.0,,35.28
117,7154.932,,,,36.69,
118,7106.454,114.67,41.44,62.0,,35.3
119,7106.604,114.7,41.7,62.0,36.68,35.31
120,7156.723,,,,36.61,
121,7106.754,114.78,41.96,62.0,,35.32
122,7106.904,114.78,42.22,62.0,,35.34
123,7107.053,114.84,42.47,62.0,,35.36
124,7107.203,114.83,42.72,62.0,36.63,35.38
125,7107.354,114.85,42.97,62.0,,35.4
126,7107.504,114.89,43.23,62.0,,35.42
127,7160.916,,,,36.67,
128,7107.653,114.93,43.48,62.0,,35.42
129,7107.804,114.97,43.74,62.0,36.56,35.44
130,7107.954,114.97,43.98,62.0,,35.46
131,7108.104,114.94,44.21,62.0,,35.47
132,7163.912,,,,36.54,
133,7108.254,115.02,44.47,62.0,,35.48
134,7108.404,115.02,44.71,62.0,36.63,35.5
135,7108.553,115.02,44.95,62.0,,35.51
136,7108.704,115.05,45.2,62.0,,35.53
137,7108.853,115.05,45.44,62.0,,35.55
138,7109.004,115.05,45.67,62.0,,35.57
139,7109.154,115.07,45.91,62.0,,35.58
140,7109.303,115.12,46.16,62.0,,35.6
141,7109.454,115.11,46.4,62.0,,35.62
142,7109.606,115.13,46.64,62.0,,35.64
143,7109.775,115.18,46.91,62.0,,35.65
144,7109.925,115.17,47.14,62.0,,35.67
145,7110.075,115.2,47.38,62.0,,35.7
146,7110.225,115.17,47.6,62.0,36.57,35.71
147,7172.834,,,,36.52,
148,7110.375,115.23,47.85,62.0,,35.73
149,7110.525,115.21,48.07,62.0,,35.75
150,7110.675,115.27,48.32,62.0,,35.77
151,7110.825,115.28,48.55,62.0,36.51,35.79
152,7110.975,115.29,48.78,62.0,,35.81
153,7111.125,115.27,49.0,62.0,,35.83
154,7111.275,115.29,49.22,62.0,,35.84
155,7111.425,115.26,49.44,62.0,36.59,35.85
156,7111.575,115.29,49.67,62.0,,35.88
157,7111.725,115.29,49.89,62.0,,35.9
158,7111.875,115.3,50.11,62.0,,35.92
159,7112.025,115.31,50.34,62.0,36.54,35.93
160,7112.175,115.35,50.57,62.0,,35.96
161,7112.326,115.34,50.78,62.0,,35.97
162,7181.784,,,,36.49,
163,7112.475,115.34,51.0,62.0,,35.99
164,7112.625,115.35,51.22,62.0,36.47,36.02
165,7112.775,115.39,51.45,62.0,,36.04
166,7112.925,115.4,51.67,62.0,,36.06
167,7113.075,115.42,51.89,62.0,,36.08
168,7113.225,115.4,52.1,62.0,36.46,36.1
169,7113.375,115.39,52.3,62.0,,36.1
170,7113.526,115.4,52.52,62.0,,36.12
171,7113.675,115.41,52.73,62.0,,36.15
172,7113.825,115.43,52.95,62.0,36.42,36.17
173,7113.975,115.47,53.17,62.0,,36.19
174,7114.125,115.45,53.37,62.0,,36.21
175,7114.275,115.46,53.59,62.0,,36.22
176,7114.425,115.45,53.79,62.0,36.45,36.25
177,7190.68,,,,37.27,
178,7191.252,,,,42.02,
179,7191.819,,,,48.84,
180,7114.575,115.48,54.01,62.0,,36.26
181,7193.053,,,,54.74,
182,7193.689,,,,58.12,
183,7194.272,,,,55.49,
184,7194.857,,,,52.35,
185,7195.5,,,,52.05,
186,7196.029,,,,51.92,
187,7196.709,,,,51.77,
188,7114.725,115.47,54.21,62.0,,36.28
189,7114.875,115.46,54.41,62.0,,36.3
190,7198.464,,,,51.45,
191,7199.051,,,,51.27,
192,7115.025,115.5,54.63,62.0,50.97,36.33
193,7115.175,115.51,54.83,62.0,,36.34
194,7115.325,115.53,55.04,62.0,,36.35
195,7115.475,115.56,55.26,62.0,,36.38
196,7115.625,115.56,55.46,62.0,50.75,36.4
197,7115.775,115.5,55.63,62.0,,36.42
198,7115.925,115.53,55.84,62.0,,36.43
199,7116.075,115.54,56.03,62.0,50.49,36.45
200,7204.471,,,,50.32,
201,7116.225,115.55,56.21,62.0,,36.47
202,7116.375,115.52,56.39,62.0,,36.49
203,7116.525,115.51,56.57,62.0,,36.5
204,7116.675,115.55,56.76,62.0,50.16,36.53
205,7116.825,115.55,56.94,62.0,,36.55
206,7116.975,115.58,57.12,62.0,,36.57
207,7117.125,115.56,57.3,62.0,,36.59
208,7117.275,115.61,57.47,62.0,49.96,36.61
209,7117.425,115.56,57.65,62.0,,36.63
210,7117.575,115.58,57.83,62.0,,36.65
211,7117.725,115.6,58.01,62.0,,36.66
212,7117.875,115.61,58.18,62.0,,36.68
213,7118.025,115.61,58.36,62.0,,36.7
214,7118.175,115.63,58.53,62.0,,36.72
215,7213.382,,,,49.9,
216,7118.325,115.6,58.71,62.0,,36.75
217,7214.487,,,,49.67,
218,7118.475,115.62,58.88,62.0,49.61,36.77
219,7118.625,115.62,59.06,62.0,,36.78
220,7118.775,115.62,59.23,62.0,,36.8
221,7118.925,115.62,59.4,62.0,,36.82
222,7119.075,115.62,59.57,62.0,49.5,36.84
223,7119.225,115.62,59.74,62.0,,36.85
224,7119.375,115.67,59.91,62.0,,36.88
225,7119.525,115.65,60.08,62.0,,36.9
226,7119.675,115.63,60.25,62.0,49.4,36.92
227,7119.825,115.48,60.42,62.0,,36.97
228,7119.975,115.09,60.59,62.0,,37.04
229,7120.125,114.5,60.75,62.0,,37.15
230,7222.344,,,,49.38,
231,7120.276,113.39,60.91,62.0,49.27,37.35
232,7120.425,112.44,61.06,62.0,,37.53
233,7120.575,111.37,61.22,62.0,,37.72
234,7120.725,109.8,61.36,62.0,,38.02
235,7120.875,108.63,61.5,62.0,49.29,38.26
236,7121.025,107.45,61.63,62.0,,38.5
237,7121.175,105.86,61.76,62.0,,38.84
238,7121.325,104.61,61.89,62.0,,39.08
239,7121.475,103.39,62.01,62.0,49.14,39.33
240,7121.628,102.25,62.12,62.0,,39.58
241,7121.776,100.87,62.23,62.0,,39.89
242,7121.926,99.66,62.33,62.0,,40.15
243,7122.078,98.15,62.43,62.0,,40.5
244,7122.232,37.77,37.66,50.0,,37.26
245,7231.244,,,,49.18,
246,7122.275,96.68,62.52,62.0,,40.85
247,7122.382,37.77,37.66,50.0,,37.27
248,7122.425,95.24,62.61,62.0,,41.18
249,7122.532,37.88,37.66,50.0,,37.27
250,7122.575,94.15,62.69,62.0,,41.43
251,7122.682,38.22,37.7,50.0,,37.23
252,7122.725,93.06,62.77,62.0,48.99,41.68
253,7122.832,39.08,37.81,50.0,,37.15
254,7122.875,91.72,62.84,62.0,,42.01
255,7122.982,40.03,38.02,50.0,,37.09
256,7123.025,90.7,62.91,62.0,,42.26
257,7123.132,41.18,38.31,50.0,,37.04
258,7239.005,,,,49.02,
259,7123.174,89.66,62.98,62.0,,42.49
260,7123.282,42.91,38.73,50.0,,36.96
261,7123.326,88.38,63.04,62.0,48.96,42.82
262,7123.432,44.32,39.25,50.0,,36.9
263,7123.474,87.41,63.1,62.0,,43.05
264,7123.582,45.8,39.84,50.0,,36.85
265,7123.625,86.46,63.15,62.0,,43.29
266,7123.732,47.83,40.53,50.0,,36.76
267,7123.775,85.18,63.2,62.0,,43.6
268,7123.882,49.37,41.3,50.0,,36.71
269,7123.925,84.3,63.24,62.0,49.02,43.84
270,7124.032,50.91,42.1,50.0,,36.65
271,7124.074,83.4,63.28,62.0,,44.07
272,7124.182,52.97,42.97,50.0,,36.59
273,7247.953,,,,48.94,
274,7124.225,82.22,63.32,62.0,,44.37
275,7249.068,,,,48.84,
276,7124.332,54.48,43.89,50.0,,36.53
277,7124.374,81.35,63.36,62.0,,44.61
278,7124.487,55.98,44.82,50.0,,36.47
279,7124.525,80.47,63.39,62.0,48.89,44.83
280,7124.638,57.94,45.79,50.0,,36.41
281,7124.675,79.32,63.42,62.0,,45.14
282,7124.787,59.2,46.76,50.0,,36.39
283,7124.825,78.49,63.44,62.0,,45.36
284,7124.937,60.05,47.68,50.0,,36.41
285,7124.975,77.67,63.46,62.0,,45.59
286,7125.087,60.47,48.49,50.0,,36.5
287,7125.125,76.86,63.48,62.0,48.9,45.81
288,7125.237,60.46,49.19,50.0,,36.65
289,7125.275,75.82,63.5,62.0,,46.1
290,7125.389,60.13,49.73,50.0,,36.8
291,7125.425,75.05,63.51,62.0,,46.32
292,7125.54,59.58,50.14,50.0,,36.96
293,7125.575,74.28,63.52,62.0,,46.53
294,7125.685,58.65,50.38,50.0,,37.2
295,7125.725,73.25,63.52,62.0,48.86,46.81
296,7125.837,57.82,50.51,50.0,,37.38
297,7125.875,72.51,63.53,62.0,,47.04
298,7125.98,56.97,50.53,50.0,,37.55
299,7126.025,71.76,63.53,62.0,,47.24
300,7126.13,55.99,50.46,50.0,,37.74
301,7264.678,,,,48.84,
302,7126.175,70.79,63.53,62.0,,47.51
303,7265.783,,,,48.83,
304,7126.28,55.49,50.35,50.0,,37.83
305,7126.325,70.08,63.52,62.0,48.84,47.73
306,7126.43,55.12,50.24,50.0,,37.9
