,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,53699.0,30.32,30.38,90.0,,30.23
1,53845.0,30.32,30.38,90.0,,30.23
2,53.959,,,,24.29,
3,53997.0,30.36,30.38,90.0,,30.22
4,54147.0,30.52,30.39,90.0,,30.2
5,54302.0,30.89,30.44,90.0,,30.17
6,54452.0,31.5,30.56,90.0,,30.12
7,54.546,,,,24.28,
8,54618.0,32.49,30.75,90.0,,30.06
9,54761.0,34.07,31.06,90.0,,29.99
10,54907.0,35.33,31.48,90.0,,29.93
11,55080.0,36.75,31.98,90.0,,29.86
12,55.187,,,,24.54,
13,55235.0,38.36,32.57,90.0,,29.8
14,55385.0,39.79,33.23,90.0,,29.74
15,55534.0,41.35,33.97,90.0,,29.69
16,55689.0,43.03,34.76,90.0,,29.62
17,55.772,,,,24.69,
18,55835.0,45.16,35.64,90.0,,29.55
19,55985.0,46.65,36.52,90.0,,29.5
20,56157.0,48.66,37.45,90.0,,29.44
21,56306.0,50.37,38.4,90.0,,29.38
22,56.355,,,,24.99,
23,56455.0,51.86,39.4,90.0,,29.34
24,56620.0,53.3,40.4,90.0,,29.29
25,56772.0,54.86,41.4,90.0,,29.25
26,56922.0,56.83,42.43,90.0,,29.19
27,56.99,,,,25.31,
28,57071.0,58.22,43.48,90.0,,29.15
29,57242.0,59.64,44.51,90.0,,29.11
30,57391.0,61.03,45.53,90.0,,29.07
31,57541.0,62.88,46.59,90.0,,29.02
32,57.541,,,,26.23,
33,57716.0,64.32,47.63,90.0,,28.98
34,57866.0,65.78,48.68,90.0,,28.94
35,58021.0,67.02,49.72,90.0,,28.92
36,58185.0,68.66,50.76,90.0,,28.87
37,58.185,,,,27.13,
38,58332.0,70.07,51.78,90.0,,28.84
39,58481.0,71.3,52.82,90.0,,28.82
40,58631.0,72.45,53.82,90.0,,28.79
41,58802.0,74.02,54.85,90.0,,28.76
42,58.802,,,,28.66,
43,58946.0,75.19,55.86,90.0,,28.73
44,59096.0,76.26,56.84,90.0,,28.71
45,59277.0,77.32,57.79,90.0,,28.69
46,59425.0,78.97,58.76,90.0,,28.66
47,59.425,,,,30.94,
48,59571.0,80.04,59.75,90.0,,28.64
49,59721.0,81.05,60.7,90.0,,28.62
50,59894.0,82.33,61.64,90.0,,28.61
51,59.962,,,,35.42,
52,60038.0,83.36,62.59,90.0,,28.59
53,60188.0,84.31,63.51,90.0,,28.58
54,60342.0,85.45,64.41,90.0,,28.56
55,60508.0,86.35,65.31,90.0,,28.55
56,60.508,,,,47.07,
57,60655.0,87.21,66.18,90.0,,28.54
58,60807.0,87.98,67.02,90.0,,28.52
59,60981.0,89.03,67.85,90.0,,28.52
60,61129.0,89.85,68.68,90.0,,28.51
61,61.23,,,,57.88,
62,61279.0,90.56,69.49,90.0,,28.49
63,61434.0,91.49,70.28,90.0,,28.49
64,61595.0,92.22,71.06,90.0,,28.49
65,61745.0,92.94,71.83,90.0,,28.48
66,61.766,,,,65.35,
67,61898.0,93.61,72.58,90.0,,28.47
