,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,3094.481,,,,30.72,
1,3095.245,,,,30.72,
2,3095.74,,,,30.71,
3,3096.168,,,,30.71,
4,3096.881,,,,30.71,
5,3097.401,,,,30.7,
6,3098.196,,,,30.84,
7,3098.797,,,,31.43,
8,3097.512,33.54,33.57,90.0,,33.55
9,3097.64,33.54,33.57,90.0,,33.55
10,3097.789,33.59,33.58,90.0,,33.54
11,3097.94,33.84,33.63,90.0,,33.5
12,3098.097,34.22,33.73,90.0,,33.46
13,3098.253,35.18,33.98,90.0,,33.38
14,3098.396,36.03,34.29,90.0,,33.32
15,3103.668,,,,32.52,
16,3098.546,37.54,34.81,90.0,,33.22
17,3098.696,38.75,35.35,90.0,,33.14
18,3098.855,40.59,36.09,90.0,,33.03
19,3098.997,42.45,36.93,90.0,,32.93
20,3099.146,43.91,37.72,90.0,,32.86
21,3099.297,45.92,38.67,90.0,,32.75
22,3099.447,47.54,39.61,90.0,34.02,32.67
23,3099.597,49.12,40.52,90.0,,32.6
24,3099.747,51.22,41.55,90.0,,32.5
25,3099.897,52.78,42.52,90.0,,32.44
26,3110.323,,,,35.64,
27,3100.047,54.35,43.46,90.0,37.78,32.37
28,3100.197,56.4,44.52,90.0,,32.28
29,3100.347,57.93,45.5,90.0,,32.22
30,3100.497,59.43,46.46,90.0,,32.16
31,3100.647,61.4,47.49,90.0,40.21,32.09
32,3100.797,62.84,48.47,90.0,,32.03
33,3100.947,64.26,49.43,90.0,,31.99
34,3101.097,66.14,50.45,90.0,,31.93
35,3101.247,67.52,51.43,90.0,43.08,31.89
36,3101.397,68.85,52.37,90.0,,31.85
37,3101.548,70.64,53.34,90.0,,31.78
38,3101.698,71.95,54.32,90.0,,31.74
39,3101.848,73.24,55.25,90.0,47.5,31.7
40,3101.998,74.91,56.21,90.0,,31.66
41,3102.148,76.15,57.17,90.0,,31.62
42,3102.298,77.35,58.09,90.0,,31.6
43,3102.448,78.94,59.03,90.0,56.5,31.56
44,3102.598,80.12,59.97,90.0,,31.53
45,3102.748,81.28,60.87,90.0,,31.5
46,3102.898,82.78,61.8,90.0,,31.47
47,3103.048,83.89,62.72,90.0,68.0,31.45
48,3123.623,,,,80.95,
49,3103.198,84.97,63.6,90.0,,31.43
50,3103.349,86.38,64.5,90.0,,31.4
51,3103.499,87.41,65.39,90.0,,31.39
52,3103.649,88.45,66.25,90.0,,31.37
53,3103.799,89.76,67.15,90.0,,31.35
54,3103.949,90.77,68.02,90.0,,31.33
55,3104.099,91.76,68.86,90.0,,31.32
56,3104.249,93.06,69.72,90.0,89.5,31.31
57,3104.399,93.99,70.58,90.0,,31.3
58,3104.549,94.91,71.41,90.0,,31.29
59,3130.269,,,,94.71,
60,3104.699,96.11,72.25,90.0,,31.28
61,3104.849,97.0,73.08,90.0,98.84,31.27
62,3104.999,97.86,73.89,90.0,,31.26
63,3105.149,98.72,74.67,90.0,,31.26
64,3105.299,99.85,75.51,90.0,,31.25
65,3105.449,100.66,76.3,90.0,102.44,31.25
66,3105.599,101.49,77.07,90.0,,31.25
67,3105.75,102.54,77.89,90.0,,31.25
68,3105.901,103.32,78.66,90.0,,31.24
69,3106.051,104.1,79.41,90.0,104.92,31.24
70,3136.911,,,,105.9,
71,3106.201,105.12,80.21,90.0,,31.24
72,3138.016,,,,101.39,
73,3106.351,105.88,80.97,90.0,,31.25
74,3106.501,106.65,81.71,90.0,,31.24
75,3106.65,107.6,82.49,90.0,98.26,31.25
76,3106.799,108.31,83.23,90.0,,31.25
77,3106.949,109.0,83.95,90.0,,31.25
78,3107.099,109.9,84.7,90.0,,31.26
79,3107.249,110.58,85.42,90.0,97.13,31.26
80,3107.399,111.24,86.13,90.0,,31.27
81,3143.563,,,,96.48,
82,3107.549,112.03,86.83,90.0,,31.28
83,3107.699,112.59,87.52,90.0,,31.29
84,3107.849,113.05,88.16,90.0,95.87,31.3
85,3108.007,113.61,88.78,90.0,,31.32
86,3108.156,113.96,89.37,90.0,,31.34
87,3108.306,114.22,89.91,90.0,,31.36
88,3108.458,114.29,90.39,90.0,95.13,31.41
89,3108.608,113.93,90.74,90.0,,31.53
90,3108.758,113.28,90.94,90.0,,31.67
91,3108.907,112.31,91.0,90.0,,31.88
92,3150.211,,,,94.49,
93,3150.804,,,,93.77,
94,3109.054,110.76,90.82,90.0,93.01,32.17
95,3109.204,109.53,90.58,90.0,,32.39
96,3109.354,108.37,90.31,90.0,,32.58
97,3109.504,107.06,89.96,90.0,,32.8
98,3109.654,106.27,89.7,90.0,92.21,32.9
99,3109.804,105.58,89.5,90.0,,32.98
100,3109.954,104.86,89.32,90.0,,33.07
101,3110.104,104.45,89.23,90.0,,33.12
102,3110.254,104.1,89.19,90.0,,33.15
103,3156.861,,,,91.45,
104,3110.404,103.69,89.16,90.0,,33.19
105,3110.554,103.44,89.18,90.0,,33.21
106,3110.704,103.2,89.22,90.0,,33.22
107,3110.854,102.93,89.27,90.0,90.7,33.24
108,3111.004,102.75,89.34,90.0,,33.25
109,3111.154,102.56,89.42,90.0,,33.26
110,3111.304,102.33,89.49,90.0,,33.27
111,3111.454,102.16,89.57,90.0,90.09,33.27
112,3111.604,101.99,89.65,90.0,,33.27
113,3111.755,101.77,89.73,90.0,,33.27
114,3163.517,,,,89.54,
115,3111.904,101.6,89.8,90.0,,33.28
116,3112.054,101.43,89.87,90.0,87.33,33.27
117,3112.204,101.19,89.94,90.0,,33.28
118,3112.354,101.05,90.0,90.0,,33.28
119,3112.504,100.86,90.07,90.0,,33.28
120,3112.654,100.68,90.13,90.0,82.36,33.28
121,3112.804,100.45,90.17,90.0,,33.29
122,3112.954,100.25,90.22,90.0,,33.29
123,3113.104,100.06,90.26,90.0,,33.3
124,3113.249,99.8,90.28,90.0,76.22,33.31
125,3170.176,,,,71.76,
126,3113.399,99.61,90.31,90.0,,33.31
127,3113.549,99.39,90.34,90.0,,33.32
128,3113.699,99.13,90.35,90.0,,33.33
129,3113.849,98.91,90.36,90.0,,33.33
130,3113.999,98.71,90.37,90.0,68.14,33.34
131,3114.149,98.42,90.36,90.0,,33.35
132,3114.299,98.21,90.36,90.0,,33.35
133,3114.449,98.03,90.36,90.0,,33.36
134,3114.599,97.78,90.36,90.0,69.19,33.37
135,3114.749,97.57,90.35,90.0,,33.38
136,3176.824,,,,72.18,
137,3114.899,97.37,90.35,90.0,,33.38
138,3177.933,,,,74.92,
139,3115.049,97.11,90.33,90.0,,33.39
140,3115.199,96.91,90.31,90.0,76.38,33.4
141,3115.349,96.73,90.3,90.0,,33.41
142,3115.499,96.48,90.28,90.0,,33.41
143,3115.649,96.29,90.26,90.0,,33.42
144,3115.799,96.11,90.25,90.0,76.74,33.43
145,3115.949,95.92,90.23,90.0,,33.43
146,3116.1,95.68,90.2,90.0,,33.44
147,3183.479,,,,76.45,
148,3116.25,95.51,90.18,90.0,,33.45
149,3116.4,95.36,90.16,90.0,76.1,33.46
150,3116.55,95.14,90.13,90.0,,33.46
151,3116.7,94.99,90.11,90.0,,33.47
152,3116.846,94.83,90.09,80.0,,33.47
153,3116.996,94.66,90.07,80.0,75.83,33.48
154,3117.146,94.49,90.05,80.0,,33.48
155,3117.296,94.18,90.0,80.0,,33.52
156,3117.446,93.43,89.84,80.0,,33.64
157,3117.596,92.61,89.61,80.0,75.63,33.76
158,3190.136,,,,75.46,
159,3117.746,91.61,89.28,80.0,,33.92
160,3117.896,90.09,88.77,80.0,,34.19
