,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,2063.678,,,,29.1,
1,2064.386,,,,29.19,
2,2065.014,,,,29.2,
3,2065.583,,,,29.27,
4,2066.213,,,,29.28,
5,2066.797,,,,29.34,
6,2067.416,,,,29.45,
7,2067.997,,,,29.48,
8,2068.553,,,,29.67,
9,2069.175,,,,29.85,
10,2069.724,,,,30.1,
11,2067.216,36.58,36.52,90.0,,36.02
12,2067.418,36.57,36.52,90.0,,36.01
13,2067.567,36.6,36.52,90.0,,36.0
14,2067.723,36.81,36.53,90.0,,35.99
15,2067.868,37.38,36.6,90.0,,35.95
16,2068.019,38.19,36.75,90.0,,35.91
17,2074.098,,,,30.36,
18,2068.179,39.28,36.99,90.0,,35.87
19,2068.33,41.13,37.36,90.0,,35.79
20,2068.497,42.6,37.86,90.0,,35.74
21,2068.648,44.22,38.45,90.0,,35.68
22,2068.796,45.91,39.12,90.0,,35.62
23,2068.965,47.62,39.87,90.0,,35.56
24,2069.115,49.52,40.69,90.0,,35.5
25,2069.266,51.38,41.59,90.0,,35.44
26,2069.416,53.26,42.54,90.0,,35.38
27,2069.567,55.02,43.52,90.0,,35.33
28,2069.716,56.75,44.53,90.0,,35.27
29,2069.866,58.42,45.56,90.0,,35.22
30,2070.016,59.96,46.59,90.0,,35.17
31,2070.166,61.93,47.64,90.0,,35.11
32,2070.316,63.41,48.71,90.0,,35.08
33,2070.466,64.86,49.77,90.0,30.77,35.02
34,2070.616,66.76,50.84,90.0,,34.96
35,2070.766,68.17,51.93,90.0,,34.93
36,2085.498,,,,31.1,
37,2070.916,69.53,52.99,90.0,,34.89
38,2071.066,71.34,54.06,90.0,31.56,34.84
39,2071.216,72.7,55.13,90.0,,34.81
40,2071.366,74.01,56.19,90.0,,34.78
41,2088.479,,,,32.14,
42,2071.516,75.74,57.25,90.0,,34.74
43,2071.666,76.99,58.31,90.0,32.99,34.7
44,2071.816,78.23,59.35,90.0,,34.67
45,2071.966,79.87,60.39,90.0,,34.63
46,2072.116,81.09,61.44,90.0,,34.6
47,2072.266,82.27,62.46,90.0,34.61,34.58
48,2072.416,83.83,63.48,90.0,,34.55
49,2072.566,84.93,64.5,90.0,,34.52
50,2072.716,86.06,65.49,90.0,,34.5
51,2072.866,87.49,66.49,90.0,38.02,34.47
52,2095.116,,,,46.29,
53,2073.016,88.57,67.48,90.0,,34.45
54,2073.166,89.62,68.44,90.0,,34.43
55,2073.316,91.01,69.41,90.0,,34.41
56,2097.498,,,,64.01,
57,2073.466,92.05,70.38,90.0,73.94,34.39
58,2073.616,93.03,71.32,90.0,,34.37
59,2073.766,94.33,72.26,90.0,,34.36
60,2073.916,95.29,73.2,90.0,,34.35
61,2074.066,96.22,74.11,90.0,,34.34
62,2074.216,97.14,75.01,90.0,,34.33
63,2074.366,98.32,75.92,90.0,,34.31
64,2074.516,99.17,76.8,90.0,,34.3
65,2074.666,100.05,77.67,90.0,79.3,34.29
66,2074.816,101.14,78.55,90.0,,34.28
67,2074.967,101.95,79.4,90.0,,34.27
68,2075.117,102.7,80.23,90.0,,34.26
69,2075.267,103.72,81.07,90.0,78.4,34.25
70,2075.418,104.44,81.88,90.0,,34.25
71,2075.568,105.11,82.67,90.0,,34.24
72,2107.267,,,,80.54,
73,2075.717,105.96,83.45,90.0,,34.24
74,2075.868,106.59,84.22,90.0,84.22,34.23
75,2076.017,107.15,84.95,90.0,,34.24
76,2076.166,107.86,85.68,90.0,,34.23
77,2076.321,108.42,86.38,90.0,,34.23
78,2076.472,108.93,87.06,90.0,87.13,34.23
79,2076.622,109.54,87.74,90.0,,34.24
80,2076.772,109.65,88.36,90.0,,34.27
81,2076.923,109.35,88.88,90.0,,34.33
82,2077.074,108.46,89.26,90.0,89.13,34.47
83,2077.219,107.44,89.51,90.0,,34.61
84,2077.369,106.26,89.63,90.0,,34.77
85,2115.051,,,,90.28,
86,2077.52,104.5,89.56,90.0,,34.98
87,2077.67,103.29,89.42,90.0,91.04,35.13
88,2077.82,102.3,89.23,90.0,,35.25
89,2077.97,101.37,89.0,90.0,,35.37
90,2078.12,100.92,88.81,90.0,,35.43
91,2078.27,100.67,88.65,90.0,91.65,35.48
92,2078.42,100.57,88.55,90.0,,35.54
93,2078.57,100.59,88.5,90.0,,35.57
94,2078.72,100.66,88.51,90.0,,35.59
95,2078.87,100.84,88.57,90.0,91.44,35.61
96,2121.681,,,,91.43,
97,2079.02,101.01,88.66,90.0,,35.63
98,2079.17,101.18,88.79,90.0,,35.64
99,2079.32,101.37,88.95,90.0,,35.65
100,2079.471,101.5,89.13,90.0,91.19,35.66
101,2079.62,101.63,89.32,90.0,,35.67
102,2079.77,101.72,89.51,90.0,,35.67
103,2079.92,101.77,89.71,90.0,,35.68
104,2080.07,101.79,89.9,90.0,91.08,35.68
105,2080.22,101.74,90.08,90.0,,35.69
106,2080.37,101.7,90.25,90.0,,35.7
107,2128.325,,,,90.84,
108,2080.52,101.58,90.4,90.0,,35.72
109,2080.67,101.36,90.53,90.0,90.73,35.72
