,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,8734.236,,,,33.54,
1,8735.102,,,,33.57,
2,8735.462,,,,33.61,
3,8736.239,,,,33.59,
4,8736.902,,,,33.56,
5,8737.463,,,,33.63,
6,8738.074,,,,33.66,
7,8738.699,,,,33.72,
8,8739.303,,,,33.79,
9,8739.899,,,,33.75,
10,8740.471,,,,33.68,
11,8741.075,,,,33.78,
12,8741.671,,,,33.75,
13,8742.272,,,,33.82,
14,8741.951,37.09,36.99,35.0,,36.86
15,8742.078,37.08,36.98,35.0,,36.86
16,8743.986,,,,33.79,
17,8744.669,,,,33.84,
18,8745.21,,,,33.75,
19,8745.841,,,,33.77,
20,8746.412,,,,33.77,
21,8747.059,,,,33.68,
22,8747.641,,,,33.75,
23,8748.239,,,,33.67,
24,8748.569,,,,33.72,
25,8749.417,,,,33.71,
26,8750.02,,,,33.72,
27,8750.519,,,,33.71,
28,8767.272,,,,33.68,
29,8767.921,,,,33.73,
30,8768.489,,,,33.64,
31,8768.609,,,,33.73,
32,8769.721,,,,33.66,
33,8770.304,,,,33.64,
34,8770.829,,,,33.65,
35,8773.155,,,,33.71,
36,8773.355,,,,33.68,
37,8775.088,,,,33.67,
38,8775.687,,,,33.75,
39,8776.261,,,,33.68,
40,8776.499,,,,33.66,
41,8778.047,,,,33.63,
42,8778.662,,,,33.68,
43,8779.289,,,,33.67,
44,8779.559,,,,33.76,
45,8783.431,,,,33.69,
46,8784.029,,,,33.65,
47,8784.567,,,,33.62,
48,8785.19,,,,33.7,
49,8785.769,,,,33.65,
50,8790.546,,,,33.7,
51,8791.199,,,,33.68,
52,8791.741,,,,33.67,
53,8792.309,,,,33.7,
54,8792.669,,,,33.77,
55,8793.479,,,,33.66,
56,8794.18,,,,33.73,
57,8794.771,,,,33.74,
58,8795.401,,,,33.78,
59,8742.226,37.07,36.98,35.0,,36.85
60,8742.375,37.04,36.97,35.0,,36.85
61,8742.528,36.92,36.96,35.0,,36.86
62,8742.68,36.68,36.92,35.0,,36.89
63,8742.827,36.23,36.83,35.0,33.69,36.96
64,8742.976,35.84,36.72,35.0,,37.02
65,8743.129,35.46,36.59,35.0,,37.08
66,8743.283,35.08,36.44,35.0,,37.14
67,8743.427,34.64,36.26,35.0,34.0,37.22
68,8743.579,34.37,36.08,35.0,,37.25
69,8743.732,34.17,35.91,35.0,,37.28
70,8743.879,33.99,35.75,35.0,,37.3
71,8803.154,,,,34.13,
72,8793.829,35.91,35.79,55.0,,35.79
73,8793.984,35.92,35.79,55.0,,35.79
74,8794.129,36.04,35.8,55.0,,35.78
75,8805.499,,,,34.39,
76,8794.279,36.43,35.85,55.0,,35.76
77,8794.429,37.15,35.96,55.0,,35.71
78,8794.581,38.54,36.19,55.0,,35.64
79,8794.73,39.85,36.53,55.0,,35.59
80,8794.88,41.29,36.98,55.0,,35.5
81,8795.03,42.87,37.52,55.0,,35.44
82,8795.185,44.53,38.16,55.0,,35.37
83,8795.334,46.16,38.86,55.0,,35.3
84,8795.48,48.44,39.71,55.0,,35.21
85,8795.63,50.07,40.58,55.0,,35.15
86,8795.785,51.68,41.48,55.0,,35.09
87,8795.934,53.87,42.44,55.0,34.69,34.99
88,8813.326,,,,35.05,
89,8796.08,55.51,43.46,55.0,,34.94
