,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,7493.335,,,,33.26,
1,7494.13,,,,33.27,
2,7494.733,,,,33.31,
3,7495.36,,,,33.33,
4,7495.93,,,,33.35,
5,7496.382,,,,33.35,
6,7497.13,,,,33.39,
7,7497.653,,,,33.42,
8,7498.301,,,,33.56,
9,7498.963,,,,33.74,
10,7499.503,,,,33.96,
11,7500.16,,,,34.3,
12,7497.002,37.57,37.5,90.0,,37.25
13,7497.177,37.57,37.5,90.0,,37.24
14,7497.327,37.59,37.5,90.0,,37.23
15,7497.481,37.78,37.51,90.0,,37.21
16,7497.633,38.3,37.57,90.0,,37.16
17,7497.783,38.87,37.68,90.0,,37.11
18,7497.933,40.05,37.9,90.0,,37.02
19,7498.083,41.34,38.22,90.0,,36.95
20,7498.233,42.8,38.65,90.0,,36.85
21,7498.383,44.41,39.18,90.0,,36.76
22,7498.551,45.97,39.8,90.0,,36.67
23,7498.696,47.7,40.49,90.0,,36.58
24,7498.847,49.32,41.25,90.0,,36.51
25,7498.996,51.07,42.07,90.0,,36.43
26,7499.146,52.81,42.95,90.0,,36.35
27,7499.306,54.56,43.87,90.0,,36.27
28,7499.456,56.28,44.82,90.0,,36.19
29,7499.631,58.45,45.83,90.0,,36.1
30,7499.78,60.19,46.89,90.0,,36.03
31,7499.93,61.79,47.96,90.0,,35.97
32,7512.861,,,,34.69,
33,7500.096,63.32,49.02,90.0,,35.92
34,7513.975,,,,35.2,
35,7500.246,65.03,50.09,90.0,,35.86
36,7500.42,66.65,51.17,90.0,,35.8
37,7500.57,68.32,52.26,90.0,,35.74
38,7500.72,70.27,53.37,90.0,35.93,35.68
39,7500.87,71.63,54.48,90.0,,35.63
40,7501.02,72.96,55.56,90.0,,35.59
41,7501.17,74.69,56.66,90.0,,35.55
42,7501.32,75.94,57.73,90.0,37.02,35.52
43,7501.47,77.19,58.78,90.0,,35.5
44,7501.62,78.83,59.86,90.0,,35.45
45,7501.77,80.05,60.9,90.0,,35.43
46,7501.92,81.24,61.92,90.0,39.11,35.4
47,7502.099,82.81,62.96,90.0,,35.37
48,7502.248,84.22,64.0,90.0,,35.34
49,7502.398,85.41,65.03,90.0,,35.31
50,7502.548,86.85,66.04,90.0,46.71,35.28
51,7502.698,87.93,67.05,90.0,,35.26
52,7502.848,88.98,68.03,90.0,,35.24
53,7502.999,90.34,69.01,90.0,,35.21
54,7526.132,,,,62.78,
55,7503.148,91.38,69.98,90.0,70.88,35.2
56,7503.298,92.36,70.92,90.0,,35.19
57,7503.448,93.63,71.86,90.0,,35.18
58,7503.598,94.54,72.79,90.0,,35.16
59,7503.748,95.44,73.7,90.0,76.77,35.16
60,7503.899,96.57,74.59,90.0,,35.14
61,7504.048,97.34,75.47,90.0,,35.14
62,7504.198,98.07,76.31,90.0,,35.13
63,7504.348,99.03,77.14,90.0,79.79,35.13
64,7504.498,99.74,77.95,90.0,,35.12
65,7532.762,,,,83.17,
66,7504.648,100.41,78.74,90.0,,35.11
67,7504.798,101.32,79.51,90.0,,35.11
68,7504.95,102.0,80.28,90.0,84.7,35.11
69,7505.1,102.66,81.03,90.0,,35.11
70,7505.25,103.54,81.78,90.0,,35.1
71,7505.399,104.2,82.52,90.0,,35.11
72,7505.55,104.86,83.24,90.0,86.77,35.11
73,7505.7,105.73,83.96,90.0,,35.11
74,7505.85,106.41,84.69,90.0,,35.11
