,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,889.042,,,,21.4,
1,889.592,,,,21.38,
2,890.328,,,,21.4,
3,890.718,,,,21.41,
4,891.558,,,,21.41,
5,892.158,,,,21.41,
6,892.548,,,,21.43,
7,893.298,,,,21.47,
8,893.891,,,,21.51,
9,894.468,,,,23.36,
10,895.128,,,,25.7,
11,893.217,23.01,23.04,55.0,,22.89
12,893.366,23.01,23.04,55.0,,22.9
13,893.517,23.07,23.05,55.0,,22.89
14,893.675,23.51,23.14,55.0,,22.86
15,893.825,24.27,23.34,55.0,,22.82
16,893.975,25.31,23.67,55.0,,22.77
17,894.125,26.63,24.15,55.0,,22.71
18,899.869,,,,25.36,
19,894.276,27.64,24.63,55.0,,22.66
20,894.426,29.26,25.28,55.0,,22.61
21,894.582,30.89,26.02,55.0,,22.53
22,894.731,32.57,26.83,55.0,,22.46
23,894.902,34.33,27.7,55.0,,22.39
24,895.04,36.13,28.61,55.0,,22.31
25,895.192,38.0,29.57,55.0,,22.25
26,904.707,,,,27.66,
27,895.346,39.73,30.55,55.0,,22.18
28,895.496,41.4,31.52,55.0,,22.11
29,895.646,43.37,32.51,55.0,33.15,22.04
30,895.796,44.83,33.49,55.0,,21.98
31,895.949,46.26,34.42,55.0,,21.94
32,896.096,47.66,35.32,55.0,,21.9
33,896.246,49.5,36.31,55.0,38.14,21.83
34,896.396,50.84,37.24,55.0,,21.78
35,896.546,52.17,38.12,55.0,,21.74
36,896.696,53.91,39.1,55.0,,21.69
37,896.846,55.19,40.0,55.0,51.73,21.66
38,896.996,56.46,40.88,55.0,,21.63
39,912.467,,,,63.81,
40,897.146,58.11,41.84,55.0,,21.58
41,897.296,59.32,42.73,55.0,,21.55
42,897.446,60.52,43.59,55.0,72.5,21.52
43,897.596,62.07,44.53,55.0,,21.48
44,897.746,63.21,45.4,55.0,,21.45
45,897.896,64.34,46.24,55.0,,21.44
46,898.046,65.83,47.16,55.0,71.86,21.4
47,898.196,66.92,48.01,55.0,,21.38
48,898.346,67.97,48.84,55.0,,21.35
49,898.496,69.35,49.73,55.0,,21.33
50,898.646,70.38,50.56,55.0,67.79,21.31
51,898.796,71.39,51.37,55.0,,21.29
52,898.949,72.73,52.25,55.0,,21.27
53,899.103,73.71,53.07,55.0,,21.25
54,899.253,74.67,53.87,55.0,65.27,21.24
55,899.403,75.85,54.71,55.0,,21.23
56,899.554,76.51,55.46,55.0,,21.24
57,899.703,76.76,56.08,55.0,,21.29
58,899.847,76.48,56.51,55.0,,21.42
59,899.997,75.87,56.75,55.0,,21.56
60,900.146,75.06,56.84,55.0,,21.74
61,900.298,73.82,56.72,55.0,,21.97
62,900.446,72.88,56.57,55.0,63.82,22.15
63,900.597,72.01,56.39,55.0,,22.3
64,900.746,70.98,56.15,55.0,,22.46
65,928.019,,,,62.17,
66,900.896,70.3,55.96,55.0,,22.56
67,929.15,,,,61.02,
68,901.046,69.69,55.81,55.0,59.84,22.65
69,901.196,68.96,55.64,55.0,,22.73
70,901.347,68.48,55.53,55.0,,22.79
71,901.496,68.02,55.44,55.0,,22.85
72,901.646,67.45,55.34,55.0,58.93,22.91
73,901.796,67.04,55.28,55.0,,22.95
74,901.946,66.64,55.22,55.0,,22.99
75,902.096,66.15,55.15,55.0,,23.02
76,902.246,65.78,55.1,55.0,59.62,23.05
77,902.396,65.43,55.06,55.0,,23.08
78,935.808,,,,57.41,
79,902.546,64.96,55.0,55.0,,23.11
80,936.912,,,,58.87,
81,902.696,64.63,54.95,55.0,,23.14
82,902.846,64.31,54.92,55.0,56.57,23.16
83,902.996,63.91,54.86,55.0,,23.18
84,903.146,63.62,54.83,55.0,,23.21
85,903.296,63.33,54.8,55.0,,23.23
