id,type,inst,cq,fmax,pcr noise,melt noise,tm
787ca63e-762a-4502-ae31-5e68ab9731de,AdvBuild,1,26,1684,0.06,0.03,77
4061aafb-27b1-4d3a-b3b8-dd4f68774e0e,AdvBuild,1,26,1623,0.08,0.02,77
7514c596-24a2-4a58-98af-70bbd76ca699,AdvBuild,1,26,1572,0.06,0.03,77
b47f81b3-50a6-4f17-bed7-0a88628b0249,AdvBuild,1,26,1275,0.04,0.02,77
22caa709-e8ab-4c21-965d-39a2bf209c5f,AdvBuild,1,29,317,0.61,0.17,75
d873a48e-368d-4f54-9a9a-4fc6f2521ce9,AdvBuild,2,26,1061,0.27,0.08,77
fb441f05-1d8f-45cd-8631-fc34bafc9f18,AdvBuild,2,27,3583,0.02,0.03,76
f908ec2f-afff-4bd2-bb97-4de18e41c2ae,AdvBuild,2,26,4585,0.02,0.03,76
2f912aad-100f-4220-8c09-85bb874f0a27,AdvBuild,2,27,3845,0.06,0.14,76
0885ad26-e657-4cdf-9121-7dc440a932d1,AdvBuild,2,27,3697,0.03,0.02,76
ab65d5cb-ee11-4b69-afb1-87a6f8f73f4d,AdvBuild,2,27,3214,0.04,0.04,76
b4e90eb3-0076-43f9-b9df-a1a952afb5ea,AdvBuild,2,27,2472,0.04,0.03,76
41c2de4f-aeb1-4f56-a12d-c37df7b47171,AdvBuild,2,26,4305,0.03,0.02,76
08074666-571d-47cb-b0bf-ce057c57991c,AdvBuild,2,27,3625,0.04,0.07,76
6f4c1338-423c-4cb4-8d34-46cc6e9e92d4,AdvBuild,2,26,4222,0.04,0.02,76
050b2549-44b2-40fd-9a26-b2e84112f568,AdvBuild,2,27,3540,0.03,0.04,76
c5f47e9f-37d2-4084-93aa-0eac95a398e0,AdvBuild,2,27,3498,0.01,0.03,76
642a1d2c-a534-45ec-b71b-cd01eb989623,AdvBuild,2,26,4353,0.02,0.05,76
9c70b508-d4db-4a78-9080-97640384ecd6,AdvBuild,2,27,3966,0.03,0.02,76
eaf107b4-36aa-463d-8270-6191e2128ed3,AdvBuild,2,24.8,411,0.13,0.06,77
7b9c6ae7-eb93-4ab5-bac7-ed50a06324a8,AdvBuild,2,24.3,482,0.07,0.08,76.8
6f182728-6d37-42ea-94b2-88ca28a3b3de,AdvBuild,2,33,223,0.73,0.13,76
b04804b2-4bd9-473e-b85b-c39e819fd74e,AdvBuild,2,31,753,0.1,0.03,77
b79aa065-4e32-4fe4-a1e9-b998ad325728,AdvBuild,2,15,-1261,0.07,0.08,86
998afe73-2282-498c-8045-336b16a29123,AdvBuild,2,27,-264,0.99,0.18,75
2187546d-d468-434a-955a-72bf4a76f5a3,AdvBuild,2,17,-591,0.02,0.09,83
ade86ea1-3033-42c0-a90a-abcaa0168b6b,AdvBuild,2,27,604,0.67,0.12,76
326c1dda-a54f-4236-b01e-f2c4e7c2fb4d,AdvBuild,2,,, ,  ,
c5cbe225-ac96-4c21-a33a-0e9f84b1234e,AdvBuild,2,27,434,0.51,0.13,75
715afa0f-f90a-444b-b1c4-4d3439d7a56b,AdvBuild,2,28,960,0.04,0.03,77
045b6bcf-ec2e-417a-b3c3-f108d3492d8b,AdvBuild,2,25,1195,0.31,0.06,77
ca935b4b-c92e-4797-a00f-f51baf995eb7,AdvBuild,2,28,-364,0.91,0.18,76
1862c282-53b4-47b5-babb-3fbd238dbdc9,AdvBuild,2,24,1114,0.07,0.02,77
eaa9ca28-6814-4561-b7b5-7c801d1d58ab,AdvBuild,2,27,647,0.2,0.07,76
97299500-4ad7-44b1-9567-54294d42e921,AdvBuild,2,23,1003,0.09,0.03,76
1c3da844-5658-4386-931d-8ec2e74b4403,AdvBuild,2,27,890,0.09,0.05,77
95b36769-ebd7-4d5e-ac9f-e70b34bdbb17,AdvBuild,2,24,894,0.05,0.02,77
d165a1ed-33f3-4301-80c5-01afb169bb58,AdvBuild,2,28,972,0.11,0.03,77
9c21d5e1-07e4-493a-8625-244c73a72b0a,AdvBuild,2,12,-31,0.94,0.07, 
b37cb9c7-46ad-475a-a497-a5fa66363090,AdvBuild,2,24,1278,0.06,0.02,77
e031292c-3059-471e-9a6d-55b26e3d8161,AdvBuild,2,24,1189,0.04,0.02,76
7809fe2c-83b7-4d04-bd5d-5c9b59922e0e,AdvBuild,2,25,334,0.12,0.09,77
67849ca0-1a06-4c21-93c5-f5ee9d04645a,AdvBuild,2,18,-498,0.73,0.32,78
4800b0bc-8e29-4b9a-b50b-f0f10f49de42,AdvBuild,2,25,554,0.07,0.06,76
0d7a246d-9f44-4380-a285-0ed2d64aab5e,AdvBuild,2,25,525,0.1,0.22,77
a2f02e49-f131-4030-a72d-18a66efae433,AdvBuild,2,28,-97,1.2,0.23,77
a6df0753-045a-4894-91d9-605fd862b262,AdvBuild,2,26,1115,0.07,0.03,78
0e228139-ee0f-4314-bf62-caf98d1ec8f0,AdvBuild,2,26,1286,0.07,0.03,78
c511b6d5-1249-4c36-b8a6-557f716c47f3,AdvBuild,2,16,-368,0.07,0.21, 
a2f0c69c-188d-4f95-a9ce-6a6267ea585c,AdvBuild,2,26,1415,0.06,0.02,78
07e54c96-23e1-4cc1-b4d5-5348f3bf0e64,AdvBuild,2,26,1080,0.06,0.02,77
6669bf57-b3bc-4a44-b93a-93d238ca4419,AdvBuild,2,26,495,0.08,0.03,78
fbc9ca2b-8476-4da2-964c-bd93a76cb306,AdvBuild,2,27,1076,0.05,0.03,78
df05aba8-d2da-42e9-b830-a904454c8abf,AdvBuild,2,26,486,0.09,0.03,78
8e09710f-e5e5-4dfb-bf10-fe442a7316f7,AdvBuild,2,25,355,0.11,0.03,78
cf6e5f76-120f-4fd6-915e-e6933afa4209,AdvBuild,3,26,1463,0.09,0.04,77
d029b15b-56f8-4f45-885e-975674ce692e,AdvBuild,3,26,1122,0.08,0.03,77
8fb27708-9c2b-4ea3-81a3-8a7f8298f6b7,AdvBuild,3,27,1197,0.11,0.03,77
54b34304-51e8-4bcb-8e65-fd03560e4bd3,AdvBuild,3,26,1602,0.07,0.04,77
503e1e05-b588-43e6-b5a2-ed26fd09ec80,AdvBuild,3,26,1867,0.08,0.03,77
0c1e184c-af3f-48d1-b2df-a217512d14eb,AdvBuild,3,25,1914,0.08,0.02,76
38844b8f-b96f-4cb8-95af-df74b20b895a,AdvBuild,3,26,1473,0.07,0.03,77
105b6f63-334b-4403-a27c-a5ee07c9d2ef,AdvBuild,3,26,993,0.15,0.05,78
be7ea74c-c010-4d40-9dc7-8cdea5cfca36,AdvBuild,3,26,1826,0.06,0.02,77
9cb446a7-447a-469e-8936-e3de43138adf,AdvBuild,3,26,1328,0.05,0.05,77
493887b1-258e-4946-8dae-4caafd188ddf,AdvBuild,3,27,1232,0.04,0.02,78
59ae497d-1a85-429b-bbb0-7c8b06b1d4fa,AdvBuild,3,27,1511,0.06,0.02,77
7e33b148-e637-4574-9fff-39e70a2627f9,AdvBuild,3,27,1568,0.07,0.02,77
d341bfa1-fffc-455a-ae46-ba7335be668b,AdvBuild,3,27,1873,0.05,0.02,77
4d3d9bca-f643-4b7d-83aa-22a8ffadf0bc,AdvBuild,3,27,1792,0.05,0.02,78
0734ff02-3547-4fe4-a70b-56766d25bfb7,AdvBuild,4,13,-63,2.96,12.42,85
489468a8-cbef-40e5-9ee1-c0e2ec9717a0,AdvBuild,4,28,1080,0.04,0.03,78
0dfd0249-2c4e-4221-8a32-3eeff67ffb26,AdvBuild,4,31,538,0.22,0.09,76
924a9485-f6ea-41dd-9c66-b0efc66db177,AdvBuild,4,29,710,0.52,0.22,76
c48104e5-39c9-432c-8732-c9f16d9c2d0f,AdvBuild,4,27,1342,0.07,0.02,78
9fa88d31-a45f-4b17-a71b-77cdfe80e4fa,AdvBuild,4, ,, ,0.25,66
541904d8-8df8-44f9-95fd-87a3f38752cb,AdvBuild,4,28,625,0.67,0.17,76
8b54ca6b-bc96-4c19-99ae-6ba915756184,AdvBuild,4,27.7,989,0.07,0.05,77.6
d1297923-b6f7-4970-afeb-adcf377235bf,AdvBuild,4,25,1891,0.04,0.02,77
c64ef4be-df54-40ff-8957-d0753e7ace8e,AdvBuild,4,35,242,0.08,0.17,78
06b6c542-3e77-4bef-924b-1582af30ec48,AdvBuild,4,8,1981,0.62,0.14,84
f4d7b74d-4cb0-493b-a7f2-ae5cc53011eb,AdvBuild,4,27.9,1255,0.09,0.26,77.7
7367be2a-4cae-41c7-b879-af9cb2519ef6,AdvBuild,4,27.4,1209,0.05,0.07,77.2
8dd25442-1932-4fbe-b4a3-d0739da100fb,AdvBuild,4,29,1766,0.09,0.04,77
ead30c42-9852-4682-a1b9-c169aaa838c2,AdvBuild,4,27,1401,0.54,0.1,76
daa98ac3-c96f-40b1-ae1a-bd7d53754ee9,AdvBuild,4,27,1297,0.08,0.27,78
1383a69e-5511-4d2f-bb22-8287df1733df,AdvBuild,4,29,1308,0.32,0.09,77
fa7c0ac4-7fd4-46d2-803f-0b52745b9152,AdvBuild,4,16,-441,0.08,0.38, 
a9f9226c-245d-41e9-b180-19bf3d6a028e,AdvBuild,4,27,529,0.11,0.05,78
d5ac6fda-d6e6-493f-9190-e73a4cc5e100,AdvBuild,4,27,941,0.07,0.07,77
17f1015c-7b98-4a9f-b6cf-3bcc04fad507,AdvBuild,4,27,1377,0.06,0.03,78
b0e81b45-e3ba-48ca-af3f-1d34d2b76e2e,AdvBuild,4,28,1209,0.04,0.02,78
99688704-e76c-4f9e-a3dd-936b14e4393e,AdvBuild,4,28,1015,0.04,0.04,78
904aaef8-9c99-436a-ae64-8f2b692e94c9,AdvBuild,4,26,1397,0.14,0.14,77
89f5c80d-11b4-4799-9df8-84b2b479bfe8,AdvBuild,4,28,1250,0.04,0.03,78
88d68290-bfc7-4952-a962-02c120b15a66,AdvBuild,4,27,1284,1.2,0.03,77
6ed6449e-9471-4a4a-aa48-1d96904ac711,AdvBuild,4,28,1011,0.07,0.24,77
a2c85975-4964-4649-9029-071347fe54ad,AdvBuild,4,28,1067,0.08,0.06,78
9c3b2942-1e05-4e14-ac58-4be888e86d67,AdvBuild,4,33,310,1.38,0.46,77
5dec5316-b766-4d04-82da-5d0c33cd93a8,AdvBuild,4,,, ,  ,
b91892ac-24d1-4bf9-9bbf-a76f74fe8e6d,AdvBuild,4,27,1469,0.08,0.04,77
7ffed4f9-e571-4d5c-b4d3-cb49175b029e,AdvBuild,4,28,499,3.52,0.25,75
e73817bd-d5fd-4a23-8faa-5c666331c2d8,AdvBuild,4,31,357,0.11,0.04,79
145bdef1-1cf0-4e74-919d-941081aeae22,AdvBuild,4,5,815,2.19,0.17,77
2e5d57a4-41cd-4ea9-8038-a2b34121cdcc,AdvBuild,4,28,1166,0.1,0.03,78
6b872f97-e2e4-44cb-a5a5-bf3274d76557,AdvBuild,4,,, ,  ,
64a285a4-9c42-4f68-86e7-86f214e3996c,AdvBuild,4,28,1721,0.05,0.03,78
ad0a21a5-e443-40ad-aa42-c6de84a4bb8a,AdvBuild,4,34,1070,0.07,0.03,77
34dcbbab-88c2-46e5-8687-9ea66501ae4a,AdvBuild,4,26,1793,0.05,0.06,76
a31d8546-b17a-4fbf-b2f7-de54a188f3f9,AdvBuild,4,28,1227,0.03,0.02,78
77e34330-696e-4351-ad14-cf53a4341da1,AdvBuild,4,27,1053,0.13,0.17,77
38604ec7-c0ca-4642-b572-39bf3b3434d9,AdvBuild,4,31,955,0.26,0.14,77
e15e17fe-0292-425c-bda6-af0b5d82cff4,AdvBuild,5,30,-292,0.25,0.06, 
de8b3bd5-165c-4926-861b-4a75130d670f,AdvBuild,5,26,-332,0.67,0.06,67
e99c5d0b-51c7-42aa-98b9-444fcfdf6364,AdvBuild,5,27,5004,0.02,0.03,76
2fc5b77b-f45b-4c38-bd87-5817135cbacf,AdvBuild,5,26,4793,0.03,0.04,76
de68eb3d-2aba-466f-8204-c5b5dad5b2d4,AdvBuild,5, ,-229,0.36,0.05,67
6cb6ab1f-c8d3-4eba-9428-d40f8dbfeece,AdvBuild,5,27,3596,0.03,0.03,76
cc5451d6-6889-42d8-9408-56b8a049cd5c,AdvBuild,5,20,-432,0.14,0.05,70
ce24ee96-5080-4c8b-bcd8-5282be498d6a,AdvBuild,6,25,2826,0.04,0.03,76
a64d8fc7-f171-4ffb-b516-daee8e161e7a,AdvBuild,6,24.1,465,0.19,0.04,77.1
d49f2d78-a8ba-4d92-96a0-f9164c9db851,AdvBuild,6,24.7,501,0.35,0.06,77
d5a442de-e495-4c21-b1ca-d075f510dc96,AdvBuild,6,25.7,385,0.55,0.04,77.8
5aaff577-044a-4cdb-997d-ef4ba1404871,AdvBuild,6,24.2,438,0.17,0.03,77.3
ff2585ea-8a5e-44b4-859a-6aa88513203b,AdvBuild,6,8,-174,0.59,0.05,64
9afd240c-547a-408c-9b83-58e7568e7db8,AdvBuild,6,27,2927,0.04,0.03,76
c6efe6f2-c0c7-4b70-9571-ee960d90ae6e,AdvBuild,6,27,1751,0.11,0.03,76
1678ebc5-6e2d-49d2-a923-02562e7c7597,AdvBuild,6,12,-601,0.14,0.03, 
d4b16755-fc28-4ec8-9d39-b868fccb891d,AdvBuild,6,27,4590,0.03,0.03,76
054efdec-1dae-4c57-8c6b-48748f69b514,AdvBuild,6,24.8,562,0.19,0.05,77.6
597e2de7-a61b-46c4-b447-76e961607fe6,AdvBuild,6,27,3533,0.03,0.02,76
178ff61a-a2eb-432e-bffb-7761fc5be8be,AdvBuild,6,24.7,472,0.09,0.04,77.5
1eb72362-7fc4-4028-b294-027eb64cd4a9,AdvBuild,6,25.7,441,0.23,0.05,77.5
51361bd0-e50e-41ec-83fb-6e4d2099f15d,AdvBuild,6,26,1315,0.04,0.03,77
a2634e2c-bad3-4f09-bad4-31025f9ceeea,AdvBuild,6,26,1120,0.04,0.06,77
a7e38486-ed37-4b3f-8a5c-48371ffda8eb,AdvBuild,6,26,1123,0.04,0.02,77
350e210a-0ca8-4514-ba4f-79e6a490866b,AdvBuild,6,26,1217,0.04,0.03,77
5672cace-03d0-46b2-b00f-174c08eb401f,AdvBuild,6,25,1447,0.04,0.04,77
3b5376c6-2d73-4e24-af0e-88a0994909f9,AdvBuild,6,27,1273,0.05,0.02,78
599e83f8-5d77-4936-8cc0-024829a20792,AdvBuild,6,23,1774,0.11,0.03,85
960154da-07f8-4a41-b80b-2b4dd644191e,AdvBuild,6,26,1205,0.05,0.06,77
f5bd301b-8301-4126-a40c-da275ee14851,AdvBuild,6,33,788,0.07,0.03,77
8ef3e986-210c-41d8-a3c6-bedbfdfa3380,AdvBuild,6,28,917,0.08,0.02,78
a7241b97-25a3-4e42-aae3-7ef1c4ff7344,AdvBuild,6,19,325,0.51,0.14,75
bc53b2ac-7b4e-48fd-aa44-70e46db1e70a,AdvBuild,6,25,1460,0.07,0.08,77
cd47ecb3-c399-4133-8e0d-96861300e4be,AdvBuild,6,25,517,0.17,0.1,78
8bec8cad-fecc-4505-b7e7-9582dcb5be9e,AdvBuild,6,17,-286,0.78,0.18,77
828779b2-b8ab-4c71-a672-462f8134a4c2,AdvBuild,6,25,516,0.17,0.06,77
fe3653bf-2dce-455b-82da-abb096cf98d8,AdvBuild,6,25,540,0.27,0.05,78
7b84e610-ea07-4f43-88d7-428bd4b359cf,AdvBuild,6, ,, ,0.01,78
fc0fc951-1804-41b8-b5a9-d0940a25bf63,AdvBuild,7,25,1773,0.05,0.02,76
e29db3f0-e79e-4aa0-b3f8-f2498d622fb0,AdvBuild,7,,, ,  ,
f359dd08-083b-4596-8997-9f4c370b270e,AdvBuild,7,25,1230,0.03,0.03,76
350dcff6-932d-4d83-a461-c3fa5000c029,AdvBuild,7,25,1934,0.04,0.03,77
1e09a284-3d28-4356-837b-36c244d40a14,AdvBuild,7,25,1530,0.04,0.03,76
fa2b8c6e-48ab-4664-b446-a75c1e42db68,AdvBuild,7,25,1850,0.06,0.02,76
2e9a37f9-c21f-43cc-97af-69b5c9bd0d4e,AdvBuild,8,26,1055,0.08,0.12,76
fd8acb6e-5285-48f9-aea9-36a6f453c536,AdvBuild,8,26,823,0.1,0.08,76
43cb9e0c-303d-45a7-bb14-f9595362c7e5,AdvBuild,8,25,1229,0.08,0.06,76
44710bad-91d0-4805-a6eb-8792080b6297,AdvBuild,8,25,586,0.15,0.27,76
7a97d3ad-6a01-41da-ab98-e96d2289ae9c,AdvBuild,8,25,1049,0.07,0.07,76
b7803fb0-a06c-4776-871c-9a161e4de106,AdvBuild,8,25,1154,0.07,0.09,76
f58d1be8-bc7d-43d2-9c95-2c6f5ffedc81,AdvBuild,8,27,436,0.15,0.14,76
7ba5c0c1-5409-4626-8e04-1024280e66d5,AdvBuild,8,26,698,0.22,0.09,77
4c116889-8727-4346-ae3a-196b9d4167e4,AdvBuild,8,25,716,0.22,0.06,77
a42e0940-f665-4fe9-8b82-37237c469579,AdvBuild,8,,170,0.47,  ,
0f6cf873-f807-4389-808b-f9ee134cb2c0,AdvBuild,8,10,36,1.11,  , 
6ac94ea5-2c77-498f-b8fe-28c981c37630,AdvBuild,8,26,487,0.13,0.05,77
43451a82-e5a1-430c-b9ff-e90b4aff24b9,AdvBuild,8,25,615,0.41,0.04,77
f3e127eb-2928-46d2-ae8f-067b179d3376,AdvBuild,8,25,622,0.16,0.06,77
860a53ed-011f-488e-94f0-7401213313f8,AdvBuild,8, ,, ,0.13,80
ebb5ba94-9f5d-40d5-8231-4a54e109329e,AdvBuild,8,25,700,0.29,0.04,77
0324b223-a44a-4c47-8f6a-46afba526142,AdvBuild,8,25,945,0.18,0.04,77
f31aee3a-dd6f-45a2-9abb-b232ea26b4e5,AdvBuild,8,25,1081,0.1,0.08,77
fef5cd3f-a502-4a80-8ed8-a017182f6f68,AdvBuild,8,30,175,0.13,0.04,80
7fd97dce-eec1-406f-9af6-13cbd69e6c1e,AdvBuild,8,,, ,  ,
bcd874ed-ac4c-4134-bde7-be76cc0afb68,AdvBuild,9,14,-131,0.32,0.07,84
19757a5a-f005-45b7-88c3-25e6a3e276f1,AdvBuild,9,25,1431,0.03,0.04,76
773fb99d-15ee-4395-a72d-a507748bb631,AdvBuild,9,37,324,0.33,0.57,78
bcf05ef4-2d0f-4d92-a09b-f3febeb6570c,AdvBuild,9,29,193,0.77,0.18,77
d6efdcc7-3027-4eac-bb16-483b9e28fb8c,AdvBuild,9,31,100,0.76,  , 
423e5a1d-b19e-4593-bf65-e7916f54982b,AdvBuild,10,28,2458,0.05,0.04,77
a25766ac-0fc8-4f9a-b6c4-00d03afd0de7,AdvBuild,10,27,2895,0.06,0.04,76
f4222bc6-4fae-47c3-ab33-08375e211c63,AdvBuild,11,25,933,0.04,0.08,76
791dcec9-7c46-4106-88d0-e94c09380fe8,AdvBuild,11,25,1348,0.08,0.03,77
6d810ef3-609f-40df-ae3f-d018117321e0,AdvBuild,11,16,-44,0.44,0.08,66
4174a17c-4a3d-45ee-b5a3-3b9126d92116,AdvBuild,11,26,549,0.08,0.04,75
2371fad1-905c-4340-ad75-4df2f93c5abf,AdvBuild,11,25,1774,0.09,0.05,76
de160f68-5033-4282-a8d8-a2f540e3c07a,AdvBuild,11,25,1138,0.05,0.04,75
3759deb0-a19f-40a8-a0a1-301bf2c2b2a0,AdvBuild,11,25,852,0.08,0.03,76
e15f125b-6a45-4eec-8ce2-ebbe3f263dc4,AdvBuild,11,,-543,1.45,  ,
f2a7c979-96cc-4a97-bcc6-3aa7161f49ac,AdvBuild,11,20,60,1.13,0.3,78
b4caa286-fcb7-4dd9-9e79-65c85309d04e,AdvBuild,11,25,1158,0.05,0.09,76
3f7d2034-ab2f-4ce3-93f7-bd74aac8cf53,AdvBuild,11,25,1060,0.05,0.04,76
c9163040-fbfb-4396-bc65-60dd285f7cef,AdvBuild,11,,, ,  ,
f37d7d80-168b-4518-8c47-f4498a884369,AdvBuild,11,24,1492,0.04,0.03,76
dd0d95ce-318c-4fbb-b8f5-fbd1302ec884,AdvBuild,11,25,1413,0.07,0.06,77
03f5be13-ac32-43ce-93cb-f3bbcf55d648,AdvBuild,11,25,1940,0.06,0.03,76
ee918912-3d2b-4922-a25c-32cc9d0351d3,AdvBuild,11,25,1658,0.04,0.02,76
2706ec79-758f-4414-9278-98548a36dd50,AdvBuild,11,24,854,0.11,0.07,77
8da9c587-0526-4dd2-a083-be66fd0100db,AdvBuild,11,25,583,0.16,0.07,77
8288beb8-078a-4535-aeee-12538a2781a4,AdvBuild,11,,0,0,0,
d10f4b21-284d-4d70-9244-363c0a182c9f,AdvBuild,11, ,, ,0.08,79
27f531d2-27c2-46e6-94e5-e77b1d1813b6,AdvBuild,11, ,, ,0.14,76
403f7d0d-554f-4ba1-8502-ab04ba1a221f,AdvBuild,11, ,, ,0.33,84
67f47c88-81f2-488c-bb7b-46141292821b,AdvBuild,11,24,904,0.07,0.05,77
630cc5d9-5653-4bfb-bd41-7a9117966830,AdvBuild,11,25,701,0.09,0.05,77
6e05f2ad-af95-49a9-b174-454c056c5ff5,AdvBuild,11,24,927,0.07,0.05,77
db5dae3a-6d1a-4fbb-ab04-ada0d541bc64,AdvBuild,11,24,969,0.1,0.06,76
d4297279-97ea-43a2-beb4-f787c75fdc11,AdvBuild,11,,, ,  ,
0e2b7554-d314-46ba-a5db-df2d99f6a895,AdvBuild,11,26,392,0.1,0.05,78
8ad7c2e1-0166-4a30-92db-9dacaee7c5a6,AdvBuild,12,26,2411,0.05,0.06,76
c3054b6d-142d-4e6d-8049-1ec0b94e4506,AdvBuild,12,26,2770,0.02,0.03,76
f9ece231-706e-4460-8b7c-49b3673d1cae,AdvBuild,12,26,3051,0.02,0.04,76
0372d2cb-9522-4889-ab3e-c5d05cae4721,AdvBuild,12,26,3210,0.03,0.15,76
1beedf20-19d1-46d9-aed3-7c991312ffb9,AdvBuild,12,25,3545,0.01,0.22,76
01c11ac8-72e5-4724-b57a-2e2e15ffd269,AdvBuild,12,25,3805,0.01,0.25,76
8f815f91-167c-4a74-8b3c-0f52246d7ca3,AdvBuild,12,26,3919,0.01,0.2,76
45569827-4ba0-4334-ac95-d47afa247b45,AdvBuild,12,26,3345,0.02,0.03,76
6a27780d-2556-40a7-8fd2-49c50ab2bfd3,AdvBuild,12,6,349,0.99,0.39,76
ac7c3787-cb82-4de2-aa88-362414b919a3,AdvBuild,12,26,4119,0.04,0.03,76
2eea76d7-7f2f-415c-b897-bbffcbb4389d,AdvBuild,12,24,1396,0.08,0.03,76
b8386844-1a7c-447a-b4fd-a3e4942d9116,AdvBuild,12,24,942,0.15,0.07,76
4b1f001d-67d6-42e8-bcb3-5dc84944d5b6,AdvBuild,12,24,1120,0.12,0.05,77
457405ad-fd61-432a-afca-81b9d79d2b3a,AdvBuild,12,24,1055,0.1,0.04,76
8c7ba8ae-acce-497c-a76a-bc03c0ac710c,AdvBuild,12,23,871,0.12,0.04,76
daddf83b-942f-4cd1-9ac8-0fece9cee62b,AdvBuild,12,24,1399,0.08,0.04,76
6c5b74c7-f074-432f-88f1-ae36521ca07e,AdvBuild,12,24,931,0.1,0.09,76
227a408d-ab6f-4a17-8ab2-39b3d81d5cdf,AdvBuild,12,24,1276,0.1,0.04,76
a5b3a228-a4ad-4a05-b2a6-e22b7c967197,AdvBuild,12,20,-1428,0.17,0.11,63
73d8b4e1-4ede-4918-a173-b5eaffc81b6e,AdvBuild,12,25,288,0.12,0.05,78
f8685623-0003-45d5-8bce-6467592f49bb,AdvBuild,12,26,262,0.12,0.05,78
a98b6a1c-0c82-4be3-9600-1638e1da2af4,AdvBuild,13,25,405,0.06,0.07,77
b74da3ce-93a0-4c8c-b548-0c8095fed7bc,AdvBuild,13,14,-3385,0.09,0.1, 
cb33b22a-492a-4efa-83bf-6b232bc406c1,AdvBuild,14,24.2,590,0.45,0.05,76.8
9b3a4660-7514-4d36-86a5-6ab76d427bc1,AdvBuild,14,24.8,732,0.25,0.06,76.7
b57b6d69-0516-4a87-a8bb-07f9f1c8a906,AdvBuild,14,32,130,0.89,0.16,78
65f1a5ae-c370-40db-9798-739c86c93c99,AdvBuild,14,18,-383,1.04,0.24,69
e6073458-6aac-44df-93d6-e9f8e4749c56,AdvBuild,14,26,849,0.23,0.16,77
