timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Thermocouple TempC 2
9807.201,31.55,24.0,45.0,45.0,,
9807.201,31.55,24.0,45.0,45.0,,
9807.201,31.55,24.0,45.0,45.0,,
9807.201,31.55,24.0,45.0,45.0,,
9807.351,31.55,24.0,45.0,45.0,,
9807.351,31.55,24.0,45.0,45.0,,
9807.351,31.55,24.0,45.0,45.0,,
9807.351,31.55,24.0,45.0,45.0,,
9807.407,,,,,24.75,24.48
9807.407,,,,,24.75,24.48
9807.513,31.61,24.0,45.0,45.0,,
9807.513,31.61,24.0,45.0,45.0,,
9807.513,31.61,24.0,45.0,45.0,,
9807.513,31.61,24.0,45.0,45.0,,
9807.663,31.89,24.0,45.0,45.0,,
9807.663,31.89,24.0,45.0,45.0,,
9807.663,31.89,24.0,45.0,45.0,,
9807.663,31.89,24.0,45.0,45.0,,
9807.815,32.38,24.0,45.0,45.0,,
9807.815,32.38,24.0,45.0,45.0,,
9807.815,32.38,24.0,45.0,45.0,,
9807.815,32.38,24.0,45.0,45.0,,
9807.963,33.19,24.0,45.0,45.0,,
9807.963,33.19,24.0,45.0,45.0,,
9807.963,33.19,24.0,45.0,45.0,,
9807.963,33.19,24.0,45.0,45.0,,
9808.067,,,,,24.84,24.42
9808.067,,,,,24.84,24.42
9808.123,34.19,24.0,45.0,45.0,,
9808.123,34.19,24.0,45.0,45.0,,
9808.123,34.19,24.0,45.0,45.0,,
9808.123,34.19,24.0,45.0,45.0,,
9808.273,35.41,24.0,45.0,45.0,,
9808.273,35.41,24.0,45.0,45.0,,
9808.273,35.41,24.0,45.0,45.0,,
9808.273,35.41,24.0,45.0,45.0,,
9808.424,36.67,24.0,45.0,45.0,,
9808.424,36.67,24.0,45.0,45.0,,
9808.424,36.67,24.0,45.0,45.0,,
9808.424,36.67,24.0,45.0,45.0,,
9808.573,38.07,24.0,45.0,45.0,,
9808.573,38.07,24.0,45.0,45.0,,
9808.573,38.07,24.0,45.0,45.0,,
9808.573,38.07,24.0,45.0,45.0,,
9808.647,,,,,24.93,24.38
9808.647,,,,,24.93,24.38
9808.745,39.44,24.0,45.0,45.0,,
9808.745,39.44,24.0,45.0,45.0,,
9808.745,39.44,24.0,45.0,45.0,,
9808.745,39.44,24.0,45.0,45.0,,
9808.881,40.85,24.0,45.0,45.0,,
9808.881,40.85,24.0,45.0,45.0,,
9808.881,40.85,24.0,45.0,45.0,,
9808.881,40.85,24.0,45.0,45.0,,
9809.031,42.28,24.0,45.0,45.0,,
9809.031,42.28,24.0,45.0,45.0,,
9809.031,42.28,24.0,45.0,45.0,,
9809.031,42.28,24.0,45.0,45.0,,
9809.181,43.73,24.0,45.0,45.0,,
9809.181,43.73,24.0,45.0,45.0,,
9809.181,43.73,24.0,45.0,45.0,,
9809.181,43.73,24.0,45.0,45.0,,
9809.305,,,,,24.87,24.37
9809.305,,,,,24.87,24.37
9809.331,45.27,24.0,45.0,45.0,,
9809.331,45.27,24.0,45.0,45.0,,
9809.331,45.27,24.0,45.0,45.0,,
9809.331,45.27,24.0,45.0,45.0,,
9809.481,46.63,24.0,45.0,45.0,,
9809.481,46.63,24.0,45.0,45.0,,
9809.481,46.63,24.0,45.0,45.0,,
9809.481,46.63,24.0,45.0,45.0,,
9809.631,48.33,24.0,45.0,45.0,,
9809.631,48.33,24.0,45.0,45.0,,
