,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,3976.584,36.15,36.08,55.0,,36.11
1,3976.742,36.15,36.08,55.0,,36.1
2,3976.891,36.16,36.07,55.0,,36.09
3,3977.042,36.29,36.08,55.0,,36.06
4,3977.087,,,,33.19,
5,3977.191,36.77,36.14,55.0,,35.99
6,3977.341,37.66,36.27,55.0,,35.89
7,3977.493,38.89,36.52,55.0,,35.78
8,3977.642,40.42,36.89,55.0,,35.67
9,3977.693,,,,33.87,
10,3977.819,42.07,37.38,55.0,,35.55
11,3977.958,43.82,37.98,55.0,,35.45
12,3978.11,45.59,38.67,55.0,,35.35
13,3978.26,47.51,39.45,55.0,,35.24
14,3978.266,,,,35.34,
15,3978.41,49.34,40.31,55.0,,35.15
16,3978.562,50.54,41.15,55.0,,35.09
17,3978.71,53.06,42.09,55.0,,34.97
18,3978.877,54.8,43.1,55.0,,34.9
19,3978.889,,,,36.82,
20,3979.027,56.57,44.14,55.0,,34.82
21,3979.198,58.19,45.18,55.0,,34.76
22,3979.344,59.85,46.24,55.0,,34.69
23,3979.488,,,,40.64,
24,3979.513,61.41,47.29,55.0,,34.63
25,3979.667,62.99,48.34,55.0,,34.58
26,3979.836,65.14,49.44,55.0,,34.5
27,3979.985,66.19,50.49,55.0,,34.47
28,3979.997,,,,54.49,
29,3980.135,67.93,51.56,55.0,,34.49
30,3980.285,68.57,52.57,55.0,,34.6
31,3980.435,68.72,53.44,55.0,,34.8
32,3980.586,68.29,54.14,55.0,,35.14
33,3980.586,,,,61.73,
34,3980.738,67.65,54.66,55.0,,35.43
35,3980.882,66.82,55.03,55.0,,35.74
36,3981.032,65.53,55.22,55.0,,36.16
37,3981.181,64.5,55.28,55.0,,36.46
38,3981.328,63.53,55.23,55.0,,36.7
39,3981.328,,,,59.09,
40,3981.479,62.62,55.12,55.0,,36.89
41,3981.668,62.3,55.01,55.0,,36.95
42,3981.815,62.18,54.92,55.0,,36.97
43,3981.859,,,,59.05,
44,3981.966,62.18,54.87,55.0,,36.97
45,3982.116,62.2,54.85,55.0,,36.96
46,3982.266,62.19,54.86,55.0,,36.95
47,3982.416,62.13,54.88,55.0,,36.94
48,3982.416,,,,58.96,
49,3982.566,62.05,54.91,55.0,,36.93
50,3982.715,61.93,54.94,55.0,,36.91
51,3982.866,61.75,54.97,55.0,,36.9
52,3983.015,61.6,54.99,55.0,,36.89
53,3983.166,61.44,55.01,55.0,,36.88
54,3983.166,,,,58.46,
55,3983.316,61.22,55.02,55.0,,36.86
56,3983.466,61.06,55.02,55.0,,36.85
57,3983.616,60.9,55.03,55.0,,36.83
58,3983.766,60.69,55.02,55.0,,36.81
59,3983.766,,,,57.82,
60,3983.916,60.55,55.02,55.0,,36.8
61,3984.066,60.39,55.01,55.0,,36.79
62,3984.216,60.2,55.0,55.0,,36.78
63,3984.366,60.06,54.99,55.0,,36.77
64,3984.366,,,,57.21,
65,3984.516,59.94,54.99,55.0,,36.76
66,3984.666,59.75,54.97,55.0,,36.75
67,3984.816,59.63,54.96,55.0,,36.73
68,3984.966,59.51,54.95,55.0,,36.73
69,3984.966,,,,57.14,
70,3985.116,59.36,54.94,55.0,,36.71
71,3985.265,59.26,54.93,55.0,,36.7
72,3985.416,59.16,54.92,55.0,,36.7
73,3985.566,59.02,54.91,55.0,,36.68
74,3985.566,,,,56.35,
75,3985.716,58.92,54.9,55.0,,36.67
76,3985.866,58.82,54.9,55.0,,36.67
77,3986.016,58.7,54.89,55.0,,36.66
78,3986.166,58.61,54.88,55.0,,36.65
79,3986.166,,,,56.18,
80,3986.315,58.53,54.87,55.0,,36.64
81,3986.466,58.43,54.87,55.0,,36.62
82,3986.616,58.35,54.87,55.0,,36.62
83,3986.766,58.28,54.86,55.0,,36.61
84,3986.766,,,,55.7,
85,3986.916,58.19,54.86,55.0,,36.6
86,3987.066,58.12,54.86,55.0,,36.59
87,3987.216,58.06,54.86,55.0,,36.58
88,3987.366,57.98,54.86,55.0,,36.58
89,3987.366,,,,55.62,
90,3987.516,57.93,54.86,55.0,,36.57
91,3987.665,57.88,54.86,55.0,,36.56
92,3987.816,57.82,54.86,55.0,,36.55
93,3987.965,57.76,54.87,55.0,,36.54
94,3987.965,,,,55.26,
95,3988.118,57.71,54.87,55.0,,36.53
96,3988.266,57.67,54.88,55.0,,36.53
97,3988.415,57.61,54.88,55.0,,36.52
98,3988.565,57.57,54.89,55.0,,36.52
99,3988.565,,,,55.06,
100,3988.716,57.54,54.89,55.0,,36.51
101,3988.866,57.48,54.9,55.0,,36.5
102,3989.016,57.43,54.9,55.0,,36.5
103,3989.166,57.39,54.91,55.0,,36.49
104,3989.166,,,,54.85,
105,3989.316,57.34,54.91,55.0,,36.48
106,3989.466,57.3,54.92,55.0,,36.48
107,3989.616,57.26,54.92,55.0,,36.47
108,3989.765,57.22,54.93,55.0,,36.46
109,3989.765,,,,54.83,
110,3989.916,57.19,54.93,55.0,,36.46
111,3990.066,57.15,54.94,55.0,,36.45
112,3990.216,57.1,54.94,55.0,,36.45
113,3990.366,57.07,54.95,55.0,,36.44
114,3990.371,,,,55.37,
115,3990.516,57.03,54.95,55.0,,36.44
116,3990.665,57.0,54.95,55.0,,36.43
117,3990.815,56.97,54.96,55.0,,36.43
118,3990.965,56.94,54.96,55.0,,36.42
119,3990.965,,,,54.51,
120,3991.116,56.9,54.97,55.0,,36.42
121,3991.266,56.87,54.97,55.0,,36.41
122,3991.416,56.84,54.97,55.0,,36.41
123,3991.565,56.8,54.97,55.0,,36.4
124,3991.565,,,,54.86,
125,3991.715,56.77,54.98,55.0,,36.4
126,3991.865,56.75,54.98,55.0,,36.39
127,3992.016,56.71,54.98,55.0,,36.38
128,3992.165,56.69,54.98,55.0,,36.38
129,3992.165,,,,54.28,
130,3992.316,56.66,54.99,55.0,,36.38
131,3992.466,56.63,54.99,55.0,,36.37
132,3992.616,56.61,54.99,55.0,,36.37
133,3992.766,56.59,54.99,55.0,,36.37
134,3992.766,,,,54.51,
135,3992.915,56.56,54.99,55.0,,36.36
136,3993.066,56.54,55.0,55.0,,36.36
137,3993.216,56.52,55.0,55.0,,36.35
138,3993.366,56.5,55.0,55.0,,36.35
139,3993.366,,,,54.13,
140,3993.515,56.48,55.0,55.0,,36.35
141,3993.708,56.46,55.01,55.0,,36.34
142,3993.836,56.44,55.01,55.0,,36.34
143,3993.985,56.4,55.01,55.0,,36.33
144,3993.985,,,,54.26,
145,3994.135,56.38,55.01,55.0,,36.33
146,3994.285,56.35,55.01,55.0,,36.33
147,3994.436,56.32,55.01,55.0,,36.33
148,3994.585,56.29,55.0,55.0,,36.32
149,3994.585,,,,54.04,
150,3994.736,56.26,55.0,55.0,,36.31
151,3994.885,56.24,55.0,55.0,,36.31
152,3995.036,56.22,55.0,55.0,,36.3
153,3995.186,56.22,55.0,55.0,,36.31
154,3995.186,,,,54.04,
155,3995.336,56.22,55.0,55.0,,36.3
156,3995.486,56.21,55.0,55.0,,36.29
157,3995.636,56.2,55.0,55.0,,36.29
158,3995.786,56.18,55.0,55.0,,36.28
159,3995.786,,,,53.99,
160,3995.936,56.18,55.01,55.0,,36.28
161,3996.086,56.17,55.01,55.0,,36.28
162,3996.236,56.16,55.01,55.0,,36.27
163,3996.385,56.15,55.01,55.0,,36.27
164,3996.385,,,,54.04,
165,3996.535,56.14,55.02,55.0,,36.26
166,3996.686,56.13,55.02,55.0,,36.27
167,3996.836,56.11,55.02,55.0,,36.26
168,3996.986,56.09,55.02,55.0,,36.25
169,3997.045,,,,53.86,
170,3997.136,56.07,55.02,55.0,,36.25
171,3997.285,56.06,55.02,55.0,,36.24
172,3997.435,56.05,55.02,55.0,,36.24
173,3997.585,56.03,55.02,55.0,,36.25
174,3997.585,,,,53.85,
175,3997.736,56.02,55.02,55.0,,36.24
176,3997.885,56.01,55.02,55.0,,36.23
177,3998.036,55.99,55.02,55.0,,36.23
178,3998.186,55.98,55.02,55.0,,36.23
179,3998.186,,,,54.61,
180,3998.336,55.96,55.02,55.0,,36.22
181,3998.486,55.96,55.02,55.0,,36.22
182,3998.636,55.95,55.02,55.0,,36.21
183,3998.786,55.94,55.02,55.0,,36.21
184,3998.786,,,,53.68,
185,3998.936,55.94,55.02,55.0,,36.21
186,3999.086,55.93,55.02,55.0,,36.2
187,3999.236,55.92,55.02,55.0,,36.19
188,3999.386,55.91,55.02,55.0,,36.19
189,3999.386,,,,54.09,
190,3999.536,55.91,55.02,55.0,,36.19
191,3999.686,55.9,55.02,55.0,,36.19
192,3999.836,55.89,55.02,55.0,,36.18
193,3999.986,55.88,55.02,55.0,,36.19
194,3999.986,,,,53.7,
195,4000.136,55.88,55.02,55.0,,36.18
196,4000.286,55.87,55.02,55.0,,36.17
197,4000.436,55.87,55.02,55.0,,36.17
198,4000.586,55.86,55.02,55.0,,36.16
199,4000.586,,,,53.88,
200,4000.736,55.85,55.02,55.0,,36.16
201,4000.886,55.85,55.02,55.0,,36.15
202,4001.036,55.84,55.02,55.0,,36.15
203,4001.186,55.84,55.02,55.0,,36.15
204,4001.186,,,,53.66,
205,4001.336,55.83,55.02,55.0,,36.14
206,4001.486,55.82,55.02,55.0,,36.14
207,4001.636,55.81,55.02,55.0,,36.14
208,4001.786,55.81,55.02,55.0,,36.14
209,4001.786,,,,53.74,
210,4001.936,55.8,55.02,55.0,,36.13
211,4002.086,55.79,55.02,55.0,,36.13
212,4002.236,55.79,55.02,55.0,,36.13
213,4002.386,55.78,55.02,55.0,,36.12
214,4002.386,,,,53.62,
215,4002.536,55.78,55.02,55.0,,36.12
216,4002.686,55.78,55.02,55.0,,36.12
217,4002.836,55.78,55.02,55.0,,36.12
218,4002.986,55.78,55.02,55.0,,36.11
219,4002.986,,,,53.68,
220,4003.136,55.77,55.02,55.0,,36.11
221,4003.286,55.77,55.02,55.0,,36.1
222,4003.436,55.75,55.02,55.0,,36.1
223,4003.586,55.75,55.02,55.0,,36.1
224,4003.586,,,,53.62,
225,4003.736,55.75,55.02,55.0,,36.09
226,4003.886,55.74,55.02,55.0,,36.09
227,4004.036,55.74,55.02,55.0,,36.09
228,4004.186,55.73,55.01,55.0,,36.09
229,4004.186,,,,53.69,
230,4004.336,55.73,55.01,55.0,,36.08
231,4004.486,55.72,55.01,55.0,,36.08
232,4004.636,55.72,55.01,55.0,,36.07
233,4004.786,55.71,55.01,55.0,,36.07
234,4004.795,,,,54.37,
