timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
168.027,31.19,24,62,22.37,31.82,23.23
168.027,31.19,24,62,22.37,31.82,23.23
168.027,31.19,24,62,22.37,31.82,23.23
168.027,31.19,24,62,22.37,31.82,23.23
168.176,31.19,24,62,22.37,31.81,23.23
168.176,31.19,24,62,22.37,31.81,23.23
168.176,31.19,24,62,22.37,31.81,23.23
168.176,31.19,24,62,22.37,31.81,23.23
168.326,31.36,24,62,22.37,31.81,23.23
168.326,31.36,24,62,22.37,31.81,23.23
168.326,31.36,24,62,22.37,31.81,23.23
168.326,31.36,24,62,22.37,31.81,23.23
168.326,31.36,24,62,22.37,31.81,23.23
168.326,31.36,24,62,22.37,31.81,23.23
168.476,31.8,24,62,,31.79,
168.476,31.8,24,62,,31.79,
168.476,31.8,24,62,,31.79,
168.476,31.8,24,62,,31.79,
168.626,32.47,24,62,,31.76,
168.626,32.47,24,62,,31.76,
168.626,32.47,24,62,,31.76,
168.626,32.47,24,62,,31.76,
168.777,33.67,24,62,,31.7,
168.777,33.67,24,62,,31.7,
168.777,33.67,24,62,,31.7,
168.777,33.67,24,62,,31.7,
168.926,34.73,24,62,22.37,31.64,23.18
168.926,34.73,24,62,22.37,31.64,23.18
168.926,34.73,24,62,22.37,31.64,23.18
168.926,34.73,24,62,22.37,31.64,23.18
168.926,34.73,24,62,22.37,31.64,23.18
168.926,34.73,24,62,22.37,31.64,23.18
169.076,35.85,24,62,,31.58,
169.076,35.85,24,62,,31.58,
169.076,35.85,24,62,,31.58,
169.076,35.85,24,62,,31.58,
169.226,37.46,24,62,,31.49,
169.226,37.46,24,62,,31.49,
169.226,37.46,24,62,,31.49,
169.226,37.46,24,62,,31.49,
169.376,38.69,24,62,,31.42,
169.376,38.69,24,62,,31.42,
169.376,38.69,24,62,,31.42,
169.376,38.69,24,62,,31.42,
169.526,39.94,24,62,22.37,31.35,23.16
169.526,39.94,24,62,22.37,31.35,23.16
169.526,39.94,24,62,22.37,31.35,23.16
169.526,39.94,24,62,22.37,31.35,23.16
169.526,39.94,24,62,22.37,31.35,23.16
169.526,39.94,24,62,22.37,31.35,23.16
169.676,41.63,24,62,,31.25,
