timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Thermocouple TempC 2
282.609,23.12,24.0,0.0,95.0,20.49,20.8
282.609,23.12,24.0,0.0,95.0,20.49,20.8
282.609,23.12,24.0,0.0,95.0,20.49,20.8
282.609,23.12,24.0,0.0,95.0,20.49,20.8
282.609,23.12,24.0,0.0,95.0,20.49,20.8
282.609,23.12,24.0,0.0,95.0,20.49,20.8
282.759,23.13,24.0,0.0,95.0,,
282.759,23.13,24.0,0.0,95.0,,
282.759,23.13,24.0,0.0,95.0,,
282.759,23.13,24.0,0.0,95.0,,
282.909,23.31,24.0,0.0,95.0,,
282.909,23.31,24.0,0.0,95.0,,
282.909,23.31,24.0,0.0,95.0,,
282.909,23.31,24.0,0.0,95.0,,
283.059,23.75,24.0,0.0,95.0,,
283.059,23.75,24.0,0.0,95.0,,
283.059,23.75,24.0,0.0,95.0,,
283.059,23.75,24.0,0.0,95.0,,
283.209,24.4,24.0,0.0,95.0,,
283.209,24.4,24.0,0.0,95.0,,
283.209,24.4,24.0,0.0,95.0,,
283.209,24.4,24.0,0.0,95.0,,
283.254,,,,,20.57,20.83
283.254,,,,,20.57,20.83
283.36,25.62,24.0,0.0,95.0,,
283.36,25.62,24.0,0.0,95.0,,
283.36,25.62,24.0,0.0,95.0,,
283.36,25.62,24.0,0.0,95.0,,
283.51,26.66,24.0,0.0,95.0,,
283.51,26.66,24.0,0.0,95.0,,
283.51,26.66,24.0,0.0,95.0,,
283.51,26.66,24.0,0.0,95.0,,
283.66,27.78,24.0,0.0,95.0,,
283.66,27.78,24.0,0.0,95.0,,
283.66,27.78,24.0,0.0,95.0,,
283.66,27.78,24.0,0.0,95.0,,
283.81,29.36,24.0,0.0,95.0,20.63,20.86
283.81,29.36,24.0,0.0,95.0,20.63,20.86
283.81,29.36,24.0,0.0,95.0,20.63,20.86
283.81,29.36,24.0,0.0,95.0,20.63,20.86
283.81,29.36,24.0,0.0,95.0,20.63,20.86
283.81,29.36,24.0,0.0,95.0,20.63,20.86
283.96,30.59,24.0,0.0,95.0,,
283.96,30.59,24.0,0.0,95.0,,
283.96,30.59,24.0,0.0,95.0,,
283.96,30.59,24.0,0.0,95.0,,
284.11,31.82,24.0,0.0,95.0,,
284.11,31.82,24.0,0.0,95.0,,
284.11,31.82,24.0,0.0,95.0,,
284.11,31.82,24.0,0.0,95.0,,
284.26,33.46,24.0,0.0,95.0,,
284.26,33.46,24.0,0.0,95.0,,
284.26,33.46,24.0,0.0,95.0,,
284.26,33.46,24.0,0.0,95.0,,
284.41,34.68,24.0,0.0,95.0,20.6,20.72
284.41,34.68,24.0,0.0,95.0,20.6,20.72
284.41,34.68,24.0,0.0,95.0,20.6,20.72
284.41,34.68,24.0,0.0,95.0,20.6,20.72
284.41,34.68,24.0,0.0,95.0,20.6,20.72
284.41,34.68,24.0,0.0,95.0,20.6,20.72
284.56,35.91,24.0,0.0,95.0,,
284.56,35.91,24.0,0.0,95.0,,
284.56,35.91,24.0,0.0,95.0,,
284.56,35.91,24.0,0.0,95.0,,
284.71,37.13,24.0,0.0,95.0,,
284.71,37.13,24.0,0.0,95.0,,
284.71,37.13,24.0,0.0,95.0,,
284.71,37.13,24.0,0.0,95.0,,
284.861,38.74,24.0,0.0,95.0,,
284.861,38.74,24.0,0.0,95.0,,
284.861,38.74,24.0,0.0,95.0,,
284.861,38.74,24.0,0.0,95.0,,
285.011,39.93,24.0,0.0,95.0,20.66,20.65
285.011,39.93,24.0,0.0,95.0,20.66,20.65
285.011,39.93,24.0,0.0,95.0,20.66,20.65
285.011,39.93,24.0,0.0,95.0,20.66,20.65
285.011,39.93,24.0,0.0,95.0,20.66,20.65
285.011,39.93,24.0,0.0,95.0,20.66,20.65
285.161,41.1,24.0,0.0,95.0,,
285.161,41.1,24.0,0.0,95.0,,
285.161,41.1,24.0,0.0,95.0,,
285.161,41.1,24.0,0.0,95.0,,
285.311,42.62,24.0,0.0,95.0,,
285.311,42.62,24.0,0.0,95.0,,
285.311,42.62,24.0,0.0,95.0,,
285.311,42.62,24.0,0.0,95.0,,
285.461,43.74,24.0,0.0,95.0,,
285.461,43.74,24.0,0.0,95.0,,
285.461,43.74,24.0,0.0,95.0,,
285.461,43.74,24.0,0.0,95.0,,
285.611,44.86,24.0,0.0,95.0,20.75,20.64
285.611,44.86,24.0,0.0,95.0,20.75,20.64
285.611,44.86,24.0,0.0,95.0,20.75,20.64
285.611,44.86,24.0,0.0,95.0,20.75,20.64
285.611,44.86,24.0,0.0,95.0,20.75,20.64
285.611,44.86,24.0,0.0,95.0,20.75,20.64
285.761,46.33,24.0,0.0,95.0,,
285.761,46.33,24.0,0.0,95.0,,
285.761,46.33,24.0,0.0,95.0,,
285.761,46.33,24.0,0.0,95.0,,
285.911,47.41,24.0,0.0,95.0,,
285.911,47.41,24.0,0.0,95.0,,
285.911,47.41,24.0,0.0,95.0,,
285.911,47.41,24.0,0.0,95.0,,
286.061,48.47,24.0,0.0,95.0,,
286.061,48.47,24.0,0.0,95.0,,
286.061,48.47,24.0,0.0,95.0,,
286.061,48.47,24.0,0.0,95.0,,
286.212,49.89,24.0,0.0,95.0,20.71,20.63
286.212,49.89,24.0,0.0,95.0,20.71,20.63
286.212,49.89,24.0,0.0,95.0,20.71,20.63
286.212,49.89,24.0,0.0,95.0,20.71,20.63
286.212,49.89,24.0,0.0,95.0,20.71,20.63
286.212,49.89,24.0,0.0,95.0,20.71,20.63
286.362,50.91,24.0,0.0,95.0,,
286.362,50.91,24.0,0.0,95.0,,
286.362,50.91,24.0,0.0,95.0,,
286.362,50.91,24.0,0.0,95.0,,
286.512,51.92,24.0,0.0,95.0,,
286.512,51.92,24.0,0.0,95.0,,
286.512,51.92,24.0,0.0,95.0,,
286.512,51.92,24.0,0.0,95.0,,
286.663,53.24,24.0,0.0,95.0,,
286.663,53.24,24.0,0.0,95.0,,
286.663,53.24,24.0,0.0,95.0,,
286.663,53.24,24.0,0.0,95.0,,
286.813,54.23,24.0,0.0,95.0,20.77,20.72
286.813,54.23,24.0,0.0,95.0,20.77,20.72
286.813,54.23,24.0,0.0,95.0,20.77,20.72
286.813,54.23,24.0,0.0,95.0,20.77,20.72
