timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Thermocouple TempC 2,Stage1 Thermocouple TempC 3
320.113,107.7,39.73,0.0,62.0,,,
320.113,107.7,39.73,0.0,62.0,,,
320.263,108.11,40.05,0.0,62.0,,,
320.263,108.11,40.05,0.0,62.0,,,
320.263,108.11,40.05,0.0,62.0,,,
320.263,108.11,40.05,0.0,62.0,,,
320.413,108.5,40.37,0.0,62.0,,,
320.413,108.5,40.37,0.0,62.0,,,
320.413,108.5,40.37,0.0,62.0,,,
320.413,108.5,40.37,0.0,62.0,,,
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.562,108.99,40.71,0.0,62.0,33.11,26.17,28.33
320.712,109.4,41.03,0.0,62.0,,,
320.712,109.4,41.03,0.0,62.0,,,
320.712,109.4,41.03,0.0,62.0,,,
320.712,109.4,41.03,0.0,62.0,,,
320.862,109.76,41.35,0.0,62.0,,,
320.862,109.76,41.35,0.0,62.0,,,
320.862,109.76,41.35,0.0,62.0,,,
320.862,109.76,41.35,0.0,62.0,,,
321.012,110.2,41.68,0.0,62.0,,,
321.012,110.2,41.68,0.0,62.0,,,
321.012,110.2,41.68,0.0,62.0,,,
321.012,110.2,41.68,0.0,62.0,,,
321.162,110.53,41.99,0.0,62.0,,,
321.162,110.53,41.99,0.0,62.0,,,
321.162,110.53,41.99,0.0,62.0,,,
321.162,110.53,41.99,0.0,62.0,,,
321.312,110.87,42.31,0.0,62.0,,,
321.312,110.87,42.31,0.0,62.0,,,
321.312,110.87,42.31,0.0,62.0,,,
321.312,110.87,42.31,0.0,62.0,,,
321.462,111.25,42.63,0.0,62.0,,,
321.462,111.25,42.63,0.0,62.0,,,
321.462,111.25,42.63,0.0,62.0,,,
321.462,111.25,42.63,0.0,62.0,,,
321.612,111.54,42.94,0.0,62.0,,,
321.612,111.54,42.94,0.0,62.0,,,
321.612,111.54,42.94,0.0,62.0,,,
321.612,111.54,42.94,0.0,62.0,,,
321.657,,,,,34.32,26.3,28.82
321.657,,,,,34.32,26.3,28.82
321.657,,,,,34.32,26.3,28.82
321.762,111.76,43.22,0.0,62.0,,,
321.762,111.76,43.22,0.0,62.0,,,
321.762,111.76,43.22,0.0,62.0,,,
321.762,111.76,43.22,0.0,62.0,,,
321.912,111.96,43.51,0.0,62.0,,,
321.912,111.96,43.51,0.0,62.0,,,
321.912,111.96,43.51,0.0,62.0,,,
321.912,111.96,43.51,0.0,62.0,,,
322.062,112.21,43.8,0.0,62.0,,,
322.062,112.21,43.8,0.0,62.0,,,
322.062,112.21,43.8,0.0,62.0,,,
322.062,112.21,43.8,0.0,62.0,,,
322.212,112.32,44.06,0.0,62.0,,,
322.212,112.32,44.06,0.0,62.0,,,
322.212,112.32,44.06,0.0,62.0,,,
322.212,112.32,44.06,0.0,62.0,,,
322.362,112.45,44.33,0.0,62.0,,,
322.362,112.45,44.33,0.0,62.0,,,
322.362,112.45,44.33,0.0,62.0,,,
322.362,112.45,44.33,0.0,62.0,,,
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.512,112.59,44.6,0.0,62.0,35.33,26.6,29.44
322.662,112.69,44.85,0.0,62.0,,,
322.662,112.69,44.85,0.0,62.0,,,
322.662,112.69,44.85,0.0,62.0,,,
322.662,112.69,44.85,0.0,62.0,,,
322.812,112.79,45.11,0.0,62.0,,,
322.812,112.79,45.11,0.0,62.0,,,
322.812,112.79,45.11,0.0,62.0,,,
322.812,112.79,45.11,0.0,62.0,,,
322.962,112.86,45.36,0.0,62.0,,,
322.962,112.86,45.36,0.0,62.0,,,
322.962,112.86,45.36,0.0,62.0,,,
322.962,112.86,45.36,0.0,62.0,,,
323.112,112.91,45.6,0.0,62.0,,,
323.112,112.91,45.6,0.0,62.0,,,
323.112,112.91,45.6,0.0,62.0,,,
323.112,112.91,45.6,0.0,62.0,,,
323.262,112.94,45.84,0.0,62.0,,,
323.262,112.94,45.84,0.0,62.0,,,
323.262,112.94,45.84,0.0,62.0,,,
323.262,112.94,45.84,0.0,62.0,,,
323.412,113.04,46.09,0.0,62.0,,,
323.412,113.04,46.09,0.0,62.0,,,
323.412,113.04,46.09,0.0,62.0,,,
323.412,113.04,46.09,0.0,62.0,,,
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.562,113.07,46.33,0.0,62.0,38.91,27.02,30.44
323.712,113.1,46.56,0.0,62.0,,,
323.712,113.1,46.56,0.0,62.0,,,
323.712,113.1,46.56,0.0,62.0,,,
323.712,113.1,46.56,0.0,62.0,,,
323.862,113.13,46.79,0.0,62.0,,,
323.862,113.13,46.79,0.0,62.0,,,
323.862,113.13,46.79,0.0,62.0,,,
323.862,113.13,46.79,0.0,62.0,,,
324.012,113.15,47.02,0.0,62.0,,,
324.012,113.15,47.02,0.0,62.0,,,
324.012,113.15,47.02,0.0,62.0,,,
324.012,113.15,47.02,0.0,62.0,,,
324.162,113.17,47.25,0.0,62.0,,,
324.162,113.17,47.25,0.0,62.0,,,
324.162,113.17,47.25,0.0,62.0,,,
324.162,113.17,47.25,0.0,62.0,,,
324.312,113.14,47.46,0.0,62.0,,,
324.312,113.14,47.46,0.0,62.0,,,
324.312,113.14,47.46,0.0,62.0,,,
324.312,113.14,47.46,0.0,62.0,,,
324.462,113.15,47.69,0.0,62.0,,,
324.462,113.15,47.69,0.0,62.0,,,
324.462,113.15,47.69,0.0,62.0,,,
324.462,113.15,47.69,0.0,62.0,,,
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
324.612,113.17,47.92,0.0,62.0,39.85,27.33,31.23
