timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Thermocouple TempC 2,Stage1 Thermocouple TempC 3
396.126,70.02,61.97,62.0,62.0,56.99,48.92,53.88
396.126,70.02,61.97,62.0,62.0,56.99,48.92,53.88
396.126,70.02,61.97,62.0,62.0,56.99,48.92,53.88
396.126,70.02,61.97,62.0,62.0,56.99,48.92,53.88
396.276,70.02,61.97,62.0,62.0,,,
396.276,70.02,61.97,62.0,62.0,,,
396.276,70.02,61.97,62.0,62.0,,,
396.276,70.02,61.97,62.0,62.0,,,
396.426,70.02,61.97,62.0,62.0,,,
396.426,70.02,61.97,62.0,62.0,,,
396.426,70.02,61.97,62.0,62.0,,,
396.426,70.02,61.97,62.0,62.0,,,
396.576,70.02,61.97,62.0,62.0,,,
396.576,70.02,61.97,62.0,62.0,,,
396.576,70.02,61.97,62.0,62.0,,,
396.576,70.02,61.97,62.0,62.0,,,
396.727,70.02,61.97,62.0,62.0,,,
396.727,70.02,61.97,62.0,62.0,,,
396.727,70.02,61.97,62.0,62.0,,,
396.727,70.02,61.97,62.0,62.0,,,
396.877,70.02,61.97,62.0,62.0,,,
396.877,70.02,61.97,62.0,62.0,,,
396.877,70.02,61.97,62.0,62.0,,,
396.877,70.02,61.97,62.0,62.0,,,
397.036,70.02,61.97,62.0,85.0,,,
397.036,70.02,61.97,62.0,85.0,,,
397.036,70.02,61.97,62.0,85.0,,,
397.036,70.02,61.97,62.0,85.0,,,
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.178,70.02,61.97,62.0,85.0,57.13,49.02,53.99
397.328,70.05,61.97,62.0,85.0,,,
397.328,70.05,61.97,62.0,85.0,,,
397.328,70.05,61.97,62.0,85.0,,,
397.328,70.05,61.97,62.0,85.0,,,
397.478,70.23,61.97,62.0,85.0,,,
397.478,70.23,61.97,62.0,85.0,,,
397.478,70.23,61.97,62.0,85.0,,,
397.478,70.23,61.97,62.0,85.0,,,
397.628,70.61,61.97,62.0,85.0,,,
397.628,70.61,61.97,62.0,85.0,,,
397.628,70.61,61.97,62.0,85.0,,,
397.628,70.61,61.97,62.0,85.0,,,
397.778,71.15,61.97,62.0,85.0,,,
397.778,71.15,61.97,62.0,85.0,,,
397.778,71.15,61.97,62.0,85.0,,,
397.778,71.15,61.97,62.0,85.0,,,
397.928,72.12,61.97,62.0,85.0,,,
397.928,72.12,61.97,62.0,85.0,,,
397.928,72.12,61.97,62.0,85.0,,,
397.928,72.12,61.97,62.0,85.0,,,
398.078,72.96,61.97,62.0,85.0,,,
398.078,72.96,61.97,62.0,85.0,,,
398.078,72.96,61.97,62.0,85.0,,,
398.078,72.96,61.97,62.0,85.0,,,
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.228,73.84,61.97,62.0,85.0,57.18,49.13,54.05
398.378,75.06,61.97,62.0,85.0,,,
398.378,75.06,61.97,62.0,85.0,,,
398.378,75.06,61.97,62.0,85.0,,,
398.378,75.06,61.97,62.0,85.0,,,
398.528,76.03,61.97,62.0,85.0,,,
398.528,76.03,61.97,62.0,85.0,,,
398.528,76.03,61.97,62.0,85.0,,,
398.528,76.03,61.97,62.0,85.0,,,
398.678,76.98,61.97,62.0,85.0,,,
398.678,76.98,61.97,62.0,85.0,,,
398.678,76.98,61.97,62.0,85.0,,,
398.678,76.98,61.97,62.0,85.0,,,
398.828,78.27,61.97,62.0,85.0,,,
398.828,78.27,61.97,62.0,85.0,,,
398.828,78.27,61.97,62.0,85.0,,,
398.828,78.27,61.97,62.0,85.0,,,
398.978,79.23,61.97,62.0,85.0,,,
398.978,79.23,61.97,62.0,85.0,,,
398.978,79.23,61.97,62.0,85.0,,,
398.978,79.23,61.97,62.0,85.0,,,
399.128,80.19,61.97,62.0,85.0,,,
399.128,80.19,61.97,62.0,85.0,,,
399.128,80.19,61.97,62.0,85.0,,,
399.128,80.19,61.97,62.0,85.0,,,
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.278,81.19,61.97,62.0,85.0,57.21,49.3,54.21
399.428,82.41,61.97,62.0,85.0,,,
399.428,82.41,61.97,62.0,85.0,,,
399.428,82.41,61.97,62.0,85.0,,,
399.428,82.41,61.97,62.0,85.0,,,
399.578,83.33,61.97,62.0,85.0,,,
399.578,83.33,61.97,62.0,85.0,,,
399.578,83.33,61.97,62.0,85.0,,,
399.578,83.33,61.97,62.0,85.0,,,
399.728,84.22,61.97,62.0,85.0,,,
399.728,84.22,61.97,62.0,85.0,,,
399.728,84.22,61.97,62.0,85.0,,,
399.728,84.22,61.97,62.0,85.0,,,
399.878,85.42,61.97,62.0,85.0,,,
399.878,85.42,61.97,62.0,85.0,,,
399.878,85.42,61.97,62.0,85.0,,,
399.878,85.42,61.97,62.0,85.0,,,
400.028,86.29,61.97,62.0,85.0,,,
400.028,86.29,61.97,62.0,85.0,,,
400.028,86.29,61.97,62.0,85.0,,,
400.028,86.29,61.97,62.0,85.0,,,
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.178,87.16,61.97,62.0,85.0,57.39,49.4,54.3
400.328,88.28,61.97,62.0,85.0,,,
400.328,88.28,61.97,62.0,85.0,,,
400.328,88.28,61.97,62.0,85.0,,,
400.328,88.28,61.97,62.0,85.0,,,
400.478,89.14,61.97,62.0,85.0,,,
400.478,89.14,61.97,62.0,85.0,,,
400.478,89.14,61.97,62.0,85.0,,,
400.478,89.14,61.97,62.0,85.0,,,
400.628,89.95,61.97,62.0,85.0,,,
400.628,89.95,61.97,62.0,85.0,,,
400.628,89.95,61.97,62.0,85.0,,,
400.628,89.95,61.97,62.0,85.0,,,
400.778,90.81,61.97,62.0,85.0,,,
400.778,90.81,61.97,62.0,85.0,,,
400.778,90.81,61.97,62.0,85.0,,,
400.778,90.81,61.97,62.0,85.0,,,
400.928,91.84,61.97,62.0,85.0,,,
400.928,91.84,61.97,62.0,85.0,,,
400.928,91.84,61.97,62.0,85.0,,,
400.928,91.84,61.97,62.0,85.0,,,
401.078,92.63,61.97,62.0,85.0,,,
401.078,92.63,61.97,62.0,85.0,,,
401.078,92.63,61.97,62.0,85.0,,,
401.078,92.63,61.97,62.0,85.0,,,
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.228,93.39,61.97,62.0,85.0,57.65,49.67,54.49
401.378,94.41,61.97,62.0,85.0,,,
401.378,94.41,61.97,62.0,85.0,,,
401.378,94.41,61.97,62.0,85.0,,,
401.378,94.41,61.97,62.0,85.0,,,
401.528,95.17,61.97,62.0,85.0,,,
401.528,95.17,61.97,62.0,85.0,,,
401.528,95.17,61.97,62.0,85.0,,,
401.528,95.17,61.97,62.0,85.0,,,
401.678,95.86,61.97,62.0,85.0,,,
401.678,95.86,61.97,62.0,85.0,,,
401.678,95.86,61.97,62.0,85.0,,,
401.678,95.86,61.97,62.0,85.0,,,
401.829,96.86,61.97,62.0,85.0,,,
401.829,96.86,61.97,62.0,85.0,,,
401.829,96.86,61.97,62.0,85.0,,,
401.829,96.86,61.97,62.0,85.0,,,
401.978,97.53,61.97,62.0,85.0,,,
401.978,97.53,61.97,62.0,85.0,,,
401.978,97.53,61.97,62.0,85.0,,,
401.978,97.53,61.97,62.0,85.0,,,
402.129,98.21,62.04,62.0,85.0,,,
402.129,98.21,62.04,62.0,85.0,,,
402.129,98.21,62.04,62.0,85.0,,,
402.129,98.21,62.04,62.0,85.0,,,
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.279,98.85,62.15,62.0,85.0,57.95,49.96,54.77
402.429,99.7,62.27,62.0,85.0,,,
402.429,99.7,62.27,62.0,85.0,,,
402.429,99.7,62.27,62.0,85.0,,,
402.429,99.7,62.27,62.0,85.0,,,
402.579,100.35,62.39,62.0,85.0,,,
402.579,100.35,62.39,62.0,85.0,,,
402.579,100.35,62.39,62.0,85.0,,,
402.579,100.35,62.39,62.0,85.0,,,
402.729,101.0,62.51,62.0,85.0,,,
402.729,101.0,62.51,62.0,85.0,,,
402.729,101.0,62.51,62.0,85.0,,,
402.729,101.0,62.51,62.0,85.0,,,
402.879,101.86,62.64,62.0,85.0,,,
402.879,101.86,62.64,62.0,85.0,,,
402.879,101.86,62.64,62.0,85.0,,,
402.879,101.86,62.64,62.0,85.0,,,
403.029,102.45,62.77,62.0,85.0,,,
403.029,102.45,62.77,62.0,85.0,,,
403.029,102.45,62.77,62.0,85.0,,,
403.029,102.45,62.77,62.0,85.0,,,
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.179,103.06,62.91,62.0,85.0,58.6,50.23,54.99
403.328,103.88,63.06,62.0,85.0,,,
403.328,103.88,63.06,62.0,85.0,,,
403.328,103.88,63.06,62.0,85.0,,,
403.328,103.88,63.06,62.0,85.0,,,
403.478,104.43,63.2,62.0,85.0,,,
403.478,104.43,63.2,62.0,85.0,,,
403.478,104.43,63.2,62.0,85.0,,,
403.478,104.43,63.2,62.0,85.0,,,
403.628,105.01,63.35,62.0,85.0,,,
403.628,105.01,63.35,62.0,85.0,,,
403.628,105.01,63.35,62.0,85.0,,,
403.628,105.01,63.35,62.0,85.0,,,
403.778,105.54,63.5,62.0,85.0,,,
403.778,105.54,63.5,62.0,85.0,,,
403.778,105.54,63.5,62.0,85.0,,,
403.778,105.54,63.5,62.0,85.0,,,
403.928,106.34,63.67,62.0,85.0,,,
403.928,106.34,63.67,62.0,85.0,,,
403.928,106.34,63.67,62.0,85.0,,,
403.928,106.34,63.67,62.0,85.0,,,
404.078,106.85,63.83,62.0,85.0,,,
404.078,106.85,63.83,62.0,85.0,,,
404.078,106.85,63.83,62.0,85.0,,,
404.078,106.85,63.83,62.0,85.0,,,
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.228,107.32,63.99,62.0,85.0,59.45,50.43,55.27
404.378,107.89,64.16,62.0,85.0,,,
404.378,107.89,64.16,62.0,85.0,,,
404.378,107.89,64.16,62.0,85.0,,,
404.378,107.89,64.16,62.0,85.0,,,
404.528,108.28,64.32,62.0,85.0,,,
404.528,108.28,64.32,62.0,85.0,,,
404.528,108.28,64.32,62.0,85.0,,,
404.528,108.28,64.32,62.0,85.0,,,
404.678,108.59,64.48,62.0,85.0,,,
404.678,108.59,64.48,62.0,85.0,,,
404.678,108.59,64.48,62.0,85.0,,,
404.678,108.59,64.48,62.0,85.0,,,
404.828,109.01,64.64,62.0,85.0,,,
404.828,109.01,64.64,62.0,85.0,,,
404.828,109.01,64.64,62.0,85.0,,,
404.828,109.01,64.64,62.0,85.0,,,
404.978,109.26,64.8,62.0,85.0,,,
404.978,109.26,64.8,62.0,85.0,,,
404.978,109.26,64.8,62.0,85.0,,,
404.978,109.26,64.8,62.0,85.0,,,
405.128,109.48,64.95,62.0,85.0,,,
405.128,109.48,64.95,62.0,85.0,,,
405.128,109.48,64.95,62.0,85.0,,,
405.128,109.48,64.95,62.0,85.0,,,
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.278,109.75,65.12,62.0,85.0,61.37,50.85,55.77
405.428,109.94,65.27,62.0,85.0,,,
405.428,109.94,65.27,62.0,85.0,,,
405.428,109.94,65.27,62.0,85.0,,,
405.428,109.94,65.27,62.0,85.0,,,
405.578,110.07,65.42,62.0,85.0,,,
405.578,110.07,65.42,62.0,85.0,,,
405.578,110.07,65.42,62.0,85.0,,,
405.578,110.07,65.42,62.0,85.0,,,
405.728,110.21,65.57,62.0,85.0,,,
405.728,110.21,65.57,62.0,85.0,,,
405.728,110.21,65.57,62.0,85.0,,,
405.728,110.21,65.57,62.0,85.0,,,
405.878,110.38,65.73,62.0,85.0,,,
405.878,110.38,65.73,62.0,85.0,,,
405.878,110.38,65.73,62.0,85.0,,,
405.878,110.38,65.73,62.0,85.0,,,
406.043,110.47,65.88,62.0,85.0,,,
406.043,110.47,65.88,62.0,85.0,,,
406.043,110.47,65.88,62.0,85.0,,,
406.043,110.47,65.88,62.0,85.0,,,
406.178,110.61,66.03,62.0,85.0,,,
406.178,110.61,66.03,62.0,85.0,,,
406.178,110.61,66.03,62.0,85.0,,,
406.178,110.61,66.03,62.0,85.0,,,
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.328,110.71,66.18,62.0,85.0,62.67,51.02,56.31
406.478,110.77,66.33,62.0,85.0,,,
406.478,110.77,66.33,62.0,85.0,,,
406.478,110.77,66.33,62.0,85.0,,,
406.478,110.77,66.33,62.0,85.0,,,
406.628,110.85,66.47,62.0,85.0,,,
406.628,110.85,66.47,62.0,85.0,,,
406.628,110.85,66.47,62.0,85.0,,,
406.628,110.85,66.47,62.0,85.0,,,
406.778,110.94,66.62,62.0,85.0,,,
406.778,110.94,66.62,62.0,85.0,,,
406.778,110.94,66.62,62.0,85.0,,,
406.778,110.94,66.62,62.0,85.0,,,
406.928,111.04,66.77,62.0,85.0,,,
406.928,111.04,66.77,62.0,85.0,,,
406.928,111.04,66.77,62.0,85.0,,,
406.928,111.04,66.77,62.0,85.0,,,
407.078,111.04,66.91,62.0,85.0,,,
407.078,111.04,66.91,62.0,85.0,,,
407.078,111.04,66.91,62.0,85.0,,,
407.078,111.04,66.91,62.0,85.0,,,
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.228,111.11,67.06,62.0,85.0,63.98,51.38,56.96
407.378,111.16,67.2,62.0,85.0,,,
407.378,111.16,67.2,62.0,85.0,,,
407.378,111.16,67.2,62.0,85.0,,,
407.378,111.16,67.2,62.0,85.0,,,
407.528,111.18,67.34,62.0,85.0,,,
407.528,111.18,67.34,62.0,85.0,,,
407.528,111.18,67.34,62.0,85.0,,,
407.528,111.18,67.34,62.0,85.0,,,
407.678,111.21,67.48,62.0,85.0,,,
407.678,111.21,67.48,62.0,85.0,,,
407.678,111.21,67.48,62.0,85.0,,,
407.678,111.21,67.48,62.0,85.0,,,
407.828,111.25,67.62,62.0,85.0,,,
407.828,111.25,67.62,62.0,85.0,,,
407.828,111.25,67.62,62.0,85.0,,,
407.828,111.25,67.62,62.0,85.0,,,
407.978,111.31,67.77,62.0,85.0,,,
407.978,111.31,67.77,62.0,85.0,,,
407.978,111.31,67.77,62.0,85.0,,,
407.978,111.31,67.77,62.0,85.0,,,
408.128,111.32,67.9,62.0,85.0,,,
408.128,111.32,67.9,62.0,85.0,,,
408.128,111.32,67.9,62.0,85.0,,,
408.128,111.32,67.9,62.0,85.0,,,
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.278,111.32,68.04,62.0,85.0,65.16,51.65,57.6
408.428,111.37,68.18,62.0,85.0,,,
408.428,111.37,68.18,62.0,85.0,,,
408.428,111.37,68.18,62.0,85.0,,,
408.428,111.37,68.18,62.0,85.0,,,
408.578,111.37,68.31,62.0,85.0,,,
408.578,111.37,68.31,62.0,85.0,,,
408.578,111.37,68.31,62.0,85.0,,,
408.578,111.37,68.31,62.0,85.0,,,
408.728,111.41,68.45,62.0,85.0,,,
408.728,111.41,68.45,62.0,85.0,,,
408.728,111.41,68.45,62.0,85.0,,,
408.728,111.41,68.45,62.0,85.0,,,
408.878,111.39,68.58,62.0,85.0,,,
408.878,111.39,68.58,62.0,85.0,,,
408.878,111.39,68.58,62.0,85.0,,,
408.878,111.39,68.58,62.0,85.0,,,
409.028,111.41,68.72,62.0,85.0,,,
409.028,111.41,68.72,62.0,85.0,,,
409.028,111.41,68.72,62.0,85.0,,,
409.028,111.41,68.72,62.0,85.0,,,
409.178,111.45,68.86,62.0,85.0,,,
409.178,111.45,68.86,62.0,85.0,,,
409.178,111.45,68.86,62.0,85.0,,,
409.178,111.45,68.86,62.0,85.0,,,
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.328,111.44,68.99,62.0,85.0,65.92,51.95,58.04
409.478,111.49,69.12,62.0,85.0,,,
409.478,111.49,69.12,62.0,85.0,,,
409.478,111.49,69.12,62.0,85.0,,,
409.478,111.49,69.12,62.0,85.0,,,
409.628,111.48,69.25,62.0,85.0,,,
409.628,111.48,69.25,62.0,85.0,,,
409.628,111.48,69.25,62.0,85.0,,,
409.628,111.48,69.25,62.0,85.0,,,
409.778,111.5,69.39,62.0,85.0,,,
409.778,111.5,69.39,62.0,85.0,,,
409.778,111.5,69.39,62.0,85.0,,,
409.778,111.5,69.39,62.0,85.0,,,
409.928,111.51,69.52,62.0,85.0,,,
409.928,111.51,69.52,62.0,85.0,,,
409.928,111.51,69.52,62.0,85.0,,,
409.928,111.51,69.52,62.0,85.0,,,
410.078,111.52,69.65,62.0,85.0,,,
410.078,111.52,69.65,62.0,85.0,,,
410.078,111.52,69.65,62.0,85.0,,,
410.078,111.52,69.65,62.0,85.0,,,
410.228,111.5,69.77,62.0,85.0,,,
410.228,111.5,69.77,62.0,85.0,,,
410.228,111.5,69.77,62.0,85.0,,,
410.228,111.5,69.77,62.0,85.0,,,
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.378,111.54,69.91,62.0,85.0,66.56,52.27,58.49
410.528,111.55,70.04,62.0,85.0,,,
410.528,111.55,70.04,62.0,85.0,,,
410.528,111.55,70.04,62.0,85.0,,,
410.528,111.55,70.04,62.0,85.0,,,
410.678,111.57,70.17,62.0,85.0,,,
410.678,111.57,70.17,62.0,85.0,,,
410.678,111.57,70.17,62.0,85.0,,,
410.678,111.57,70.17,62.0,85.0,,,
410.828,111.54,70.29,62.0,85.0,,,
410.828,111.54,70.29,62.0,85.0,,,
410.828,111.54,70.29,62.0,85.0,,,
410.828,111.54,70.29,62.0,85.0,,,
410.978,111.52,70.41,62.0,85.0,,,
410.978,111.52,70.41,62.0,85.0,,,
410.978,111.52,70.41,62.0,85.0,,,
410.978,111.52,70.41,62.0,85.0,,,
411.128,111.58,70.55,62.0,85.0,,,
411.128,111.58,70.55,62.0,85.0,,,
411.128,111.58,70.55,62.0,85.0,,,
411.128,111.58,70.55,62.0,85.0,,,
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.278,111.55,70.67,62.0,85.0,67.33,52.56,59.15
411.428,111.6,70.8,62.0,85.0,,,
411.428,111.6,70.8,62.0,85.0,,,
411.428,111.6,70.8,62.0,85.0,,,
411.428,111.6,70.8,62.0,85.0,,,
411.578,111.58,70.92,62.0,85.0,,,
411.578,111.58,70.92,62.0,85.0,,,
411.578,111.58,70.92,62.0,85.0,,,
411.578,111.58,70.92,62.0,85.0,,,
411.728,111.58,71.05,62.0,85.0,,,
411.728,111.58,71.05,62.0,85.0,,,
411.728,111.58,71.05,62.0,85.0,,,
411.728,111.58,71.05,62.0,85.0,,,
411.878,111.61,71.18,62.0,85.0,,,
411.878,111.61,71.18,62.0,85.0,,,
411.878,111.61,71.18,62.0,85.0,,,
411.878,111.61,71.18,62.0,85.0,,,
412.028,111.6,71.3,62.0,85.0,,,
412.028,111.6,71.3,62.0,85.0,,,
412.028,111.6,71.3,62.0,85.0,,,
412.028,111.6,71.3,62.0,85.0,,,
412.178,111.58,71.42,62.0,85.0,,,
412.178,111.58,71.42,62.0,85.0,,,
412.178,111.58,71.42,62.0,85.0,,,
412.178,111.58,71.42,62.0,85.0,,,
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.328,111.63,71.55,62.0,85.0,68.53,53.14,59.9
412.478,111.67,71.68,62.0,85.0,,,
412.478,111.67,71.68,62.0,85.0,,,
412.478,111.67,71.68,62.0,85.0,,,
412.478,111.67,71.68,62.0,85.0,,,
412.628,111.69,71.81,62.0,85.0,,,
412.628,111.69,71.81,62.0,85.0,,,
412.628,111.69,71.81,62.0,85.0,,,
412.628,111.69,71.81,62.0,85.0,,,
412.778,111.7,71.93,62.0,85.0,,,
412.778,111.7,71.93,62.0,85.0,,,
412.778,111.7,71.93,62.0,85.0,,,
412.778,111.7,71.93,62.0,85.0,,,
412.928,111.72,72.06,62.0,85.0,,,
412.928,111.72,72.06,62.0,85.0,,,
412.928,111.72,72.06,62.0,85.0,,,
412.928,111.72,72.06,62.0,85.0,,,
413.078,111.69,72.17,62.0,85.0,,,
413.078,111.69,72.17,62.0,85.0,,,
413.078,111.69,72.17,62.0,85.0,,,
413.078,111.69,72.17,62.0,85.0,,,
413.228,111.75,72.3,62.0,85.0,,,
413.228,111.75,72.3,62.0,85.0,,,
413.228,111.75,72.3,62.0,85.0,,,
413.228,111.75,72.3,62.0,85.0,,,
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.378,111.75,72.42,62.0,85.0,69.11,53.38,60.44
413.528,111.74,72.54,62.0,85.0,,,
413.528,111.74,72.54,62.0,85.0,,,
413.528,111.74,72.54,62.0,85.0,,,
413.528,111.74,72.54,62.0,85.0,,,
413.678,111.76,72.66,62.0,85.0,,,
413.678,111.76,72.66,62.0,85.0,,,
413.678,111.76,72.66,62.0,85.0,,,
413.678,111.76,72.66,62.0,85.0,,,
413.828,111.79,72.79,62.0,85.0,,,
413.828,111.79,72.79,62.0,85.0,,,
413.828,111.79,72.79,62.0,85.0,,,
413.828,111.79,72.79,62.0,85.0,,,
413.978,111.8,72.91,62.0,85.0,,,
413.978,111.8,72.91,62.0,85.0,,,
413.978,111.8,72.91,62.0,85.0,,,
413.978,111.8,72.91,62.0,85.0,,,
414.128,111.82,73.03,62.0,85.0,,,
414.128,111.82,73.03,62.0,85.0,,,
414.128,111.82,73.03,62.0,85.0,,,
414.128,111.82,73.03,62.0,85.0,,,
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.278,111.82,73.15,62.0,85.0,70.03,53.82,61.11
414.428,111.83,73.27,62.0,85.0,,,
414.428,111.83,73.27,62.0,85.0,,,
414.428,111.83,73.27,62.0,85.0,,,
414.428,111.83,73.27,62.0,85.0,,,
414.578,111.84,73.39,62.0,85.0,,,
414.578,111.84,73.39,62.0,85.0,,,
414.578,111.84,73.39,62.0,85.0,,,
414.578,111.84,73.39,62.0,85.0,,,
414.728,111.87,73.51,62.0,85.0,,,
414.728,111.87,73.51,62.0,85.0,,,
414.728,111.87,73.51,62.0,85.0,,,
