,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,4548.498,28.97,24.0,62.0,,29.21
1,4548.664,29.0,24.0,62.0,,29.21
2,4548.806,29.05,24.0,62.0,,29.25
3,4548.957,29.2,24.0,62.0,,29.24
4,4549.107,29.63,24.0,62.0,,29.21
5,4549.256,30.23,24.0,62.0,,29.21
6,4549.256,,,,29.16,
7,4549.408,31.0,24.0,62.0,,29.16
8,4549.556,32.1,24.0,62.0,,29.13
9,4549.706,33.12,24.0,62.0,,29.07
10,4549.829,,,,29.17,
11,4549.898,34.22,24.0,62.0,,29.02
12,4550.045,35.92,24.0,62.0,,28.94
13,4550.195,37.1,24.0,62.0,,28.89
14,4550.346,38.52,24.0,62.0,,28.82
15,4550.495,39.7,24.0,62.0,,28.76
16,4550.646,40.9,24.0,62.0,,28.72
17,4550.795,42.3,24.0,62.0,,28.67
18,4550.946,43.45,24.0,62.0,,28.6
19,4551.095,44.84,24.0,62.0,,28.52
20,4551.246,45.99,24.0,62.0,,28.48
21,4551.396,47.34,24.0,62.0,,28.41
22,4551.545,48.48,24.0,62.0,,28.36
23,4551.697,49.59,24.0,62.0,,28.3
24,4551.845,50.9,24.0,62.0,,28.24
25,4551.996,51.93,24.0,62.0,,28.18
26,4552.145,53.23,24.0,62.0,,28.09
27,4552.145,,,,29.19,
28,4552.296,54.25,24.0,62.0,,28.06
29,4552.445,55.49,24.0,62.0,,28.0
30,4552.595,56.5,24.0,62.0,,27.96
31,4552.746,57.66,24.0,62.0,,27.89
32,4552.895,58.64,24.0,62.0,,27.85
33,4553.047,59.58,24.0,62.0,,27.81
34,4553.195,60.72,24.0,62.0,,27.76
35,4553.346,61.63,24.0,62.0,,27.69
36,4553.346,,,,29.2,
37,4553.495,62.72,24.01,62.0,,27.65
38,4553.645,63.62,24.13,62.0,,27.61
39,4553.796,64.67,24.27,62.0,,27.56
40,4553.945,65.54,24.4,62.0,,27.51
41,4553.945,,,,29.24,
42,4554.097,66.38,24.54,62.0,,27.48
43,4554.245,67.39,24.69,62.0,,27.42
44,4554.396,68.19,24.85,62.0,,27.37
45,4554.545,69.16,25.01,62.0,,27.33
46,4554.651,,,,29.15,
47,4554.696,69.94,25.17,62.0,,27.29
48,4554.845,70.88,25.34,62.0,,27.26
49,4554.995,71.63,25.52,62.0,,27.21
50,4555.146,72.54,25.7,62.0,,27.18
51,4555.146,,,,29.16,
52,4555.295,73.29,25.88,62.0,,27.14
53,4555.446,74.01,26.07,62.0,,27.1
54,4555.595,74.86,26.26,62.0,,27.06
55,4555.746,75.53,26.45,62.0,,27.03
56,4555.756,,,,29.27,
57,4555.895,76.38,26.66,62.0,,27.0
58,4556.046,77.05,26.86,62.0,,26.96
59,4556.195,77.85,27.07,62.0,,26.93
60,4556.345,78.48,27.28,62.0,,26.9
61,4556.345,,,,29.63,
62,4556.496,79.26,27.5,62.0,,26.86
63,4556.645,79.89,27.72,62.0,,26.83
64,4556.797,80.5,27.93,62.0,,26.81
65,4556.945,81.25,28.16,62.0,,26.77
66,4556.945,,,,30.2,
67,4557.096,81.86,28.39,62.0,,26.75
68,4557.245,82.54,28.62,62.0,,26.72
69,4557.395,83.15,28.85,62.0,,26.68
70,4557.546,83.8,29.09,62.0,,26.65
71,4557.546,,,,30.73,
72,4557.695,84.38,29.33,62.0,,26.65
73,4557.847,84.91,29.56,62.0,,26.61
74,4557.995,85.58,29.81,62.0,,26.59
75,4558.145,86.13,30.06,62.0,,26.57
76,4558.145,,,,31.37,
77,4558.296,86.75,30.31,62.0,,26.53
78,4558.445,87.27,30.56,62.0,,26.52
79,4558.597,87.77,30.8,62.0,,26.5
80,4558.745,88.38,31.06,62.0,,26.46
81,4558.745,,,,31.94,
82,4558.896,88.86,31.31,62.0,,26.45
83,4559.045,89.44,31.58,62.0,,26.43
84,4559.195,89.93,31.83,62.0,,26.41
85,4559.346,90.5,32.1,62.0,,26.4
86,4559.346,,,,32.47,
87,4559.495,90.97,32.36,62.0,,26.38
88,4559.647,91.45,32.62,62.0,,26.37
89,4559.795,91.99,32.9,62.0,,26.35
90,4559.946,92.41,33.15,62.0,,26.34
91,4559.946,,,,32.96,
92,4560.095,92.95,33.43,62.0,,26.31
93,4560.245,93.4,33.7,62.0,,26.3
94,4560.396,93.88,33.98,62.0,,26.29
95,4560.545,94.31,34.24,62.0,,26.26
96,4560.545,,,,33.66,
97,4560.696,94.71,34.51,62.0,,26.29
98,4560.845,95.23,34.8,62.0,,26.26
99,4560.996,95.59,35.06,62.0,,26.25
100,4561.145,96.08,35.35,62.0,,26.24
101,4561.145,,,,34.38,
102,4561.295,96.47,35.62,62.0,,26.23
103,4561.446,96.94,35.91,62.0,,26.23
104,4561.595,97.3,36.18,62.0,,26.21
105,4561.747,97.67,36.45,62.0,,26.2
106,4561.747,,,,35.25,
107,4561.919,98.05,36.76,62.0,,26.19
108,4562.07,98.53,37.06,62.0,,26.19
109,4562.219,98.97,37.35,62.0,,26.19
110,4562.369,99.32,37.63,62.0,,26.18
111,4562.407,,,,36.09,
112,4562.52,99.67,37.91,62.0,,26.17
113,4562.669,100.04,38.19,62.0,,26.17
114,4562.82,100.38,38.47,62.0,,26.16
115,4562.969,100.8,38.76,62.0,,26.15
116,4562.969,,,,36.97,
117,4563.12,101.14,39.05,62.0,,26.15
118,4563.269,101.51,39.34,62.0,,26.15
119,4563.419,101.82,39.61,62.0,,26.14
120,4563.57,102.16,39.9,62.0,,26.14
121,4563.57,,,,37.99,
122,4563.719,102.55,40.2,62.0,,26.14
123,4563.871,102.83,40.47,62.0,,26.15
124,4564.019,103.17,40.76,62.0,,26.14
125,4564.17,103.48,41.05,62.0,,26.15
126,4564.17,,,,38.97,
127,4564.319,103.87,41.35,62.0,,26.14
128,4564.471,104.16,41.63,62.0,,26.15
129,4564.62,104.47,41.92,62.0,,26.14
130,4564.77,104.79,42.21,62.0,,26.15
131,4564.77,,,,39.87,
132,4564.921,105.06,42.49,62.0,,26.13
133,4565.07,105.4,42.78,62.0,,26.13
134,4565.221,105.68,43.07,62.0,,26.14
135,4565.37,106.03,43.37,62.0,,26.16
136,4565.37,,,,40.84,
137,4565.52,106.28,43.65,62.0,,26.16
138,4565.672,106.55,43.93,62.0,,26.16
139,4565.82,106.89,44.23,62.0,,26.15
140,4565.971,107.13,44.51,62.0,,26.18
141,4565.971,,,,41.68,
142,4566.12,107.45,44.81,62.0,,26.17
143,4566.271,107.68,45.08,62.0,,26.17
144,4566.42,107.99,45.38,62.0,,26.19
145,4566.57,108.24,45.67,62.0,,26.2
146,4566.57,,,,42.65,
147,4566.722,108.49,45.95,62.0,,26.21
148,4566.87,108.79,46.25,62.0,,26.2
149,4567.021,109.02,46.53,62.0,,26.21
150,4567.17,109.3,46.82,62.0,,26.22
151,4567.17,,,,43.52,
152,4567.32,109.54,47.11,62.0,,26.23
153,4567.471,109.82,47.4,62.0,,26.24
154,4567.621,110.05,47.68,62.0,,26.24
155,4567.772,110.28,47.96,62.0,,26.26
156,4567.772,,,,44.5,
157,4567.919,110.55,48.26,62.0,,26.26
158,4568.069,110.77,48.54,62.0,,26.27
159,4568.22,111.04,48.83,62.0,,26.28
160,4568.369,111.24,49.11,62.0,,26.28
161,4568.369,,,,45.42,
162,4568.521,111.45,49.38,62.0,,26.29
163,4568.669,111.71,49.68,62.0,,26.3
164,4568.82,111.9,49.95,62.0,,26.31
165,4568.969,112.13,50.23,62.0,,26.34
166,4569.036,,,,46.47,
167,4569.12,112.28,50.49,62.0,,26.34
168,4569.269,112.47,50.77,62.0,,26.36
169,4569.419,112.59,51.01,62.0,,26.36
170,4569.57,112.72,51.26,62.0,,26.37
171,4569.57,,,,47.41,
172,4569.719,112.8,51.5,62.0,,26.39
173,4569.871,112.91,51.74,62.0,,26.4
174,4570.019,112.99,51.98,62.0,,26.43
175,4570.17,113.06,52.2,62.0,,26.44
176,4570.17,,,,48.37,
177,4570.319,113.13,52.43,62.0,,26.46
178,4570.47,113.17,52.65,62.0,,26.47
179,4570.619,113.21,52.86,62.0,,26.49
180,4570.769,113.25,53.08,62.0,,26.52
181,4570.769,,,,49.39,
182,4570.935,113.27,53.3,62.0,,26.54
183,4571.085,113.3,53.51,62.0,,26.54
184,4571.235,113.31,53.72,62.0,,26.57
185,4571.384,113.31,53.92,62.0,,26.59
186,4571.384,,,,50.34,
187,4571.535,113.35,54.13,62.0,,26.61
188,4571.685,113.33,54.31,62.0,,26.63
189,4571.836,113.34,54.52,62.0,,26.65
190,4571.984,113.34,54.71,62.0,,26.65
191,4571.984,,,,51.2,
192,4572.135,113.34,54.9,62.0,,26.67
193,4572.285,113.36,55.11,62.0,,26.68
194,4572.434,113.38,55.3,62.0,,26.72
195,4572.585,113.41,55.51,62.0,,26.75
196,4572.585,,,,52.14,
197,4572.734,113.42,55.7,62.0,,26.75
198,4572.886,113.4,55.89,62.0,,26.77
199,4573.034,113.44,56.09,62.0,,26.79
200,4573.185,113.45,56.27,62.0,,26.83
201,4573.185,,,,53.02,
202,4573.334,113.47,56.45,62.0,,26.83
203,4573.485,113.47,56.62,62.0,,26.86
204,4573.634,113.48,56.8,62.0,,26.88
205,4573.784,113.48,56.97,62.0,,26.89
206,4573.784,,,,53.82,
207,4573.935,113.49,57.14,62.0,,26.93
208,4574.084,113.49,57.31,62.0,,26.94
209,4574.235,113.5,57.48,62.0,,26.96
210,4574.384,113.53,57.65,62.0,,26.98
211,4574.384,,,,54.64,
212,4574.534,113.53,57.82,62.0,,26.99
213,4574.684,113.54,57.99,62.0,,27.0
214,4574.835,113.55,58.16,62.0,,27.04
215,4574.985,113.56,58.33,62.0,,27.05
216,4574.985,,,,55.35,
217,4575.134,113.58,58.5,62.0,,27.08
218,4575.285,113.59,58.66,62.0,,27.09
219,4575.435,113.6,58.83,62.0,,27.11
220,4575.585,113.59,59.0,62.0,,27.14
221,4575.585,,,,56.18,
222,4575.734,113.61,59.16,62.0,,27.17
223,4575.884,113.61,59.33,62.0,,27.17
224,4576.034,113.61,59.49,62.0,,27.19
225,4576.184,113.65,59.65,62.0,,27.21
226,4576.184,,,,56.84,
227,4576.334,113.64,59.82,62.0,,27.23
228,4576.484,113.64,59.98,62.0,,27.24
229,4576.635,113.67,60.14,62.0,,27.29
230,4576.784,113.71,60.3,62.0,,27.28
231,4576.794,,,,57.47,
232,4576.935,113.7,60.46,62.0,,27.32
233,4577.084,113.58,60.62,62.0,,27.34
234,4577.234,113.23,60.78,62.0,,27.39
235,4577.384,112.45,60.94,62.0,,27.48
236,4577.384,,,,58.03,
237,4577.535,111.62,61.09,62.0,,27.57
238,4577.685,110.37,61.24,62.0,,27.71
239,4577.834,109.24,61.38,62.0,,27.86
240,4577.984,107.98,61.52,62.0,,28.01
241,4577.984,,,,58.67,
242,4578.134,106.38,61.65,62.0,,28.23
243,4578.284,105.02,61.77,62.0,,28.41
244,4578.434,103.4,61.89,62.0,,28.64
245,4578.584,102.07,62.01,62.0,,28.83
246,4578.584,,,,60.3,
247,4578.735,100.4,62.11,62.0,,29.07
248,4578.884,99.03,62.22,62.0,,29.28
249,4579.035,97.71,62.31,62.0,,29.5
