timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,dataQLiquidStg1
472.489,27.32,25.59,0,60,25.5
472.489,27.32,25.59,0,60,25.5
472.489,27.32,25.59,0,60,25.5
472.489,27.32,25.59,0,60,25.5
472.638,27.41,25.59,0,60,25.5
472.638,27.41,25.59,0,60,25.5
472.638,27.41,25.59,0,60,25.5
472.638,27.41,25.59,0,60,25.5
472.638,27.41,25.59,0,60,25.5
472.788,28.07,25.6,0,60,
472.788,28.07,25.6,0,60,
472.788,28.07,25.6,0,60,
472.788,28.07,25.6,0,60,
472.938,29.19,25.61,0,60,
472.938,29.19,25.61,0,60,
472.938,29.19,25.61,0,60,
472.938,29.19,25.61,0,60,
473.088,30.41,25.63,0,60,
473.088,30.41,25.63,0,60,
473.088,30.41,25.63,0,60,
473.088,30.41,25.63,0,60,
473.239,32.21,25.67,0,60,
473.239,32.21,25.67,0,60,
473.239,32.21,25.67,0,60,
473.239,32.21,25.67,0,60,
473.389,33.84,25.71,0,60,
473.389,33.84,25.71,0,60,
473.389,33.84,25.71,0,60,
473.389,33.84,25.71,0,60,
473.538,35.5,25.76,0,60,
473.538,35.5,25.76,0,60,
473.538,35.5,25.76,0,60,
473.538,35.5,25.76,0,60,
473.635,,,,,25.51
473.688,37.23,25.82,0,60,
473.688,37.23,25.82,0,60,
473.688,37.23,25.82,0,60,
473.688,37.23,25.82,0,60,
473.838,38.93,25.89,0,60,
473.838,38.93,25.89,0,60,
473.838,38.93,25.89,0,60,
473.838,38.93,25.89,0,60,
473.989,40.59,25.97,0,60,
473.989,40.59,25.97,0,60,
473.989,40.59,25.97,0,60,
473.989,40.59,25.97,0,60,
474.138,42.23,26.06,0,60,
474.138,42.23,26.06,0,60,
474.138,42.23,26.06,0,60,
474.138,42.23,26.06,0,60,
474.288,43.95,26.16,0,60,
474.288,43.95,26.16,0,60,
474.288,43.95,26.16,0,60,
474.288,43.95,26.16,0,60,
474.439,45.4,26.26,0,60,
474.439,45.4,26.26,0,60,
474.439,45.4,26.26,0,60,
474.439,45.4,26.26,0,60,
474.588,47.14,26.37,0,60,
474.588,47.14,26.37,0,60,
474.588,47.14,26.37,0,60,
474.588,47.14,26.37,0,60,
474.604,,,,,25.61
474.738,48.54,26.48,0,60,
474.738,48.54,26.48,0,60,
474.738,48.54,26.48,0,60,
474.738,48.54,26.48,0,60,
474.888,50.08,26.6,0,60,
474.888,50.08,26.6,0,60,
474.888,50.08,26.6,0,60,
474.888,50.08,26.6,0,60,
475.039,51.54,26.73,0,60,
475.039,51.54,26.73,0,60,
475.039,51.54,26.73,0,60,
475.039,51.54,26.73,0,60,
475.196,53.14,26.87,0,60,
475.196,53.14,26.87,0,60,
475.196,53.14,26.87,0,60,
475.196,53.14,26.87,0,60,
475.345,54.61,27.02,0,60,
475.345,54.61,27.02,0,60,
475.345,54.61,27.02,0,60,
475.345,54.61,27.02,0,60,
475.495,55.99,27.16,0,60,
475.495,55.99,27.16,0,60,
475.495,55.99,27.16,0,60,
475.495,55.99,27.16,0,60,
475.645,57.36,27.31,0,60,25.68
475.645,57.36,27.31,0,60,25.68
475.645,57.36,27.31,0,60,25.68
475.645,57.36,27.31,0,60,25.68
475.645,57.36,27.31,0,60,25.68
475.795,58.7,27.47,0,60,
475.795,58.7,27.47,0,60,
475.795,58.7,27.47,0,60,
475.795,58.7,27.47,0,60,
475.945,59.99,27.63,0,60,
475.945,59.99,27.63,0,60,
475.945,59.99,27.63,0,60,
475.945,59.99,27.63,0,60,
476.095,61.27,27.79,0,60,
476.095,61.27,27.79,0,60,
476.095,61.27,27.79,0,60,
476.095,61.27,27.79,0,60,
476.245,62.51,27.96,0,60,
476.245,62.51,27.96,0,60,
476.245,62.51,27.96,0,60,
476.245,62.51,27.96,0,60,
476.395,63.74,28.13,0,60,
476.395,63.74,28.13,0,60,
476.395,63.74,28.13,0,60,
476.395,63.74,28.13,0,60,
476.545,64.94,28.3,0,60,25.75
476.545,64.94,28.3,0,60,25.75
476.545,64.94,28.3,0,60,25.75
476.545,64.94,28.3,0,60,25.75
476.545,64.94,28.3,0,60,25.75
476.695,66.1,28.48,0,60,
476.695,66.1,28.48,0,60,
476.695,66.1,28.48,0,60,
476.695,66.1,28.48,0,60,
476.845,67.28,28.67,0,60,
476.845,67.28,28.67,0,60,
476.845,67.28,28.67,0,60,
476.845,67.28,28.67,0,60,
476.995,68.42,28.85,0,60,
476.995,68.42,28.85,0,60,
476.995,68.42,28.85,0,60,
476.995,68.42,28.85,0,60,
477.145,69.49,29.04,0,60,
477.145,69.49,29.04,0,60,
477.145,69.49,29.04,0,60,
477.145,69.49,29.04,0,60,
477.295,70.56,29.23,0,60,
477.295,70.56,29.23,0,60,
477.295,70.56,29.23,0,60,
477.295,70.56,29.23,0,60,
477.445,71.6,29.42,0,60,
477.445,71.6,29.42,0,60,
477.445,71.6,29.42,0,60,
477.445,71.6,29.42,0,60,
477.595,72.72,29.63,0,60,25.84
477.595,72.72,29.63,0,60,25.84
477.595,72.72,29.63,0,60,25.84
477.595,72.72,29.63,0,60,25.84
477.595,72.72,29.63,0,60,25.84
477.745,73.68,29.82,0,60,
477.745,73.68,29.82,0,60,
477.745,73.68,29.82,0,60,
477.745,73.68,29.82,0,60,
477.895,74.66,30.03,0,60,
477.895,74.66,30.03,0,60,
477.895,74.66,30.03,0,60,
477.895,74.66,30.03,0,60,
478.045,75.57,30.22,0,60,
478.045,75.57,30.22,0,60,
478.045,75.57,30.22,0,60,
478.045,75.57,30.22,0,60,
478.195,76.49,30.43,0,60,
478.195,76.49,30.43,0,60,
478.195,76.49,30.43,0,60,
478.195,76.49,30.43,0,60,
478.345,77.39,30.63,0,60,
478.345,77.39,30.63,0,60,
478.345,77.39,30.63,0,60,
478.345,77.39,30.63,0,60,
478.495,78.28,30.84,0,60,
478.495,78.28,30.84,0,60,
478.495,78.28,30.84,0,60,
478.495,78.28,30.84,0,60,
478.645,79.16,31.05,0,60,34.99
478.645,79.16,31.05,0,60,34.99
478.645,79.16,31.05,0,60,34.99
478.645,79.16,31.05,0,60,34.99
478.645,79.16,31.05,0,60,34.99
478.795,80.02,31.26,0,60,
478.795,80.02,31.26,0,60,
478.795,80.02,31.26,0,60,
478.795,80.02,31.26,0,60,
478.945,80.88,31.48,0,60,
478.945,80.88,31.48,0,60,
478.945,80.88,31.48,0,60,
478.945,80.88,31.48,0,60,
479.095,81.73,31.7,0,60,
479.095,81.73,31.7,0,60,
479.095,81.73,31.7,0,60,
479.095,81.73,31.7,0,60,
479.245,82.53,31.91,0,60,
479.245,82.53,31.91,0,60,
479.245,82.53,31.91,0,60,
479.245,82.53,31.91,0,60,
479.395,83.36,32.13,0,60,
479.395,83.36,32.13,0,60,
479.395,83.36,32.13,0,60,
479.395,83.36,32.13,0,60,
479.545,84.15,32.35,0,60,
479.545,84.15,32.35,0,60,
479.545,84.15,32.35,0,60,
479.545,84.15,32.35,0,60,
479.695,84.92,32.57,0,60,33.08
479.695,84.92,32.57,0,60,33.08
479.695,84.92,32.57,0,60,33.08
479.695,84.92,32.57,0,60,33.08
479.695,84.92,32.57,0,60,33.08
479.845,85.66,32.8,0,60,
479.845,85.66,32.8,0,60,
479.845,85.66,32.8,0,60,
479.845,85.66,32.8,0,60,
479.995,86.41,33.02,0,60,
479.995,86.41,33.02,0,60,
479.995,86.41,33.02,0,60,
479.995,86.41,33.02,0,60,
480.145,87.13,33.24,0,60,
480.145,87.13,33.24,0,60,
480.145,87.13,33.24,0,60,
480.145,87.13,33.24,0,60,
480.295,87.86,33.47,0,60,
480.295,87.86,33.47,0,60,
480.295,87.86,33.47,0,60,
480.295,87.86,33.47,0,60,
480.445,88.58,33.7,0,60,
480.445,88.58,33.7,0,60,
480.445,88.58,33.7,0,60,
480.445,88.58,33.7,0,60,
480.595,89.19,33.92,0,60,34.78
480.595,89.19,33.92,0,60,34.78
480.595,89.19,33.92,0,60,34.78
480.595,89.19,33.92,0,60,34.78
480.595,89.19,33.92,0,60,34.78
480.745,89.88,34.15,0,60,
480.745,89.88,34.15,0,60,
480.745,89.88,34.15,0,60,
480.745,89.88,34.15,0,60,
480.895,90.5,34.37,0,60,
480.895,90.5,34.37,0,60,
480.895,90.5,34.37,0,60,
480.895,90.5,34.37,0,60,
481.045,91.17,34.61,0,60,
481.045,91.17,34.61,0,60,
481.045,91.17,34.61,0,60,
481.045,91.17,34.61,0,60,
481.195,91.79,34.83,0,60,
481.195,91.79,34.83,0,60,
481.195,91.79,34.83,0,60,
481.195,91.79,34.83,0,60,
481.345,92.38,35.06,0,60,
481.345,92.38,35.06,0,60,
481.345,92.38,35.06,0,60,
481.345,92.38,35.06,0,60,
481.495,92.99,35.29,0,60,
481.495,92.99,35.29,0,60,
481.495,92.99,35.29,0,60,
481.495,92.99,35.29,0,60,
481.645,93.56,35.52,0,60,36.14
481.645,93.56,35.52,0,60,36.14
481.645,93.56,35.52,0,60,36.14
481.645,93.56,35.52,0,60,36.14
481.645,93.56,35.52,0,60,36.14
481.795,94.14,35.75,0,60,
481.795,94.14,35.75,0,60,
481.795,94.14,35.75,0,60,
481.795,94.14,35.75,0,60,
481.945,94.8,35.99,0,60,
481.945,94.8,35.99,0,60,
481.945,94.8,35.99,0,60,
481.945,94.8,35.99,0,60,
482.095,95.35,36.22,0,60,
482.095,95.35,36.22,0,60,
482.095,95.35,36.22,0,60,
482.095,95.35,36.22,0,60,
482.245,95.91,36.45,0,60,
482.245,95.91,36.45,0,60,
482.245,95.91,36.45,0,60,
482.245,95.91,36.45,0,60,
482.395,96.42,36.68,0,60,
482.395,96.42,36.68,0,60,
482.395,96.42,36.68,0,60,
482.395,96.42,36.68,0,60,
482.545,96.95,36.91,0,60,
482.545,96.95,36.91,0,60,
482.545,96.95,36.91,0,60,
482.545,96.95,36.91,0,60,
482.695,97.44,37.14,0,60,33.75
482.695,97.44,37.14,0,60,33.75
482.695,97.44,37.14,0,60,33.75
482.695,97.44,37.14,0,60,33.75
482.695,97.44,37.14,0,60,33.75
482.845,97.96,37.38,0,60,
482.845,97.96,37.38,0,60,
482.845,97.96,37.38,0,60,
482.845,97.96,37.38,0,60,
482.995,98.46,37.61,0,60,
482.995,98.46,37.61,0,60,
482.995,98.46,37.61,0,60,
482.995,98.46,37.61,0,60,
483.145,98.94,37.84,0,60,
483.145,98.94,37.84,0,60,
483.145,98.94,37.84,0,60,
483.145,98.94,37.84,0,60,
483.295,99.46,38.08,0,60,
483.295,99.46,38.08,0,60,
483.295,99.46,38.08,0,60,
483.295,99.46,38.08,0,60,
483.445,99.91,38.3,0,60,
483.445,99.91,38.3,0,60,
483.445,99.91,38.3,0,60,
483.445,99.91,38.3,0,60,
483.595,100.38,38.54,0,60,
483.595,100.38,38.54,0,60,
483.595,100.38,38.54,0,60,
483.595,100.38,38.54,0,60,
483.745,100.82,38.77,0,60,35.69
483.745,100.82,38.77,0,60,35.69
483.745,100.82,38.77,0,60,35.69
483.745,100.82,38.77,0,60,35.69
483.745,100.82,38.77,0,60,35.69
483.895,101.25,39,0,60,
483.895,101.25,39,0,60,
483.895,101.25,39,0,60,
483.895,101.25,39,0,60,
484.045,101.71,39.23,0,60,
484.045,101.71,39.23,0,60,
484.045,101.71,39.23,0,60,
484.045,101.71,39.23,0,60,
484.195,102.15,39.47,0,60,
484.195,102.15,39.47,0,60,
484.195,102.15,39.47,0,60,
484.195,102.15,39.47,0,60,
484.345,102.56,39.69,0,60,
484.345,102.56,39.69,0,60,
484.345,102.56,39.69,0,60,
484.345,102.56,39.69,0,60,
484.495,102.96,39.92,0,60,
484.495,102.96,39.92,0,60,
484.495,102.96,39.92,0,60,
484.495,102.96,39.92,0,60,
484.646,103.39,40.16,0,60,
484.646,103.39,40.16,0,60,
484.646,103.39,40.16,0,60,
484.646,103.39,40.16,0,60,
484.686,,,,,39.05
484.795,103.82,40.4,0,60,
484.795,103.82,40.4,0,60,
484.795,103.82,40.4,0,60,
484.795,103.82,40.4,0,60,
484.945,104.19,40.62,0,60,
484.945,104.19,40.62,0,60,
484.945,104.19,40.62,0,60,
484.945,104.19,40.62,0,60,
485.095,104.61,40.86,0,60,
485.095,104.61,40.86,0,60,
485.095,104.61,40.86,0,60,
485.095,104.61,40.86,0,60,
485.245,105.01,41.09,0,60,
485.245,105.01,41.09,0,60,
485.245,105.01,41.09,0,60,
485.245,105.01,41.09,0,60,
485.396,105.34,41.31,0,60,
485.396,105.34,41.31,0,60,
485.396,105.34,41.31,0,60,
485.396,105.34,41.31,0,60,
485.545,105.72,41.55,0,60,
485.545,105.72,41.55,0,60,
485.545,105.72,41.55,0,60,
485.545,105.72,41.55,0,60,
485.697,106.15,41.79,0,60,38.49
485.697,106.15,41.79,0,60,38.49
485.697,106.15,41.79,0,60,38.49
485.697,106.15,41.79,0,60,38.49
485.697,106.15,41.79,0,60,38.49
485.846,106.52,42.02,0,60,
485.846,106.52,42.02,0,60,
485.846,106.52,42.02,0,60,
485.846,106.52,42.02,0,60,
485.995,106.86,42.25,0,60,
485.995,106.86,42.25,0,60,
485.995,106.86,42.25,0,60,
485.995,106.86,42.25,0,60,
486.145,107.27,42.49,0,60,
486.145,107.27,42.49,0,60,
486.145,107.27,42.49,0,60,
486.145,107.27,42.49,0,60,
486.295,107.53,42.7,0,60,
486.295,107.53,42.7,0,60,
486.295,107.53,42.7,0,60,
486.295,107.53,42.7,0,60,
486.445,107.87,42.93,0,60,
486.445,107.87,42.93,0,60,
486.445,107.87,42.93,0,60,
486.445,107.87,42.93,0,60,
486.595,108.23,43.17,0,60,
486.595,108.23,43.17,0,60,
486.595,108.23,43.17,0,60,
486.595,108.23,43.17,0,60,
486.745,108.54,43.39,0,60,40.21
486.745,108.54,43.39,0,60,40.21
486.745,108.54,43.39,0,60,40.21
486.745,108.54,43.39,0,60,40.21
486.745,108.54,43.39,0,60,40.21
486.896,108.86,43.62,0,60,
486.896,108.86,43.62,0,60,
486.896,108.86,43.62,0,60,
486.896,108.86,43.62,0,60,
487.045,109.17,43.84,0,60,
487.045,109.17,43.84,0,60,
487.045,109.17,43.84,0,60,
487.045,109.17,43.84,0,60,
